Model	Dataset	Metric	Value	Split
dscript	guo	Accuracy	0.4993	0->1
dscript	guo	Precision	0.4444	0->1
dscript	guo	Sensitivity	0.0054	0->1
dscript	guo	Recall	0.0054	0->1
dscript	guo	Specificity	0.9932	0->1
dscript	guo	MCC	-0.0087	0->1
dscript	guo	F1	0.0107	0->1
dscript	guo	AUC	0.4993224932249323	0->1
dscript	guo	AUPR	0.49969888587774763	0->1
dscript	guo	TP	4	0->1
dscript	guo	FP	5	0->1
dscript	guo	TN	733	0->1
dscript	guo	FN	734	0->1
dscript	huang	Accuracy	0.5	both->0
dscript	huang	Precision	0.0	both->0
dscript	huang	Sensitivity	0.0	both->0
dscript	huang	Recall	0.0	both->0
dscript	huang	Specificity	1.0	both->0
dscript	huang	MCC	nan	both->0
dscript	huang	F1	0.0	both->0
dscript	huang	AUC	0.5	both->0
dscript	huang	AUPR	0.5	both->0
dscript	huang	TP	0	both->0
dscript	huang	FP	0	both->0
dscript	huang	TN	748	both->0
dscript	huang	FN	748	both->0
dscript	huang	Accuracy	0.495	both->1
dscript	huang	Precision	0.3125	both->1
dscript	huang	Sensitivity	0.0084	both->1
dscript	huang	Recall	0.0084	both->1
dscript	huang	Specificity	0.9815	both->1
dscript	huang	MCC	-0.0438	both->1
dscript	huang	F1	0.0164	both->1
dscript	huang	AUC	0.4949579831932773	both->1
dscript	huang	AUPR	0.49842436974789917	both->1
dscript	huang	TP	5	both->1
dscript	huang	FP	11	both->1
dscript	huang	TN	584	both->1
dscript	huang	FN	590	both->1
dscript	huang	Accuracy	0.5	0->1
dscript	huang	Precision	0.0	0->1
dscript	huang	Sensitivity	0.0	0->1
dscript	huang	Recall	0.0	0->1
dscript	huang	Specificity	1.0	0->1
dscript	huang	MCC	nan	0->1
dscript	huang	F1	0.0	0->1
dscript	huang	AUC	0.5	0->1
dscript	huang	AUPR	0.5	0->1
dscript	huang	TP	0	0->1
dscript	huang	FP	0	0->1
dscript	huang	TN	595	0->1
dscript	huang	FN	595	0->1
dscript	richoux	Accuracy	0.5	both->0
dscript	richoux	Precision	0.0	both->0
dscript	richoux	Sensitivity	0.0	both->0
dscript	richoux	Recall	0.0	both->0
dscript	richoux	Specificity	1.0	both->0
dscript	richoux	MCC	nan	both->0
dscript	richoux	F1	0.0	both->0
dscript	richoux	AUC	0.5	both->0
dscript	richoux	AUPR	0.5	both->0
dscript	richoux	TP	0	both->0
dscript	richoux	FP	0	both->0
dscript	richoux	TN	18376	both->0
dscript	richoux	FN	18376	both->0
dscript	richoux	Accuracy	0.5239	both->1
dscript	richoux	Precision	0.9281	both->1
dscript	richoux	Sensitivity	0.0518	both->1
dscript	richoux	Recall	0.0518	both->1
dscript	richoux	Specificity	0.996	both->1
dscript	richoux	MCC	0.1451	both->1
dscript	richoux	F1	0.0981	both->1
dscript	richoux	AUC	0.5238955823293172	both->1
dscript	richoux	AUPR	0.5221764756869203	both->1
dscript	richoux	TP	258	both->1
dscript	richoux	FP	20	both->1
dscript	richoux	TN	4960	both->1
dscript	richoux	FN	4722	both->1
dscript	richoux	Accuracy	0.4934	0->1
dscript	richoux	Precision	0.4844	0->1
dscript	richoux	Sensitivity	0.2052	0->1
dscript	richoux	Recall	0.2052	0->1
dscript	richoux	Specificity	0.7815	0->1
dscript	richoux	MCC	-0.0162	0->1
dscript	richoux	F1	0.2883	0->1
dscript	richoux	AUC	0.4933734939759036	0->1
dscript	richoux	AUPR	0.496790384285959	0->1
dscript	richoux	TP	1022	0->1
dscript	richoux	FP	1088	0->1
dscript	richoux	TN	3892	0->1
dscript	richoux	FN	3958	0->1
dscript	pan	Accuracy	0.7078	both->0
dscript	pan	Precision	0.9759	both->0
dscript	pan	Sensitivity	0.426	both->0
dscript	pan	Recall	0.426	both->0
dscript	pan	Specificity	0.9895	both->0
dscript	pan	MCC	0.5029	both->0
dscript	pan	F1	0.5931	both->0
dscript	pan	AUC	0.707752819637949	both->0
dscript	pan	AUPR	0.7027461841668652	both->0
dscript	pan	TP	4495	both->0
dscript	pan	FP	111	both->0
dscript	pan	TN	10440	both->0
dscript	pan	FN	6056	both->0
dscript	pan	Accuracy	0.5018	both->1
dscript	pan	Precision	0.7826	both->1
dscript	pan	Sensitivity	0.0051	both->1
dscript	pan	Recall	0.0051	both->1
dscript	pan	Specificity	0.9986	both->1
dscript	pan	MCC	0.0322	both->1
dscript	pan	F1	0.0101	both->1
dscript	pan	AUC	0.501834085778781	both->1
dscript	pan	AUPR	0.501435371479046	both->1
dscript	pan	TP	18	both->1
dscript	pan	FP	5	both->1
dscript	pan	TN	3539	both->1
dscript	pan	FN	3526	both->1
dscript	pan	Accuracy	0.5006	0->1
dscript	pan	Precision	0.5152	0->1
dscript	pan	Sensitivity	0.0192	0->1
dscript	pan	Recall	0.0192	0->1
dscript	pan	Specificity	0.9819	0->1
dscript	pan	MCC	0.0042	0->1
dscript	pan	F1	0.037	0->1
dscript	pan	AUC	0.5005643340857788	0->1
dscript	pan	AUPR	0.5002907175593405	0->1
dscript	pan	TP	68	0->1
dscript	pan	FP	64	0->1
dscript	pan	TN	3480	0->1
dscript	pan	FN	3476	0->1
dscript	dscript	Accuracy	0.9263	both->0
dscript	dscript	Precision	0.8645	both->0
dscript	dscript	Sensitivity	0.2243	both->0
dscript	dscript	Recall	0.2243	both->0
dscript	dscript	Specificity	0.9965	both->0
dscript	dscript	MCC	0.4183	both->0
dscript	dscript	F1	0.3562	both->0
dscript	dscript	AUC	0.6104054552156284	both->0
dscript	dscript	AUPR	0.2644441116844821	both->0
dscript	dscript	TP	3043	both->0
dscript	dscript	FP	477	both->0
dscript	dscript	TN	135173	both->0
dscript	dscript	FN	10522	both->0
dscript	dscript	Accuracy	0.9119	both->1
dscript	dscript	Precision	0.8619	both->1
dscript	dscript	Sensitivity	0.0368	both->1
dscript	dscript	Recall	0.0368	both->1
dscript	dscript	Specificity	0.9994	both->1
dscript	dscript	MCC	0.1675	both->1
dscript	dscript	F1	0.0707	both->1
dscript	dscript	AUC	0.5181292075115153	both->1
dscript	dscript	AUPR	0.11931849695425803	both->1
dscript	dscript	TP	312	both->1
dscript	dscript	FP	50	both->1
dscript	dscript	TN	84620	both->1
dscript	dscript	FN	8155	both->1
dscript	dscript	Accuracy	0.9136	0->1
dscript	dscript	Precision	0.8975	0->1
dscript	dscript	Sensitivity	0.0559	0->1
dscript	dscript	Recall	0.0559	0->1
dscript	dscript	Specificity	0.9994	0->1
dscript	dscript	MCC	0.2117	0->1
dscript	dscript	F1	0.1052	0->1
dscript	dscript	AUC	0.5276130860989724	0->1
dscript	dscript	AUPR	0.13597029403075378	0->1
dscript	dscript	TP	473	0->1
dscript	dscript	FP	54	0->1
dscript	dscript	TN	84616	0->1
dscript	dscript	FN	7994	0->1
