Model	Dataset	Metric	Value	Split
dscript	huang	FP	1	0->1
dscript	huang	TN	594	0->1
dscript	huang	FN	589	0->1
dscript	richoux	Accuracy	0.5994	both->0
dscript	richoux	Precision	0.8345	both->0
dscript	richoux	Sensitivity	0.248	both->0
dscript	richoux	Recall	0.248	both->0
dscript	richoux	Specificity	0.9508	both->0
dscript	richoux	MCC	0.2794	both->0
dscript	richoux	F1	0.3823	both->0
dscript	richoux	AUC	0.7922333253975534	both->0
dscript	richoux	AUPR	0.7535826406929556	both->0
dscript	richoux	TP	4557	both->0
dscript	richoux	FP	904	both->0
dscript	richoux	TN	17472	both->0
dscript	richoux	FN	13819	both->0
dscript	richoux	Accuracy	0.6245	both->1
dscript	richoux	Precision	0.8861	both->1
dscript	richoux	Sensitivity	0.2857	both->1
dscript	richoux	Recall	0.2857	both->1
dscript	richoux	Specificity	0.9633	both->1
dscript	richoux	MCC	0.3385	both->1
dscript	richoux	F1	0.4321	both->1
dscript	richoux	AUC	0.818483935742972	both->1
dscript	richoux	AUPR	0.8060207963587913	both->1
dscript	richoux	TP	1423	both->1
dscript	richoux	FP	183	both->1
dscript	richoux	TN	4797	both->1
dscript	richoux	FN	3557	both->1
dscript	richoux	Accuracy	0.5532	0->1
dscript	richoux	Precision	0.865	0->1
dscript	richoux	Sensitivity	0.1261	0->1
dscript	richoux	Recall	0.1261	0->1
dscript	richoux	Specificity	0.9803	0->1
dscript	richoux	MCC	0.2047	0->1
dscript	richoux	F1	0.2201	0->1
dscript	richoux	AUC	0.5914950162094159	0->1
dscript	richoux	AUPR	0.6383529949021114	0->1
dscript	richoux	TP	628	0->1
dscript	richoux	FP	98	0->1
dscript	richoux	TN	4882	0->1
dscript	richoux	FN	4352	0->1
dscript	pan	Accuracy	0.7821	both->0
dscript	pan	Precision	0.9574	both->0
dscript	pan	Sensitivity	0.5904	both->0
dscript	pan	Recall	0.5904	both->0
dscript	pan	Specificity	0.9737	both->0
dscript	pan	MCC	0.6108	both->0
dscript	pan	F1	0.7304	both->0
dscript	pan	AUC	0.9181167298028745	both->0
dscript	pan	AUPR	0.9184462731415124	both->0
dscript	pan	TP	6229	both->0
dscript	pan	FP	277	both->0
dscript	pan	TN	10274	both->0
dscript	pan	FN	4322	both->0
dscript	pan	Accuracy	0.7631	both->1
dscript	pan	Precision	0.7726	both->1
dscript	pan	Sensitivity	0.7458	both->1
dscript	pan	Recall	0.7458	both->1
dscript	pan	Specificity	0.7805	both->1
dscript	pan	MCC	0.5266	both->1
dscript	pan	F1	0.7589	both->1
dscript	pan	AUC	0.8279668781751754	both->1
dscript	pan	AUPR	0.7544696817185681	both->1
dscript	pan	TP	2643	both->1
dscript	pan	FP	778	both->1
dscript	pan	TN	2766	both->1
dscript	pan	FN	901	both->1
dscript	pan	Accuracy	0.6422	0->1
dscript	pan	Precision	0.6721	0->1
dscript	pan	Sensitivity	0.5553	0->1
dscript	pan	Recall	0.5553	0->1
dscript	pan	Specificity	0.7291	0->1
dscript	pan	MCC	0.2888	0->1
dscript	pan	F1	0.6082	0->1
dscript	pan	AUC	0.6844420226345103	0->1
dscript	pan	AUPR	0.6486899915450199	0->1
dscript	pan	TP	1968	0->1
dscript	pan	FP	960	0->1
dscript	pan	TN	2584	0->1
dscript	pan	FN	1576	0->1
dscript	dscript	Accuracy	0.9219	both->0
dscript	dscript	Precision	0.7684	both->0
dscript	dscript	Sensitivity	0.2015	both->0
dscript	dscript	Recall	0.2015	both->0
dscript	dscript	Specificity	0.9939	both->0
dscript	dscript	MCC	0.3683	both->0
dscript	dscript	F1	0.3193	both->0
dscript	dscript	AUC	0.8317623138187774	both->0
dscript	dscript	AUPR	0.4845914591315341	both->0
dscript	dscript	TP	2734	both->0
dscript	dscript	FP	824	both->0
dscript	dscript	TN	134826	both->0
dscript	dscript	FN	10831	both->0
dscript	dscript	Accuracy	0.941	both->1
dscript	dscript	Precision	0.8909	both->1
dscript	dscript	Sensitivity	0.4001	both->1
dscript	dscript	Recall	0.4001	both->1
dscript	dscript	Specificity	0.9951	both->1
dscript	dscript	MCC	0.5741	both->1
dscript	dscript	F1	0.5522	both->1
dscript	dscript	AUC	0.8753155530327211	both->1
dscript	dscript	AUPR	0.6763948933585884	both->1
dscript	dscript	TP	3388	both->1
dscript	dscript	FP	415	both->1
dscript	dscript	TN	84255	both->1
dscript	dscript	FN	5079	both->1
dscript	dscript	Accuracy	0.9209	0->1
dscript	dscript	Precision	0.9371	0->1
dscript	dscript	Sensitivity	0.1389	0->1
dscript	dscript	Recall	0.1389	0->1
dscript	dscript	Specificity	0.9991	0->1
dscript	dscript	MCC	0.344	0->1
dscript	dscript	F1	0.2419	0->1
dscript	dscript	AUC	0.8198619874777948	0->1
dscript	dscript	AUPR	0.5492237994903206	0->1
dscript	dscript	TP	1176	0->1
dscript	dscript	FP	79	0->1
dscript	dscript	TN	84591	0->1
dscript	dscript	FN	7291	0->1
