P53271 P30665
Q00916 P36049
P14736 P38990
P39990 P38855
P38217 Q12285
P32481 P19524
P24814 P47134
Q08965 P14242
Q05874 P32855
P08518 Q03768
Q00245 P36017
P38768 P21576
Q03981 Q02895
P54786 P33334
Q03782 P20435
P47083 Q04373
Q03048 Q04087
P09938 P15442
Q12754 P09798
P05453 P34160
P53040 P34758
P53064 P32495
P53280 P46988
P11484 Q08235
P36022 Q12330
P41832 P53159
Q08562 Q05930
Q12310 Q12330
P25605 P22219
P39014 Q12129
P09435 Q04307
P35691 P14907
Q03981 P47912
P18410 P33892
Q12045 Q06451
P36145 P40339
P35497 P33401
P20433 P36047
P53313 P40541
P40316 P53845
Q06696 P38987
P38348 P32582
Q08726 Q99385
P13712 P32589
P16140 P27614
P42846 P40455
P53622 Q04062
Q04002 P18410
P14164 P09798
Q08558 P05318
P23394 Q03768
P53941 P37302
Q08965 P38822
P53256 P38821
P39014 Q03308
P48837 P53968
Q12222 P32905
P40567 Q08873
Q12045 Q08558
P53141 P07270
P53032 Q03981
P21182 P53829
P14742 P28817
P32639 P40457
P25343 P43561
P09032 P27636
P32588 P50090
Q04002 P40555
Q99210 P40055
Q04048 Q05947
Q00246 P07213
P36168 Q08949
Q02866 P24813
P31109 Q05610
Q12248 P05318
P36139 P32800
Q12495 P40024
P46655 Q99189
P11484 P38748
P32767 Q12499
P34253 P05986
P15705 P14126
Q04175 P18898
P52286 P06782
P53032 P38837
P39968 P22219
P33891 P35497
Q12415 Q06704
P40480 P40496
Q06216 P39940
P53855 P40564
P31382 P49687
P32854 Q08558
P36144 Q07930
P40573 P07264
Q04868 P52286
P35169 P12684
P11709 P32849
P33399 P38077
P38850 P38801
P36024 P06243
P38999 P40103
P04147 P35207
P38805 P47045
P30619 P53829
Q08446 P47019
P38193 P53323
P33328 P25296
Q04264 Q12368
P41814 P29539
P38555 P29509
P22216 P32864
P38077 Q07915
P53283 P06244
Q07418 P13856
P46948 P06103
Q03018 Q02825
P40316 Q12236
P17442 P34758
P23561 Q06151
P33418 P46954
P38872 P39875
P05453 Q12499
P38219 P29461
Q03063 P32581
P53939 P01123
P42846 P20424
P38806 P38229
P48363 Q03280
P24482 P25454
P32588 Q05930
P43562 P39107
P36172 P38794
P46962 P39960
P46675 P13186
P53082 P38806
Q12390 P53905
P14680 P53905
P40344 P13711
Q12151 P50942
P45976 Q06449
P40515 P24870
Q03981 P53280
P53930 P28795
P39563 P06839
P00724 P40319
P50091 P53322
Q00245 P32776
P30619 P38287
Q04322 Q12469
Q12044 Q12038
P33892 Q03782
P00358 P28817
P21801 P04456
P47113 Q07471
P43568 P41813
P40356 P08964
P07866 P40036
P28834 Q04004
P38956 P53197
P38348 P25569
P18962 P52919
P20604 P09798
P41814 P39927
P38153 P47050
Q07786 P39927
Q07084 Q06677
P27514 P26570
P46675 Q08931
P33892 P39944
P11075 Q06263
P05453 P46954
P53184 P28795
P17891 Q03096
P11484 P38316
Q04048 Q12754
P16140 P53924
P36013 P52918
P33307 Q12021
P40204 P38737
P39987 P38705
P32325 Q04226
P28320 Q04359
Q03532 P32336
P32854 Q12186
P47104 P29461
P40092 Q03322
P36130 Q06001
P31377 P32502
P14736 P40061
P08524 Q04053
P14680 Q06677
Q12310 Q12377
Q05958 Q06137
P32573 P35688
Q06440 P13517
P32328 P53233
Q03792 P48239
P29469 P38801
P38703 P38970
P39718 P40016
Q06525 P28817
P43535 P06773
P38786 P33401
Q02773 P46954
Q03012 Q06217
Q06616 Q03735
P53082 P38794
P00729 P32364
P35181 P23287
P37302 Q02875
Q05080 P07560
P34077 P39940
P40087 P35207
P10869 P38822
P25296 Q03619
P35056 P32591
P53540 Q00362
P40507 P53067
P40048 Q12018
Q12513 P30619
P46995 Q04377
P21242 P38716
P17709 P33331
P38555 P52286
Q04493 Q03619
P32559 P06843
P53145 P20081
P32450 P41813
Q08963 Q08902
Q03792 Q08492
P21965 P48240
P40096 P32895
P38622 P48525
P41814 P53199
Q06216 P39994
P24004 P35184
P53941 P43565
P36005 P47041
P48836 P39729
Q12468 Q00776
P14741 Q04636
P27692 P39994
P38324 Q08911
P02829 P41814
P39108 P34253
Q04412 P32602
P21243 P53968
P53152 P50946
P47116 P39994
P04456 P38705
P53974 P38840
P28707 P32480
P36094 P37012
P38264 P40103
P32528 P38705
P38153 P41695
Q12035 P32838
P47110 P35207
P38999 P39009
P32264 P32501
P38931 Q08726
P25357 P38352
P11075 P32354
Q02630 P38871
P47054 P41940
P50108 P40477
P47150 P14907
P38310 P27351
P11484 P32634
P40055 O13559
P38871 P12904
Q05933 P37296
P24004 P40005
Q03081 Q12427
P30902 Q12347
P39987 P38726
Q03940 Q07508
P09624 P32501
P19880 P26309
P32589 Q07508
P39940 P13663
Q04651 P35497
P38237 P07269
P39744 Q12315
Q04199 P14359
P32589 P53830
Q03081 P47122
P50094 P39723
P40555 P47124
P15705 P43561
P29469 P54786
P38696 P39937
P25646 P07270
Q04491 Q12241
P53894 Q92317
P32939 P40036
P22515 P36049
Q06506 P14904
Q04067 P53924
P38853 Q12009
Q03661 P32569
P46947 P43565
Q04322 P11927
P06781 P53742
P24869 P53212
Q00362 P31688
P32490 P14737
P32642 Q04272
P38720 P39551
P53886 P53104
P38989 P28007
Q05024 P32524
P14724 P38077
P00175 P41800
P40494 P38146
P38293 P21965
Q00416 P20434
P25582 P22515
Q12389 P36139
P53286 P00044
P36224 P12612
Q02732 P38229
P52491 Q08931
P53829 P25333
P40327 P38713
P27476 Q03533
P29469 P50101
Q03071 P25635
P38555 Q06679
P38814 P40468
P42846 P38801
P33329 P32873
P39927 P48240
P53261 P31374
P32366 Q03096
Q07963 P41814
P53973 Q04412
P38631 Q12017
P32502 P32500
P32800 P33298
P19735 P05318
P30822 P40339
Q00955 P39929
P32447 P17119
Q05947 Q08444
P32854 P38682
P23644 P04912
P36022 P53212
Q04199 P43638
Q12017 P32776
Q99189 P10592
Q04031 P38198
P47017 Q01389
Q08966 P10961
P00958 Q02100
Q06706 Q03899
P36224 P14680
Q06568 P36019
P40204 P21182
Q04411 Q02795
P32491 P32628
P54784 P40574
P20081 P53604
P40089 P54786
P38700 Q08217
P32793 P16658
P53855 P20967
P30822 P12612
Q06551 P32563
P40573 P32898
P00549 P36162
Q12411 P38716
P33329 Q02875
P32502 P53743
P32607 P23201
P24004 P36049
Q02100 Q12411
P33328 P05318
P29340 P38301
P54199 P21374
Q08911 P43561
P38703 P36085
Q00362 P32495
Q04673 P02400
P53039 P25342
Q08162 P38829
Q12129 Q02732
P39079 P33301
P00330 P34234
P07260 P38991
O13539 P39548
P33301 Q00416
P10964 P28743
Q04233 P53754
Q00246 Q02196
Q99186 Q12168
P32525 P36068
Q08491 P25303
Q12402 P28320
P07269 Q03407
Q03071 Q02825
P06844 Q05946
Q08746 P19145
Q08873 P32569
P40009 Q05580
P33203 P53323
Q04493 P09798
Q08245 P42845
Q02100 Q12285
Q03048 Q12220
P38631 P53169
P23255 P15891
P32783 Q06168
P35691 Q08273
P25357 P53067
P40362 P38737
Q12250 P38334
P24004 P38070
P43612 P15891
P43563 P10592
P32939 P41921
P38237 P16664
P53203 Q12256
P32492 P24813
P27351 P50945
P39014 P39523
P39929 P53036
P40096 P39994
Q12241 P40892
Q06479 Q05471
Q03792 P22133
P23724 P28791
P39935 P38823
P32855 P38959
P11154 P38191
P38237 P00931
P38960 P40095
Q02205 P15705
Q12418 Q12420
P39904 Q03898
P40092 P22213
Q12446 P53865
P32899 Q12527
P40563 P46680
Q08966 P42846
P25649 P25333
P39723 Q08245
Q07963 P38193
P31384 P36048
P00175 Q08558
P43603 P49573
P14747 P41800
P39707 P39008
Q08601 Q03920
P29703 P32897
Q04934 P53322
P43601 P30657
P43568 P19658
P60010 Q12427
P28707 P43583
Q03981 Q04370
Q07623 Q08438
P12868 P30771
Q01329 P38634
P07262 P40693
P38785 P38959
Q03330 P25694
Q12449 P23301
P41817 P08566
P38283 P38705
Q03976 P40164
P40070 P07866
P02994 P25559
P14682 P32324
P54999 P47089
P36124 P40857
P40960 Q06673
P53930 P48239
P39958 P38555
P50094 Q12468
P21242 P53845
P53185 P39994
P50108 P40469
P41544 P25389
P38988 P40078
P39563 P42845
P46962 P52491
P46655 P39682
Q04149 P53280
P00729 Q08949
Q12368 P38779
P47104 P39715
P25808 Q04053
P53280 P25045
Q12347 P38261
P38153 P39944
Q03691 P53082
Q04005 Q06409
P27796 P29461
Q12154 Q12199
P18494 Q05636
P11746 Q07468
P39723 P40048
P38615 P25342
P22140 Q12477
P30902 P43321
P13712 P53755
P39936 P32349
P47045 P39563
Q08217 Q08920
P53865 Q12038
P31383 Q04175
P31412 Q12310
P40314 P10363
P12945 P39944
Q00955 Q08438
Q12494 P01120
Q99383 P38194
P18759 Q06673
P36224 Q03898
P38764 P38287
Q02732 Q07622
P33199 P53863
P33399 P53145
P36068 P36010
P32481 P40090
P53322 P22517
P36018 P51996
P39682 Q07732
Q12328 Q12418
P36094 Q04675
P53600 P36149
P39715 P47019
O74700 P06103
P14164 P52286
P38874 P24279
P40453 P46985
O13553 P40368
P39014 P15891
Q00362 P40422
P14742 P40095
Q03862 P24868
P38708 P17505
P17065 P53949
P07274 P38929
P40095 P39998
P52488 P39929
P25719 P11075
P22147 P11075
P22515 P38774
P22147 P41921
Q12691 Q03081
P34164 P22137
P38348 Q06409
P41911 Q03018
P40362 Q12420
P53927 Q02197
P29469 P40060
P22203 P19524
P38063 P00729
P38853 Q12277
P19454 P12385
P41808 Q92331
P53258 P32562
P38817 P40960
P57744 P06843
P53248 P30619
P46655 P53104
P40202 Q06108
P40087 P36149
P53043 P27472
P39077 P53142
P43638 Q05580
P22213 P36019
Q12220 P38705
P47165 P53930
P40494 P40048
P53032 P47132
P53068 P49704
P47083 Q12152
P53248 P32794
P14242 P36047
P53549 Q99257
P53036 P28795
P38748 P89102
Q04121 P39520
P53959 P32796
P13712 P32524
P40368 P53313
P40495 P46680
P23255 P53632
P22133 P53040
P46675 P34164
P46948 Q12163
P51601 P15442
P15303 P38886
P47117 P32835
P48239 Q08004
P19262 P12962
P32607 P38329
P30619 P40518
P36172 P30619
P41808 Q00776
P46957 P25344
P36145 P40069
Q03792 Q12363
P19145 P38810
P38853 P23638
P53168 P40018
P14306 P54199
P22213 P13711
P53893 P53290
P15807 Q05471
P32767 P48525
O13565 P36145
Q04673 P41911
Q12329 P41697
P33411 Q06628
P32867 Q05900
P38149 P38287
Q03782 P39743
Q02256 Q03619
P32492 Q07930
Q01560 P08524
P32605 P32490
P46962 P43602
P49166 Q06340
P50086 Q12038
P38228 Q12418
P47165 P22213
Q06102 P38555
P11154 P40483
P14742 P33307
Q12009 P13186
P46963 P49687
Q04934 P32790
P46675 Q08558
P07347 P35197
P28274 P53150
P17709 P38794
P53549 P53754
P53389 P38990
P38814 Q02196
Q12518 P23201
Q12194 P07560
Q03010 P53550
Q12494 P36062
P47104 Q03071
P47124 P34730
Q04411 Q12452
P33299 P41911
P53616 P53290
P43583 P40016
Q04062 P53278
Q03081 P28007
P29366 P23255
P49166 P32913
P23561 P35729
P40453 Q12464
P43592 P37303
P38149 P53939
Q08972 P19735
P04076 Q03976
P38753 P31374
P54860 P40485
P16521 P36162
P38757 P53691
P53258 P36145
P38555 P35197
P40413 P33332
Q03373 Q04004
P32607 P41813
P17709 Q12427
Q03862 P33297
P18759 P33306
P40483 O14455
P46949 P32366
Q92331 P25694
P34240 P52918
P33418 P38759
P38716 P48525
Q08729 Q00618
P40202 P34909
P53256 P27637
P53941 P02400
Q04005 P07269
P20133 P50111
P48568 P25299
P33334 P12385
P06787 P38089
P36012 P33760
P08018 P53344
Q08581 P38431
Q08723 P37012
P38240 P34253
P14359 P35729
P38779 P06105
P53036 P28817
P38631 P15705
P39705 Q02260
P32264 P25808
P12688 P00830
P13186 P00546
Q08966 P16521
P17555 Q04004
Q07824 P38287
P39925 P05318
P38902 P32773
P34216 P53011
Q12477 P32504
Q08726 P25390
P34077 Q12434
P27705 P53538
P14747 P31374
P22204 Q12377
P29469 Q03784
Q06406 P43563
Q02767 P32502
P15303 P42935
P38757 Q06679
Q05874 P27636
Q12527 P53743
P23644 P40078
P15790 Q06245
P38699 P14904
P22139 Q00539
Q12142 Q12344
P23059 Q06628
P39001 P39520
P53859 Q12018
Q06708 P12688
P32492 P53283
P53632 Q08144
P39987 P35194
Q08649 P32527
P38873 Q08911
Q06704 P35172
P06844 P18480
Q12035 Q06436
P22140 P09734
P41834 Q12363
P53145 Q04921
Q07418 Q06549
P22133 P40892
P14742 P40541
P35194 P43593
Q05874 P53093
P19145 P09119
P53604 Q12315
P30624 P40563
Q99314 P38690
P25558 P53184
P39929 Q12265
P27351 P53010
Q12044 P07273
Q12335 Q06251
Q03322 P08458
P21705 P32842
P39730 Q08949
P40303 Q6Q547
Q06665 Q12424
P23202 P38801
P51601 P06100
P08018 P53685
Q04660 P25569
Q12389 Q12447
P38788 P40963
P32366 P27514
P39014 P39009
P53258 Q04491
P09435 P07283
Q12330 P39715
Q12248 Q99260
P53032 Q12396
Q06549 P53130
P32832 Q03899
P14359 P30902
P52910 P53863
Q08963 P40988
P19736 P42945
Q08119 P50095
P32898 P29509
P35056 P39946
P39929 Q07914
P33203 P04387
Q12255 Q08729
Q08963 P17255
Q01159 P06779
Q04225 P39076
P53974 P24583
P22141 P33750
P38620 P07278
Q12186 Q08729
P09435 Q04934
P33328 Q12330
P40857 Q12315
P53261 P37012
P36224 P34077
P54786 P35728
P34240 P40541
P20438 P16862
P53250 Q12186
Q07418 P39531
P34730 Q05946
P33338 P50094
Q07528 P39927
P47068 P47029
Q08119 P38769
P38749 P40457
P38764 P47129
Q03862 Q12460
Q08601 P38198
P53845 P25301
P38956 Q03655
P49166 P28834
Q06704 P21965
P40512 Q08245
Q06340 P39925
O13559 P12684
P53184 P46957
Q04411 P40327
P33750 Q12163
P40529 P39077
Q05080 P40091
P43593 P89886
P15108 P40048
P25582 P19882
P14741 P47165
P18494 P34217
Q02354 P38820
P28708 Q08732
P40483 P32629
P40009 P53067
P36139 P00729
Q12417 P24870
P53250 P30624
P32561 P53254
Q02630 P53968
Q00816 Q04233
Q08911 P06103
P26188 P15992
Q92331 P32471
Q08285 P53685
Q02775 Q05949
P06242 P00812
P40988 P36047
P24583 P06787
P38324 Q08273
P29703 P36024
P42951 Q04031
P51534 P34253
P38333 P24583
P40092 Q06640
Q04601 Q12222
P23644 Q07381
P21801 P41318
Q12102 P30624
P25808 Q08215
Q12363 P46680
P38346 P53277
Q02336 P32790
P53886 P53834
P35169 P38716
P49166 P29509
Q08491 P32600
P32494 Q01590
P35207 P32523
Q00582 P02400
P53081 P28817
Q08873 Q08729
P25584 Q00723
Q04053 P30619
Q12330 P53905
P26263 P36018
Q03322 P18410
Q12483 P32793
P07149 P43569
P19524 P53691
P53865 P06101
Q12327 P53159
Q12151 P21965
Q00916 Q05610
P42846 P02293
P38358 P53112
Q99210 P41816
P36037 P53858
Q07963 Q03899
P10592 P39073
P39958 Q12330
P39720 P25632
Q12152 P41921
P18851 Q00618
Q05900 Q12315
P36068 P24869
P38328 P53150
P48415 Q99189
P48582 P27895
P53011 P36421
P38358 Q99207
P38751 Q03071
P46675 P25657
P38757 Q12434
P53978 Q02825
P51996 Q06644
P36100 Q04031
P38793 P53202
Q08729 O13554
P46682 Q08446
P20606 P17119
P40988 P40217
P26263 P40003
P29295 P33331
P32599 P13711
P38682 P43574
P47017 Q02892
P32502 P34758
Q06819 P34162
P39946 P31378
Q05881 P38636
P07283 P01123
P35178 P35198
P22203 P38810
P49704 P53743
P33419 P40963
P23394 P38889
P39563 P15891
P53290 Q99385
P53082 Q08144
P53867 P17121
Q07824 Q12265
P33892 P33760
P36103 P43588
P17536 P12904
P40567 P37296
P20081 P39729
P53965 P40565
P53256 P32873
P38257 P53743
P38070 P25367
P32345 Q12017
P47132 P43568
Q08965 Q08746
Q12186 P34758
P38874 Q12306
P35178 P38874
Q12330 P48363
P47012 P33297
P53965 P19735
P38757 Q07930
P40573 P05694
P53145 P54860
P47068 P13712
Q00416 P05030
Q08921 P36029
P07274 P24870
Q03735 P38287
P11709 P33895
P28000 P47029
P35178 P38856
P38737 Q08004
P38203 P29539
P40512 P39929
P29366 P09624
P21965 P02994
P40186 O74700
Q06640 P38992
P53437 P33311
P32774 P48240
Q04978 P00924
P33313 Q12344
P54861 P39990
P02293 P38798
P48363 P40461
P09064 Q12009
P49704 P53949
P38753 P25559
P48363 P36010
P32501 Q05166
P40480 P04807
P38959 P00812
Q08193 P25344
Q99394 P47129
Q12060 P19736
P18239 P32945
Q03860 P30665
P09624 P38991
Q12176 Q04121
Q12107 P38324
P35203 Q07930
P24869 P32387
P32561 P19658
Q06706 P24482
Q12447 P53949
Q02630 P40563
P47117 P32495
P41805 P29703
P38219 P39984
P53068 P38690
P09064 P06773
P52593 Q07896
P46957 P53894
P38257 P39073
P32598 P23287
P18851 Q12084
Q04673 P04076
P10961 P21965
P39707 P38228
P10964 P47012
P47104 P41896
P12945 Q12433
P33750 P38705
Q03900 P38431
P09624 P39937
P32490 P38874
P46655 P38274
P43321 P17121
Q12449 Q06324
Q99181 P15891
P43581 P48363
P13365 Q00416
P39940 P43588
Q08119 Q00955
P04147 P36172
P50944 P05694
Q04272 P17119
P47113 P28708
Q06624 P43561
Q03900 P42845
P05085 P15303
Q06708 P34223
P35169 P32800
P53036 O13553
P38624 P53297
P07866 P20449
P25605 Q03774
Q04894 P38042
P38070 P38182
P19882 P38872
P49960 Q02793
P27514 Q02629
P43574 Q08553
P15436 P32805
Q06436 P38823
P33411 Q06665
P39729 Q04359
P40512 Q08438
Q08972 Q12168
Q04272 Q03630
P40956 P29461
P23644 P33418
P53254 Q12265
P38863 P53048
P32917 P17123
P38960 P53834
P34160 P36000
P40078 Q7LIF1
P40055 Q08732
Q00955 P49435
P24814 P32602
Q06216 P36130
P15790 Q08438
P36068 Q02908
P32863 P53845
P38737 P34221
P15108 P25341
P50101 P46957
P38863 P17119
Q08886 P35169
Q08749 P16862
Q02100 Q12084
P53011 Q08685
P40495 P53855
P53894 P35189
Q07963 P53248
P34241 Q06412
P40456 P30619
P08566 P32793
P47165 P39994
Q03619 P40485
P32328 Q12280
P24482 Q12041
P31377 P17255
Q12329 P10869
Q02630 P32366
P36421 P28495
Q04338 P40069
P22515 P18888
P38788 P38346
Q07915 P53939
Q03081 P32905
P21538 Q12021
Q04053 P53150
P40960 P53731
P23642 P33203
P40453 Q12100
P53628 P20081
P16140 P80667
P40573 P14904
P32528 P53968
Q03919 P32849
P47068 P38293
Q99210 P32324
P09734 P38623
P53893 P08566
Q06412 P40457
P36161 P38063
P15992 P02400
P21538 Q02895
P53316 Q99181
P39079 P40013
P49704 P40013
Q06604 P25385
Q06704 P10659
P32863 P53104
Q12129 P39563
P17555 Q12241
P09624 Q06704
Q12477 P07278
P39967 Q04217
P27801 P06104
Q12264 P25296
Q02196 P50275
P36124 Q7LIF1
P25343 P40061
P14832 Q03071
P31377 P41817
P38293 P53939
Q08921 P12611
Q04002 P32642
P32478 Q00618
P32447 P32910
P17555 Q08921
P22517 P38334
P38149 P06243
P07149 Q99385
Q03010 Q99299
P32913 P50278
P33755 P36520
Q03900 P53049
Q12152 P20484
Q04562 Q03654
P47041 Q02629
P40003 Q06628
Q08963 P38208
P38631 P12753
P41940 Q06160
P48837 P47005
Q08204 P25369
P40350 P53032
P16467 P41895
Q08601 Q02630
Q06525 Q03897
P50108 P38874
P32783 P39744
Q00246 P32364
Q07084 P38153
P54861 P25694
P13185 P05317
P32325 P38691
Q07993 P40515
Q07528 P40485
P00931 P40096
P40328 P38194
P39517 Q06549
P39081 P38111
P39515 P53112
P53086 Q12241
P28743 P06243
P06243 Q12517
P25453 Q04978
Q08965 P32939
P38757 P53197
P32569 P27637
Q08193 P38316
P36147 P53169
P26448 Q06449
P38283 Q08817
P33338 P31377
P05085 P33400
P40096 P38820
P36003 P38636
Q08581 P38737
P46962 P38077
Q07084 P38339
P53322 P46985
P37370 Q06679
Q06479 Q08685
P46962 P53978
P28006 P11433
Q12363 P32629
P23644 Q00776
O13539 P50094
P00931 P28320
P52910 P41814
P12754 P47116
P38837 P38820
Q12494 Q03308
P46678 Q08931
Q06479 P06103
P19524 P53169
P50278 P53939
Q05874 P39707
P09938 Q02825
P53064 Q04636
P41896 P40018
Q08965 P53040
Q02866 P53104
P38827 P38352
P04456 P38726
P18410 P32563
Q05874 Q92317
Q07471 Q08144
P47176 P41800
Q12044 P38041
P50094 P53237
P40512 P32458
P46970 P32457
Q12335 P38814
P13517 P40164
P40202 P38850
P38149 P00044
Q02890 P33203
P25586 Q12433
Q03619 P32523
Q03619 P25344
P36013 P46954
Q12494 P07170
Q07623 P32628
P38998 P38840
P48363 P41807
P14064 Q06673
P22213 P41807
P53036 Q12306
P38631 P38152
P40956 P50275
Q04921 P06100
P53250 P28834
P38636 P32836
Q99257 P20449
P13712 P34162
P09798 Q08215
P38801 P38334
P30822 P53112
P00175 P11154
P14724 P50945
Q05947 P21657
P40565 P38798
P40529 Q03010
P40457 P32790
P35184 P17157
P43603 P40151
P32366 P28006
Q12142 P05626
P04147 Q12301
P40078 Q07824
Q07688 P32905
P33891 P53540
P21576 P38690
P53086 P53959
P53840 P21374
P39960 P06634
Q12427 P20459
P48415 P53322
P42846 P17119
P26793 P06844
P39958 P53313
P53840 P38959
P51996 P35169
P49166 P36006
P32570 P33418
P40204 Q99186
P40078 P40344
P15790 P45976
Q04195 P43583
Q12044 P38853
P53196 P14306
P32639 P21182
P53067 P34244
P54199 P48582
P53142 P32602
P25343 P12612
P49573 Q08911
P38801 Q04675
P40038 P48232
P26449 P32447
P38111 P53124
P38615 Q06160
P48837 P20081
P25294 P15646
P21243 P38229
P31374 P38276
P38270 P46954
P39083 P38193
P21306 P36049
P32800 P38352
P38788 P38764
P39968 P39946
P07261 Q04272
P40350 P32494
P40573 P50108
P25296 P35207
Q12142 P40013
Q04359 P40024
P39083 P39703
