P35197 P07991
Q00764 P25569
P53887 Q12230
P04173 P35723
P32366 P35497
P32350 O94742
P37366 P35181
P22134 P08678
P57743 P53011
P33419 P30665
P47135 P39676
Q12136 P47822
P04173 Q06205
Q12522 P28519
P29055 P54787
P19882 Q00711
P47135 Q02794
P47154 P52918
Q12289 P08153
P21190 P47058
P36104 Q12306
P08566 P53313
P42073 P38197
Q12749 P32793
P38316 P38783
P15873 Q07980
P21264 P36516
P32570 P38822
P34087 Q02199
P35177 P47029
P31116 P46944
P11745 P25637
P53877 P38240
P47135 P46965
P17709 Q03048
Q04964 P42935
P22517 P32639
P32473 P32572
P40156 P47135
Q03338 Q12250
Q04477 O94742
P38203 P32566
Q02630 P40892
Q05785 Q05934
P81450 P49704
P40069 P40055
P12709 P08417
Q03557 P07251
Q08601 P47135
P02994 P32641
P38316 P38011
P53276 P53743
P07251 Q05637
P07703 P53235
P25694 P43582
P38987 Q02630
P38624 Q04177
P32639 Q07951
P14724 P33767
P57743 P23180
Q12349 P32529
Q06142 P25297
Q00684 Q08968
P47154 P32912
P09624 Q12358
P29468 P53335
P38286 P38889
P06704 Q03690
P47166 P17709
P40565 P41940
P38992 P39083
P41811 Q02574
Q00684 Q00772
P48837 Q12349
Q12176 Q12516
P32911 P38615
P32569 P40087
P47079 P08465
P40106 P53045
P12695 P21957
P05150 P04385
P38262 Q04562
P22137 P32458
P11710 P17214
P33892 P38708
P07260 P20457
P23180 P34758
P35192 Q12245
P12709 Q00764
P22147 P00358
P53039 P47129
Q08491 P47010
Q12306 Q04377
P06701 Q12446
P40856 P07284
P23724 P53323
P29055 P25441
P15992 P40354
P35206 P07866
P43563 P34730
P25648 Q04411
Q12102 P53873
P26343 P42944
P00830 P15790
P40018 P38333
P47135 P32829
P04385 Q02775
P38356 P53147
P15992 P14741
P12709 P53914
P40565 Q00916
P40302 P02309
P16649 P53599
P54964 P53339
P38428 Q12060
Q02821 P10961
Q04370 P32459
P38286 P21243
P40088 P38191
P35845 P50086
Q08215 Q99247
P17898 P08964
P38323 P46956
P32569 P04397
P32591 P53739
P40327 Q08118
Q02574 P38822
P38842 P40858
P06243 P04386
P33895 P00358
P38624 P25296
P53877 Q02574
Q12527 P53112
P38262 P38849
Q04437 Q08949
P11076 P32494
Q02336 P00445
P25646 Q07457
Q12263 P07251
P32468 Q04431
P26188 Q06822
P29366 Q99186
P54964 P38246
Q04149 Q06551
P40054 P28627
Q03048 P53308
P40054 Q07843
Q12019 P38877
P32573 P34228
Q02821 P32558
Q02821 P41910
P16474 P53853
Q04053 P23642
P11938 Q03834
P19882 Q07457
Q12161 P43535
P39110 P53873
Q12386 P53276
P21339 P45818
P14747 P36100
P32570 Q12377
P21825 P53156
P31334 P38751
P17119 Q05775
P40364 P33322
P43609 O13574
P54837 P40016
P39743 Q05791
P19882 P27929
P38439 P32344
Q06287 Q03691
P32569 P41940
P32468 P38129
Q02821 P32861
P05150 Q00539
P25338 P39742
Q07418 P38356
P04173 P14904
P47064 P53197
Q12152 Q02574
Q08273 P25301
P02994 P34239
P33760 P04173
P32529 P12754
P08425 Q08421
Q08004 P25358
P25344 P39969
P41910 P38153
P04819 P87272
P38885 P47076
P00830 P46673
P02994 P38153
P53721 Q03219
P38729 P20484
P30822 P33334
P47037 P39940
P22137 P12753
P40970 P39692
P53196 P40563
P16151 P23968
P52891 P25635
Q12305 P54072
P07260 P12709
Q12262 P32367
P05150 P09624
Q02630 Q06344
P08518 P40217
P16140 Q07843
Q06630 Q12171
P31412 Q08685
Q03898 P32582
Q08955 P49686
P32641 Q12280
P53040 P32353
P34239 P23292
Q99190 P33334
Q08004 P02829
Q03697 Q07381
Q03654 P33304
Q12464 P38822
P52286 P36049
P02994 P11978
P38077 Q07458
Q02336 P25694
P27515 P53044
P36160 P36525
P09547 P07255
P40054 O13539
P38789 P39977
P38987 P53305
P41819 P35193
P07703 P32378
P38144 P02829
P25847 P38348
P28817 P22213
P41895 P32562
P33322 Q03010
P14284 P40018
P11710 Q08018
P53632 Q07716
P07256 P46946
P19880 P39937
P38958 P43321
P12683 P36121
P40054 P32319
P28000 Q04067
Q12349 P32892
Q12236 P54787
P37838 P29469
P36077 P38695
P19882 P40956
P46985 P39705
P23615 P48236
P25639 P54999
P49686 P31384
Q10740 P34226
P35194 P38882
Q00582 Q04748
P40078 P38316
Q00578 P08458
P32911 P38853
P40364 Q12349
P31383 Q06538
P38691 P53916
P53045 P39551
P38822 P38011
P08466 P38827
P04840 P06102
P07259 Q07980
P38615 P40486
Q00578 Q06593
Q02724 P38183
P38203 P36102
Q06137 Q02608
P16861 Q04149
Q07824 P21957
P06843 P04817
P16140 P40055
P38629 P32618
P32502 P46970
P46671 P04076
P40495 P22133
Q06142 P40987
Q02821 P38633
P21242 P38011
P02309 Q00764
P19735 Q12343
P50101 P38840
Q08754 P47821
Q07824 Q12343
P02994 P38011
P21243 Q06102
P38811 Q08245
P19880 P07259
P25646 P49686
P31384 Q12415
P38987 P53011
P33299 P25296
P35999 P53861
P35191 P32570
Q12042 Q03944
P47093 P39743
Q12331 P17890
P47082 P21374
P23641 P12709
P41818 Q04660
P22203 P22214
Q02795 P34241
P53011 P25043
P38319 P24719
P53267 P47135
P00358 O13539
Q00582 P25379
P37838 P25044
P29468 P02829
P25342 P53927
P19882 Q06152
P36010 P40094
Q12347 Q06821
P09938 P29469
P25342 P09440
P32468 Q12264
P33331 P40055
P53104 Q12389
P13186 P32357
Q06170 P31379
P38987 P53254
P40485 P41808
P53877 P20457
Q12462 P46948
P04173 Q12018
Q99186 Q99271
Q12680 P39078
Q06675 P38205
P48743 P38249
Q07549 Q12429
P32902 P10566
P38729 P52286
P12709 P53044
P28274 Q02629
P25491 Q08831
P53267 P24719
Q03654 P47047
P53112 Q03655
Q06410 Q04067
P40047 Q12748
Q02630 P07256
P38987 P38261
P25558 P32917
P09624 P11978
Q04697 P38879
P25569 P53833
Q04964 P31116
P46961 Q05934
Q12018 Q06091
P34078 Q99181
P38011 P33420
P29468 P18851
P13393 P40038
P06843 P40094
Q02821 P53840
P22141 P05750
P28241 P25642
P53905 P04840
P32569 P40078
Q04477 Q02931
P25491 Q08202
P25491 P53043
P36057 P53856
P53045 P53825
P32366 P06242
P25655 P09624
Q06697 P53739
Q07418 P53278
P32502 P40991
Q08754 P32939
P47120 Q06554
Q00764 Q12343
P11633 P17709
Q07811 Q12057
P14742 Q04089
P38286 P32497
P11938 Q06679
P40073 P39955
P38987 P41695
P04147 Q06436
P40991 Q07844
Q04149 Q12329
Q04964 P35691
P35177 P47079
P49334 Q12365
P38987 P53952
Q03012 Q07458
P38968 P33767
Q07418 Q03776
P13365 Q02574
P38920 P38294
P20053 P53437
P15790 Q12309
Q12277 P32807
Q03690 P49957
P49704 P15565
P53306 P53831
P28274 P53983
Q12349 P06839
P53271 P36224
P05694 Q04418
P32836 P25569
P32893 P32497
P39937 P38286
P20448 P38920
P39940 P53108
P38316 P32334
P16387 Q12329
Q07540 P36108
P08525 P54784
P38261 Q03305
Q07623 Q04377
P22139 P04821
Q04053 Q03048
P25632 P38861
Q12164 P38316
P32863 P40573
Q03435 P40024
P40368 P06839
P46964 Q12102
P53040 P32263
Q03096 P40471
P39073 P10080
Q06644 P38729
P15891 Q12310
P32458 P53859
Q12211 P32791
Q03370 P21243
P06103 Q03010
P32570 P09232
P07260 P18562
P25644 P32368
Q12020 P29366
Q03323 P41896
P29055 P32457
P53877 P46956
P47108 Q02574
P53233 P53050
P39076 P40497
P53267 P07703
Q02774 P25607
P11972 P25367
P53280 Q04675
P09624 Q12424
Q92331 P21705
Q12030 P30657
P38822 Q05027
P04147 P27999
P04817 P53599
Q05166 P53622
P38262 Q12071
Q12066 Q01560
P47135 P32613
Q12071 P36075
Q06169 P40507
Q02574 P38615
P15992 P38822
P50874 Q08270
P36015 Q06208
P35180 P32569
Q08601 P15891
P53322 Q03330
Q07824 P39016
P25297 P25389
P53312 P47171
P12695 Q03433
P38356 P38822
Q02630 Q12754
Q01080 P07884
P15790 Q06708
P49687 P40218
P39935 Q03175
P40362 P47128
P53322 Q00916
P06105 P09436
P22214 Q02932
P02293 P40055
Q02630 P46948
P38356 P40038
P38877 Q00723
P02829 Q06102
Q99394 Q12445
P25043 P31373
P15790 P35203
P02293 P39935
P12904 Q04673
Q12329 Q02457
P53834 P32490
P20459 P32337
P40509 P15790
P38842 P25635
P16474 P39108
P47154 P28007
P49018 P32481
P36029 P10363
P39009 Q05791
Q02821 P38922
Q12003 P40525
P36057 Q08729
Q06436 P34219
P40054 P53157
P32797 P38217
P40482 P33299
P11709 P49957
P36160 P34077
P22215 P53599
P17157 P40161
P32911 P39929
P41811 P21304
P43563 Q07824
P19735 P21827
P39984 P33322
P39011 P36517
P40362 P53333
P13382 Q12230
P22203 Q06159
Q04437 P00924
P47135 P40034
P39935 Q06142
Q08650 P20435
P32366 P16861
Q06287 P09232
P38633 P06839
P07170 P40001
P41543 Q12517
P29055 P05317
P43588 Q00776
Q03103 P38147
P39108 P14922
P32842 Q04660
P04802 P29465
Q07623 P38251
P38166 P16387
P32381 P38238
P31111 Q00246
P22203 Q08949
Q06410 Q04149
P30822 P35210
P53253 P38708
Q04477 P42946
P38334 P13186
P32917 P38885
P50108 P22082
P40471 P38820
P38822 P53288
Q04697 Q12420
P32790 P41808
Q02821 P38283
P26309 Q02931
P04385 Q00772
P38748 P39013
P16140 Q06344
P38262 P40026
P29468 P36104
Q02795 P25586
P15992 Q02932
P36149 P32344
P38153 Q04978
P53254 P53181
P38996 P52553
P06843 P53259
Q12382 P40525
P22141 Q12161
P22214 Q06411
P06774 P32499
P53196 Q02892
P07703 P21304
P20676 P38249
Q12432 P47040
P46673 P07270
P40460 P36006
Q03897 P18851
P54791 P53742
P08566 P39083
Q07471 P25659
P25639 Q08949
P07703 P36137
Q02199 P25582
P41811 P38121
P40054 P41811
P00924 P53965
P04385 P32861
P38042 P47068
Q12202 P42946
P54999 P40462
P40469 P38764
P53261 P34760
P38264 P10080
P53394 Q02794
P38288 Q01722
P53201 P53965
Q12024 P36058
P21242 P53894
P38633 P27929
Q00539 P47135
P35203 P40073
P32337 P32776
Q02793 P35728
P25358 P52919
P41896 P13902
P04786 P32787
P38334 P38351
P32602 P39742
P57743 Q04660
P06843 P40693
P52490 P33892
Q12223 P40090
P16151 Q12004
P16140 P32497
P38779 Q12220
P28000 Q06091
P39108 P02829
P22137 P38759
Q99312 P32525
P39706 Q07986
P52553 P40048
P32569 P40567
P53156 Q05946
P38429 P35210
P47045 P31377
P32910 P38263
P12753 P31384
P15790 P53280
P28795 Q12250
P57743 P04803
P06838 P53549
Q07508 P25575
P35189 Q08649
P15938 Q12080
P38316 P33748
P36125 P26754
P39073 P17123
P14904 P29952
P53073 Q04373
P47017 P53550
P41896 Q12309
P40368 P32350
P47135 Q12250
Q12136 P34730
P32569 P06777
P05150 P14741
P28791 P53256
P36160 P36108
P53950 P07259
P38987 P38328
P17214 Q12692
P41543 P32528
Q02630 P38911
P46965 P38249
P38217 P39076
P40318 P21243
P42943 P06779
P38987 P12754
P07251 P35172
P07276 Q12024
Q07508 P08566
P29055 P52919
P40970 P10863
P32796 Q06096
P22336 Q03010
Q06410 P28000
P32566 P25454
Q07381 P28743
P09959 P50091
P40969 P42833
P25293 P47128
Q03655 Q12230
P06778 P54861
P32912 P33203
P47135 P39008
P38633 P15891
P25694 P36118
P40161 P25367
P40054 Q03323
P49704 P06738
P14164 Q03690
Q12080 P06839
P09436 P40217
P53550 P39742
P25491 P34228
P32915 P40548
Q04868 P28625
P20107 P38956
P36160 P12385
P19735 Q08118
P14242 P38251
Q06707 P38861
P32641 O13550
Q12380 P27636
P47079 P53181
P39081 P13712
P40069 P48559
P47120 P32807
P53860 P07261
P32332 Q08746
P80667 P25580
P35191 P17255
Q02630 P26188
P16151 Q06675
P38633 Q06704
P32332 P25294
P40557 P53301
Q07821 P02992
P00830 Q03083
P40512 P27351
P34160 P02829
P04173 P32582
P32502 P08524
Q02630 Q12500
P31334 Q12372
P33750 Q99186
P19735 P43639
P15938 P08524
Q12250 P40562
P38346 P14741
P48439 P38993
P18851 P32828
P39704 Q04004
P49704 P52918
P32569 P49018
P17214 P23639
P15992 Q00539
P38843 P19659
P38682 P11076
P31111 P40518
Q99190 P25367
P25639 P25651
Q12289 Q06639
P54786 P32432
P28496 Q04660
P15705 P39998
P06700 P46672
Q12241 P40971
P47117 Q02555
P38789 Q07084
Q03497 P38822
P25694 Q08214
P27999 Q03020
Q03322 P27999
P32524 P42935
P33895 P38874
Q04048 P17629
P39715 P40024
Q02821 P33201
P53934 P38957
P12385 P32773
P17558 Q92317
Q03532 Q03690
P17123 Q08032
Q05080 P38820
Q12440 P14907
P32381 P38041
P38930 Q02961
P35999 P33322
P25358 P36047
P38264 P32357
P22470 P38695
P40054 P32502
P38629 P53260
P53112 Q02642
P25303 P47135
P40156 Q04305
P25491 P32644
P00830 Q12489
Q03944 P38217
Q08920 Q12495
P53040 P48569
P07250 P08566
P53173 Q12017
P25646 P32529
P22579 P52286
P22204 Q12446
P32565 Q06604
P32897 P28625
P45976 P53177
P40956 Q04869
Q02939 Q12013
P34078 P39958
P15180 P46956
Q02205 P26449
P32457 P38856
P39968 P53933
P24280 Q02554
P42841 Q04773
P32529 Q07649
P02557 P07703
P37296 Q02825
P43601 Q03954
P06700 P33299
P22204 P38615
P11927 P53197
P38883 P33767
Q04599 P38277
P47135 P02293
P53861 Q12692
P15303 Q99345
Q07508 P35728
P38179 P52917
P47082 P04385
P42073 Q06218
Q12464 P07251
P02309 Q03957
P41806 Q03579
P32366 P38902
P12954 P34730
Q08601 Q12123
P32803 Q05016
Q99394 P39073
P16140 P53914
P32790 P38861
P47135 O13518
P29055 Q03177
P25611 P13902
P13365 P53040
P25379 Q12309
P25347 P46655
P16622 P53388
Q02574 P25340
P06105 P41808
P40089 P15380
P39009 Q12321
P35845 P12709
Q02732 P04385
Q12223 Q08729
P47079 P39706
P38757 P32618
P16861 P34246
P32473 Q08004
P06103 P33759
P11433 Q00764
P16474 Q08273
P32337 P47058
P38265 P53299
P15992 P25637
Q02629 P38147
Q12223 P38820
Q12154 P28496
P15625 Q00362
P29366 P39076
P02829 P38236
Q04934 Q03433
P32379 P53949
Q03557 Q08968
Q08273 P36149
P53040 P17119
P14906 Q12418
P02557 P22035
P38930 P02400
P40991 P38011
P50101 Q06411
P53861 P09440
Q07623 Q06493
Q99257 P00358
Q12402 P15303
P11972 Q06598
P28274 Q03012
P38953 P06242
P35187 P32793
P38123 P39014
P03069 P47035
Q07508 P40068
P06774 P00830
P11710 P47122
P02309 Q12365
P08153 P40016
P40054 O13329
P53919 Q12358
P47135 Q12746
P08458 P24583
P38264 Q08931
Q02821 P07703
Q02516 P38708
Q04491 Q05778
Q04835 Q07798
P40070 P38330
P38042 P23292
Q99190 P18414
P16387 Q01389
Q07418 P32565
Q04660 P41812
P40544 Q12692
Q02774 P40858
Q12464 P20053
P38264 Q02821
Q04697 P25635
P54784 P32605
P08458 P04385
Q99385 P36139
P02309 P38181
P34160 Q06675
P38262 P14680
P25639 P04050
P38153 P23615
P35192 P47142
P28320 P32912
P00358 P39743
P07703 P36160
P53178 P32606
P31334 P49435
P53068 Q03656
P06774 P15992
P32602 P53156
Q12089 P39875
P47079 Q08683
P00447 P53045
P06839 Q08199
P33297 Q12446
Q03308 Q06436
P40567 P40562
P05150 P36057
P48836 P53091
P32641 P53927
P28817 P40969
Q06673 P22138
Q12380 Q04373
P32380 Q12149
Q02574 P38301
Q04839 Q05024
P40362 Q03103
P41695 P08524
P20676 P21304
P53196 P53394
P41940 Q12505
P39935 P24869
Q02574 P36057
Q12263 P38333
P32527 P32806
Q12349 P40507
P40055 P40856
P53914 P33299
P22696 P43123
Q12445 Q12059
P28274 P41930
P13434 Q12017
P38260 P33322
P25846 P50090
P38691 P34161
Q01590 P00924
P22138 P36092
P16451 P18480
P41800 P53323
P32368 Q07350
P43563 P32794
P47154 P38931
P38310 P36006
P25847 P32263
P02994 P36103
P04173 P34730
P15703 P25367
P25846 P43609
P07259 P04397
P39984 P53833
Q02821 P14741
P43588 P38348
P19735 P43588
P53253 Q12446
Q12250 P39940
Q04437 P43579
P05373 P38315
P25358 P04397
P00830 Q04411
P32911 Q12136
P38356 P39944
Q03322 Q12021
P06777 P39702
P12954 P07251
P25293 Q03750
P40160 Q12091
Q03697 P32558
P38348 P32048
P15992 P32908
P38810 P34252
Q08949 Q05022
P40302 P07259
P47135 P20433
P33299 Q03661
P40348 P20053
P47017 Q99257
Q05946 P40486
Q06385 P38041
P40450 P53195
P05066 P32578
P39108 Q06697
P41543 Q12309
P22137 P53108
P53552 P30775
P38319 P23292
P53728 Q03125
P53254 P40541
P33297 P39076
P38822 P31378
Q06179 P20049
Q03897 P33767
P40054 P40991
P06782 P34730
Q08273 P31539
P20676 P53865
P53728 P47122
P42839 P38691
P07991 P46956
P23639 P33203
P15992 P38217
Q08162 Q02455
P04173 Q12418
P00410 P40036
P38264 P47135
P09119 P38217
Q07732 P40350
P32454 P37838
P33333 P22138
P32569 P53933
P04173 Q04279
P38822 Q05022
P22203 P38064
Q03012 P20433
Q00916 P38061
P38319 P32639
P04050 P42945
Q12004 P40462
P17629 P37261
Q12024 P53150
Q06706 P39723
P41697 P06839
P34160 P33334
Q12159 P31380
P16474 P39012
P47154 Q08096
P33297 P40856
Q12440 P36102
P38633 P39940
Q04062 P43550
P37838 Q12417
P34160 Q12517
P16474 P46677
Q02821 P38064
P36068 P34160
P39743 Q02931
Q06410 P47135
P22082 P32354
P48813 P41695
P46956 Q03532
P26188 Q12135
P25648 P40917
P38316 P54786
P40339 P39743
P47154 P25300
P30822 P16140
Q06541 P33759
P40302 P15873
P53280 P47821
Q08004 P39551
P33418 P31244
P28320 P10962
P15790 P38193
P38203 Q12420
P15790 P38217
P07251 P38282
Q12402 P35723
P25694 P04821
P38203 P20433
P22203 P22216
P32381 P13393
P00830 Q04370
P19524 Q12125
P40054 Q12159
P25651 P53096
P22147 P46993
P30822 P31376
P07251 Q07657
P53882 P39970
P21560 P53062
P53271 Q00772
P04840 P38201
P34227 P27514
P02557 P38903
P19736 P34162
P39108 Q06819
P08456 P38781
P25694 Q05874
Q00453 P32350
P37366 P38820
P32844 P38112
P40160 Q08754
P33767 P25046
P46970 P27895
Q06217 P23301
P32495 P32529
Q12420 Q06001
P18851 P09624
P32861 P28007
P41808 Q06344
P24583 P12904
P46983 P38009
Q12432 P07272
Q07350 Q04599
Q06708 P25635
Q12517 P25602
P47037 P53847
P29055 Q12315
P32569 P38877
P36049 P43625
P16140 P47154
P38203 Q04437
P39113 P04817
P32836 Q12328
P32628 Q03973
Q12306 Q07478
P39014 P53742
P32468 P48361
P06100 P43593
Q02896 P53738
P22134 P38129
P53934 P38784
P80667 P53045
Q08685 P39875
P40850 P38781
P30822 P53196
P39940 P53165
P30822 P33759
P15992 P28817
P20967 P38629
Q04491 P20437
P12709 Q08966
P32911 P36516
P41808 Q08162
Q08496 P53289
P40352 P40856
P15992 Q07551
P15992 Q06679
P38842 P05986
P47093 Q02908
P28274 P52286
P09624 P53247
P47135 P07270
Q02630 P87263
P53040 Q06708
P03069 P43607
P41811 P35209
P53894 Q08649
Q12102 P53862
P04173 P39014
P38629 Q04305
P32897 P36162
P54786 P40164
P32902 P38822
P32641 P39928
P39013 P17709
Q12176 P39016
P57743 P53272
P46677 Q06338
P05150 P13902
P38064 P36102
P04051 P09064
P18851 Q12206
P04397 P53335
Q12265 Q12461
P13186 P32529
P39076 P20048
P40482 P38286
P12612 P04786
Q12159 P25371
P32912 P24869
P46965 P09232
P25568 Q08444
P40054 P12866
P40089 Q04437
P38272 Q03433
P07703 P41806
P17898 P53949
P07260 P32854
P33759 P39960
P38112 P47113
Q07824 Q04748
P22579 P47135
P32366 P47077
P23641 P32473
Q04149 P17214
P28320 Q12420
Q06697 P04819
P47135 Q06217
Q04660 P34239
P37267 P32599
P00830 P32790
P38165 P38231
Q02821 Q06668
P12709 P53253
P38842 P32319
P38523 P18851
P13517 Q07824
Q06217 P53254
Q06410 Q04437
P29055 P33750
P26188 Q08683
Q06213 P25385
P15992 Q99247
Q06164 P53114
Q07350 P40892
Q02821 P53069
P38013 P40202
Q08199 Q12398
P25574 P48234
P04840 P40364
P38910 P40495
P40302 P40956
Q08004 P06787
Q02629 Q99210
Q02630 P18851
Q00684 P38972
P38080 P26637
P40362 Q02931
P89105 P53145
Q02630 P40070
P06102 P00924
P28519 P40055
P38348 P25297
P32621 P39001
P06701 P25567
Q12306 P50094
P00830 Q06135
P20435 Q06834
P53135 P39516
P25646 P38282
Q02574 P39077
Q04601 Q06208
P38203 P25336
P39009 Q12513
P32502 Q06164
P49687 P38316
P05150 P10355
Q04437 P48560
P05626 Q99186
Q03694 P12962
P16474 P51998
P40016 P25569
P40339 P38886
P53337 P40565
Q04660 P53147
Q12301 P34221
P25644 P23337
P39707 P38745
P36047 P25367
P07260 Q12464
P17555 Q08417
P53191 Q12347
P38792 P38240
P46680 P32601
P38791 P53130
P09798 P38304
Q05636 P38993
P33441 Q07649
P38822 P53215
P12695 P39008
Q08920 P29295
P52891 P53196
P19955 P06783
P18851 P33767
P38873 Q01329
P38286 P40484
P40339 P53323
P41811 Q02795
P50105 P38308
P29055 P36531
P53040 P00924
P53039 P33299
P27692 P23180
Q06625 P24869
P33767 P28004
P53093 P38816
P38333 P53145
P32468 P17123
P32464 P53215
P47149 Q06604
Q12329 P27637
P39682 P53273
Q06406 Q12345
P32911 P38183
P47168 P38241
P42846 P04807
P33335 Q12118
P38886 Q04748
Q06512 P32569
P22336 P54999
Q03899 P33313
P53313 P53114
P18409 P27515
P38819 P32562
P07251 Q06436
Q04338 P32842
P53633 P38989
P10964 Q04149
P06243 Q04049
P32366 P22224
P53040 P16661
P16140 P07251
P38629 P12904
Q00539 P40348
P14904 Q02795
P19735 P38910
Q07418 P26188
P22147 P53277
P34730 Q04779
P32569 P47037
P40519 P40505
Q02260 P30665
P53599 P32490
Q12136 Q03532
P17709 P40366
P53930 P43564
P39079 Q06813
P38842 P46957
P40364 Q03718
Q02574 P32332
Q04396 P46948
P02994 P16140
P02400 P38881
Q02774 P14540
P11914 P17076
P14291 Q08729
Q12155 P38217
P80667 Q06213
P40485 Q03790
P49704 P41800
P47135 P12709
P49686 P04817
Q05580 P32494
P30771 P19262
P32790 P32657
Q12349 Q12429
Q06213 P32618
Q04149 P50942
P25491 P32873
P32353 Q12420
P40032 P33401
Q01590 P53313
P35206 P39958
P38042 P33313
P40160 P29469
P38764 P34246
P57743 P20676
P12868 Q06822
P32490 P47058
P32490 P87281
P38262 P32468
P54791 P36125
P53622 Q02199
P38262 Q07555
P29468 Q05498
Q06479 P53885
P32381 Q06208
P06774 P49687
Q06834 P20457
P32569 P53335
Q08023 Q12030
P09624 P22204
Q12030 P40445
Q08920 O13512
P36037 Q02961
P06787 Q12181
Q12349 P26188
Q04947 P87282
P15790 P32902
P08153 P38993
P53875 P54786
Q12495 P25297
P53622 P53735
P32333 Q12099
Q12046 P39927
Q06410 P53882
P25694 P39009
P46956 P40892
P29055 Q06410
Q03957 P25379
Q12250 P40073
P25655 Q07381
P39996 P38112
Q12749 P38351
P43563 Q03776
P38737 Q04175
Q12493 Q03435
P43321 P38217
P31378 P23900
P39702 P40693
Q06406 P32917
P47818 P04385
P53937 P33754
P23595 P40024
P11972 P38856
P53632 P53897
P53934 P25694
P53599 P25569
P38960 P40094
P39107 Q12522
P27796 P33759
P40088 Q12276
P38228 P32468
P32495 P27705
Q07843 P38861
P32479 P38856
P00358 P40460
Q12517 P53313
P26754 Q00772
P53632 Q02908
P38842 P07251
P43565 P40045
P40485 P41896
Q02630 P39079
Q12280 P87266
P10863 P47095
Q06678 P38151
P05694 P53045
P25846 P47172
P20606 P40991
P53895 P38931
Q07457 P40164
P24814 P40020
P38111 P07260
Q08144 P09064
Q12164 P06738
Q12123 Q05580
P40582 P12709
P39743 P32521
Q12440 Q12206
P33308 P09938
P07703 P04821
P32796 P38217
P04173 P32873
P22147 P33299
P34226 Q12509
P38987 P04386
P19882 P32912
P12612 P38934
P40971 P17709
Q03776 Q05933
P53632 P19736
P47135 P20449
P32610 Q99188
P38217 P38779
P25297 P04807
P32893 P38079
P27705 P43609
P57743 P38325
P32468 Q12100
Q12464 P53378
P40450 P33322
P89114 Q99271
P20606 P28000
P14741 Q05874
P16151 P28519
Q04660 Q12427
Q06142 P32447
P47135 Q12329
P43321 P34244
P30656 P20676
Q99394 P23595
Q04839 P43565
P25635 Q05863
P37267 P33335
P04173 Q04311
Q12522 P39521
P25635 P13902
P53877 P38993
P38886 P33203
P32569 Q12365
P38989 P04397
P38811 P34252
P28000 P34909
P31334 P39016
P53207 P38789
P38987 P53106
P25491 Q07800
P41318 Q07913
Q08004 P20676
