P47167 P04911
P43594 Q02884
Q03503 P19358
P17065 P04051
Q04491 P38826
P46671 P38920
P19454 P08678
P34730 Q03465
Q12059 P14291
P53933 Q03761
P00410 P24719
P40096 P33304
P11710 P26343
P40518 P35206
P32641 P39073
P36015 P38138
P07703 P38689
P38204 P12294
P47074 Q07084
P23285 P31383
Q05016 P87284
Q12066 Q04461
P39011 P46964
P40885 P30902
Q08749 P40693
P32916 P10507
Q04964 P38911
Q06005 Q04921
P23285 P53549
P16658 Q04847
Q07540 P00924
P53735 Q08911
P52593 P35201
P38842 Q00416
P40478 Q00582
P53865 P53045
Q03656 Q12321
Q12482 P32325
P38861 Q08923
P53236 P38111
P33335 P38929
P25389 P40348
P25045 P07278
P30619 P23833
P21705 P14724
P38699 P38149
P53277 P23291
P38774 P07250
P35497 P38353
P43604 P18410
P33333 P32807
P30656 Q03691
P46674 P33299
P32479 P53735
P32605 P28004
P50091 P53116
P53552 P07703
P38826 Q04305
Q07540 P39083
Q12019 P29465
P33441 P36049
Q07986 P53952
P39954 P40510
Q07084 P25579
P48566 P36009
P47134 P53878
P39998 P26798
Q12071 P38859
P33304 P43637
P14736 P43604
P23285 P09232
P32602 P25045
P32479 Q12396
P21651 Q00246
P53044 P10834
P35169 P40450
P53616 P13902
P34238 Q08886
P52488 P07260
P19812 P54854
Q03308 P54862
P48813 Q06205
P53968 P40032
P04911 Q02256
P38785 P06783
Q06436 Q12233
P53256 P40460
P32319 P09733
P28241 Q12473
P39552 P38883
Q06549 Q08465
P35189 P15424
P10961 P38720
P39552 P47093
P47104 P40357
P40892 P40434
Q02516 P35178
P06704 P28496
P32480 P00128
Q06490 Q08287
P38838 P36015
Q06708 P41817
P38123 P38063
P20433 P38723
P53068 Q02208
P04821 P29468
P11747 P38962
P41815 Q02205
P41546 P38867
Q06631 P38697
P40360 P23202
P25567 Q12361
P40475 P22216
P40089 P22140
P38203 Q06697
P32495 P21190
P40438 P38759
P53070 P21190
P38998 P06775
P47110 P35210
P29295 Q12035
P38302 P12294
P36048 P35189
Q02574 P38301
P12754 P25382
Q04477 P21339
P41813 P06786
P38774 P27692
Q12158 Q07844
P35177 P53823
Q06488 P22203
Q02892 Q12309
Q12434 Q12415
P25558 P53616
P39552 P38144
Q06549 P53171
P11075 P08539
P08638 P50278
P40316 P53823
P32389 P33401
Q02555 P01149
Q02555 P47025
P54999 P29056
Q00873 P38310
Q12223 P24813
P53211 Q12174
Q04978 P13099
P35184 P40341
P30822 P11972
P53863 Q12158
P29340 Q12006
P13574 P07213
P43592 P38744
P36016 Q01939
Q08004 P30606
P40992 P35497
P07261 Q02776
P26343 P17629
Q12495 P09440
P38204 P20486
P32264 P46669
P32805 P47052
Q05947 P36104
P38805 Q06677
P08964 Q08204
Q08902 P40561
P19097 P38827
P40438 Q03954
P40355 P40413
P15646 P38337
P14064 P32854
Q12450 P53258
P43604 P40457
P40020 P54837
Q04964 Q07478
Q12018 P21339
P50108 P15367
P38911 P53685
P35179 P06773
P45976 P53297
P40965 Q03940
Q12691 P53344
P43609 P10834
P53628 P31380
P15891 P00410
Q04673 P52891
Q07442 P25045
Q06405 P06778
Q06108 P38428
P40892 Q06815
P38072 P20133
Q04370 P28274
P50108 Q06005
P38523 P11978
P53551 P31412
P07248 P00359
P43562 P22224
P53150 P32830
Q07986 P47120
P23337 P43321
P25441 P22224
P53010 P40890
P09440 P32597
Q00711 P22517
P40075 P40341
P24384 P10869
P20438 Q12060
P00899 P16474
P32793 P38251
P38911 P43587
P47110 Q08911
Q03897 P38717
P38915 Q07993
P40495 Q01722
Q12059 P38273
P38930 P38717
P00331 Q07921
Q02100 P31111
P34161 Q05998
P53971 P38781
Q12028 P32805
P40513 P25584
P36129 P12383
P46676 Q03954
P03069 P13663
P25376 P53115
P29465 Q03976
P38636 Q12243
Q12206 Q02732
P25045 P38798
P25376 Q03697
P38881 P33333
Q12138 P36104
P32602 P40352
P41832 Q03435
Q05998 Q12243
P38699 P25389
Q07887 P53551
P32828 P07149
P32566 Q12464
P07248 P23561
Q03213 P24871
P24813 P38286
P00331 P38337
P00420 P32578
P25294 P10507
P11710 Q05775
Q06160 P53269
Q04005 P32367
P24867 Q02208
P39935 P42941
P30619 P00420
P53181 P39954
P38692 Q12309
P47037 P38138
Q07509 P29295
Q06616 P36125
Q03071 P41544
P39534 P32801
P47011 P53633
P39534 P38879
Q04673 P28496
P32916 P36973
Q02784 P38316
P38152 P53599
P38274 Q12035
Q05471 P38319
P47061 P21691
Q12082 P08431
P46956 P22515
P38705 P42934
Q05359 Q03690
P38439 P25342
P53108 P38689
P53538 P10834
P40325 P21827
Q02159 P38783
P39962 Q03944
P57743 Q02608
P33200 P10834
P46947 P89105
P35206 P38788
Q08278 P36012
P47187 P47035
P38826 Q08162
P25294 P40341
P39111 P16387
P36094 P47115
Q02932 Q02794
Q06679 P35191
P40892 P32787
Q03208 P26263
P46974 P13711
Q05911 P53295
Q12265 Q12157
P35207 P19659
P33754 P25382
P11710 P53280
P49573 P32828
P38957 P38742
P32628 P32641
P35842 P53961
P48415 Q12004
P23255 P41815
P00420 Q03254
Q06479 P18239
P33303 P37303
P36036 P13259
Q12138 Q07963
Q02932 P26755
P50105 Q06001
P25441 P12904
P27476 P40484
Q05166 Q03125
Q06616 P50104
P49435 P09457
Q99186 P53253
Q02608 O14467
Q04322 Q00873
P28000 Q06651
Q12159 Q02948
Q99278 P40016
Q04359 P04817
P52960 P53163
Q03012 P08638
P53086 P32334
Q12389 P38288
Q03768 P46671
Q08886 Q08562
P53142 P06773
P38072 P16892
P29468 P38089
P50104 Q07896
P53286 Q08975
P39534 P38764
Q99299 P14906
P33306 P32583
Q06697 P32334
P53865 P10355
Q12264 Q06339
P25371 P10659
P47115 P40064
P39929 P38630
Q12336 P47822
P25389 P35191
Q00772 P38904
P40355 P33328
P53286 P23179
P38911 P32898
P43682 P42941
Q12060 P35497
P14242 P36006
P40090 P06844
Q02794 P32566
P53910 P32494
Q03323 Q06406
P39524 P22276
Q12107 P32807
Q12216 P14737
Q12377 P20436
P47150 P47822
P06784 P40357
P26755 P50091
P23285 Q06644
P53552 P38838
P39515 P36224
P39729 Q03406
P38329 Q12450
P53901 Q04003
P29539 P23639
Q12118 P14906
P53070 P32318
P11710 P12868
P13586 P23291
Q12262 P18851
P52593 P11076
Q12206 P25346
Q02908 P23833
P39009 P53824
P25567 P53735
P14741 Q02516
P25299 Q05900
P32583 Q03758
P35056 Q06205
P32842 P43609
P33411 P38163
P38960 P32855
P10964 P38249
P40475 P13185
Q12241 P38902
P28000 P38726
P27895 P39547
Q07509 P38779
P53551 Q08886
P00359 Q12174
P27999 P46677
Q00362 P50078
Q04493 P32332
Q12343 P53253
Q12449 Q06168
P33306 P53344
P40217 P32367
Q12004 Q03654
P32496 P53272
P53973 P33298
P40890 P39967
Q08975 P36016
P38156 P40070
P48524 P25382
P38351 P53258
P53740 P40314
Q03834 P47038
Q12241 P40510
P32916 P14242
P32494 P13186
P40360 P35203
P06786 P15303
Q06151 P38957
P32911 Q12749
P20133 Q02208
P38838 P38138
P43602 P07390
P87284 P48837
Q00873 Q12446
P29295 P32334
Q02629 P36120
P47012 P43560
P38429 P14736
Q04226 Q03337
Q02774 P38132
Q08004 P39552
P38872 Q05021
Q12262 P53169
Q04964 P14242
P33301 Q12270
Q02159 Q04930
P47123 P39990
P12887 P22203
P23059 Q08683
P57744 P40483
P07866 P39550
Q06177 P36036
P18759 P32897
P32529 P38988
P41805 P53142
P38735 Q12443
P38915 P36129
P40456 P25632
P41896 P53171
P25390 P25358
P25808 P36104
P17065 P32807
P30822 P38068
P48415 P53299
Q04493 P32259
P28000 P38194
P21951 P53290
Q12083 P38627
P01097 P40509
P53973 P38261
Q05874 P33754
P04786 P25346
P40529 P43604
P36116 P32565
P49956 P38821
P25371 P38760
P32350 P00854
P34240 Q7LIF1
Q12432 Q06409
Q02516 O13539
Q07800 P32379
P04076 P35179
P40496 Q02354
Q06001 Q03088
P09734 P41817
P30657 P38811
P16547 Q07509
P06844 P30605
P54784 P38764
Q08004 P32618
P25515 P46961
P11710 P36145
P39996 Q06580
P53740 P32794
P36010 P53616
P39955 Q92331
Q04964 P53142
P38266 Q03148
Q03940 P16387
P53552 Q04225
P36036 P40453
P32899 Q08032
P49334 P09064
P32492 Q08923
Q08204 P32524
P43572 P32581
Q06665 Q01852
P19735 P40352
P50875 P32333
P25615 Q12194
Q04226 P33303
P28241 Q12199
P39720 O14455
P33335 P25382
P32367 P39548
P53244 P50078
Q06169 P04050
P38705 P33339
P06786 P53039
P36009 P05318
P00358 P07390
P36029 P32558
P54791 P20053
Q12176 O13297
P07390 Q12270
P36016 Q08096
Q04636 P35691
P38821 P53116
P40078 P22138
P53540 P53131
Q06644 P25605
Q01159 P39730
Q08749 Q01560
P23394 P36520
P54791 Q07381
P14922 P38705
Q01454 P40885
P32468 P53044
P25604 Q03976
P21705 P38682
P43586 P53093
P04386 P38629
P53552 Q03435
P19955 P25502
P53949 P04050
P20484 P06100
P35728 P25370
P39706 Q08886
Q03323 P09435
P38861 P23776
Q12142 Q08986
P00445 P41815
P22224 P47821
P18852 P53045
P15705 Q08287
P39940 P27692
P40478 P32496
P33332 P53877
Q12009 P14906
Q12161 P53905
P53215 Q05166
P35201 P32794
Q12158 Q02516
P33334 P06775
P24384 P40073
P39715 P32838
P80428 P53851
P21827 Q06815
P53924 Q06200
P47123 P53685
P22141 P32564
P53231 P47074
P43621 P34241
P43638 P40438
Q12349 P38328
P36017 P32259
Q06640 P53823
P42944 Q12035
P38991 P53961
P53141 P20050
Q12124 Q08096
Q05016 P40070
P47090 P39940
P52919 P53096
Q12224 Q05933
P47042 P32366
P32468 Q02795
Q99186 Q01080
P15367 P00817
P29703 P25453
Q03337 P00854
Q99190 P38700
P32908 P40693
P43545 P20133
Q03981 Q03103
P38636 P38072
Q00873 P25346
P47167 P32601
Q08217 P25580
P53248 P32828
P42934 P53243
Q02554 P38867
P40564 P08518
P12904 Q07509
Q12041 Q06200
Q04307 P39946
P40360 P39996
P38717 Q12446
P04911 P40574
P25558 P53259
P23776 Q06677
P53281 Q08465
P13433 P29468
P47185 P36124
Q08109 P28004
P38590 P38781
P21951 P32571
P22515 P09457
P53901 Q04305
P38826 P41544
Q12055 P06774
P04817 P42884
P43594 P09938
P89102 P37838
Q00916 Q06675
P50875 Q07732
Q04199 P00128
Q07376 P47035
Q9URQ3 P32859
Q06405 Q12692
P18963 P12954
Q02776 P53150
P54861 P34227
P39994 P20457
P47104 P53174
P48562 P38842
P40362 P53877
P38181 P39984
P30606 Q04930
P43561 P39521
Q08004 P53388
P13586 P25502
P32366 P43560
P26798 P38249
P53949 P40352
P87284 Q08911
Q02890 Q12402
Q12301 Q02775
Q03834 P46949
Q05080 P47052
P40527 P07170
Q01649 P38523
Q03784 P41544
P50945 P25648
O13565 P16370
Q02574 P17157
P36019 P22276
P53840 P38827
P49018 P39008
P38784 P00950
P32776 P07256
P46655 P38811
Q03455 P35207
P17106 P38282
P35718 Q12440
P53108 P40992
Q03750 Q12151
Q12692 P22147
P04076 P38781
P32897 P39969
P46677 P53344
P41895 P47160
P40518 Q02336
Q08446 P38085
P33767 P47150
P32559 Q04089
P26754 P38700
P53552 Q01329
P32916 P53904
Q02206 P27351
P32529 P40483
P38903 P46964
P47167 P00724
P22202 P47053
P50104 P42935
P32499 P46957
Q08492 P48439
P07258 P13433
P10961 P21242
P53142 Q06178
P38968 P53115
P28239 P40217
P38817 P20424
P39524 P32629
P40422 P10862
Q08902 Q04231
P11745 P34227
P32380 P22209
P32859 P47058
Q03944 Q05881
P32319 P22213
P52491 P38249
Q06436 P07703
P39517 P07272
P40187 P24482
Q99176 Q12270
P39107 P04817
P39112 P29469
Q06224 P39079
P32832 Q07732
Q12175 Q06344
P39735 P32564
Q12098 Q04673
P38072 P47012
P14291 P38727
Q99176 P28519
Q02629 P33296
Q03656 Q03148
P40360 Q00578
P53115 P28795
P43562 P17119
Q04002 Q12749
P35178 P42934
Q99385 P22214
P48568 P37838
Q12336 P32628
P40096 P87108
P40360 P40395
P40164 P25580
P54837 P32597
Q99181 P33122
P39101 P33322
P48581 P25359
P13902 P38682
Q01454 P23644
P49334 Q05021
P06104 Q03063
Q02866 P38920
P32453 Q12175
P29509 Q03290
P39517 Q08032
Q03435 P23968
P38837 P32494
P12695 P38769
P43563 P10863
P38111 Q07921
P40434 Q05946
P38720 P38729
Q05874 Q12161
P39685 P38042
P47134 P38817
P33401 Q02208
P53176 P40009
P20484 P40462
Q06324 P35718
Q08496 P39004
Q08966 P39992
P40465 Q04958
P40527 P48837
P32807 P46675
P14922 Q12309
P47123 P11484
Q12192 P22147
Q12098 P48510
P53961 Q04978
P53211 P26570
Q04693 P33296
P13574 P25302
P21651 P80667
Q12341 P53823
P38181 P36118
P53959 Q06216
P28320 Q06406
P38204 Q12248
P40465 P33421
P21306 P38353
P36160 P38729
P39954 P16861
P53755 Q12216
Q04697 P32588
P47089 P38967
P53236 P33401
P46949 Q03290
P32793 P36009
P46655 P40971
P38313 Q03435
P12683 Q04225
P47912 Q03761
P21957 P32605
P47061 P05030
P39010 P21304
P20484 P04821
P06782 P25045
P40988 P19659
P40496 Q01560
Q04121 P25358
Q92331 Q12335
P12887 Q06160
P53628 Q12233
P36003 P04050
P32354 P53633
P39523 P28241
P53883 Q02608
Q12285 P18239
P40965 Q02784
P07390 Q06032
P34240 P35723
P14291 P07283
Q06005 P32499
P47822 P07342
P37370 Q07921
Q02793 P53914
P40890 P14242
P38690 P46674
P53252 P40510
Q03697 P07342
P40064 P53116
P38077 P42941
P47052 Q06096
P47110 Q12264
Q12349 P47068
P21827 P49686
P16862 Q08214
Q08271 P33411
P25648 P32900
Q02721 Q08972
P39723 P33335
P53130 P53115
P40468 P16451
P39008 Q07986
Q12159 P06634
Q03860 Q06708
P40335 P50106
Q06324 Q12102
Q04225 Q07986
P50875 P53941
P38910 P40561
P40480 P14242
P32480 P26188
P38719 P32912
P40319 P40303
Q12024 P53265
Q99344 Q12380
P14291 Q06440
Q07834 P38086
Q12734 Q01722
Q02895 P19882
P40485 P32916
P20457 P53912
P53604 P39734
P36165 Q05911
P23624 P10823
P38720 P39004
P53070 Q06102
P27476 P40316
P38304 P32464
P33759 Q12306
P10622 P40054
P25649 P38337
P54784 P53145
P36116 P25336
Q06208 P48837
P38968 P15108
P05626 P38257
P36145 Q06205
P87108 P38727
P32333 P41912
P53286 P32788
P30283 Q03655
P22214 P47049
P43603 P08539
P14922 Q04062
P38822 Q99344
P31380 Q02608
P25357 P40957
P53171 P38153
Q01722 P52286
Q00539 P53115
P29311 P28708
P53176 P54885
P34161 Q02608
P36172 P43622
P07866 P13382
P38886 P32597
P32589 P10834
Q08119 P10834
P43621 P25360
P38819 P32905
P53061 P16661
P38153 P45976
P53973 Q06568
Q08601 P07256
P54862 Q06630
Q08245 Q12082
P14908 Q03654
Q08931 P26188
P39952 P53125
P47025 P38823
P53115 P11938
P53959 P47012
P33301 P17214
P46669 Q07688
P32838 Q99344
P38063 P53108
Q04217 P39515
P32319 P30656
P38304 Q02630
P40513 Q12483
P40496 P38821
Q00916 P38138
Q03208 P40343
P36012 Q03976
P49435 Q00711
P29509 P41817
Q08902 P04046
P10863 Q01217
Q12389 P32805
P32911 P08456
Q03497 P37838
P33338 P22035
P33767 P27801
Q06624 P38744
Q05016 Q02774
P32525 P06700
P40885 P39081
P26448 Q04958
P43604 P38819
Q03503 P32486
P32610 P01149
P38138 P38902
P32480 P53551
P43596 Q12055
P51601 P87108
P32561 P53954
P53313 P39010
Q12018 Q03860
Q04673 P38794
P28007 P08518
P47150 P38744
P40478 P53859
P32328 P35201
P33334 P34227
Q08923 P38990
P24783 Q01852
Q06697 P43621
Q12194 P38041
Q08956 Q06598
P53959 P23561
P39730 P32830
P32797 P53919
P53886 P53079
P34238 Q08109
Q06644 Q12142
P07273 P40482
P03069 P00830
P38784 P36053
P16661 P21691
P07261 P32588
P31111 P40357
P23561 P39515
P36107 P40460
Q12224 P39962
P32571 Q06208
P36013 Q12194
Q04894 P13902
P47042 P38784
P12612 P04050
P07260 P28241
P43682 P11972
P36017 P38264
P53168 P42944
Q03920 Q12309
P14359 Q08986
Q04673 Q07904
Q99260 P21304
P57744 P53865
P36062 P38907
P46974 P38705
Q99344 Q12118
P25604 P25046
Q08018 P43535
P32838 P39926
P07273 P20795
P53973 P38152
Q05022 P38121
P36116 Q01852
P38959 P38064
P24482 P19736
P33307 P20050
P33892 P13393
Q08921 P40356
Q07442 P25632
P08638 Q12256
P32828 P35727
P40007 P07272
Q08965 P39706
P33759 P40992
Q06644 Q01939
P35206 P13393
Q12460 Q03103
P53184 Q12396
P38822 P40510
P11710 P38820
P06700 P53954
P26343 P54885
P38123 P05694
P33441 Q06665
Q03761 P26570
P53152 P53823
P48524 P25502
P32481 Q04225
Q03323 P02557
Q12518 P42946
P02309 Q06200
P40958 P28007
P28274 P40857
P47017 P34162
P40090 Q04921
P13259 P40465
P53236 P14747
P27705 P38776
P35056 Q08204
P39962 P41695
P39955 P53953
P23595 P00729
P40509 P32829
P26343 P53549
P28320 P11709
P38784 P32849
P16151 P38254
P39563 P53176
Q02608 P40094
P53930 Q04477
P35203 P32788
P32629 P38144
P38784 Q00381
P35718 P40509
P06839 Q03944
P32334 P38682
Q03081 P36100
P38811 P13712
P42944 Q03900
P06242 P19955
P07260 P25302
Q99299 Q08096
Q12389 P38337
P06242 P38781
P38351 P06782
P40518 P39928
P40965 P43596
Q04307 P42941
P53115 P40963
P36018 Q06218
P07256 P25358
Q99176 Q03860
P50104 P52891
P53973 Q08746
P14242 P22336
P19524 Q12349
P39685 P32800
P28496 Q06648
P43638 P49334
P12684 P39987
P10355 P35179
P38627 P53877
P12954 P38153
P33892 P53823
P38988 Q03330
P38717 P08431
P53859 P50874
P43605 P38783
P36009 P52490
P39715 P11747
P39715 P40971
P32835 P02294
P32582 P49334
P52491 P36018
P52960 P32464
P32836 P30902
P00445 P32803
P43592 P07276
P21306 P38744
P40077 P48836
P53142 Q08287
P07250 Q04697
P46677 P53233
Q12083 P22137
P53244 P36147
P46669 Q06440
P47185 P21242
P39944 P38811
P38352 P40094
P36421 P32618
P22133 P32807
P53181 Q08951
P47166 P25451
P36034 P32914
P38910 P05318
P28239 P06243
P09119 P36121
Q00816 P21705
Q12082 P29468
P52891 Q03697
P38881 P07262
Q12432 P27705
Q12159 P13259
P38181 P28834
P38181 P38041
P29055 P07347
Q03323 P32773
Q02100 P38842
Q02794 P32561
P38931 P07278
P32910 P06838
Q12059 P46680
P46669 P21672
P25376 P20052
Q03919 P25045
P53735 Q06406
P13574 P43569
P47025 P38427
Q07084 P38744
P38821 Q05911
P25358 P26449
P07272 P07347
P12887 Q08873
Q12149 P32913
P07272 P23776
P38113 P53633
P20676 P09064
Q06616 Q08553
P39955 Q03081
P35191 P32939
Q03323 Q03900
P53298 P36009
P54791 Q04894
P53259 P38993
P39083 P10355
Q05958 Q04307
Q12321 P27351
P43568 P40527
P38877 Q99394
Q99314 P39966
P36024 P25046
P23641 P47110
P30657 P80428
P38203 P45976
P53094 Q12030
P36107 P16649
P38692 P50105
Q12349 P32561
P40496 P33332
P38293 P50090
P53096 P38708
Q03148 P54854
P53010 P07257
P32581 Q06218
Q06624 P11914
P53742 P25301
P40360 P04147
P38911 P31539
P53212 Q06628
P50278 P38298
P11710 P49166
P43592 P28241
Q06631 P46680
P12904 P41912
P16547 P47045
Q00873 P39994
P22140 Q01080
P40475 P40565
P53735 P05986
P40564 P39547
P25567 P36125
P22007 P07273
P31382 Q03661
Q06632 P38959
P38431 Q03761
Q06169 P89105
P30665 P39952
P15873 P33122
Q03558 P40968
Q08278 Q03690
Q01159 P43592
P43621 P40079
Q12447 P39010
P43616 P35206
Q12138 P39998
P32797 Q03944
Q05785 P40090
P13902 Q12233
Q04264 P89105
P38293 P22579
P02294 P40563
Q03935 Q04048
P38431 Q99382
P39966 Q02775
P40992 P41810
P39723 P38842
P38266 P53116
Q02206 P25651
Q12460 P13259
P07273 Q03010
P11745 P53337
P07272 P40496
P21827 P38181
Q03532 P49018
P53181 P38620
Q08491 P38962
Q02721 P38859
P54862 P04386
Q06005 Q07528
P36018 Q02204
P25635 P38319
P26798 Q06102
Q07921 P35203
P53181 P19263
P24384 P22213
Q02196 P07213
P00546 Q12372
P47115 P38627
Q02721 P25559
Q03330 Q01217
P00410 P43560
P53096 Q03338
Q12450 P38700
P50104 P22203
P25294 P25453
P46673 P04912
Q06151 P53959
Q03280 P23594
Q08923 P22203
P32354 Q04439
P25367 P47132
P38111 P38691
P40482 P23833
Q12418 Q08923
P38288 P08458
P47110 P39008
P43563 P32618
P46655 P36160
P47074 P25646
P46676 P50090
Q12050 P21576
P20095 Q03954
P30624 P18238
P41816 P39001
Q12038 P47027
P87108 P40055
Q03373 P47058
Q12433 Q03148
P38351 P00724
P19735 Q06200
Q12028 Q08562
P31380 P48582
P07257 P12385
P37303 Q12060
P31539 P33296
P53181 Q06630
P25390 Q04847
P32897 O14467
P32496 P34227
P47005 Q03373
Q12402 P32588
P87108 Q03263
P46671 P40343
P11972 P41810
P25358 P13711
P25341 P39550
Q08496 Q12223
Q06200 P07213
P35189 P46675
P39112 P06169
P38886 P53344
P25333 P35179
Q08278 P40529
P46678 P36131
P10863 P31244
Q12071 Q12236
P38910 Q03338
P13517 P06775
Q03860 P38863
Q12222 P53616
P33204 P41912
P48562 P41695
P53252 P39702
P38826 P50101
P40518 Q07986
P38776 Q06580
P35842 Q12241
Q12280 Q99190
Q99176 P38838
P53039 P47064
Q12692 P53168
Q07540 Q07376
P13393 Q03661
Q12021 Q06554
P34238 Q03776
P27895 P38967
P23301 P19659
Q06216 P10507
P19358 Q12443
P29496 P32479
P38826 P40693
P53032 Q03691
Q12186 P41896
Q03162 P53740
P31382 Q12233
Q12372 Q12044
P81450 Q12142
P28320 P21801
P53115 Q07468
P32527 P38695
P38123 P21672
Q03691 P08431
P40496 P47165
Q7LIF1 Q08986
P36121 P07347
P53616 P48836
P18961 P20676
P46678 Q03920
Q9URQ3 P32524
P38072 P00546
P13393 Q00246
Q02608 P07347
P53322 Q06405
P20133 P32829
P43621 P07149
Q05946 P53538
Q03406 P09119
P20484 P50091
P36049 P40970
Q12349 O14467
P32332 P32563
P34164 P48581
P53184 P28000
P38082 P60010
P40892 P49956
Q07418 P38272
P06844 Q12749
P25604 P38920
Q03455 P38859
P24384 Q08723
Q08683 P32490
Q02206 Q00776
P32602 P25847
P13433 P04912
P26755 P38873
P25453 P19454
P25333 P32558
P25046 P02294
Q02574 P38247
P25719 P08518
P36013 P32788
P33313 P46681
P15891 P42941
P41805 P35180
P19736 P40091
P40965 P08678
P39702 P38867
P39706 P36015
P39524 P38344
P40319 P29311
P25046 P38629
Q02774 P00729
P39515 Q03957
P37302 P13902
P47152 P20967
P38766 P16451
Q07904 P32457
P25045 Q07688
P32790 P23291
P40956 P32334
P20134 Q05080
P53750 Q12256
P10592 P16451
Q04749 P04386
P47037 P24004
Q06632 Q03322
Q03661 P39936
Q03944 P33297
P40992 Q12341
Q12262 P41805
P10863 P38989
P07256 P38703
P01149 P34110
P38911 Q03630
P38129 P02309
P22276 P27636
P26755 Q01590
Q08923 Q12082
P35180 Q12754
P39927 Q03125
Q03308 P25376
P40360 P47053
P35842 P38727
P32559 P47822
P48415 P80428
P32380 P16661
P36019 P46671
P40202 P38265
P15367 P36005
Q12035 Q12315
Q06405 Q03750
P53550 P38123
Q05016 P53280
Q08986 Q12192
P22517 P01119
Q07732 P04817
P50104 P38998
Q12255 P02309
P38819 Q12208
P38191 P40340
P48606 P25847
Q06449 P46671
P28239 P40167
P53322 Q08287
Q07963 P38877
P22135 P40010
P39704 Q03337
P32797 P38720
P53044 P35193
P08638 P53824
P53901 P53168
Q06675 P38962
Q06091 P07256
Q03455 P23644
P35177 P53549
P36049 P39004
P47115 P07170
P38959 Q06208
P39713 P33759
Q12157 Q12499
P08518 Q04562
P40507 Q06344
P50105 P53261
P10961 P38077
P41912 P10363
P28791 P19955
P43602 P39727
Q07350 P40069
Q02939 P25344
P29539 P26448
P50275 Q12233
P39954 P41277
P43561 P40513
P40038 P47132
P53277 Q12174
P53952 P06104
P53538 P25341
P53207 P40475
P02829 Q01159
P40092 Q12415
P47083 P15938
P28743 P32803
P22135 P53212
Q02208 Q03697
P07261 P15790
O13559 P28274
Q03785 Q06339
P47167 Q12241
P50104 P39548
P40455 P38744
P38960 P18239
P20436 Q12527
Q04195 P32805
P25646 P40355
Q03323 Q06644
Q08601 Q05998
P07256 P39994
P24719 P11710
P32895 P28241
P38911 O13565
Q12310 P32387
Q06091 P40527
P23594 P81449
Q03406 Q02630
P40355 P32521
P38720 P50078
P40541 P33304
P07834 Q04110
P32529 Q04930
P38719 P32913
P39682 Q7LIF1
P39112 P11938
P32478 P39702
P53322 P32915
P31539 P25580
Q06135 P08678
P24384 Q12055
P49573 Q06675
