P40048 P07866
P50108 P23287
Q08746 Q12420
P37370 P13185
Q06549 P48239
P16521 P32774
P53959 P46672
Q12310 P40461
P24004 Q12372
Q03330 P35688
P22141 P19145
Q02197 P19812
P32801 Q05610
Q12347 Q06648
P38291 Q02866
P38774 Q08245
Q12380 P53540
P49687 P38132
P48606 P40055
P38793 P38228
Q04264 P38970
Q04660 P51601
Q00955 P53955
P32380 P12887
P33401 P43603
P53731 P25294
P40555 Q07914
P46675 P41834
P40302 P40362
P47093 P50091
P40555 P39108
Q08726 P06839
P40991 Q12309
Q05636 P25569
P09435 O13539
P31688 P40959
P53196 P53604
P47122 P53632
P23624 P38208
P38789 Q12310
P32563 P38801
Q06160 P39968
Q06224 Q01722
P40468 P28708
Q08162 Q12107
P32794 P47012
P38329 P53540
P39743 P53738
Q07381 P53130
P41813 P07170
P53691 Q12009
Q12518 P39990
P53040 P33311
P39962 Q04233
P53622 P33401
P38886 Q05958
P39960 Q12415
P19735 P39715
P34241 Q03897
Q02629 Q03785
P53032 P32525
P39515 P20459
Q12277 P18961
P24814 P39962
P40003 P38874
P38903 P50944
Q06108 P35184
P31374 P27636
P38886 P06100
P17255 P36144
P53221 P53081
Q04978 Q00723
Q99257 Q03162
Q03497 P00724
P40003 P53604
P38348 P21192
P00330 P35177
P36080 P35194
P48559 P09064
P23394 P53267
P38070 P36013
P46672 P39969
P20438 P38873
P38193 P32598
P43563 P36005
Q04491 P38352
P19657 Q12309
P32325 Q03862
P40988 P40328
P53886 P39968
P32481 P43616
P28743 P14164
Q01389 Q99257
P28274 P38996
P36017 P13856
Q04002 Q03898
P34216 Q04004
P33297 P29461
P06102 P50095
Q06704 P35691
P37012 P53100
P46669 P38720
P32916 P47011
P39958 P38339
P19658 Q07834
Q12277 P53011
P25655 P32354
P38555 P28006
P32471 P38999
P43583 P42935
P38072 P39081
P19454 P32590
P38690 P39936
Q06677 Q03898
P33328 P22204
P08524 P38310
P35181 Q03330
P23624 P23287
P39081 P40078
Q06549 Q00416
Q03774 P34164
Q08920 Q06340
P36037 Q06412
P28274 P32485
P14680 P16862
Q01454 P53145
P02293 P27796
Q12041 P25357
Q12527 P47176
P38555 P22336
P36124 Q05871
Q08746 P04840
P39705 P20424
P14904 P22213
Q03900 Q12483
P39969 Q06696
P09435 Q12377
P40574 Q03860
Q05871 P38146
P33334 P31377
P39107 P38620
Q00416 P53064
P53924 P53168
P36017 P32578
P53924 P38690
P46985 Q07381
P46677 P43619
P38783 Q05080
P34217 P30656
Q05021 P40565
P22007 P50945
P32447 Q03782
P26309 P31378
Q04338 Q02630
P36085 Q04003
P26570 P15705
Q03533 Q02884
P14741 P40151
Q08746 P38690
P53136 P32598
P32895 P25558
Q08746 Q12469
P42845 Q06216
Q03750 P39926
Q03656 P54790
P38254 Q99210
P10081 Q12513
Q12277 P35169
Q06679 Q02767
P15705 P53894
P32490 P32805
P36084 P07170
P35189 P28006
P53271 Q03220
P42935 Q05568
Q12055 Q12152
Q99385 P50101
P52286 Q05785
P40480 Q06408
Q08649 P21374
P43638 P43605
P41805 P54199
P40079 Q03096
Q06628 Q04921
P22147 P33328
P40956 Q06648
P25632 P38334
Q04978 P21951
P53930 P53883
P25615 P17891
P21306 P36012
P53040 P32801
Q06616 P02400
P48606 P53900
Q12230 P20436
P33297 P40565
P53912 Q06648
P53750 P50111
P05986 Q03010
Q06525 P40335
P53168 Q06436
P53248 P36068
P47050 P39984
P32505 P52918
P38903 P11154
P19414 P34909
P53271 P38291
P32855 P41813
P39729 Q12517
P26570 P32468
P43593 P38247
Q06163 P23293
P25582 P33400
P40574 P52910
Q03503 P23293
P32380 P21965
P36124 P16140
P17536 P25343
Q07084 Q02196
P41318 Q04601
Q12236 P53185
P38805 P38998
P32767 P38806
P53168 P23542
P32366 P53150
Q05580 P38792
P53124 P38999
P40069 Q03096
Q12256 P48415
P32854 P40456
P14306 P32457
Q03125 P38792
P38204 P41834
Q99385 P53344
P33328 P36118
P39730 P37838
P05317 P47089
P33199 P37303
P28708 P21242
P41814 P46962
Q06216 P39517
Q12034 P18963
P32450 Q08963
P38903 Q05947
P47129 P40335
P38129 P53272
Q08438 P35688
P39707 Q03976
P38855 P20604
P47057 P89102
P32773 P39563
P43638 P47093
P33419 Q12368
P22219 Q12045
Q92331 P53267
P00931 P53209
P29509 P38324
P09938 Q03973
P24870 P27515
P40167 P20606
P41811 Q05930
P32336 Q12265
Q12222 P22141
P53199 Q04493
P00175 P39994
P31383 P47117
P32565 P00950
P40959 P35056
P38070 P09959
P38237 P39723
Q02767 P53100
P47176 Q12017
P20081 Q12236
P23639 P38990
Q08746 P32842
P21306 Q08004
P25657 P24279
P12753 Q12129
P33204 Q04002
P54885 P47049
P36037 P53150
P29496 P15303
Q08732 P46962
P20133 P17065
P39935 P05085
P53738 Q99394
P34216 P39946
P47017 Q12024
P00924 P33892
P53739 P53067
P07991 P07834
P53743 Q02773
P53036 P39929
P36019 P43616
Q12344 Q08558
P38956 P06243
Q05874 Q06151
P46675 P16649
P20133 P53855
Q00873 Q03406
Q06628 P38959
P25333 P53604
P32259 P53738
P20604 P48363
P34217 Q08273
P32589 P53168
P27472 P40316
P38287 P24871
P24813 P08679
P39729 P53538
P05986 P40563
P53094 P25336
P30619 P47083
P13186 Q07478
P32786 P43586
Q04121 P32854
P38806 Q03898
P32602 P34758
P36024 P33411
P21242 P35691
Q08438 Q04199
Q06163 P12611
P53281 P36005
P40014 P38310
P17629 Q12329
P28708 P09734
P31383 P32591
P22219 Q05881
P29340 P19097
Q03782 P38798
P08524 P53322
Q04048 P29465
P38301 P38620
P53599 P25582
Q04411 P35169
Q06216 P53202
P12962 P32349
P39968 Q06696
P22147 P18759
P39990 P46655
P19882 P21672
P47050 Q99207
P50946 P29465
P48415 Q06177
P39935 P40095
Q04217 Q12310
P53628 P53184
Q07418 P39013
P19657 P20435
P53886 Q12045
Q06628 P53829
P53959 P05986
P15303 P40460
P38990 P32480
P42845 P53131
P53905 P40055
P53036 Q12176
P40316 P40328
Q07824 P40087
P53211 P15705
P35497 P38113
P53082 P40339
Q01560 P39927
P32911 Q00776
P39940 P46673
Q12255 P38346
P25389 P32634
P32578 O14455
Q12154 P33400
P13045 P25344
P28795 P05694
P53124 P38219
P35729 Q00955
Q12055 Q06406
P11075 P14742
P14742 P40461
P21538 Q08119
P21306 P37296
P39707 P10964
Q12343 P06100
P40573 P04386
Q07376 Q02866
Q04199 Q03330
P38276 P39547
P38720 P38863
P33307 P53150
P32432 P41816
P38287 P53248
P40038 P17065
P11938 P53322
P48363 P53277
P33333 P38265
P12753 P35197
P36124 P32524
Q12028 P40561
P11710 Q12020
Q06506 P38153
P36130 P28495
Q08746 P23287
P25343 P17157
P23561 P50942
Q12055 Q04934
P38903 Q12129
P29340 P40422
P08964 P50944
P41813 Q02629
P53185 P32578
P12383 P53824
P40064 P50111
P40965 P38820
P47050 P27636
P32481 P40507
P24870 P39966
P34162 P38203
P32599 P39944
P53086 P38429
Q05949 P38853
P35172 P53538
P15108 P26755
Q05610 P38316
Q04978 Q03758
P38129 P39705
Q04491 P38149
P40202 P54860
P38204 P33891
Q03792 P19454
P48415 P21182
P53145 P53202
P23287 P32610
P19735 P50086
P20967 P25342
P38156 P28274
P18962 Q02866
P36017 Q08746
Q12494 P38960
P12754 P38333
P38801 P25605
P46985 P41810
P40693 P40217
Q6Q547 P54790
P40988 P50944
P47116 P32457
P48582 P13856
P40515 P42951
Q04373 P35688
P32381 Q06160
P41808 P35177
P13712 P53855
P40495 P22517
P09959 P40362
P38873 P04821
Q12417 P46957
P18851 P38798
P14724 Q03957
Q02256 P53068
P19657 P31377
P40339 P40857
P22007 Q04412
P19657 P40087
P53169 P32458
P00729 Q04930
P47064 P07262
P53168 P10363
P32905 P32598
Q99207 P34217
P38903 P12383
P57744 P09734
P17555 P39994
P09435 P53855
P38810 P49960
P14724 P10869
P24482 P36022
P46985 Q12318
Q04233 P47176
P53094 P40507
Q03782 Q12365
Q04305 P39517
P34218 Q07381
P53250 P38861
P23594 P39998
P53150 Q03012
P32366 P36103
Q12527 P17119
P53742 Q12017
P39703 P38871
Q03558 Q04439
Q04601 P32828
P41805 P32566
P53829 P23287
P12688 Q06543
P43638 P40529
P32801 P38838
P33204 P25586
P36224 P32895
P00958 P32523
Q06479 Q08229
P11927 P10964
P34087 P21182
Q02100 P40090
P53261 P39551
P07251 Q08444
P25558 P38112
P39715 Q99210
P02293 Q12315
P25580 P40461
P38329 P32496
P40413 P37296
P48234 P53252
Q12034 P53199
P38867 Q03862
P35207 P38217
P53211 P33301
P32911 P39929
P47029 P18239
P39944 P32598
Q7LIF1 Q03337
Q03071 P40303
P06843 P12754
P35172 P53267
P39563 P40509
P40495 P40061
P02829 P25294
P25655 P47012
P48412 P33201
P25558 P38261
P10862 Q05881
P20457 P38990
P17555 Q99189
P23594 P25635
P00724 P10363
P32588 P38310
P53930 P48524
P27895 P53277
Q03096 P47017
P38903 P38823
P13185 P00044
P38855 Q03981
P13185 P25367
Q12033 P40956
P32500 Q03096
P24783 P39551
P53941 P19145
P15108 P11747
P11075 P13185
Q04601 P32350
P53112 P36005
P42951 P49687
P10081 Q04307
P06104 Q06151
P25357 P47079
P20604 P52488
Q02608 Q00381
P53082 P47057
Q12514 Q12368
P53968 P06169
P46673 Q08726
Q04978 P02829
P34077 P06634
Q03018 P32842
P39723 Q05785
P36421 P42843
P15442 P18852
Q02825 P43601
P38735 P39547
P23642 P53941
P39563 P05317
P53112 P48415
P38287 P38080
Q06408 P38873
Q03690 P25719
P47113 P38352
P06782 P39531
P53550 P09064
P38165 P22224
P38590 Q08018
P49687 P40507
P32263 P20795
Q00723 P32849
Q99278 Q12446
Q04847 Q08726
P47113 Q05778
P12962 P02994
P38823 Q12277
P18480 Q12469
P53082 Q12045
P40495 P36130
P53272 P53256
Q12129 P47103
P49166 P05318
Q12098 P50942
P40155 P39967
Q12134 P47068
P38254 Q12159
P50113 P39079
P41832 P32801
Q12495 P36161
P04821 Q04792
P53685 P32528
P35497 Q02884
Q12347 P43321
P33411 Q05930
P40202 P14126
P32639 Q00955
P13574 P53152
P38989 Q06164
P42935 P05986
P32481 P17629
P53036 P36019
P52910 P07866
P25336 P25299
P36012 P38904
P53233 P09798
Q12222 P41277
P41808 P53855
P00958 P33895
P38705 P41816
Q05166 P53011
Q07896 P18851
P30656 Q08965
P46985 P43562
P40485 P40055
P32589 P12612
P39077 P25559
P53865 P17121
P40473 P54999
Q12021 P05317
P32913 P38792
P39929 P25694
Q12344 P38011
P38861 P12904
P09624 Q12107
P47093 P40328
P50104 Q12248
Q02199 P38070
Q06411 Q12033
P38041 P53112
P38072 P07991
P34077 Q08204
P43638 Q99394
P08964 P19524
P38165 P32521
P00560 Q03899
P33333 P46655
P25491 Q06648
P00924 Q04651
Q08438 P32802
P38801 Q08963
P48582 P14306
P06773 P53048
P16140 P36013
P39073 P39967
Q99176 P38713
Q08162 P31109
Q06679 P24869
P53094 P38874
P32074 P33313
P33301 Q00539
Q03619 P36015
P53599 P39875
P53905 O13297
P32854 P43619
P38301 P47103
P89886 Q06436
P25655 P14359
P53971 Q12468
Q07442 P06243
P43565 P40316
P40095 P06244
P25655 P25357
P32523 P38334
Q12168 P38879
P22147 P53130
P14736 P41811
Q12250 P39014
P32801 Q04930
P38690 P18480
Q06169 P40357
P53740 P41834
P52286 P53316
P38883 P25043
P40202 Q02775
P36084 Q12306
Q12021 P38837
P54199 Q12411
P53248 O13565
Q08438 P38132
Q12168 P48415
P12611 P47045
Q03898 P39718
P41318 P09798
P32495 P43616
P08018 P23293
P33306 Q08144
P38310 P38768
Q12527 Q07824
P38089 P17891
P32767 P47017
P53112 P26448
Q12297 P07272
P12753 P39990
P53010 P32863
P09798 P53131
P04147 P00549
Q04491 Q08550
P53739 P21672
P32495 Q12297
Q12154 Q92317
P06782 P38793
Q06651 P32802
P46655 P39016
P15790 P25293
P23639 P38768
P48836 P38310
Q12380 Q08965
P38705 P40957
P34730 P35194
P00330 P50101
P38637 Q92317
Q12329 P54999
P00924 P05318
P33331 P20433
P48562 P52918
P53883 Q06525
P08458 P53068
Q03533 P53388
P47041 Q03774
P38872 P02309
Q08096 P25584
Q12377 P33401
P39083 P33760
P07866 P25344
P47912 P38806
P32945 P38261
P32524 P05318
Q12041 Q05785
P39994 P40018
Q00816 P18480
P38820 P43616
Q07844 Q12260
P38265 P53267
P38274 P36145
P53145 P13711
P21538 P38249
P40078 Q03898
P40095 P37012
P38315 Q12165
P32773 P38324
P32500 P32867
Q12473 P53125
Q05024 Q04368
Q03497 P54999
P32854 P29295
P40555 Q04005
P46677 P46655
P32783 P38113
P38785 Q00955
P41940 P39717
P15705 P25567
Q12518 Q07896
Q06648 P53163
P43616 P32447
P40202 P05085
P53939 P32457
P39925 P40303
P38753 Q00362
P39987 P35193
Q99189 P32337
Q07915 P38329
P38855 P38113
Q12513 Q07887
P29295 P00546
P38193 Q03619
P35497 P33891
P38328 P38112
P53893 P32337
P41800 P38793
Q12402 P32600
Q12377 P06105
Q12044 P19524
P22137 P03965
P06787 P34087
P32793 P48415
P33328 P53322
P19262 P25357
P38219 P32505
Q12343 P32502
Q12361 P42073
P38237 P20424
P08524 P40518
P53036 Q12026
P53036 P43569
P39073 P49166
P00359 P32786
P22515 P04456
Q04272 P39979
P38348 Q12494
P18962 P38863
P41834 P42843
P33755 P53971
P17442 P40087
Q00816 P05318
P42945 Q00684
P32325 P19658
Q02804 P38768
P53043 Q04031
P34077 P53847
Q07376 P40038
P06782 P34223
Q08245 Q06479
P02400 P38768
Q08245 P54790
Q04412 Q00723
P47122 P40965
P04076 P17629
P47017 P24004
P13856 P38313
Q00816 P25357
Q02892 P38764
Q04491 P48582
P34077 P10592
P53883 P53344
P35190 P32502
P31244 P30665
Q12161 P38431
P39743 P47019
P39727 Q12297
P53628 Q08215
P14681 Q03897
Q04121 Q03768
P39937 P40564
P25341 P53389
P32561 Q06479
P39727 P53965
P39875 P40362
Q12149 P38990
Q04149 P10081
P32565 Q05166
P38862 P38077
P39517 Q99210
P53256 P43621
P40555 Q04675
Q04675 P07866
P40061 Q01939
P38293 P28006
P35178 Q04839
P32854 P12904
P33301 P40959
P14306 P36013
P00729 P21192
P32263 Q06436
P10081 P32607
P36224 Q00246
P14724 P50094
Q00916 P43637
P52491 P38257
P38182 Q12206
Q08004 P40328
P14306 P40565
P15303 P53731
Q03619 P53136
P35728 P25298
P21306 P40518
Q02608 P53953
P53261 P02400
P38861 Q12469
Q05874 P25390
P02293 Q03322
P20484 P38855
P28707 P53834
Q12055 P43638
P40087 Q05881
Q12473 P21965
P19657 Q06177
P43621 Q03862
P38696 P47129
P41813 P16467
P35817 P14742
P39925 P07170
Q02875 P51996
P38872 P39079
P38264 Q04493
P38861 P38931
P41318 Q06164
P40988 P46963
Q06217 P40032
P25644 P53207
P06787 P37296
Q12361 P40010
P09938 P20438
P15303 P25360
P38013 Q03280
P35729 P36000
P13712 P32873
P36172 P38990
P32447 P33760
Q03940 P14724
P04456 P38070
P38998 P38990
P38291 Q12517
P53280 P53743
Q12134 Q12063
P43574 Q12306
Q06479 P38794
P53933 P34758
P53599 P43321
P23059 P53141
Q06137 Q03630
P12753 P41816
P38328 P38850
P35181 P19882
P17536 P32836
P38801 P38793
P32563 Q02821
Q03655 P40959
Q03081 P10659
P40350 P48412
P18494 P17255
Q12149 P04807
P29295 P14682
P38555 Q06624
P40484 P40096
Q00764 P31385
P31383 P53048
Q12427 Q02775
P21306 P38788
P32263 P53316
P53032 P39937
Q04437 P53202
P53124 Q04368
P38774 Q04739
P36037 P52286
Q05949 P32327
P12753 P32366
P52919 P15705
P37302 P02400
P38431 P33419
P38805 P39703
P38113 P39079
P33122 P36048
Q12176 P35197
P38822 Q02256
Q00816 P25567
P10081 Q12315
P10081 Q12420
P38011 Q06676
P32264 P35056
P53949 P54999
Q06677 Q08004
P53043 P38856
P40350 Q12044
P38705 P50944
P39682 Q03373
P00175 P35688
P30656 Q06580
P53043 P32913
P11484 O13297
P17121 P39940
Q08581 P32495
P40316 Q12017
P39954 P10869
Q05946 P32345
P47083 P23287
Q08931 Q01939
P14736 P32324
P38871 P38080
P04046 P38270
P32828 P38228
Q04199 P38301
P48240 P40473
P89105 Q04493
P22543 P25604
Q06677 P40965
P53280 P53955
Q02199 P53322
Q06554 Q08215
P36107 P47165
P37296 Q04003
P38077 P37012
P41940 P50108
P31244 P50105
P37012 P80667
Q12349 Q08972
Q03503 P33328
Q06679 P53914
P32495 P36107
P23624 Q06178
Q00582 Q02866
P25333 P32945
P36017 Q03081
P38042 P32867
Q05949 P32610
P40302 P41807
P05986 Q06436
P25333 P53212
P20052 Q06160
P32366 P29703
P16521 Q12194
P53599 P00359
P33332 P32873
P31382 P39944
P24868 P00546
P23724 P00359
P35718 P38713
P43568 P54199
P32849 P32629
P54885 P22213
P32773 P48361
P36015 P38838
Q03619 P32573
P40340 P32468
Q04005 P21243
P31109 P12385
Q12033 Q07376
P38855 P38333
Q12154 P06243
P39083 P53271
Q07915 P53252
P38705 P32855
P43574 P32767
P38716 P33891
P27472 P50086
P41805 Q12390
P53740 P53043
P52286 P53883
P41800 P23293
P11484 P38798
P32485 P33400
Q12406 P48606
P21306 P08539
P36124 Q02825
Q02199 P23639
Q02629 P53322
P40567 P25567
P40548 P40186
P16451 P47104
P08518 P53858
P53112 P25584
P47912 P18852
Q03532 P53112
P22137 Q06616
Q03956 P25357
Q12168 P35193
P36006 Q12199
P39101 P19524
P07274 P40335
P47041 P25385
P39076 P42884
Q06708 P17629
P42839 Q12084
P23642 Q03897
Q00245 P02994
P19262 P53691
P40092 P39968
P25369 P18961
P46655 P46962
P19735 P22336
P29340 P18759
P25657 P54867
Q07930 P42839
P53209 P38313
P40013 Q06408
P15873 P40303
Q12149 P09798
P40024 Q08773
P35193 P02557
P53628 P32945
P14359 Q99385
P38153 P38165
P48240 Q02629
Q12142 Q08558
Q08438 Q00955
P43637 P39998
Q12420 P46655
P10622 P25646
Q12168 P48606
P53337 P40512
P17536 P53068
Q12222 P53011
P53248 P53974
P32945 P31384
Q02892 P32944
Q06624 P47176
P53316 P35207
P37012 P23287
P19454 P36013
P36131 P38217
P34730 P43603
Q04411 Q00578
P32895 P50086
Q08817 Q04894
P32491 P00044
P20081 P39944
P41800 P40988
P38129 P40422
P36013 P53955
P32565 P53124
P32800 P43583
P38855 P20967
Q04412 Q07508
Q06673 P39940
P22133 P33755
P41814 Q08911
P38823 P25045
P34758 P53081
P38699 P35172
Q05636 P39940
P23644 P38262
P35497 Q12344
Q08873 P53622
P39520 Q08773
P16370 P32598
P20133 P32318
P48412 P53883
P40468 P38827
P39940 P40565
P53278 P38334
P38266 P40517
P19262 P53168
Q06549 P21965
P47029 P38247
P14904 P40096
P32380 Q04067
P38748 P32842
P38903 Q12417
P53600 P24004
P53086 P53091
P39083 P35718
P39730 P41277
P40202 P30665
P32854 P36172
P27515 P40565
P25615 Q05670
P53739 P17121
P53086 P43612
P25298 P53112
P32468 P32597
P39723 Q08951
P32805 P38132
P33411 Q08923
P32911 P40492
P89886 P53199
P14736 P36145
P38889 Q01590
P39702 P36085
P53893 Q05930
P50946 P06634
Q02793 P46963
P38615 Q06151
P25343 P53840
P38348 P39730
P32911 P38627
P14359 P35193
Q03758 P43616
P53739 Q03758
P36168 P06101
P40155 P38042
P38237 Q03897
P39730 P20134
P30657 P39994
Q12044 P39727
P39962 Q03768
P34223 P38827
Q03018 P47822
P32264 Q00362
P18480 P36145
P30657 P09734
P46956 P32527
Q03071 Q12469
P53924 P33401
P25342 P17157
P16661 P25294
P38862 P28834
P53086 P53388
P40095 P25454
P53552 P20437
Q07915 P00830
P32582 Q05785
P32786 P25370
P48837 Q12328
P32939 P32913
P43574 P40020
P38862 P38929
P19735 P41318
P39563 P40492
P14681 P37012
P38063 Q04005
Q03656 P40016
P52286 P38273
P22202 P40356
P52286 P38555
P39927 Q05933
P39734 Q08491
Q00916 P54199
P38555 P47104
P36019 P39984
P06778 P51996
P35729 P52918
P29703 P80667
P17255 Q03497
P40155 P40303
P10592 Q12176
Q04053 P39727
P31109 P48524
P02400 P39960
P19658 Q04199
Q06142 P32867
P25515 P38011
P24813 P26263
P38247 Q03899
P11075 P00729
P36049 Q08550
P46677 P38261
P07560 P53281
P39703 Q07896
P38636 P32324
P53269 P22203
P38080 P47822
P32892 P49960
P18898 P53283
P39720 P39534
P39929 Q12300
P35201 Q07824
P34164 P46962
P53755 Q06676
P40038 P18480
Q08729 O13539
P21705 P38228
Q07657 P14126
P35691 P06169
P18961 P53840
P11746 P07149
P53859 P38814
Q02793 P14737
Q12020 P09733
P46675 P32800
Q07657 P53261
P25333 P39551
Q08558 P21951
P40573 Q00578
P18962 Q12124
P52919 P38859
P40453 P10659
P38823 P40518
Q03900 P43563
P12385 P03965
Q06673 P25491
Q04272 Q99385
P48524 P32349
Q01389 Q03690
P40574 P39979
P32835 P53283
P11154 Q06177
Q03750 Q06512
P40510 P36018
P22517 P47011
Q04377 Q12514
P32481 P32913
Q05998 Q06263
P23724 Q08746
P38077 P38696
Q12041 P32364
P06787 P05694
P40574 P38793
Q04217 P25342
P53829 P42884
P53954 P32855
P35728 P32325
P13517 Q04195
Q12020 P38764
P53136 P36520
P25453 P32350
P32328 P53834
P53221 P31377
P40462 P32573
P54885 P39108
P42846 P53939
Q00362 P40096
Q03900 P00546
P01149 P08638
P38063 P39108
P34077 P50094
Q01590 P00830
Q08492 Q05080
Q12021 P50106
Q12009 P38316
P10592 P15705
P29295 P32263
Q08931 P00549
P36224 P41814
P38759 P32917
P40350 P23639
P39927 P11709
Q12280 P50111
P38886 Q12264
P09440 P32899
P00830 Q04493
P52593 Q06408
P38149 P38788
Q05947 P23287
P38631 P50942
P06787 P32867
Q04264 Q07844
Q03532 P18759
Q03919 P38132
Q12168 Q12055
P00175 Q12256
P11746 P40473
P50108 P43602
P32525 P13574
P52286 P53064
Q04868 P39717
P38333 P53256
P34240 Q06568
P04147 P25369
P39968 P47165
P51601 Q01329
Q12018 P07342
P39962 P53910
Q08649 Q06479
P32495 P32573
P50091 Q00578
Q12250 P38298
Q03860 P20424
P36080 P38794
P53738 Q03690
P52286 Q08558
Q12241 P38313
P36049 P09032
Q99176 P35688
P24279 P43612
P53185 P46988
P38077 Q03656
P04147 P25569
P43574 P40328
P53859 P50942
P39107 Q03177
Q07442 Q06407
P40515 P40087
Q06644 P25454
Q12420 Q02721
Q12026 P43601
P39073 P06782
P43574 P38932
P19735 P41277
P05085 P20433
P40024 P07260
P16140 Q04089
P50113 P36124
P25371 P36013
P41832 Q06324
P53168 P38431
P14904 P38990
P17442 P11154
P14832 P07991
P28707 Q05471
P38042 P22336
Q12168 Q04005
P23642 P38874
P21705 Q06665
P53859 P53955
P45976 P07283
P07274 Q03148
P51601 P50944
P32773 P17157
Q04839 P46962
P32913 Q03784
P40518 P48525
P20133 P38705
P32900 P19145
Q02516 P31111
P34162 P32350
Q12018 P53840
P36107 P25336
P28707 Q06410
P38293 P15873
P15891 P38339
P38217 P10869
P33306 P22517
P39730 Q04934
P42846 P47054
Q03899 P35688
P40495 Q04002
P35718 P53064
P32607 P46957
P15790 P14681
P22219 Q00723
Q08204 P01149
P52286 P36520
P38861 P07170
Q12418 P32855
P36013 Q03782
P53731 P13365
Q04601 P32521
P12945 P06244
Q12098 P38931
P43587 P40078
Q06169 P41807
P35177 P35056
P34218 P32527
P48566 Q08723
P40096 Q06436
P53691 Q04868
P16892 Q03337
P40515 P25582
P11075 P32578
P18851 P38757
P38219 P47116
P40555 Q07468
P32364 O13559
P40202 P19955
Q12330 P36162
P38889 P38726
Q04195 Q00684
P52918 P12383
Q02260 P39929
P53893 P53277
P09938 Q12175
Q04693 P28707
P40960 P33420
P14741 P06787
P36147 P38856
P00812 Q06679
