Q00684 P01097
P07991 P48510
P38968 Q99278
Q12035 P00931
P53115 Q00539
P53167 P39016
P40217 P32367
P40078 P46965
P21827 Q06815
Q12035 Q08817
P32328 P35201
P13902 P22147
P36068 P53096
P10961 P25390
Q12004 P48415
P48813 P51862
Q12250 P07261
P10834 P38717
Q12411 P15938
Q12280 Q99190
Q03919 P06838
P32641 P38077
P46954 P33204
Q04493 P80428
Q08683 P53861
P25579 P29311
Q12024 P53265
P35718 P00431
Q07921 P37370
P33296 P31539
P53743 P34218
P26754 P38700
Q03697 Q06137
P53061 P16661
P36022 P12683
P07834 P53954
P38152 P53973
Q04149 P25045
Q02804 P46965
Q99189 P53740
P07250 P53855
P32911 P38867
Q12060 P35497
Q07980 P09959
P32588 P47027
Q12336 P35203
P40078 P25847
P26448 P38138
Q12050 P21576
Q08965 P39735
P53910 P53043
Q02208 P20133
P38182 P53171
P18238 P53064
P07262 P38881
P41815 P06774
P53036 P24719
Q6Q547 P38240
P49686 P39009
P53824 Q12100
Q07844 P39010
P02294 P32905
Q05580 Q02795
P32334 Q06697
P33767 P53283
P32588 P07261
P38428 P36121
P36103 P35817
P23776 P53290
Q01684 P32917
Q03208 P26263
Q07376 P38085
P36149 P38138
P53044 P40167
P38960 P34244
Q12021 Q06554
P00924 Q07540
P10961 P53136
Q03944 P06839
Q06251 Q04603
P02294 P40960
P32350 P53344
P38838 P36015
P53252 P40510
Q03213 Q05930
P22209 P32380
Q12527 P25346
P05626 P46947
P46956 P48234
Q03656 P39954
P47074 P32453
P81450 P21192
P47049 P06244
Q08215 Q06525
Q03465 P34730
P38329 P38817
P38962 Q07478
P39540 P48234
P42934 P35178
P25376 P19658
P01097 P24814
P12954 P32945
P53886 P20434
P21801 Q06005
P06104 P53952
P43612 P53914
P53070 Q06102
P33895 P53269
P29539 P36165
P25382 P40518
P14682 P08678
P32367 P46947
P39734 Q03337
P33301 P36129
P34238 P25649
P34730 P26309
P25515 P35179
P53142 P41805
Q08749 P40693
P34161 Q02608
P12954 P38153
Q08550 P14906
P19524 Q12349
Q06677 Q05933
P50275 P21657
P28834 P53093
P40357 Q05871
P46961 P53323
P46964 P38817
P39685 Q12349
P32910 P06838
P38723 P07560
P36019 P22276
P33304 P25303
P18963 P12954
P47176 P37838
P50945 P13433
P07273 P22007
Q99207 P24384
P38254 P38699
P31111 P35172
P32478 P40438
Q02908 P53823
P43568 P43682
P45818 P35210
P47165 Q12161
P35201 P36161
P32494 P38153
Q12083 P17536
Q03976 P14680
P32899 P32597
P38769 P12695
Q03532 P49018
P53851 P80428
P52553 P87284
Q03919 P39955
P53901 P08566
P32788 P25656
P38429 P14736
Q03048 P35191
P18562 P40890
P34161 P40582
P39729 Q03406
P53750 P39004
P40014 Q07622
P25376 P50875
Q04359 P29056
P40970 P25582
P15873 P38860
P40340 P47053
P16892 P38072
P43622 Q01454
P34162 P53855
P12684 P06786
Q03792 P38736
P46682 P13574
P18239 P38774
P06774 P39003
P38181 P25336
P25376 P53622
Q03792 P21827
P53824 Q12152
P38286 P40496
P25648 Q08902
P47129 Q99344
P53039 P47064
P40971 P25651
Q04195 P40356
P38759 P36104
P39011 Q04048
P42934 Q12044
P33759 Q12265
Q08920 P40073
P22082 Q04002
Q06102 Q12349
P33754 Q05874
Q04264 P36104
Q12341 P35842
Q12124 P43572
P18851 P35180
P40517 P50106
P13902 P38682
P07560 P40456
P11746 P32529
P11709 Q01217
Q12336 P10622
P32793 P21827
Q02608 P57743
P36161 P41543
P40352 P19735
Q12157 Q02948
Q07914 P11484
Q12035 P35203
P14682 Q08096
P32525 P27999
P47074 P25646
P41810 Q02895
P40992 P35497
P33301 P32610
P53231 P39958
P10834 Q00582
P38147 P39517
P46962 P22579
P35180 Q12754
P53877 P40362
P28241 P39523
P54791 P11076
P40478 P13574
Q12019 P12294
P32944 P30606
P53181 P19263
Q08446 P17505
Q04958 P26448
P40325 P21827
Q12004 P21182
P38911 P53685
Q07350 P23585
Q04307 P39946
P53939 P01119
P40103 P38163
P25359 P48581
Q12194 P38041
P32319 P22135
P48568 P37838
P38872 P03069
P39534 P40484
P39713 P38272
P43621 P32364
Q08278 P36012
Q12396 P38696
P39112 P53742
P30619 P11914
Q06677 Q03177
P23724 P54854
P48582 P53910
P40890 Q03330
Q12107 P32807
Q06251 P38240
P48566 P53851
P47166 P09440
P42839 P20448
P40075 P08431
Q03656 Q03148
Q06488 P25644
Q02630 P01119
P15442 P08518
P28004 P53265
Q03661 P39936
P38915 Q12336
Q03935 Q12691
P41832 P47053
P23561 P04050
P39723 P39524
P00854 P30619
P53298 P36009
Q06103 P54790
P51996 P40357
P12684 P23202
P40075 Q99394
Q12223 P24867
P32832 P41901
Q08271 Q08949
P47074 P34244
P11745 P20434
P38590 P01149
P36100 Q03081
Q06632 P53202
P46681 P53212
Q06344 Q08550
Q12440 P35718
P53011 P38072
Q12318 Q01852
P50278 P38298
P05626 P42073
P38316 P07256
Q08685 P32859
P47120 P43605
P50105 P22213
Q07921 P35203
P39101 Q06163
P53829 P38962
Q06665 Q01852
P54862 Q03071
P26570 Q03761
Q04675 Q02895
P40960 P40094
P32367 P28239
Q12004 P53893
P32464 P38304
Q12450 P38700
P53032 P32368
Q06525 P36147
P21965 P32341
P39521 P30656
P26188 P17214
P11710 Q05775
Q12390 P12294
Q03976 Q08773
Q06488 P27895
P32558 Q12336
P22214 O13565
Q01939 P36016
P38810 P47025
P39534 P38879
P21705 P33203
Q07442 Q01722
P34730 P25441
P25453 P25294
P38784 P00950
Q06103 Q01329
P36165 Q05911
P39727 P53389
P33767 P32773
P53259 P39723
P39534 Q07800
P36118 P54784
P54860 P38072
P32803 P53905
P22139 Q12071
P42946 Q12518
P02309 P47185
P38759 Q12396
Q08287 P15705
P43568 P40527
P53939 P35187
P38759 P06783
P54862 Q06630
P37838 P40018
P18851 Q12262
Q08683 P38856
P47012 P43560
P38735 P53823
Q02776 P50111
P53061 P46676
P54854 P53685
P06784 P38860
P38351 P00724
P38967 P32354
P32787 Q12124
Q07904 P52553
Q04461 Q03774
P36024 Q12158
P33301 P17214
P13434 Q02774
P40971 P16658
P07703 P53893
P50875 P39717
Q07824 P41544
P39101 Q06411
Q02775 P06779
P47074 P43593
Q06490 Q12264
P07256 Q08601
Q03900 Q03579
P07261 Q12365
P43603 P53181
P38113 Q12432
P05085 Q06644
P36019 P46671
P39720 P40438
P32504 P21304
P38695 P22224
P53108 Q12277
Q08685 P39079
P46674 Q05610
P38860 P40482
P32787 P40892
Q02574 P40079
Q12078 P53181
Q04305 P53901
P40963 P36036
Q12483 P40513
P32471 P37366
P38872 P28320
P25299 Q05900
P25390 P25358
P23201 P32259
P12383 P07261
P54862 P26263
P08518 P25719
P38699 P40960
P32524 P53750
P43612 P41818
Q03834 Q12199
P39011 P10081
P25333 P35179
P48606 P41546
P47090 P32914
P32838 P49687
P47167 P47061
Q12223 Q08496
Q04226 P35180
P38696 P38988
P54837 P32597
Q06407 P06701
P40541 P33304
Q99186 P21339
Q05958 Q04307
Q12390 P23833
Q06490 P31412
P16474 P00899
Q04934 P25046
Q05031 P38700
P53176 P54885
Q12083 P33334
P16370 P22224
P37303 P33303
P53086 P25441
P38867 Q08601
Q12060 P32325
Q05080 P35206
Q07084 P19358
P23255 P38228
Q04368 Q00711
P53108 Q04370
Q12050 Q06160
P25648 P22202
P32570 P07251
Q03322 Q99382
Q12082 Q06091
P33421 P42884
Q12380 P32494
P38776 P36165
Q12315 Q12336
P00359 P06778
P10961 P38070
P33329 P33335
P53142 Q04964
P25301 P20437
P33421 P38774
P25346 P40327
P41810 P46961
P53145 P54784
P40073 P53551
P33204 Q12102
Q04847 Q12100
P38822 Q99344
P39996 P35172
P39952 P38620
P32797 P53919
P39730 P32830
P38904 Q06224
Q03063 Q00381
P25451 P36116
Q02630 P43682
P46669 Q06440
P39112 P11938
P47165 Q12450
Q04958 P40465
P47090 Q08746
P40357 P47104
P32900 P39552
P23639 P40496
Q05022 P38121
P25559 Q08980
P38759 P40020
P25453 P33891
Q02776 P38682
P33200 P10834
Q12390 P53115
P39929 P38064
P07260 P19263
P50104 P52891
P43622 P40857
P53010 P07257
P47038 P40555
P32583 P40555
P32916 P04076
P38351 P16861
P00358 Q02159
Q07468 P38072
P87108 P40528
P33296 Q04004
P32833 Q07963
P24384 Q08723
Q06339 Q12264
Q08911 P53735
P32599 Q12019
P02294 P19812
P32319 P47123
Q02732 Q12206
P33306 P40885
Q01217 P36080
Q12102 P33418
Q03280 P51534
P39994 P53857
P13393 P35206
P46956 P40054
P22276 P39524
P06786 P06773
P47061 P05030
P13712 Q08287
P38837 P28274
P39704 P32899
P34162 P32793
Q03280 P17255
P39515 Q03981
P53735 P32945
Q03690 P39987
P00817 Q06096
P22140 P28274
P40352 Q06648
P22515 P09457
Q03691 P08431
P34161 P38720
Q00539 P81450
Q02892 Q03323
P38749 P36147
P32803 P00445
P38811 P07274
P28006 P36116
P07703 P24482
P04786 P38953
P41818 P32336
Q06078 P43613
P38759 P38751
P40070 P38156
P36016 Q08975
P53091 P38147
P38968 P38863
P34161 P40482
P32783 P40510
P13433 Q04603
P43621 P53851
Q08032 P32830
P28241 Q12473
Q04225 P32481
P38881 Q08553
Q07732 P32832
P25567 P40969
P38132 Q08387
Q02100 P43602
P25584 Q04697
P47011 P40090
P41818 Q12427
P00830 P21538
Q12038 P35189
P32563 P01119
P24869 Q00711
P32496 P34227
P54862 P04386
P48510 P40064
Q07540 Q07376
Q92316 P48568
P32585 Q02793
P39969 P06783
P38736 P20486
P15367 P25344
P16661 P32380
P29539 P26448
Q02732 P32642
P38319 P36144
P53878 P47134
Q08729 Q12336
P39969 P38130
P22543 Q06339
P47104 Q12026
P53851 P33323
P54862 P36121
P81449 P32618
P47027 P33201
P53865 P53045
P20457 Q12433
P28000 Q06651
P53070 P40495
P32570 P39958
Q06168 P27705
P29468 Q08119
P49435 P09457
P20134 P81450
P36018 Q06218
P24719 P38298
P40453 P38727
P38353 P32842
Q12161 P32939
P32864 P16451
P32319 P06105
P38988 P53163
P34252 P33314
P38727 P38208
Q06205 P35056
P38286 P03965
P51601 Q12300
P40992 P53108
Q03213 Q06091
Q05931 P36121
P35180 P06780
P53313 P36116
Q04368 Q02805
P47912 P23595
Q00711 P39520
P48439 Q03558
Q08980 O14467
Q12241 P25046
P40527 P48837
P14908 Q03654
P46963 P46961
P23291 P50104
P02294 P40167
P39685 P11154
P38863 Q99278
Q03860 Q06708
P23833 P40482
P26263 P39003
P48234 P52490
P36100 Q07540
P53867 P38272
P15873 P33122
P27614 P36129
P40352 Q12018
P38792 P12695
P46948 Q9URQ3
P36124 P47185
Q02555 Q12009
P38999 Q02895
Q03373 P32432
P47090 P18238
P13393 Q12276
P35201 P16664
P53930 Q04935
P53124 P32838
P31111 Q12285
P38817 P53269
P38319 Q05471
P29295 P32334
Q08245 P35206
P25358 Q03818
P35169 P40450
P38819 P39926
P04051 P17065
Q12059 P46985
P32558 P14907
P38819 P43604
P38872 P30606
P53961 P38615
Q04477 P21339
P53299 P38630
P02294 P38970
P10961 P25303
P23285 Q06644
P40857 P28274
P80428 Q02767
Q03497 P37838
P07272 P23776
Q00582 Q99382
P38064 Q12335
P16861 P09119
P36139 P35191
P28519 Q06216
P25655 P46965
P32898 Q02159
P09435 P00410
P36116 P35172
P53091 P38992
P39552 P47093
P47187 P47035
P41815 P38723
P40038 Q08018
Q12450 Q02767
P39904 P11076
P38837 P32494
P33767 P40574
P38251 P32793
P36100 P53011
P38785 P06783
P48524 P43594
P40343 P46671
Q01159 P43592
P40518 P47185
P53181 P38620
Q03973 P36034
P00420 P38723
P43621 P07149
P30771 P47027
P36057 P40316
P11978 P40555
P08456 P39081
P07272 P40496
P53628 Q12192
P20606 P36121
P22276 Q02890
Q04673 P50946
P32366 P33335
P36009 P52490
P25632 P40456
P32334 P35207
Q06216 P38915
P23833 P40471
P40465 P33421
P04050 Q12468
P40468 P16451
Q04673 P53280
P40456 P48562
P38254 P32486
P40509 P01097
P07256 P33399
Q03619 Q03944
P23301 P38967
P53389 P33891
P36009 P32793
Q04031 P35180
Q02206 P32634
Q12026 P46963
P40319 P53082
P04911 Q02256
P00128 P06103
Q06151 P53959
P36172 Q04935
P35177 P53823
Q12328 P13393
Q08492 P38719
P38838 P40494
Q03162 P40968
Q03935 Q99382
Q04359 P04817
P43545 P33311
P41813 P33335
P40356 P13856
P40356 P24813
P36053 Q12059
Q05933 Q05016
P39101 P40087
Q12270 Q02732
P32796 P46974
P26755 P06844
Q03330 P38988
Q02208 Q03697
P46956 P00359
P38820 P34238
Q08975 P38889
Q05933 P32389
P40202 P38265
P23337 Q12328
P50104 P36168
P38792 P23585
Q06676 P36224
P32602 Q06598
P38811 P42845
Q12055 Q12019
Q02939 Q07844
P50875 P43574
P38191 P27801
P36224 P39515
P17442 Q03373
Q02555 P38334
P36012 P38781
P40357 P53965
P40565 P36147
P32912 P39987
P32492 Q12102
P53540 P38630
Q12327 P40339
P39744 P32902
P25579 P47083
P34240 P39875
P08456 P04051
Q12418 P53551
P32494 P53910
P47089 P38967
P39113 Q12206
P38757 P06783
P53616 Q06696
P32597 P15646
Q05580 Q12102
P30606 Q08004
Q06160 P53269
P38819 P12688
P38286 P53271
P39682 Q03373
P35177 P40541
P38272 P38193
P38700 P38826
Q06135 P08678
Q12157 Q12265
P36172 Q07478
P40475 P53207
O13565 Q07350
P39730 Q03697
Q08096 P36016
P22035 P32902
Q01217 Q12230
P25357 P40957
P23337 P53755
P47166 P25451
P48439 Q07963
P53168 Q12158
P38871 P32559
P41695 P20437
P33122 P02400
P42945 P00420
Q12083 P22137
Q04673 Q12098
P38240 Q03784
Q12050 Q07732
Q04636 Q12341
P23594 P48813
P47090 P38788
P18851 Q08975
P27895 P38967
Q02208 P24867
Q12495 P38842
Q06324 P38702
P36131 Q08562
Q04493 P38699
P33441 Q99394
P30283 P05453
P32578 P32597
P15891 Q07350
P53961 P32849
P07703 P48568
P38344 P39524
Q08562 P39107
P46948 P53389
P20484 P50091
P47123 Q06543
P31688 P47187
P32585 P22141
Q02516 P14741
Q00246 P13393
Q06344 Q02199
P38637 P40456
P33311 P27999
P39990 P32916
P22140 P38082
P25575 P25376
P40343 P06738
P33297 Q03944
P23301 Q07509
P53145 P05375
Q12341 P53823
P04912 P46964
Q08986 Q12142
P25454 P17106
P20436 P11914
Q06324 P35718
P34240 P35723
P38705 P14922
P40355 P32521
Q07986 P47025
P53271 P40456
Q03976 P14682
P34240 P23285
P10834 P10869
P29056 P54999
P28004 Q05785
P32788 P53286
P43621 P16521
P28007 P08518
P19524 P40969
P32796 P15424
P40890 P33328
P32319 Q99314
P32867 Q03455
Q02630 Q02574
Q12349 P38328
P38838 Q99176
P53851 P06775
Q99260 P32797
P21306 P38744
P32561 Q12349
P33754 P34252
P23776 Q12154
Q06205 P36145
Q04964 Q07478
P25341 P53108
P50945 P04819
P38153 P25297
P53337 P33755
P47027 P32491
P07262 P53243
P32599 Q06224
P53281 P38111
P47025 P40510
Q04307 P42941
P47110 P35210
P52910 Q12300
Q03103 P32529
P38785 P38957
P21951 P53550
Q12194 P36013
Q06078 P17505
P40151 P38806
P53883 Q08773
Q03697 P22138
P34218 Q06164
Q08923 P32492
P24813 P38304
P53010 P54784
P32479 Q12335
P00546 P38072
P39955 P33891
P25376 P39744
P53628 P53093
P17709 P36147
P05986 P40032
P39001 Q04195
P43682 Q05027
P17255 P40032
P28000 P53953
P49435 P53823
P07250 Q04697
P32387 Q12310
P34238 P00899
Q04305 P40885
Q08562 Q08886
P39073 Q12159
P05085 P32333
P36036 Q06177
Q07887 P12294
P37302 Q06815
P38708 P40456
P20052 P40510
Q06200 Q12098
Q04935 P36130
Q12233 P53628
P25298 P38439
P10355 P27999
P39551 P48234
P24719 P00410
P39928 P36130
P53540 Q12138
P40478 P25389
P53877 P34216
P20434 Q12107
Q08817 Q12464
P38987 P08638
P22214 P25575
P54860 P25651
P53278 P33441
Q02795 P07347
P16522 Q02794
P39720 P38705
Q01080 P22140
Q12256 P08638
Q02256 Q06091
P43609 Q12199
Q06630 P53181
P38352 P40094
Q04493 Q07921
P47166 P38232
P18963 P36121
P29461 P36016
P40561 P34252
Q12159 P47054
P39990 Q07478
P35193 Q12071
P07261 P26570
P53840 Q03213
Q12038 P34224
P09959 P16522
Q03533 P28000
P33441 Q12154
P39735 P53254
P38695 P40555
P47104 P53174
P32581 Q03702
P25376 P32588
P22515 P46956
P08431 P38717
Q03750 P23293
P25451 P43613
P53878 P46673
P23285 Q12107
P51996 Q02776
P49018 P39008
Q08208 P53914
Q01454 P36125
Q04693 P33296
P47150 P33335
P28241 P43592
Q03690 P22276
P38123 P32776
P53628 P31380
P40319 P29311
P30619 P53039
P53949 P04050
P39994 P34238
Q12734 Q01722
P38779 P38144
P47052 P40092
P08539 P25657
P28007 P40958
P40554 P43572
P38208 P25632
P08456 P45818
P49166 P38121
P40564 P39547
P29340 Q12006
P32387 P40316
P35497 P28000
P38992 P38337
P12294 P53130
Q04673 P19882
P42934 P41911
Q03208 P47012
P32486 Q02775
Q03048 P54837
P38801 Q02775
P42941 Q01649
P38138 P38902
P43603 P48813
P27895 P38910
P38968 Q12224
P13434 P40462
P41277 P39954
Q04048 Q03935
P38953 P40005
Q12309 Q12462
P32558 Q12365
P38254 P16151
P35177 Q00245
Q02574 P17065
P39998 P36034
Q08278 O14455
P53167 P25555
P40495 Q01722
Q03322 P54867
P36013 P38085
P26449 P53754
P10592 P16451
P21651 P22213
P53824 P38753
P04786 P25346
P40527 Q06091
P07269 P52491
Q08217 P25580
P08431 P34227
P38261 P21538
P38144 Q07442
Q03944 Q05881
Q04493 P32259
P53061 Q06644
P46669 P21672
P17442 P04050
Q12315 P47027
P46957 P12294
Q12006 P36123
Q08965 P06786
Q03655 Q03373
P38149 P12887
P48361 P40450
P52488 P34216
Q08773 P23202
Q12021 Q04697
P40395 P40360
P53207 Q07509
P32481 P53174
Q12154 P17106
Q08096 Q12236
P38853 P50106
P40348 P32471
P54885 P38902
P89105 P46947
Q02336 P47129
P01097 Q99314
P40455 P38315
P32787 P25453
P40965 P08678
P53163 Q12071
P33441 P36049
P53961 P25648
Q03010 P38111
P32558 P36029
P47061 P53250
P16661 P07283
P15442 P36168
Q08773 P17157
P41546 P37012
P41815 Q03750
P38910 Q02939
Q04562 Q12035
P07273 P32478
P32601 P39011
P11978 P53032
P40434 P40892
P53142 Q06178
P21705 P14724
Q12418 Q08923
Q12018 P25297
P38860 P31377
Q12223 P24813
Q07688 P25045
P32802 P48510
P40475 P40066
Q07381 P54791
Q06631 P38697
O13297 Q08649
P53236 P38627
Q03954 P20095
P32641 P35191
P40314 P53740
Q12216 P35207
P36165 P41543
P32657 P34226
Q06409 P43605
Q12443 P53191
Q06624 P11914
P34218 Q08235
P38112 P32855
Q06631 Q06644
P39960 Q05027
P32502 P53337
Q06251 P32558
P24719 Q02794
P53100 P27692
P35177 P22204
P40319 P53202
P34161 Q06628
Q04226 Q03337
Q08966 P36027
P29703 Q08109
P54854 Q03148
P42839 P25580
Q04964 P32499
P53147 Q06640
Q05911 P53295
Q00246 P38204
P53269 P35187
P00128 P32480
P53168 P42944
P53171 P53740
Q07963 P38877
P25604 P38920
P46675 P32807
P22140 Q04089
P50095 P19263
Q08492 P53337
P47012 P38072
P32341 P32381
Q08214 P32803
P16649 P36022
P40016 Q99278
Q08096 Q99299
Q03944 P21374
P39875 P48363
P33401 Q02208
Q12055 P06774
P14906 Q99299
P23724 P29468
P35691 P23595
Q01217 P08431
P39713 P06775
Q08018 Q12477
P25301 P25336
P53952 P41921
P53389 P38334
P38826 P41544
P12887 Q03785
Q04002 Q12749
P46675 Q12432
P35193 P53044
Q12341 Q08465
P40450 P40048
P49435 Q00711
P42945 P32333
P18963 P35179
P00330 P53176
P39678 P40517
P21957 Q12142
P38121 Q12424
Q12749 P02557
Q12402 Q02890
P23639 Q08980
P42846 P38181
P38182 P27476
Q04636 P42934
P28004 P32605
P41834 P33296
P50105 P00431
Q06549 P53171
P32601 P38156
Q01684 P36131
Q04511 P38298
Q12527 Q12349
P27796 Q12402
Q03690 Q05359
P32527 P53337
P38690 P46674
P40527 P53272
P36145 P03069
P53959 P23202
P36009 Q06096
Q08214 P47134
P18239 Q12285
P41810 P38915
Q04636 P35691
P23833 P39958
P40070 P53437
P05375 P32589
P22082 Q04005
Q99314 P39966
P35184 Q12223
P38784 P47042
Q12321 P25491
Q03323 Q06406
P41800 P04386
P08539 P43603
P48566 P36009
Q03435 P38313
Q05947 Q12174
Q08921 P40356
P32504 P05375
Q12063 P38262
P53116 P40064
P15938 P47083
P00359 P35189
P38070 P35817
P35056 Q08204
P38904 P38337
Q04673 Q07904
P35734 Q02208
P39548 P46680
Q05933 Q02574
Q02866 P26343
P34218 P22804
Q03935 P38203
Q03661 P13393
P53236 Q04373
P35177 P53549
Q08975 Q12138
P26755 P38873
P04817 P42884
P04807 P38351
P53254 P40341
P53010 P06786
P00330 P32830
P38351 P53258
Q02205 P25656
Q12035 P38274
P20795 Q02608
P43542 P39713
P14242 P32916
P25297 P33314
P13433 Q08817
P53124 P10961
Q02773 P40958
Q04693 P38957
P34240 P43560
P25046 P53061
P38788 P35206
P38070 Q08683
P53933 P13099
P38353 P53297
P09064 P47035
P40038 Q01852
P06243 Q12495
P25302 P07260
Q03697 Q12163
Q06344 P39081
P30619 P38751
P21691 Q01560
Q12469 P18239
P13902 P37302
P38251 P47176
P23561 P39515
P22214 P50106
P53912 P36016
P00924 P36116
Q07468 P38907
P08679 P32914
Q12045 P53233
P33334 Q12161
P38082 P32432
P40204 P14908
Q06677 P38805
P39001 P40890
P11972 Q04121
Q12343 P38077
P20795 Q03691
Q04847 P36147
P16522 Q04964
P23337 P06780
P38920 P46671
P15790 P07261
P35184 P40341
P43602 P39727
P80428 P12611
P21651 Q04004
P53845 Q07904
P07272 P38779
P13902 Q04894
Q12223 P26793
P53259 P32939
P53253 P38907
P38856 Q01329
P48837 P40885
P40360 P38970
P23337 Q08109
P35191 P25298
P07272 P02293
P50623 P09624
P53344 Q12691
P32787 P16521
P38310 Q00873
P11710 P36145
P38123 P21672
Q07657 Q00772
P40971 Q00539
P50874 P35206
Q03579 P39744
P32570 P23639
Q06440 P14291
P38123 P30822
P25441 P12904
P30771 P38523
P04786 Q06410
P47150 P38744
P36104 Q12138
P43583 P87284
P03965 P33296
P18239 P16474
P47041 P10823
P21957 Q12243
Q12233 P31382
Q07786 P53093
Q03976 P29465
P19454 P08678
P40096 P33304
P53851 P22276
P32833 P53011
P22133 P32807
P02294 P38837
P38774 P20095
P36224 P25441
P38627 Q06168
Q06628 P06700
P47912 P36116
P40217 P53039
P38070 P32569
P07272 P32598
P23337 P38265
P53108 P38823
Q04264 P89105
P53855 P16661
P36520 P23394
Q12301 P23585
P07248 P38879
Q08965 P39706
P53313 P10863
Q01080 P35728
P38784 Q00381
P06839 P40958
Q06631 P53847
Q03263 P53191
P53081 Q04231
P35191 P12868
P53181 P14064
P34161 P47185
P19736 P24482
P40069 P38439
Q06616 P53973
P52593 P11076
P24719 P53316
P39875 P27705
P32803 P28743
P08456 Q12692
P25369 P25301
P35718 P40509
P53750 P17123
P10566 P34238
P53044 P12383
Q03900 P42944
P39108 P14908
P39550 P07866
P38339 Q02159
P07273 Q03010
P10592 P19358
P53973 Q06568
P32610 P54784
Q12343 P53253
P10592 Q03455
P53893 P38995
P43588 P36104
Q12236 Q12071
P47057 P13382
P39534 Q06245
P40341 Q12494
P38855 P32341
Q08550 Q08773
P53959 P39531
P06777 Q12059
P22140 P38996
Q07540 Q08018
P46956 Q12734
Q08271 P33411
P38786 P36057
P38779 Q07509
P33401 Q12321
P33304 O13563
P40360 P23202
P11747 P38962
Q12243 P38636
P53867 P42941
P53540 Q12082
P33299 P35210
P11709 P38064
Q07921 Q12082
P32504 P21957
P38319 P25635
P43621 P40010
