P31323 P43034
Q6WBX8 Q9Y248
Q9UKR5 Q9NYB0
P68400 Q9GZM8
P03372 P30305
Q9BT78 Q9NTK5
Q6RSH7 Q9UMS4
Q9Y3C7 Q9UJX3
P21583 Q9BRG1
Q9BSF8 P25054
P04406 P40933
Q07864 Q9BQ66
Q05586 Q96GG9
P23396 P09874
P01185 O60907
P54198 Q15596
P16871 P22695
Q9Y2X7 Q9Y6B2
Q9GZT6 P40925
P35222 P35520
Q9GZT6 Q06330
P54368 Q96EY7
P68400 Q5FBB7
Q03135 Q9BTE0
Q13042 Q9Y2L1
Q99933 Q14722
P19838 P15509
P19438 Q6UWB1
P27824 Q9UKT4
Q13724 Q9BZW7
Q86Y97 Q9H944
Q96RU2 Q96CD2
Q96ID5 Q14191
P62258 Q08999
Q09472 O60925
Q07820 Q6ZYL4
Q5T3J3 O75069
P54253 Q15650
O43633 Q5T8A7
O14920 Q8NE31
P22234 O75940
P17480 Q12959
O14980 P22061
O75964 Q15049
O43561 P14902
P24522 O60241
Q15388 O76061
P06400 P12956
O43147 P52434
O95163 Q96T60
Q6P1J9 Q15750
Q99558 O95084
P54253 P32969
O14980 Q9HBZ2
O00267 Q9BQ66
Q03113 Q969J3
P54253 Q9UL45
Q07507 Q9Y535
Q16611 O75818
Q8NBJ4 O43683
P18074 Q8NEA9
Q9Y275 Q9H8Y5
Q8TEQ6 O60293
P20290 O95990
P78346 P18074
Q8WXD5 P60866
P52630 Q8N2H9
Q03181 P19438
Q9UHI6 Q06190
Q9NQT5 Q96ES6
P06400 Q14974
O60671 Q9UFG5
P62875 Q9Y6H5
P15927 Q16635
P06400 P52434
P05026 Q15274
O43261 Q99523
Q15650 Q99828
P14778 Q92542
P05067 O14746
P49768 P63241
Q5FBB7 Q6IB77
Q2M1K9 Q8N5H7
Q8IXH7 Q6VY07
P16070 Q9Y6B2
P35222 P00374
Q9UIF7 O15503
P80075 P16284
P30050 P58753
P60228 Q6PML9
Q13094 P00966
Q04637 P09884
P13569 P52179
Q6FI81 A0A1B0GX56
Q13352 Q07326
Q99741 Q8WV28
P27824 Q8N5M1
P54105 Q15041
Q8NHQ1 O15258
O43561 Q09472
Q8IZJ0 Q9NRX4
Q9NRA8 P51610
P40926 Q9GZP1
Q00403 P03372
Q9Y6D9 O75691
Q2M1K9 P49366
P15927 P61812
Q03135 Q9H1D9
Q8IYF3 Q9Y2D8
P10451 O95793
Q13432 Q12770
P09669 Q9Y2L1
Q15834 P05067
P54253 Q8TDM6
O94776 P42345
O43929 Q12959
P52434 P00797
O43148 P11245
Q00403 P27694
Q9P2H0 P58340
P52657 Q15645
Q5RL73 Q9BYG5
P16070 Q9H8M9
P78346 O75528
Q9H1I8 P20963
Q9BXY8 Q6NUQ1
O95793 Q99567
P49736 O95373
Q9NV58 O75381
O43683 Q15025
Q16665 O00311
P10809 Q5SXM2
P98164 Q96EC8
P20382 Q9Y244
P36543 Q9BRG1
Q13873 Q8IZJ0
O76003 O14746
Q9H8M7 Q9HAF1
Q9H8T0 Q16635
O96019 Q15596
Q96MX0 Q9BVP2
Q96ES6 Q12906
Q9P2H0 Q12769
P07737 Q13216
P03372 O43913
Q6IA17 Q9UKI8
Q9HCU9 P16581
O95990 O75818
Q01831 Q07666
Q9UGU0 O75884
P12004 Q96HE7
P63208 Q93052
O60925 Q14789
P54253 Q9UNS2
P62917 P61604
Q14676 P16298
P43034 Q13571
Q8N2U0 P16870
Q9Y3C7 P15927
P60228 Q5T3J3
Q99689 P04040
Q9UNS2 Q9BPX5
Q13685 Q13077
P78536 Q00597
P22314 Q9Y2X7
O15379 Q7L622
Q06330 P08519
O14727 Q99575
Q16594 Q86YV9
P46100 Q9H8T0
P52961 Q8TAA9
P27701 Q6P1K2
Q5RKV6 Q9Y6J0
P17987 Q9UL40
P06400 P47224
Q5T3J3 Q02224
Q9Y6D9 Q9BVJ6
Q9Y3C7 P19447
P0CAP2 Q9Y5Q9
P54253 Q86VP6
P30291 P10809
P38432 O95999
Q03135 Q9UBD5
Q92597 Q92667
Q9Y4H2 Q8NHQ1
Q9Y294 Q9Y3C7
P35222 P02775
O14980 Q92994
Q92994 P98161
O75925 Q9NQS1
P41159 Q9UNE0
Q9NPF4 Q14722
Q9Y3F4 P55789
Q96FZ7 Q9BVV2
P08F94 O14579
P21673 Q8N715
P13611 Q99828
P14209 P62424
O60921 Q9BQ66
Q16619 P13010
Q5RKV6 P09884
O77932 Q6UWB1
P53621 Q9UPW5
Q9H1I8 P32969
Q9UGJ1 P30533
Q92598 P08582
Q9P253 Q9H081
Q92973 Q12959
Q16518 Q92902
P06213 P11836
Q99627 Q07817
Q9HB96 P29475
P21246 Q9BXW9
Q96BD8 Q12788
Q96FK6 Q9NQL2
Q9H1D9 P30519
P13725 P50591
P32969 Q14596
Q9BYH8 P16870
P62258 P01148
Q13432 P61421
Q9UL45 O15144
Q12824 Q8NHU6
P62304 P78527
P21580 Q12923
Q13432 P21817
O14579 Q86Y56
P02489 O75410
Q12959 P62857
Q12929 O43390
P40189 P19419
Q12772 P02753
P82932 Q9NNW5
P31323 Q4KMG0
P35869 P29084
Q15388 P51843
O15169 P05114
Q09472 P14209
P43034 Q13200
P03372 Q8IZH2
Q16665 Q70Z53
Q15543 Q9P2W9
Q9Y3C7 Q00610
P12004 P62380
O00422 P35249
Q13077 Q9Y244
P49768 Q13243
P27701 Q13901
P61289 Q9UKT4
Q92945 P35520
P02545 P36543
P48147 P22234
Q9GZX9 Q9H7H0
P67870 P50616
P62258 Q9NQW7
P09884 Q5M9N0
P02686 Q9UHX1
Q15542 Q9BVV2
P52272 O75478
P27694 O15379
P16870 Q8WZ42
P55010 Q12888
P12004 P49903
Q09472 P12270
P10451 Q13571
O00716 O14920
P10809 Q96JB5
Q13573 P43489
Q15078 Q7L2K0
Q8WWV3 P14784
O43261 Q96IP4
Q14191 P02753
Q9GZT8 Q9UQ84
P16581 P61587
P38432 O75475
Q8NB37 Q9HBE5
P02751 P31785
Q16576 O60664
P35222 Q86YN6
Q8IYL3 Q02817
P12956 Q8TAP6
Q99558 Q9NTK1
P14778 Q13191
Q7L5N1 Q6QNY1
O75943 O75916
P05067 Q9Y6M9
P05556 O15533
Q15834 P46952
P35869 Q96CD0
P80108 P60896
O14980 P98164
P52948 O75083
Q5T3J3 Q92966
O43561 Q9NV58
Q9UNS1 Q9H8K7
Q7Z7C8 O60613
P0CAP2 P67870
P68400 Q9NQG7
O14893 P18428
Q14974 Q9Y4G2
O15304 Q9Y3A3
Q9BUE0 Q9H422
P07766 Q5JY77
P25208 Q96E40
Q99598 Q9HC73
P60866 Q9Y2X7
Q969H6 P20618
P20382 Q9UKN8
Q5RL73 P05067
Q8N8Q3 Q09161
O95251 O14793
P19838 Q9BQD3
O00623 Q14191
P21246 P62750
Q8N8Q3 Q9UNH6
O15131 Q49AR2
P29084 Q96H20
P78346 P14324
Q92624 Q9Y3A3
P54253 Q149N8
Q14789 P35222
Q15834 Q09472
Q93008 Q6NUQ1
P02751 Q96CW5
Q7L5D6 O15360
Q13867 P18545
Q9GZT8 Q08999
P0C0L5 Q9H269
P31025 O95251
Q92542 P18509
Q01780 Q8N5M1
O75446 Q6UB99
Q99689 P09466
Q03135 P41227
P25208 Q9GZT6
Q9UBD5 Q16665
Q9NYV6 Q9Y6J0
P35613 Q00610
O60356 Q8TDH9
P13010 O14717
Q9Y262 O60664
P61201 P08887
Q15025 O95747
Q13352 P36542
Q9NP79 P05111
Q5JY77 P02766
P29122 P01584
Q9Y294 P06213
O14980 Q9NTK5
P54253 P12956
Q9BQ66 Q6RSH7
P21246 Q10570
Q13285 Q9H7V2
O14775 P31785
Q92624 Q9NWT6
P67870 Q9GZR7
P20292 Q8WUW1
Q5T3J3 P55895
P03372 P62258
Q9Y3C7 O60356
O14976 Q9BPX3
P58340 Q13200
P12004 P27930
Q15154 P56537
O14745 Q15041
O14920 Q8TEW0
Q15596 Q8NEA9
O15145 Q9UJX4
Q13868 O00267
O15379 Q02763
Q9UN74 Q99436
Q99558 P21673
Q07507 Q96DW6
P21589 Q86UK7
P82932 Q9GZZ8
Q16665 Q9H6J7
Q03113 O43257
Q7L590 P62750
P13984 O75943
Q15834 Q14671
P42702 P14222
P03372 Q99689
Q16740 P01185
Q16576 P78559
P78417 P04278
P46527 P49768
Q14739 P01042
Q16790 P49450
O14773 Q99828
P55087 Q9NQX5
Q9NRA8 Q9BVJ6
P56159 Q99741
O14893 Q8N3L3
P06213 Q14005
O14544 P58753
Q00403 Q13561
P53621 P54198
P02489 Q9Y3C0
Q96T60 O43257
Q9NV58 P61604
Q00610 Q8TAP6
P04406 P07738
Q2M1K9 P11717
P09884 Q00341
Q92759 P28908
P19256 Q9NP59
Q03167 O75818
O75381 Q9GZY0
Q9Y3B2 Q9UBD5
O15514 Q6P1K2
Q9BVJ6 Q14689
O00422 Q13190
P49736 Q969R5
Q12834 Q13113
Q9NXU5 O95359
P02766 Q96EW2
P54253 Q9Y5K6
P51116 O75530
P32780 P35222
P51003 P08519
P52701 Q05586
O14617 Q8IYF3
O95990 P37198
Q9NUP1 Q8IYD1
P54278 Q96BI3
P01579 Q9Y5Q8
Q96BI3 P63220
P48147 P04733
O15379 Q9UBU3
P46777 Q9UPT5
O14544 P59998
O14746 O43592
Q9UBD5 O75817
O14777 P20823
Q00403 O75925
P98164 Q9GZP4
Q53H12 Q16594
P54253 P98160
P17480 O95059
Q09428 Q9NYB0
O75419 O94776
O43592 Q9BTW9
Q8TAE8 Q16891
Q13867 Q9UBU7
P27694 P67870
O15360 Q14191
P67870 Q09472
O15498 Q02224
P10451 Q9NP79
Q12802 Q9UL40
Q9Y2H0 P14784
Q9UBU7 Q5TCY1
O60673 Q6PK04
Q7Z6G3 Q9UIF7
Q9UGU0 O95793
Q99836 P52209
Q99828 O15117
P0CAP2 P31323
Q7L5N1 P24588
P68400 Q8IZJ0
P21246 Q07889
P78536 Q969H0
O95059 Q86X55
Q8N8Q3 Q6ZRQ5
P02489 Q02763
Q92973 O60566
Q09472 Q9Y247
O14777 P49736
Q09472 Q9UL45
O14777 P04278
Q9UJX6 Q16553
Q16594 P24522
P48736 Q9NSC2
Q96ID5 O94818
O43541 Q9H7Z7
P54253 Q92845
P21673 Q16891
Q9Y3A3 Q9UL45
P15927 Q9NRX4
Q9UBD5 P25101
P12956 Q9H8M9
Q15185 P61247
Q07820 Q9Y2A7
Q9Y3C7 P12270
Q16891 Q969H6
P98164 Q13873
Q02094 Q14181
P21246 Q92934
P46379 Q8TDH9
P04114 P24522
Q9BTP7 Q86XR7
Q09472 P13569
P27169 P49354
Q92621 O60383
Q9UMX1 P19838
Q8NHQ1 Q8N5H7
Q8NE01 Q00341
Q9Y3C7 P19838
P06753 P0DPI2
Q13868 P16871
Q9P2M1 P08133
P12956 Q99547
Q01780 Q9Y3C7
Q99700 Q02363
O14980 Q00597
P39905 Q15633
Q8NFZ5 P20929
Q13200 Q9C005
Q8WXD5 Q9GZR7
Q14181 Q14974
P20963 Q08945
Q15464 Q9BXW9
P30291 P68400
Q14134 Q13620
Q16478 Q9BWQ6
Q9UJX6 Q9Y6M9
Q9BQ66 O75553
P21246 O43561
Q5RL73 Q9Y2X7
P40855 P46977
Q53HV7 P35222
Q9H1I8 P49366
P21246 P02549
P13984 Q13200
Q9NPI8 P04053
Q5RKV6 Q14669
P21246 P02647
P27694 Q14181
P35225 P51116
P25054 Q9P2R6
P04179 Q9UKX7
O75530 Q9NYU2
P04278 Q9UHF0
P26599 Q99828
P02751 O94776
O43913 O43395
Q14181 P11717
P24385 P17181
P49959 Q9NZ52
Q9NRA8 Q92870
Q5THR3 Q96BI3
P12004 P47914
O14745 O14836
Q9Y234 Q02363
P78527 P43489
Q9NSA3 P18545
P17900 Q15528
Q9BQ66 P35222
P51116 P31323
O75381 O94776
P48147 Q08211
Q9GZT8 P62258
Q13216 Q13200
P27695 P49247
Q96IP4 P31150
P15509 Q9UHV9
P35222 P31785
Q8IZD4 Q6UWB1
Q9Y5N6 Q9NRD9
Q14669 O15130
Q00403 O15131
P49959 Q969D9
Q00403 Q9UNL2
P03372 P05556
P29084 Q9BQD3
Q96A65 Q08999
Q9UNS2 P15529
Q12802 Q8TEW0
O15169 P30154
O60383 Q02763
O95232 Q8NDV3
Q5T5C0 Q9Y285
Q5JY77 Q9UNE0
Q9UJX6 Q8TEW0
Q9Y6R4 Q9NRW7
Q15464 Q9NVC6
Q9BXY8 P36542
Q01780 Q13190
Q13216 Q96CG3
P58753 Q9Y240
Q14789 P20382
O43809 P40855
Q7Z6G3 P29460
P25208 Q9BTY7
P06748 Q9NXR7
Q7L5N1 O60268
P49768 Q9BQ52
Q13042 P11532
O95251 P18428
O60315 O77932
P04406 Q96RU7
Q96EY7 O95870
P42702 Q9GZT8
Q92934 Q9NP79
Q9Y5N6 P09012
Q16594 P01160
Q9GZT8 Q9GZY6
P31785 Q9NY25
P24385 Q8NHQ1
Q09472 Q9NP85
Q9Y3C7 Q9BUB5
P78417 P05388
P02652 Q96HR3
Q9H9J2 Q16594
Q8TEQ6 P12270
P48552 O00203
Q9UPT5 Q96FX7
P01584 Q9BU89
O94875 P06744
P23396 Q9Y3F4
O14579 P31785
Q53HV7 O14744
Q12834 Q14739
P12956 P46976
P06213 Q8WTV0
Q15834 P12956
P32971 P35222
Q16531 P25705
Q01780 O75208
P63220 Q8N5H7
P30793 Q9GZP1
Q99558 P01031
P51398 P05000
P21580 Q99689
O14529 P02775
Q8NBJ4 O15379
Q03013 Q8NFF5
P03372 Q13873
Q9GZS1 Q13077
P02818 Q9UNE0
O14980 O95793
P54253 P11597
Q13042 Q14940
P35222 Q14974
Q9UBU7 P98164
Q09472 P54098
O15116 Q5RL73
P49675 Q9NPF7
Q9HCU9 Q9H1D9
Q6P2C8 Q9BQD7
Q9BYT8 Q14596
Q16619 Q14181
Q13077 Q13190
P54253 P07602
P06213 P05067
O15116 Q9H633
P02545 Q9BU64
P60228 Q15050
P49407 Q6P2Q9
Q8N8Q3 Q9NTK5
P08519 Q09161
Q9H814 Q92878
P04278 P62913
P78346 Q6P1K2
Q9Y2T2 Q96HR3
Q13867 P04278
O43776 Q6NSW5
Q9UJX3 Q16891
Q09472 O15498
Q09472 O75925
P49407 Q9C000
Q09472 Q13794
P06400 P67870
Q92878 O75947
O95602 Q9HAV4
P21673 Q9P2H0
Q9H7U1 P16989
P06400 O75052
Q8NHQ1 Q08999
P12004 P54253
Q9HCS7 Q9HB21
P21673 P98161
P48736 O14773
P31785 Q9Y5X5
Q9H5J8 Q16891
Q16665 P08476
Q13480 P02775
Q96FK6 Q8WZ42
P43034 Q02543
P49768 P02647
Q9BTY7 Q9NWQ8
P54852 P36542
Q9P2H0 P32320
Q92934 Q9NZJ7
Q12959 P35249
P04114 Q96G25
P61201 Q969H6
Q9NQS1 Q03468
O60437 P20930
Q8WYA6 Q8N1I8
P06213 Q99689
Q09472 P56134
P68400 P41594
P54253 P0C1Z6
Q16891 P09693
Q9UM13 P53618
Q12959 Q9BRG1
P52657 Q12959
O00203 Q13347
Q7L4P6 Q8TDM6
O43913 Q12906
P06753 Q16594
Q9UK41 Q99436
Q92624 Q969R5
Q9BQ66 Q9Y3F4
Q9UQB8 P06307
P35869 P50542
P13984 Q5T3J3
Q14676 Q13190
P03372 O14980
Q99689 O60447
P35869 P15151
P26368 O43913
O14920 O75716
P49768 Q8N1F7
P49842 Q8IYD1
Q92878 Q9NQB0
P68400 P51116
Q13416 Q13200
P63208 P02766
P19532 P38432
P15018 Q8NBJ4
Q99836 P60174
Q8IXH7 O95059
P06400 P63208
O95707 Q9Y4G2
P02686 Q13596
P61201 Q92542
Q9BQ66 Q9UJ70
P62304 P51116
Q9UKV8 P49917
Q9UKT7 Q9NNW5
Q9P2H0 P19438
Q15528 P57739
O75381 Q99547
O15304 P98082
P62304 P53803
Q9C0J8 O75631
P60228 Q9C0J8
P31785 Q9BUE0
P68400 Q8NEC5
Q13868 Q86X55
Q07817 P10827
P03372 P04075
Q12772 Q5T5C0
Q9UMX1 P02549
Q9UKN8 Q12906
Q7L5N1 P36542
P21246 Q8N2U0
Q12959 Q9UBQ5
P46379 O15514
O15169 Q12959
Q9BVJ6 P16870
O94777 Q12981
Q9GZT6 P18074
P51116 P47710
P17480 Q92643
Q9Y3A3 Q12955
Q9Y6K8 Q8WZ42
P46779 Q96HR3
P01583 O75665
Q16478 Q96KJ9
P30291 P16298
O15514 Q9BYG5
Q9Y3C7 P13612
P08865 Q9H7Z7
P26368 P02686
Q5T3J3 Q96HA8
P78559 Q13573
P21246 Q9C0A6
Q9BQ66 O00161
Q9H5J8 Q8TAM2
Q92844 Q53H80
P49768 Q9UKY0
O75716 P16444
Q9BRG1 P60002
Q5UIP0 Q5D1E8
P49768 P98082
Q8TAM2 Q16665
Q8N3C0 P38435
Q9GZT8 Q8N668
P55084 Q13243
Q12791 Q92542
Q03135 P59665
Q09472 P42701
P11940 P35520
P03372 P17480
O43147 Q7Z434
Q92597 Q8IZJ0
Q13432 O14579
Q9HCS7 Q92597
Q9UJX6 O94777
Q9UFN0 O60268
Q9UNI6 P35222
Q13416 Q13432
Q8N668 P51116
Q9Y275 Q9UHX1
Q99558 Q13029
Q8NBJ4 Q9UBU7
P35222 Q9NQX3
P10827 Q8TER5
P62917 P19447
Q9NRI5 Q9UKI8
P05556 Q13042
Q7L5N1 P16070
P16581 O60664
P51003 Q9NY25
O00203 O15315
P51116 Q7Z434
O75943 Q12888
P21246 P62258
P09884 O15372
Q8TEQ6 Q00341
P40189 Q92624
P62917 O15533
Q8NCW5 P27635
P28715 Q14181
Q5JY77 P98160
Q15102 O96007
P13984 P14778
O43929 Q9H773
Q92643 Q16891
P17987 O43633
Q9UHI6 Q96G25
Q8WTV0 Q8N1I8
Q09161 P04437
P62805 Q9NV58
Q9BVJ6 Q09472
O14544 Q15528
P35520 P49771
P32780 P46777
P78559 Q8TEW0
Q9GZT6 P51116
O00198 Q96EB6
Q13563 P05112
O75528 P28300
P46379 P04733
Q9HCS7 O00161
P02751 P02753
P06400 Q9UKT7
Q15388 Q9NYG5
Q07889 Q6NUQ1
P40855 Q9NPF5
Q16594 P50454
Q15596 Q9Y3C0
P21246 P20366
P54253 O14717
Q01780 O14832
Q14966 Q9NP84
O00267 Q07666
P19838 Q9BXY8
O60383 P15260
Q9BVJ6 P06746
Q03181 P32320
P21673 Q12906
P22314 P98164
Q9BQ66 Q9BRR6
P13725 Q9UHQ1
P49768 Q9NPP4
Q16594 Q08334
P06213 P49736
O14920 Q16665
Q9P0U1 Q00597
Q96F07 Q9UMS4
P03372 O60241
Q96T60 P33897
P19838 O60232
Q15834 Q9Y3A3
Q07817 Q96EY7
P34741 P38432
P54253 P05026
P20396 P47224
P01589 P60981
P19419 Q13503
Q8WXD5 Q9HBE4
Q9GZR7 O43752
P02751 Q969H6
Q13432 Q8IUD2
P15927 Q07820
P05187 P68400
P50542 P78527
P29084 Q5JVS0
P13612 O75081
P35613 O00499
Q8NBJ4 Q6NUQ1
O15519 Q9NYB0
Q9NYV6 P40855
P12956 Q8WUW1
Q9H1D9 P24588
P16455 Q96G25
P27694 P49917
P08F94 O43633
P06213 Q03431
O43809 Q6T4P5
P12004 Q49AR2
Q9H5J8 Q5RKV6
P13984 P37268
Q5T3J3 Q9Y6W8
P05556 O15287
O60671 Q2TAA8
P39905 Q9UN74
Q9UBN7 P60468
P23258 P55058
Q12834 P49407
Q9UHF5 Q08722
Q14181 Q96KB5
Q7L5N1 Q9P2H0
Q9NP79 P18545
Q9UQB8 Q9UKT4
Q99741 Q969J3
P98164 O60641
Q9UNS2 P49913
Q13416 Q9UD71
P28331 Q4G0F5
P17480 P60002
Q9HCU9 Q15629
Q15834 Q9Y3B2
Q9P2H0 P14866
Q99700 Q9NQ34
Q13416 Q15633
P16870 Q14671
Q07889 P04141
P60228 Q9C000
P30260 P37268
P99999 P20930
Q09472 Q9UKJ3
P06400 Q8TEQ6
O15519 P50748
Q9GZM8 Q9Y4E6
P09669 O43809
P56537 P30519
Q13285 O75460
Q8NE01 Q9Y3A3
Q9Y2L1 Q9H7H0
Q13868 P02647
P38432 Q9NYB0
Q13416 Q07817
Q09472 Q9H079
P54253 Q13077
P62304 O15273
Q15834 Q9UJX6
P15927 P62750
P82933 Q969H0
Q13561 Q16881
P19532 Q8TEW0
Q5UIP0 Q9NSC5
Q9Y2X7 P50591
Q8NBJ4 Q9UGJ1
Q92878 Q8IYF3
Q15834 P02545
P98164 Q9H211
P03372 P55058
Q9NXU5 O14717
Q13573 O94875
P17509 P60002
P50502 O60732
Q9UBU7 P16871
P46527 Q99547
Q9NX01 P49815
Q15596 P51843
Q9BVJ6 P84090
Q9HB96 Q9HB21
Q9H9J2 Q92870
P01375 Q14643
Q15050 P43489
P15927 Q15011
Q00403 P03950
O14544 P17181
Q14789 Q9NRI5
P68400 Q969H8
Q8N2I9 Q9P2Z0
Q8WXD5 Q8IZH2
Q9GZT8 Q9Y285
P11940 Q9UKN8
Q8IU57 O14836
P07602 Q6ZYL4
Q15555 Q99665
O00203 Q9BZI7
Q09472 Q15528
Q9NRX1 P51617
O14777 Q09472
P19447 Q99547
Q9NXU5 P07738
Q9BYM8 Q13563
Q9Y2A7 O43294
Q92597 P04114
Q9UPT5 Q9Y5X5
P08582 P46100
O14777 Q12972
P12956 P01303
Q99558 P48551
Q15464 P0CAP2
P78345 Q8NCW5
P35222 P49247
P21246 P05556
Q12981 P35556
Q6ZRQ5 Q5FBB7
Q7Z6G3 Q9NR82
Q15102 O95994
P27824 Q92979
Q9Y2B0 Q9NQX3
Q6PEW1 Q9UNL2
O75943 Q08211
P61218 Q9H211
P78411 Q9BX74
Q969G3 Q16821
O60268 P35556
Q9P2H0 P54198
O14746 Q07666
O15360 Q9Y2L1
P05556 Q99705
P78346 P05060
O14727 P34741
P12004 O60610
P16581 P30047
Q9UM13 Q00597
P51116 P38432
P29083 Q9P2B2
Q01780 P49768
Q9Y4C2 Q96ES7
Q9BQ66 P54852
Q6FI81 Q14254
P40238 Q92499
O14717 Q9BW71
P38432 P55259
Q9NUP1 Q9NQX5
Q5JY77 Q9BTE0
Q13285 O00628
P07737 O60238
O95707 Q5RL73
Q01780 Q9H840
Q96LK0 O15145
P35222 Q00610
P26368 O15116
Q5JVF3 Q9BYD3
Q07817 O15155
O15287 O75534
Q10570 O75348
P02489 Q92729
P01258 Q9Y272
Q9H840 Q969Y2
P78346 Q9BQ66
P02489 Q9BS26
P12004 Q9UBD5
Q9BQ66 Q9NYU2
Q15274 O75352
O14746 Q96SZ6
P03950 O95373
P04141 Q15078
Q00610 Q96CD2
Q99700 Q96N16
O95059 O15379
P27694 Q10570
Q9UNM6 Q13347
O15371 Q9P086
P04406 P09874
O60925 Q9BQD7
Q9NRM6 Q13772
A5YKK6 P50591
O95163 Q9P2H0
P52948 P04278
Q9H0Q3 P43034
Q9Y5N6 P48552
P07814 O75533
Q01780 Q9H939
P21673 Q96NW7
P03372 P20366
P78345 Q8WV28
P12272 Q13190
Q9BS86 P51116
P03372 Q9P2M1
Q9GZY6 Q9NQB0
Q9Y5N6 P04406
Q9NY26 Q13480
Q9H3D4 P62241
O95163 Q9BWC9
Q9NZN9 P13569
Q9UBW8 Q96SB4
P13010 Q9HC77
O75817 Q969D9
Q9UIF7 O60895
Q9GZT6 P78527
O43261 Q6NSW5
P67870 P02647
P08F94 P62487
P78536 Q9BTY7
P11940 P20963
P82932 Q8IU60
P04406 O15273
P21246 O14777
O60671 Q9HCB6
P03372 Q96HA8
P36543 Q9NRM2
P49736 O60383
O00198 O75348
O75716 P34981
P13686 P16444
Q14005 Q9Y6H5
P38432 P51610
P06213 Q9BTX1
P37287 P21549
O95180 P29274
P42702 Q4J6C6
P37108 Q9Y244
Q16533 P47914
Q6NUQ1 P50150
P63241 Q9HAV4
P27824 Q9NQG7
O95059 Q14789
Q09472 Q9Y5Q9
Q96G25 Q96RU2
