P16861 P06782
P41940 P32558
P27614 P32786
P12612 P13382
P39079 P13574
P09435 P38086
P39968 Q08886
P49166 Q03280
Q12443 P35189
P39734 P33311
P47150 P39113
P16387 P40090
Q06108 P47037
P28791 P20604
Q00955 P46669
P19882 P02309
P53904 P06777
P13586 P35729
P10081 P53115
P31382 P43596
Q06137 P53254
P32916 Q03900
P53633 Q12161
P38353 P38874
P09457 P38826
Q08491 P06700
P32916 P47052
P33754 P53115
P32319 Q01454
Q05931 Q12427
Q05787 P32497
P46985 P36160
P19882 P32367
P07170 P40693
P23542 P09798
P36022 P89105
Q04934 P38996
P32319 Q06488
P07258 Q06568
P28795 Q99207
P32563 P06778
P21576 P40968
P32486 P53204
P46655 P07834
P38929 Q12020
Q05881 P47822
P38820 P36053
P33767 P06169
P09435 Q04031
P48525 P39927
P20967 P38874
P00044 P38237
P36029 P40968
P09440 P06843
P80667 P22276
P18759 Q05946
P28795 Q04233
P12945 P53883
Q04121 P38989
P36520 Q06488
P36057 P05626
P53253 P12612
P36016 P53742
Q05568 Q02932
P46681 P38217
P32563 P49687
P53199 P38228
P38862 P53540
Q04934 P03965
P16474 Q03280
P11484 P32908
P39524 P11914
P33754 P40368
P00890 P49166
Q07540 P35203
P13586 P49166
P12683 P53552
P31688 P23255
P38228 P12954
P38353 P40496
P39702 Q12495
Q02776 Q08214
P53847 P06700
P53253 P38262
P39524 P04386
Q08911 P38144
P18962 P20676
P00924 P33411
P33754 Q03465
P36062 Q12749
P31382 Q12499
Q03630 Q04411
P38820 P53115
P16862 P07261
P47122 Q12102
Q06644 P32345
P16474 P23255
P07256 P18480
P32634 Q12464
Q06708 P53540
P07256 P40567
P38995 Q08956
P38929 Q08162
P07170 P32597
P48239 P13712
P41807 P24813
P41543 P53096
Q06644 P36048
P40009 P29496
Q04934 Q12102
Q12443 P14680
P32563 Q04437
P40094 P38889
Q06551 Q12041
Q99190 P48813
P02994 P25454
P14904 Q06632
P48415 P05085
P23542 Q06639
P38011 Q02336
Q04233 Q12161
Q06096 P22336
Q99190 P07276
P25632 Q04373
Q12006 P39682
Q03899 P21192
P49166 Q01080
P50111 P41895
Q06409 P05085
P08679 P00410
Q08817 Q06102
P36029 Q03899
P25371 P89105
P35179 Q02199
P39702 P38713
P00729 P49704
P33891 P07272
P50944 P45818
P28791 P46995
P40009 P53011
P47150 P38181
P36057 P32597
Q05787 P36037
P53112 P36421
P80667 P38996
P08018 P14242
P07390 Q12024
P54861 Q08683
P40155 P16861
P38995 Q01159
P21672 P33339
P40495 P53169
Q02608 Q99314
P07283 Q04437
P37012 P04386
P40350 P15424
P36016 Q92331
P39108 P20484
P33754 P47054
P38353 Q08965
Q12241 P29496
P06101 P52960
P15705 P29468
P53199 P15938
P53199 Q04305
P03965 P19736
P31688 P26754
P40155 P26754
P25371 Q12427
P36029 P48813
P32939 P52891
P53847 P38237
Q05568 Q12050
P13586 P29468
P28239 P22579
P46655 Q04002
Q03630 P29295
Q12443 P36029
P28791 Q03330
P19882 P40069
P23644 P38121
P53163 P04051
P36016 P14737
P32486 P38920
P36125 P39946
Q03944 P40064
P41807 P36160
P32563 P38749
P38995 P32566
P09440 Q06408
P38353 P07170
P32916 P38086
Q12017 Q03957
P07342 P38850
P53847 P40413
P40513 Q08963
P28239 P80428
P40094 P39927
P47025 P49687
P31378 P07991
P47025 P38144
P38929 P53685
P41543 P35194
P12684 P38144
Q06644 P19880
Q08726 P25502
P39112 P52960
Q06644 P53112
P22137 P40992
P32873 P35187
P00044 Q12460
P41807 P23644
P07390 P21951
Q06137 P39678
Q02773 Q03497
Q99385 P38862
P25567 P47027
P80667 Q12427
Q03899 P35177
P38426 P29055
P32387 P32776
P00410 P24384
P36029 Q07930
Q12241 P53313
Q99190 Q12024
Q06551 P25299
P25646 Q04373
P47150 P38863
P36016 P22147
P47025 P29055
P53163 P41940
P16547 P02309
P38426 Q03254
P40495 P46677
P32916 Q08287
P38011 P46676
Q05580 Q00539
P09232 P46673
P53191 P17442
P32898 Q12315
P09457 P15436
P39702 P38903
P16387 Q03213
P28791 P04050
P32902 Q08911
P12683 P16547
Q08886 P40477
Q12241 P33418
Q04370 P38863
P00410 Q04002
P39734 P07251
Q04233 P38719
P10507 P06786
Q99385 P38713
Q00776 P25453
P11914 P22147
Q06409 Q03957
P38929 Q06673
P38910 Q03213
P32486 P32558
P41807 P05626
P09440 P38889
P38228 P16521
P36016 P47027
P33754 P14922
P20967 P40066
P47045 Q08923
P16474 P50874
Q12017 P05085
Q08726 P42073
P18962 Q12432
P40155 P38863
Q08886 P53313
Q12006 P27705
Q12255 P39744
P48239 P32905
P35179 Q04217
P38228 P40565
P36125 P32786
P36029 P29469
P15303 P19263
P46985 P14680
P53633 P40413
P33754 P53538
Q00955 P32566
P09435 P04051
P40009 P35203
P12385 P53040
Q02776 Q12118
Q03308 P39720
P20967 P47037
P07256 P53096
P38623 P53236
Q06251 P09938
Q07084 P53011
Q03897 Q03785
P50944 P04147
P48524 P32524
P31378 P06634
Q02204 Q02629
P07390 P40567
P46681 P32829
Q08886 P54790
P47025 P40055
P36062 P33203
P12612 P11978
P53070 P00958
P33311 P03069
P39108 Q05021
P27614 P53840
Q08109 P24813
P39702 Q07471
Q06708 P47035
P39734 P22138
Q04697 P32367
P33401 P35187
P38353 P35203
P02829 Q12368
Q03944 P38181
P14904 Q04839
Q12006 Q01159
Q08109 P08566
Q06708 P36022
Q03897 P32833
P32915 P32570
P53847 Q12460
Q02608 Q08965
P32909 Q08683
P40482 P25635
P39524 Q06706
P53735 P33203
P32486 P48837
P33767 P21657
P38353 P53840
P53191 Q12158
P53847 Q12368
P18962 Q99207
P00729 P52960
Q04697 Q12030
P53735 P11938
P07390 P53011
P39734 Q12176
P40513 Q05958
P53286 P40517
Q06708 Q03330
P39702 Q08465
P38353 P53032
P47045 P33334
Q12241 P35203
P32898 P08153
P16474 P36520
P53253 Q06410
P25646 P49704
P35179 P32873
Q04370 P32849
Q06551 P39925
Q04370 Q06631
P13586 Q12019
P26263 Q06631
P28795 Q00776
P48415 P21576
P16862 Q04437
P39925 P40561
P38077 Q00539
Q06644 P36421
P41543 P32849
P25646 P40565
Q05787 Q04601
P41543 Q06631
P08679 P29461
P38353 Q12420
P53735 P28004
P38788 P33411
P40413 P32863
P89886 P42841
P07283 P38826
P33891 P34160
P32939 P38181
P07257 Q01159
Q99190 P40567
P07251 P25502
P38427 P17629
Q04412 P13382
P40350 Q03940
Q08109 P33750
P32902 P54790
P48813 Q06639
Q12006 P53236
P40155 Q06631
P46985 P47052
P02829 Q03063
P40094 P46655
P20967 P35729
P38929 P40066
P36062 P33759
P38713 P39685
P14904 P07258
P14904 P38042
P00729 P36161
P41807 Q06091
P46681 Q06679
P32915 P39009
P32486 Q12301
P08679 P19263
P48239 Q02793
P33759 P40055
P28241 P46678
Q04121 Q12223
P35179 P38111
Q03897 Q08553
P89886 Q04231
P00410 P35177
P40350 Q99257
P38929 P09798
P26263 Q07980
P25371 Q08553
P38219 P07276
P35179 Q05471
P28795 P25299
Q12241 P53011
P50944 Q03465
P41543 P35817
P35207 P32591
P09232 P32558
P10507 P33420
Q03897 P43596
P32387 Q03308
P53169 Q12389
P53094 P29496
P36029 P19735
P32319 P00560
P39112 Q12102
P09435 Q12030
P33754 Q07084
P12683 P10964
P14904 P47027
P38426 P08518
P32902 P38920
P00410 P46655
P32319 Q12440
P38995 P06786
P48239 P42846
Q05787 P40457
P11914 P25046
P16547 P38351
P07283 Q01560
P53199 P38826
P00729 P38077
P16862 P53973
Q03944 P53254
P13586 P47037
P38219 P40362
P53847 P26754
Q06251 P33750
P53253 P36125
P00958 P32591
P39524 P53904
P36062 Q12220
Q03897 Q12151
P40341 P18759
Q02608 Q06163
P53735 P34217
Q04934 Q04373
Q99385 Q99314
P28795 P32319
P38910 P14907
P53094 Q12024
P53169 P32480
P53199 P16521
Q03944 P38121
P47150 P32863
Q12301 Q12734
P18759 P32835
P38228 P07834
Q12255 P38826
P32563 P04386
P14904 Q12168
P40155 P26343
P39734 P32356
Q07540 Q12420
P33311 P36104
P28241 P04147
P53199 P40565
Q03308 P49704
Q05931 P32480
Q99385 P60010
P47045 P14737
P60010 P11938
P33891 Q07834
P36520 P40971
P32915 Q00578
P27614 P40495
P07390 P53096
Q12443 Q03785
Q03899 P53163
Q04121 P26263
Q05568 Q03702
Q02776 P53125
P09232 Q06408
P12683 Q12168
P28795 P20676
P00729 P47822
P32497 Q04231
P40495 P35177
P47045 Q02354
P38077 P06839
P16474 P15436
Q03630 P06777
P53112 P47122
P32915 P32807
Q05787 P11154
P32909 P38086
P15303 P80428
P06101 P47822
P40350 P43572
Q04697 P20448
Q12443 Q05471
P38788 P20436
P39968 P18480
P36029 P38112
P40350 Q05881
Q07834 P18494
P15705 P33418
P16387 P19659
P40350 P38077
Q06108 P40693
Q04697 Q03776
Q12276 P15938
P16521 P35177
P08566 P12954
P39968 Q08923
P00175 P40971
P13586 P36161
P39079 P32480
P53191 P38262
P46985 P38086
P80667 Q04373
P38427 P41895
Q03899 P38351
P48525 Q07623
P38929 Q08683
P33754 P53131
Q06096 Q12035
P03965 Q12315
P40009 Q04121
P36057 P32905
Q04370 P00729
Q03630 Q00539
P12684 Q08287
Q02608 Q12499
P32916 P10961
P35179 P39112
Q99190 Q03213
P28834 P40957
P50944 P42841
P07257 P32591
P31382 P06839
P07342 Q06631
P09440 P39076
P32486 P21576
Q06551 Q01329
P32916 P15705
P53112 P42846
P14904 P40959
P16862 P38826
P39734 Q04175
P15424 Q06568
P38929 P32324
P50944 P53552
P33767 P06843
P48415 P43603
P32916 P06169
P00044 P32917
P32902 Q08773
P36029 Q03750
P53191 P26309
P80667 Q12102
P48813 Q07478
Q05568 Q04031
Q06410 Q05949
Q08109 Q06488
Q03785 Q03213
P80667 Q07381
P39925 Q02630
P20967 P32591
P27614 Q12033
P38929 P07257
P28834 P38315
P08566 P12383
P33767 P32324
Q04370 P40341
P07251 Q12084
P38077 P06101
Q05787 Q06679
P41807 P33441
Q12168 Q04225
P27614 Q05022
P53904 P35177
P29461 Q04373
P20967 Q01159
P47052 P20676
P09457 P38903
P38353 P00817
P38713 Q12223
P22202 Q07896
P40413 P25453
P40513 Q05583
P33754 Q12220
P07257 P40066
Q07084 P45818
P53847 P47035
Q08817 P53632
P43603 Q04225
Q02204 P12383
Q02773 P20448
P16862 Q01560
P40009 Q06411
P32905 P38863
P47176 Q07471
Q04121 Q12159
P38788 Q03776
P32939 P19735
P53169 P13574
Q01852 P45818
P08679 P36049
P39702 P19880
P53253 P26309
P36016 P09798
P39968 P11978
P27614 P53169
P36057 P03069
P12612 P52891
P38219 Q06632
P31382 P14164
P08679 P32486
P07256 Q12024
Q06673 P22336
Q06551 P37012
Q12301 P23644
P32939 Q08214
P80667 P25567
P40009 P53313
Q03630 P09232
P25371 P80667
P49166 P38889
P40094 Q08817
P12683 Q06218
P38995 P38426
P39524 P36062
P38820 Q04089
P25646 P12954
P28791 P38863
Q04934 P22276
P35180 Q03010
P33767 Q08162
P16387 P20449
P38820 P48837
P36062 Q06410
P53847 Q07508
P40009 Q12420
P39077 Q02892
P53286 P14907
P40496 Q00578
P33891 Q03010
P53735 P09938
P09624 P09798
Q06137 P35729
P00410 Q12464
P60010 Q06078
P28791 P40971
P53070 P35203
P08566 P29056
P32873 P36048
Q12006 P48525
P31378 Q06554
P35179 P31244
P36029 P32561
P19882 P53094
P53191 Q03280
P40413 P38691
P33759 P54784
P32563 P32387
P11154 P40090
P39524 P32523
P80667 P38219
P33759 P49687
P33759 P38144
P47052 P25635
Q05787 P24279
P16547 Q04839
P20604 P39927
P12684 P07991
Q02608 P42841
P41807 Q03957
P40482 P49687
Q00776 P32863
P32486 P34217
P32939 P28239
P16474 Q12749
P33767 P07834
Q99385 Q08208
P53847 P32917
Q12301 P53965
P16474 Q08949
P33401 P25046
P07256 P21951
P08566 P46677
P19882 P38351
Q05568 P43603
P25632 Q04149
Q06644 P47822
Q12443 P38111
P36125 P32524
P48239 P52488
P38862 P19263
Q99190 P06701
P28239 P47116
P00729 P29468
P53199 P38889
P38228 P53904
Q99385 Q06163
P32563 P32523
P38315 P33418
Q12241 Q12420
Q12006 P35207
P38228 Q04373
P08018 P32558
P28791 P00175
Q07834 P35189
P36125 P32836
Q12017 Q12149
P16387 Q07471
P50944 P28239
P07257 P35729
P39734 P39001
P25371 Q04002
P41543 P25454
P31378 P49960
P36029 P25644
P40155 Q02773
P32905 P22138
Q08732 P53632
Q06644 P40090
P39524 P53742
P09435 Q12406
Q12427 P36120
P14904 Q99257
P39112 P36161
P07256 P20424
P39076 P46673
P28795 P53968
Q03897 P32497
P27614 Q12499
P38910 Q07471
P09232 P08018
P39734 Q00764
P40341 P40477
P07257 Q05021
P53735 P43565
Q04697 P38788
P32898 P17214
P07342 P40968
P32902 P08518
P07342 P32849
P39079 P25299
P47150 P39001
P08679 P39682
P39016 P36160
P32319 P32588
Q08886 P17214
P32563 P06782
Q03897 P14291
Q03897 Q12159
P40959 P43596
P32589 P40060
P32939 P43563
P38353 P32499
P07170 P53167
P47176 P52593
Q05787 P38749
P40959 P43572
P36125 Q12149
Q08109 Q03280
Q99385 Q06488
P21576 Q03750
Q03758 Q12309
P16474 Q99385
P36016 P39524
P12684 P40362
P16474 Q02892
P39987 P06700
P05626 Q12734
P39987 P40693
Q00955 P23255
P32563 P53742
Q03702 P41895
P33401 P36048
P53633 Q02204
P53633 Q12020
Q04412 P52891
P07390 Q12030
P40513 P35187
P47052 Q12432
P32319 Q99314
Q06409 Q12149
P09457 P20604
P38353 P38112
P39925 Q07963
Q06251 P06778
P53199 Q08601
P38995 Q12149
P39016 P33203
P32387 P43609
P53253 Q12417
P39702 Q00711
P47150 Q00776
P13433 P04050
P32916 P32909
P00890 P32505
Q00711 P38713
P36029 P00830
P47122 P20095
P33311 P49723
P32915 Q12019
P48239 P39925
P40496 P53032
P28239 P38112
P40350 P00729
P07991 Q05022
Q06096 Q04868
P00560 Q07471
P36022 P53131
P00410 P13574
P53847 P53167
P36062 P39014
P36022 P08638
P18759 P49960
P32559 Q06344
Q12006 Q07623
P16547 P34223
P38228 P38806
P39925 P38989
P39734 Q06339
P36062 P42073
Q12241 P39720
Q02608 P22202
P18962 P21524
P46985 P23542
P15424 P53743
P38353 P36104
P09232 P09440
P29461 P36094
P53253 P25567
P07256 P53011
P28241 Q06410
P28241 P24279
P38929 P32909
P36125 P28241
P28791 P34077
P53965 P39113
P28834 P33418
P48239 Q12124
P25567 P06839
P00830 P32447
P32898 Q04225
P36016 P15424
P36057 Q12734
Q04697 Q04373
P38315 P29468
P00044 P20484
P32324 P32505
Q12443 Q07930
P53965 P27705
Q03897 P40362
Q06410 P53743
P47025 P10961
P40513 P14164
P12683 Q08963
P39968 P17214
P39108 P32863
Q12443 P25046
P53633 Q03897
P07283 Q06488
Q07540 P38691
P07251 Q08726
P00729 P47116
P39987 Q06137
P32319 P32939
P36029 P52891
P16474 P31688
P48524 P42846
P36057 P39682
P08679 P33750
P32916 P46678
Q12017 Q06168
P40155 Q03497
P47150 P04050
P39734 P38863
P00175 P50874
Q12006 P03069
P32939 P38112
P39968 P40541
P53904 P40565
P53847 P53540
Q07540 Q04048
P36016 Q08773
P38353 P35729
Q03944 P39113
Q00776 P53043
P00044 P00817
P32905 Q12460
Q03630 P25502
P08018 P19735
P41807 P34223
P12683 Q04121
P32916 P24482
P53735 Q02336
P40495 P24384
P53199 P53904
P09624 P38426
Q08109 Q12749
P10507 P32324
P33759 P29055
Q12006 P52488
P37012 Q12124
P23644 Q99257
P12683 P06634
P38426 P22035
P39077 P36049
P28834 P53323
P54861 P28004
P00410 Q12216
Q03897 P25367
P16474 P21672
Q12301 P25635
P32497 Q00816
P25371 P20676
P12385 P40469
P40094 P40368
P09624 P49686
P18962 Q03213
P41543 P49960
P36520 P32908
P38995 P08458
P40155 P04050
P10081 P48837
Q12443 Q02199
P80667 P53883
Q12443 Q12102
Q03702 P38719
P53253 P36062
Q06409 Q06168
P31382 P35187
Q04370 Q06409
P11484 Q07508
P38862 P80428
Q03899 Q12368
Q92331 P43596
P39925 P22579
Q03785 Q07478
Q03944 Q08273
P35179 P89886
P14904 Q06218
P48813 P41695
P32939 P39113
Q05931 P29056
P60010 Q08920
P39968 P08153
Q92331 P43572
P33891 P53933
P39734 P46995
Q99190 P18962
P16387 P20095
P16474 Q04377
P39016 P40567
Q12443 P00830
Q99190 P53883
P09232 P36048
P47176 Q01454
P32319 P34217
P33759 P12612
P33420 Q08562
P02994 Q99207
P33754 P10081
Q99190 P20449
Q08817 P38324
P32915 P46669
P38820 P53096
P15424 Q92331
P40350 P47822
P00175 P32908
P36520 P08153
P12684 P47176
P36029 P06701
P07258 P06839
P39524 Q12035
P36125 P12954
P40009 P38820
P53253 P39014
Q04370 P17629
Q02204 Q12389
P15424 P43572
P11154 Q06163
P39734 Q03330
P27614 P22336
Q12443 P31244
P40009 Q02629
Q12241 Q03308
P32939 Q08273
P48415 Q04121
P38228 Q04305
Q04233 Q06164
P40094 Q03661
Q06096 P40064
P40094 P00729
P00044 P38257
P32898 P38324
Q06551 P34223
P31382 P53867
Q03758 P53115
P53191 Q02336
P09232 P10964
P21524 Q12432
P25646 Q06251
Q12255 P40513
P28241 P30771
Q04121 P53685
P09232 P38920
Q12017 P22216
P13433 P39113
Q00764 P38181
P36057 Q07540
P25371 Q02908
P49166 P53204
P32563 Q12035
P33767 P09232
Q12255 P40482
Q12006 Q05021
Q03944 P41807
P16474 P38042
P05626 P53965
P36057 P27705
P21672 Q02630
P07258 P47027
P48524 P19659
P12612 P54784
P47052 P17157
P00830 P38262
P07390 P21657
P40009 P21657
P09624 P13382
P31382 Q06091
P32905 P38121
P39734 P04050
Q12241 Q02629
P43603 P29055
P48525 P32570
P38995 Q12255
P38353 Q02931
Q06096 P38121
P53633 P38691
P32356 P39001
P40350 P41695
P41807 P37012
P54861 Q12149
P18962 Q06224
P39734 P34077
P07991 P22035
P53094 P32367
P11745 P41895
P38910 P19880
Q02875 Q02630
P16862 Q06488
P38788 P14922
Q06409 P22216
P25371 P29056
Q02776 Q04233
P39016 P38351
Q03630 Q12176
P40495 P18961
P53633 Q04048
P25371 P33418
P36057 Q01159
P53163 Q12309
P40513 P39744
P32589 P36161
P36016 P40957
Q06551 P53628
P05626 P53043
P53191 P53197
P39987 P39682
Q06551 P33441
P02994 P21951
P25371 Q12432
P40009 P39009
P54861 Q04089
P32634 P15938
Q99385 P11938
Q06551 Q02884
P33754 P02994
P32497 P32833
P00924 P40469
P00830 P26309
P36016 P38920
Q00955 P07248
P00890 P06786
P11484 P53840
Q06708 P33339
P18759 P40957
P53633 P38111
Q12168 Q03532
P36016 P40477
Q02204 Q12020
P39108 P25453
P12683 P38781
P80667 P29056
Q07084 P22082
P38219 P20448
Q12276 P10862
Q05580 Q05949
P38910 P40090
P48415 P18961
P38315 Q03373
P07170 P03069
Q03944 P53973
P40496 P39108
P32915 P38929
P27614 P32499
Q03630 Q12084
Q06096 P38181
P13433 P38181
P53735 P22216
Q12443 P52891
P36057 Q12301
P32356 P53254
Q06644 P38910
P46985 P32909
P35180 P53933
P32563 P39077
P07991 P46678
P25371 P00410
P36057 P53236
P18962 P20449
Q12241 P22515
Q03897 P32835
P35179 Q12102
Q04697 P38806
Q99385 P50874
Q03308 Q08208
P38353 P39108
P48524 P40457
Q08911 P40477
P41807 P38121
P40496 P42073
Q05931 P06777
P02829 P33322
P07213 Q06339
P21672 P15436
P28791 P09457
P34217 Q02629
P53253 P32432
P33311 Q12460
P38862 P50874
P39702 P40090
P53112 P41695
P40496 P46669
P32916 P46985
P32939 P07213
P53965 Q12420
Q12276 P34241
P00890 P32561
P32898 Q08911
P36016 P36161
P47122 Q02354
P36016 P47116
P32939 Q08491
P28239 P43563
P32916 Q03897
P53199 Q03063
Q12255 P36049
P09232 P34241
Q06644 P41695
Q03899 P53743
Q05931 P08566
P46985 Q06554
P09232 Q08773
P34217 P39706
P25371 P19735
Q12241 P28834
P21576 P06634
P46681 Q06091
Q99385 P18494
P48415 Q04225
P39079 P40541
Q06551 Q08214
P38011 Q08553
P31378 P10964
P25371 Q03957
P16861 P53538
Q08109 P15436
P48525 P36037
P50944 P07213
P33420 P32505
P53933 P07272
Q08911 P54790
P47052 P32432
P32902 P39984
P39076 P06843
Q08491 P39113
P06101 P34160
P38995 P13712
P25567 P41695
P09457 Q03280
P13433 P38863
P32634 P10862
P28795 P14907
P40155 Q12417
P48524 P22276
P40513 Q00816
P15424 P40457
Q03702 P40010
Q04934 P38806
P53633 P40971
Q02773 P12945
Q03899 Q08726
Q12443 Q03750
P32939 P35187
Q05568 P32939
P08679 P39685
P53253 P08518
P38910 P19659
P47052 Q12495
P00817 P38257
P35180 P35189
P50944 Q03758
Q06708 Q06679
Q02773 Q12159
P21524 Q06344
P50111 P17629
P53199 P19263
Q02773 P53685
P36125 P29461
P07258 P32524
P48525 P32807
Q03630 P33322
P39925 Q02884
P33754 Q08465
Q12301 P34217
Q06108 P53167
P53253 P49686
Q06096 P53973
Q03702 Q02932
P25371 P04051
P46655 P12904
P00924 P20436
P31382 P22276
P53199 P40574
P36013 P32566
P43603 P08518
P53253 P32892
P07213 P30771
Q03702 Q04636
P53847 Q06108
P50944 P39079
P08679 Q04636
P32324 Q04305
Q08732 Q06102
P43603 P22035
P48415 Q12315
Q12301 Q03063
P13586 P38874
Q00764 P46995
Q12006 P40164
Q08886 P38144
P32898 Q07980
P16861 P24384
P12683 P14904
P15303 Q06512
P08679 P39744
Q12301 P05626
P25371 Q05931
P07256 Q12030
P13586 P07834
P38353 P47037
P32905 P52488
Q02776 P07278
P33767 P10507
P20967 P07170
P41543 P23293
P33891 Q08923
P16521 P40565
P53286 P40055
P46985 P53040
Q05787 Q04231
P07283 P53973
P05626 P33322
P38077 P22276
P33891 P53738
P22137 Q08683
P40495 P13574
P13586 P39968
P50111 Q04199
P12612 Q08773
P18759 P26309
Q99190 P53632
P15705 Q03373
P32898 Q08886
P46985 P22202
P18759 Q06218
P32319 P53094
P12683 P53685
Q04697 P26188
P53286 P40958
P32356 P39678
P18962 P33400
P40495 P39079
Q03899 P46995
Q03899 P41940
P16547 Q12168
P12683 P26263
P36520 P50874
P40496 P40164
Q06644 P43572
Q07963 Q00416
P36016 P52960
Q07834 P40060
P14904 P46669
Q99190 Q06554
P32909 P40992
Q03630 P39706
P48415 P40009
P80667 Q05931
P13586 P20604
P28791 P32908
Q99190 P14907
P16474 P12954
P35207 P25502
P41807 Q06554
P36125 Q05021
P28239 P53628
P07213 P22138
P48415 P47025
P53191 P39987
P36022 Q06078
Q03702 P11745
P32902 Q05946
P38077 Q08273
P33311 Q03010
Q03630 P16521
P47052 P21524
P40495 P89105
P14904 P43572
Q08732 Q08287
P08679 P38995
P36029 Q08214
P36057 P40164
P38995 P22035
Q08109 P50874
Q00711 P20676
P32486 P36048
P25646 P07834
P53070 P42945
P53735 P22082
P80667 P07276
P53169 P25299
P40495 Q12464
P53847 Q03862
Q05787 P29055
P33754 P47171
P12684 P14291
P33891 P33334
P32559 P19735
P28241 Q05949
P36125 P08566
Q06096 P07283
P08566 P36120
P25371 P29496
Q12118 Q12161
P33891 P32589
P40350 P42841
P48813 Q04868
P40350 P36048
Q04121 P32835
Q03944 P22336
P12684 Q03373
P33767 Q06408
P32486 P10964
P36016 P32447
Q05580 P53743
Q99190 P40968
P32915 P13574
P39925 P26754
P10081 P53096
Q04412 P54784
P32559 Q12406
P39734 Q12084
P12385 P33411
Q12276 Q12464
P33420 Q04305
Q00776 Q04048
P39968 P24279
Q02773 Q06102
P40341 P40957
P32327 Q07844
P53191 Q06344
P33767 P32523
Q06251 P38806
P53163 P08018
Q12118 Q01329
P41807 P12385
P53199 P36009
P12385 P25808
Q08817 Q08287
P12683 Q04839
Q04697 P25646
P13586 P07170
Q00711 P25635
Q08732 P38324
P28795 P53043
Q99385 P36520
P00729 Q05881
P32939 P53125
Q03702 Q01080
Q12255 P33750
Q02773 P38781
P32915 P40066
Q02608 Q03940
P32563 Q07442
P00044 P03069
P33891 P35180
P48239 P31688
Q06096 Q07442
P39968 P40991
P39702 Q06708
P41807 P53040
P36029 Q08726
P53633 Q03862
Q12255 P53131
P27614 Q01329
Q03702 Q04437
P20424 P33203
P00729 P35729
P41543 Q04370
Q03758 P36053
P39079 Q03465
P48415 P29468
P38910 P20095
P16547 P32367
P53191 P40693
P19882 P35817
P32559 Q03758
P53191 P22082
P46985 Q06091
Q01852 P53538
P07251 Q06224
P32898 Q04377
P39112 Q03935
Q07084 P47171
Q03785 P32892
Q12006 P32597
P53070 P38691
P35207 P32499
P53253 P32786
P40959 P14737
Q06551 Q02630
Q07963 Q04636
P20967 Q06108
P38077 P40958
P36125 P32892
P60010 P89105
P48525 P26755
P48524 P41695
P32916 P40362
Q12255 Q08963
P32563 P32917
Q07540 P52488
Q08109 P08679
