P38088 P29469
P38283 Q06385
P06701 P38356
P06208 P32319
P33775 P39524
Q03254 Q12016
P16387 Q02725
P54861 P32939
P22936 P07170
P38691 P39986
P12868 P53742
P25044 Q12159
P53951 Q03370
P07170 P47077
P36146 P38349
P04037 P27825
Q07807 Q03944
P53735 Q12527
P38873 Q03824
P39678 Q04183
Q12402 P39108
P32500 Q12402
P25644 P06197
P16658 P40155
P17442 P53253
Q02793 P54861
P32566 P32600
P38207 P21771
P53037 P25584
P36057 P39526
Q08921 P50091
P23644 Q12527
P26793 Q07895
P53845 P32333
P48525 P33894
P39984 P40071
P38111 P36051
P53847 Q05568
P53112 Q12160
P21592 Q12745
Q12236 P09232
P06777 P38077
P46970 P38855
Q12495 P28795
P40971 P41807
P48567 Q08109
P32485 P24004
P38272 P40155
P12868 P23542
P40565 P36516
P19882 Q12028
Q12372 Q12154
P38753 P39706
P26754 P43560
P34111 P53112
P06786 Q12028
P39707 P38137
P22082 P14904
P22855 Q04370
P38261 Q12142
P07284 P23394
P35189 P50091
Q04408 P53253
P40056 P38855
P38261 P07256
Q05787 P53950
Q06410 P21825
P32473 Q06551
P40532 P24004
Q12386 P36168
P06197 P36096
Q12039 P53860
P48415 P36051
P35056 P40154
P21192 Q07418
P18409 Q03370
P32363 P39968
Q05583 P23542
P40343 Q03824
P42945 P53037
P28239 Q12527
P38862 P38137
P12868 P80667
Q12098 P07266
P43563 P46682
P40341 P38356
Q12248 Q05867
Q02732 P42223
Q03455 Q08215
P16603 Q12473
Q03018 P11075
P09624 P42223
P23255 Q12016
P19736 Q08199
P00410 Q05919
Q06644 Q12096
P46964 Q03630
P53973 Q12089
P04050 Q01590
P53735 P46983
P09547 P38356
P40009 P20795
Q04199 P53838
P38272 P34230
P39904 Q08215
P07560 P21771
P38682 P32386
P26793 P53011
P20967 P25386
Q05583 P80667
P32793 P53276
Q12080 Q01852
P36146 P39007
P38766 Q06324
P40068 P39904
P53104 P40527
P50088 Q03308
P52891 Q04491
P00410 P33754
P04386 P32363
P36775 P43614
Q03697 Q03824
P32363 Q12028
P38351 Q02783
P47047 P32796
Q01159 P28795
P32339 Q05568
Q12411 Q01590
Q05931 P38694
Q08144 Q04562
P15315 P20107
P47054 P38694
Q08484 Q12527
P38114 Q04491
P21592 Q92331
P38170 P33760
Q05050 Q12003
P37296 Q03370
P39526 Q05568
P32454 P46682
Q00539 Q06704
P35729 P20606
P10961 P38884
Q02732 Q03370
Q06541 P38855
P36037 P38810
Q02629 Q03694
P38817 Q12524
P47047 Q02608
P09624 P23542
P48415 P32600
P53192 Q06708
P40457 P53191
P80667 Q03897
P80235 P46985
P33411 P38742
Q07732 P35845
P27692 Q02725
P32591 Q12527
P36421 P38176
P40068 P38855
P43583 Q03630
P30771 P39007
P32829 P34230
P38164 P43634
P39517 P32570
Q07732 P47075
P18494 P36168
P22936 P36062
P07236 P40056
P15938 P38910
P39720 Q12246
P47025 P16603
P38263 P53622
Q08001 P40155
P50945 P24004
P49687 P43621
P53064 P36125
P17214 P35056
P34077 P43614
P32504 P36051
P16658 P53629
P38753 P32559
Q12080 Q01590
P25502 Q12527
P08638 Q08144
Q12267 P23542
P40482 Q04991
P35056 P14291
P46681 P38888
P21592 P32796
P41895 P50088
P40367 P38301
P38793 P47075
P42945 P48415
P36037 P08525
P46983 P53273
P06777 P39526
P07276 P25365
Q07540 P17065
P47160 P39923
P07560 P33754
Q12154 P32657
P37267 Q08215
Q03373 P43560
P35729 P13586
P46970 P32913
P22855 Q12527
P25646 P40061
P38863 P33760
Q04491 P37296
P40957 P53838
P40155 Q12096
P46951 P50944
P27692 Q03694
P38891 P42836
P33411 Q07418
P32454 P38137
P48360 P14772
P53104 Q12205
P40155 P27515
Q12098 P43601
P52920 P00927
P25694 Q12527
P32473 P33760
P12868 P50091
P40047 P36096
P12954 Q04991
P46971 P38137
P22082 Q12191
P11986 P39014
Q01574 Q02804
Q08951 P38247
P38263 P40495
P46970 P18410
P06208 P53199
P29469 P53622
Q08920 Q02608
Q04751 P36013
P32863 Q04370
P04803 P39719
P40056 P40152
P39104 P38910
P11745 P53866
Q12236 P25371
Q08227 P53112
P39007 P22855
P25569 P17255
P38753 P38817
P40484 Q08215
P38261 P38273
Q12039 P36168
P07266 Q06681
P19880 P17255
P53622 P34230
P06701 P47170
P33418 P46655
Q06681 P53845
P36023 P38742
P17442 P43560
P39998 Q03010
P53541 P47170
Q08550 Q08001
Q06704 P18494
Q06096 Q00582
Q05867 Q04651
P39006 Q00582
Q12155 P41810
P40567 P25584
P36051 P36168
P32485 Q12003
P53037 P28791
Q03103 P40395
Q04002 P39112
P32485 Q12255
P32454 P38349
Q06159 P41909
Q12267 P38077
Q08199 P40009
P14680 P14063
P47069 P47133
P32580 Q07895
P26755 Q03897
P17442 Q12142
P38263 Q03370
P33418 P38682
P14737 Q05568
P29055 Q08215
P40345 P32939
P26188 P39108
Q01454 Q08548
P39702 P39968
P50088 P38814
Q08645 P53008
P15315 P25584
P18410 P32386
P04173 Q12509
Q12142 P47114
P38637 Q06385
Q06892 P26725
P38745 Q12524
P38757 Q03824
P38825 P40345
P38121 P53838
P53629 P40155
P10507 Q12071
P38969 Q03697
P22148 P53730
P32380 P39524
P36421 P38247
Q03322 P36051
P48559 P18962
P40009 Q99190
Q05785 P15436
Q01454 P40056
P36130 Q03824
P17214 Q03370
Q03880 P41807
P17214 P23542
Q04458 P37020
P07806 Q12096
P37296 P28795
P32522 Q99287
P43563 P32368
P39993 P40469
P36421 P39965
P36037 Q06681
P32829 P38077
Q04228 Q03322
P34223 P32386
P40368 P17065
P38207 P80667
P26188 P32796
P35179 Q03824
P39904 Q03370
P47158 P38176
P43583 P53104
Q12142 P38164
P29539 Q08215
Q12374 P32339
P13586 P41909
P39678 P25371
P36161 P34230
P40030 P25584
P38169 P38814
P53253 P80667
P43621 Q03370
P53540 Q12241
P27692 P38873
P38989 P53037
P12904 P35197
P53540 Q07540
P24004 P38821
P47074 P28795
P40567 P53112
Q07395 P21825
Q06568 P38855
P38859 Q07468
P31244 Q07418
P22035 P53166
P26755 P41318
P17898 P80667
P53324 Q12473
P33767 P27514
P38207 P53847
Q06410 P38810
P53628 Q04991
P32319 Q03370
Q02804 P38137
P47074 P38873
P53730 P40501
P39904 P25588
P13574 P28795
P20050 P53847
P38297 P47082
Q03530 P35845
P38263 P29295
Q06568 Q04491
P32790 Q12246
P21147 P38682
P32361 P25584
P39104 P40061
P07806 Q07895
P42223 P39108
P32522 Q07418
P50275 P32836
Q12223 Q04491
Q04225 P53273
P32863 Q12527
P39984 P18962
Q92331 Q04370
P06777 P25365
P38164 P39717
Q01649 Q05568
P35203 P32939
P22211 Q03824
P33891 P36168
P53037 P09959
P38766 P35845
P14291 P53129
P05150 P53091
P12868 P32641
Q04408 P46682
P13382 P28795
P40341 P38814
P36037 Q06541
P08525 Q12745
P32591 P39968
P12904 P32445
Q03254 P33760
P40413 Q02721
Q08550 P32339
P06105 P41909
P06786 P40155
P32621 Q06708
Q04651 P25584
Q02336 P40061
P38714 P32796
P39682 P38855
P21147 Q04651
Q01649 P50091
P38863 P35844
Q03308 P16658
P40317 P53951
P39009 P80667
P21592 P32893
P12954 Q08109
P12904 Q08921
P38863 Q12283
P47025 P25584
P16522 Q08951
P47031 P39986
Q02804 P36168
P20107 Q08960
Q03218 P32837
Q05931 P53037
Q02732 Q02773
P47047 P47133
P15938 P25584
Q12315 P04803
P14922 P53011
P02557 P16649
P53860 P23542
P26343 P34230
P34160 P40155
P32836 P32796
Q02629 P39108
P38814 P41909
P38991 P24004
P29056 P18962
P39937 P53909
P53303 P27692
P54784 P40155
Q12154 P47075
P20050 P38162
P38968 P53192
P52593 Q12191
P40051 Q12191
P16547 P38817
Q12154 P32578
P29056 P47061
P38691 P40345
P40957 P09232
P32893 Q12255
P11978 P38349
Q08920 P53104
Q03944 P53104
Q12267 P53037
P28239 P46983
P35845 P24004
P53168 P04037
P25502 Q12016
Q04377 P53011
P47116 P50091
Q08754 P40501
P36161 P38821
P26364 Q04338
P34160 Q06704
Q05050 P53622
P38283 P28791
P20050 P50091
P37267 P53079
Q04002 Q99332
P35180 Q04991
Q03373 P32559
P53040 P40155
P38632 P24004
Q03697 P53112
P35999 P32319
P36013 P53191
Q03714 Q03824
P37020 P17255
P39079 P38770
P47026 P39904
P11655 P40061
Q12386 P12868
P17891 Q12745
P47037 P80667
P53622 P40160
Q06568 P21592
P35197 P38855
Q05583 P25365
P13382 Q02773
P24279 P40008
P38169 P16603
Q06096 P41909
P47074 Q92331
P53104 Q08964
P22082 P46682
P32485 Q06541
P13586 Q08236
P00410 P36125
Q99257 P47170
Q08484 P33760
P25299 P39719
P40071 P36168
P19880 P23542
P46970 P53192
P15938 P53112
P08458 Q02725
P32505 P53112
P25045 P36047
P33411 P28795
P04050 P33311
P22137 P06105
Q99287 P35844
P38826 P80667
P14922 P35056
P80235 Q06708
P04147 Q12154
P32844 P43582
P22936 Q12006
P39678 Q12246
P39108 P20436
P02309 Q03713
P25371 Q03824
P39012 P25584
P38356 P35056
Q06163 Q03694
Q06644 P28795
P12612 P25635
P39522 P41821
Q12028 Q99190
Q00539 P38929
P32558 Q12524
P24279 P20795
P53281 Q06651
P32776 Q12071
P34237 Q04562
P39526 Q03824
P53868 Q08001
P04173 Q08977
P21560 P32621
P22219 P35056
Q12267 P32843
P12689 P40155
P36048 P35056
P52891 P38814
P37020 P33760
Q12171 P38153
P53079 P38742
P22336 P36010
P14907 Q12287
Q06892 Q03921
P36023 Q03897
P07263 Q00416
P47116 P38855
P38164 P38182
P40071 P43560
P16658 Q03322
P38873 P53112
P38261 P25454
P27801 P40395
P40971 Q12142
P40084 P40527
P47025 P43555
Q05785 P17442
P38991 P41811
P09624 P39526
P40051 Q03921
P36018 P38301
Q12262 P25646
P33418 P53011
P34072 P40030
Q04002 P11076
P09624 Q05568
P28737 Q08215
P40051 P40061
P40513 P41543
P38637 Q03697
P09119 Q03897
P35845 P41909
Q06682 P22211
P21560 P06105
P38863 P23542
Q12006 Q08921
P36146 P43621
Q12411 Q04922
P32893 Q07895
Q12374 P43560
P53324 P38873
P32863 Q06625
Q04377 Q02725
Q07418 P17065
Q06625 Q12160
Q04377 Q05892
Q99257 P27825
Q07532 Q12154
P31115 Q08215
Q12191 P53011
P28241 P40345
P42945 P47114
P03874 P39108
Q12236 Q08960
P39682 Q08548
P43563 P40071
Q05919 P27801
P32863 P53129
P40155 Q04562
Q12160 P38817
P53633 P17255
P34160 P38821
P40460 P33760
Q00684 P33760
P32898 Q12246
Q02773 Q07418
P52593 P40970
Q07395 P24004
P30771 Q03370
P53121 P40509
Q03660 P14772
P33418 P80667
P39984 Q03897
P12689 P42223
Q03063 P38929
P38756 P34230
P38353 P34237
P25371 P32074
P32913 Q03370
Q05919 Q03694
P17065 P32837
P38262 P38929
P19658 P28795
P38991 P36057
Q06681 Q03899
P26754 P33891
P14291 P36125
P19735 P47158
P39522 Q07895
Q06625 P53253
P47025 P41821
P32591 P34230
P40567 Q12255
Q03497 P43621
P14922 P32609
P39104 P24004
Q12006 Q03824
P21657 P53112
P53628 P47114
P32526 Q06096
P15424 Q03944
P39006 P38176
P38855 Q03308
P25386 P38855
P47025 Q12063
P46681 P12868
P47117 P03871
P39937 P53135
P47031 Q04338
P39009 P21954
P38323 Q03778
P53104 P27515
P32609 P11655
P23255 P11075
P38323 P38745
Q04053 P43555
P39006 Q08236
P38182 P38179
P36037 P22211
P19658 Q03776
P33754 Q04338
Q99190 P53622
P38756 P35056
P09547 P36168
P07276 P07806
P10962 Q02804
P36013 Q04370
P00045 P25574
P08153 P46655
Q12464 Q12160
P53868 Q12016
P41895 P53838
Q07807 P40056
P32908 P36125
P32504 P25584
Q12745 P34237
P32319 P53950
Q12386 Q07418
P14680 P00045
P09959 Q03694
Q04697 Q03824
P39015 P36010
P26188 P53838
P39522 Q08199
Q06568 P40152
P32380 P39717
P89105 Q08109
Q06163 P36062
Q03530 Q07468
Q03373 P23542
P38283 P32559
Q05583 P18414
P32836 P53838
P07342 P53845
P36161 Q02725
P53886 Q12402
Q03254 P14020
Q01649 P32600
P20967 Q00582
P36094 P40970
P06839 Q08162
Q04228 P32578
P09547 Q12031
P32566 P38810
P53079 Q04491
P32074 P38821
P32500 P47139
Q08873 P38283
P50087 P40527
Q12402 Q12524
P26793 P35845
P22148 P35845
P32454 P14772
P38969 Q12255
P47158 P47114
P38910 P35197
P48360 Q03897
P32609 P38162
Q03308 P47160
Q03218 P38932
P38756 P80667
P38714 P25386
P46971 Q99190
Q02199 P32913
Q03497 P38742
P20107 P36039
Q12109 Q02732
Q08227 P40155
P00410 P17898
P32833 Q03897
P32522 P39108
Q12315 P20606
Q04377 P50091
Q12155 P53191
Q06630 P32837
Q12372 Q08215
P38351 P24004
Q12287 P39010
P06197 P38247
Q12236 P28241
P40009 P53104
Q12160 P35056
P39993 Q02749
P25694 Q03660
P20107 Q04491
P48527 P36062
Q12098 P27801
P25694 P53633
P31244 P32796
P36125 P20795
Q00776 P32489
P34111 P38855
P53886 Q04969
P36039 P32600
P17891 P22219
P52488 Q08162
P38182 Q03694
P28241 Q04632
P26343 P38077
P40030 P34230
P32790 P31382
P38261 Q05568
P38968 P47166
P09959 P27801
P18544 Q07418
P29496 P36051
Q03330 P32939
P23644 P23542
P14922 P38162
P02557 Q04195
Q12098 P38855
P39702 P22855
P25298 P53297
P32526 P18409
P21951 P18409
P38996 Q08162
Q12386 P39965
P22082 P38880
Q08227 P34230
P48559 P47170
P47025 P53195
P40484 P53166
P32432 P53191
P38714 Q05902
P32445 P39108
P40084 P24004
P42223 P36168
P15938 P28496
P38182 Q03370
P06778 P28795
P46682 P41318
P38088 P16649
Q00776 P53254
P26725 P32939
P47025 P40155
P40518 Q02455
P40484 P36062
P17214 P35845
Q03322 P25584
P47117 P22138
P32916 P80667
P22579 P24004
Q03957 P32454
Q06630 P39719
Q00453 P39524
P40484 P35999
Q03921 Q03308
P43563 P39524
P38088 P32074
P47025 P38811
P29469 Q08952
P38555 Q12096
P07272 P43614
P48559 P48813
P50942 Q03125
P38153 P39923
P53195 P34230
P39112 P41318
Q12236 P36130
P26793 P39010
P34223 P32796
P32796 Q12527
P39707 Q12155
Q03630 P35056
P53037 P32609
P48415 Q04632
Q04458 P09232
P53540 Q12232
P39707 P18962
P38153 Q12232
P53959 P80667
P11914 P35056
P21951 P38137
P09547 Q05919
P38121 P53324
Q06551 P38356
P40513 P28795
P38207 Q08548
P16522 P33894
Q01574 P42223
Q08199 Q12524
P32790 P38247
P40160 P35845
P40568 P38797
P35999 P36125
Q12495 P27692
P06777 P53112
P11927 P20053
P38121 P43614
P47025 P39734
P29539 P39904
Q06385 Q12241
P40094 Q05867
P17536 P39113
P22035 P46971
P38756 P11655
P35999 Q06708
P38873 P40155
P40970 P38814
P31244 P15303
P36146 P27514
P25371 P53112
P53540 P38705
P32454 P33894
P35203 Q12122
P43583 P46985
Q06410 P47061
P08153 P41909
P49704 Q07418
Q04847 P23542
P36013 P38555
P24280 Q12527
P40047 P38329
Q08199 Q12246
P43583 P38137
P32913 P38855
Q03103 P32913
P13134 Q03694
Q03944 P17255
P04786 P33767
P26725 P32578
Q04002 P32333
P38969 P21147
P11075 Q06707
P06701 P53129
P40565 Q06677
P17891 P40529
P22936 P36168
P40160 P38714
P48813 P38745
P32522 P32913
P36018 P35197
P22336 P15303
P40047 P37296
Q03713 P41909
P30777 P40501
P03069 Q02204
P06777 Q02804
Q12096 Q05568
P24279 P28795
P42945 Q03714
P38283 P35056
Q08109 P46983
P36096 P53838
P32327 P40348
Q00684 Q06708
P00045 P39108
P14922 P21954
P13433 Q08236
P53633 P38821
P38968 P38137
P26793 P40061
P11076 P80667
P40457 P40155
P22035 P32837
P04147 P38793
P39077 P38737
P20967 P13586
P80235 Q12155
Q03455 P42839
P38825 P38153
P36016 P41807
Q05787 Q08215
P32609 P18410
Q05867 Q03322
P13586 P28795
P39723 Q12018
Q00816 P38821
P33411 P53253
P04786 P36168
P38705 Q12246
P07236 P38810
Q05931 Q01590
P05626 P20795
P18494 Q04934
P32621 P32796
Q06568 P32339
P35056 P25367
P26343 P16658
P53886 P38742
P32368 P11076
P46682 P53104
P12904 P38555
Q03880 P38137
P06197 P28795
P18410 P27614
P40958 Q04947
P14680 Q12122
P19658 P38182
P53968 P14772
P38825 P42223
Q00578 Q12241
P29055 Q03630
P13574 Q01163
Q05919 P32913
Q12191 P46970
Q12495 P40482
Q01802 Q07830
P40350 P50091
P36094 Q06096
P36224 Q05946
Q12524 P53273
Q06892 P38932
P10962 Q04651
P38910 P38959
P39522 P50091
Q04370 Q07895
P12683 P38137
P39720 P41318
Q05541 Q07540
P53629 P13134
P36162 P17255
P38817 P41318
P32432 Q04370
P32836 Q12142
Q04632 Q12255
P47031 Q12160
P47025 P53011
P09436 P32862
P32522 P38182
Q07540 P40030
P10849 P12868
P38814 Q04562
Q08920 P38137
P25365 P53838
P53397 P38793
Q12520 Q05568
P38077 Q05040
P13586 P39108
P41895 P47082
Q03063 P32578
P40368 P43555
P27895 P40007
P21951 Q12402
P36093 Q03694
P40066 P36775
Q03957 P53192
Q03697 Q04347
Q02773 P32796
Q12236 P28795
P36162 P25568
P03069 Q03694
P40825 P24783
P40532 P15303
Q03254 P53037
P38826 P39727
Q12098 P53951
P38555 P38855
P38989 Q12527
P22936 P53129
Q04751 Q03697
Q02773 P47114
P38714 P53121
Q12080 P80667
P38170 Q03824
P47026 P36168
P21592 Q12524
P07248 P38814
P40457 P23542
P36130 P41811
P32609 Q12149
P10849 Q04969
P47031 P25584
P47158 P53104
P32505 P34230
P40068 P24004
Q04002 P40318
Q06625 P32363
P39113 Q12524
P09959 P39525
P36093 P50087
P14680 Q04697
Q04632 P34230
Q07732 Q07418
P37292 P40061
P43583 Q12402
P40345 P40395
P15315 P38855
P47026 P32837
P13382 Q12016
P34072 P40495
P06778 P53104
P06701 P20606
P27895 P53867
P25694 P53845
Q05040 P11076
P32485 Q03630
P53104 P28795
P18409 P32837
P21147 P38929
P50896 Q12102
Q12159 Q04562
P47112 P32387
Q05541 P25365
P32380 Q04370
P10507 P34237
P28737 Q02725
P32600 P25584
P53104 P06197
P04386 P43594
P34111 Q08227
P38182 P32796
P31115 P40094
P47112 P41909
Q02793 P23542
Q03497 P41318
P38756 Q03322
Q03465 P38959
P22336 P20967
P09119 P38555
P40030 P38855
P47025 P34756
P32790 Q03897
P40513 P38164
Q01159 P36016
P36013 P17255
P38717 P38742
P54790 P38231
P53324 P25386
P35729 P47170
P25345 P46983
P36039 P39702
P07342 Q05568
P21951 P20606
P26754 Q07878
P34072 P32609
P03874 P53868
Q06892 P13586
P22855 P53730
P40513 P53104
P40530 P39524
Q12464 P40155
P09959 P14904
P22137 P21375
P41811 P53104
P38991 Q92331
P14680 P07884
P29056 P53838
P38261 P27697
Q04629 P20795
P33418 P38714
P29056 P32339
Q12142 Q12524
P39904 P32837
Q03713 Q04491
P53286 P36168
Q12142 P46983
Q12142 P33760
P30771 P42839
P36125 P28795
Q02732 P36096
P43583 Q04629
P39986 P42836
P04147 Q08951
P53286 P34072
P21657 Q06677
Q06704 Q04031
Q01574 P38329
P53968 P31382
P13574 P46983
P15303 P12687
P39006 P15303
Q03778 P25386
P32368 P39981
P32368 P47082
Q92331 Q06091
P25299 Q99190
P48567 P38855
P06105 P42839
P22579 Q04599
P42945 P46983
Q12411 P53845
P12689 Q08921
P25298 P53112
P37292 P36168
Q03218 Q08236
P22148 P38745
P53076 P22023
P11655 P41909
P32862 Q12298
P11075 P41318
P13433 P18962
P53079 Q08001
P38162 P40955
Q03530 Q08215
P34223 P53104
Q03330 P40482
P54784 P25345
Q05050 P40061
Q08921 Q08215
P31380 Q12520
P48525 Q12246
P40090 P38137
P48559 P40501
P33895 P41807
P13586 P32913
P32908 Q92331
P47116 P21825
Q12365 P15938
P22936 P33760
P36057 P41909
Q12223 P53253
Q12402 P14772
P25371 P39968
P38753 Q06385
P54861 Q05787
P29055 P14904
Q06410 P06197
Q06568 P40482
Q03465 P22023
P39682 P42836
P36013 P46983
P40518 P38931
P39986 P40482
P19880 Q01590
P38353 Q08215
Q12315 P35197
P46951 P41909
Q07807 P32837
P25298 Q01532
P32913 P07342
P10961 P53629
Q06568 P38932
P53324 P32837
P09959 Q03630
P38753 P27697
P26755 P46983
Q12520 P53950
P36161 P32361
P06701 P11075
P29539 P32902
P38873 P80667
P38745 Q03824
Q12142 P38273
P53199 P43601
Q04002 P39524
P08417 P38137
P00045 Q12191
P22579 P41909
P36094 Q06704
P53061 P40061
P36037 P25386
P39986 Q08951
Q99287 P32621
P89105 P38272
P52488 Q12255
P50945 P36051
P25345 Q03455
Q99186 Q12122
P40529 Q04370
P46681 Q12155
Q02630 P34230
P35180 Q04632
P40825 P38176
P36093 P28795
P40341 Q06708
P39707 P27614
Q07532 P24004
P06197 P53104
Q08920 Q04969
P32524 P38273
P47112 P38153
P53121 P40155
P30771 P25386
P80235 P41318
P15891 Q07921
P16658 P53541
P52891 P53324
Q06644 P09232
P35189 Q99287
Q12372 P40094
P22543 Q03308
P22211 P22855
P30822 Q04228
P25574 P39526
P38162 P40509
Q12154 Q03370
P20606 P38176
P14291 P28795
P32505 Q12071
P32339 P53079
P25574 Q05568
P31380 Q03370
P53735 Q01590
P39522 P18410
Q03697 P50091
Q03218 P39524
P25574 P22543
Q06385 P53297
P09119 Q99385
P38283 P42951
Q04053 P38329
Q04651 P50091
Q03330 P40527
P35200 P32361
P09624 Q02804
P40066 Q00582
P47025 P53959
Q12511 Q08921
Q03530 Q06541
P40343 Q03834
P36775 Q12372
Q03702 P47082
P20606 P35197
Q99332 P43601
P10962 P80667
P47069 Q99190
P48559 P46983
P29055 Q05902
P46682 P36168
P39986 P47082
P53845 Q12527
Q03322 Q08215
P47025 P53730
P08417 Q08144
P07261 P24280
P53040 P32578
P47069 P43621
Q08144 P20795
P07560 P39702
P39682 P24004
P39678 P39108
P09624 P24004
P53845 P34111
P48567 P39526
P32863 Q08484
P39006 P53838
P53159 P25386
P07263 P53847
P26188 P20606
Q01649 P46655
P48567 Q05568
P32873 Q07979
P32908 Q03630
Q02336 Q03370
P40457 P38077
Q12114 P33760
P13382 P25568
Q04632 P34756
P38088 Q03455
Q08951 P33760
P38972 Q06164
P38179 P41909
P40350 P32578
P39720 P25584
P25569 Q03824
P35192 P39722
Q06625 P35056
Q01454 P40395
P32485 P25386
P35179 P80667
P11655 P80667
Q02804 P28795
Q04751 P43555
P08458 Q07468
P47112 P20795
P18544 P25045
P38991 Q12745
P38863 P27614
P07261 Q06651
P03069 P22023
P36039 Q03697
P40350 P32939
P38111 Q04491
P34077 Q12527
P14693 P53253
P38873 P50091
P15179 P47026
P15303 Q04401
P28241 P80667
Q08920 P13586
P04050 Q05568
P15424 Q92331
P08417 P23293
P14737 P40395
P12683 P41909
P32380 P46985
Q01454 Q01574
P06839 Q12096
P47116 P10127
P33767 P32386
P53008 Q04491
Q05931 P38682
P40155 P09232
P53324 P36168
Q6WNK7 P28737
P40026 P32796
P11655 Q03694
P53011 P35180
P53974 P53127
P29539 P32476
P36130 P35729
P16658 P40501
P53121 P23542
P38810 P34230
P40367 Q12527
P34072 Q12745
Q12511 P50944
P38991 P32580
P49704 P37020
P40970 P46682
P40482 P40155
P12383 P32074
P35203 P53845
P17891 Q12524
Q04651 P32600
P35729 P40970
P26793 P38810
Q12267 P53273
P39012 P50091
P32445 P46983
P40026 P40152
P06778 Q12372
P38991 P32913
P31111 P46983
Q12098 P40061
P53845 P53112
P12954 P35056
P41895 Q07418
P38863 Q03824
P38297 P41807
P52488 Q12096
P89105 P40155
Q02199 P32837
Q08951 Q05930
P24384 P53112
P40056 P20795
P40051 P36018
Q00816 P22543
P46951 P07170
