P15923 P10155
Q9BYK8 Q9UJM3
P50897 Q9P0M9
P56915 Q6V1X1
Q13888 Q6XE24
P32780 P46199
Q02447 Q9UBC9
Q9UKN8 Q9P032
P51532 Q9HBG6
P31277 P0C7P0
Q8WXU2 P22681
P31274 P09132
P48431 O43396
Q9Y675 O14618
Q9UKF6 Q16698
P09630 O14618
Q6UXN9 Q96HU1
Q96LA8 Q93015
Q5TB30 Q9NRN7
P40617 P63302
Q9NVR2 Q9HC29
Q99966 P54098
P31275 Q9NP92
O75971 Q96AA8
Q9H6T0 Q969Y2
P62316 Q9NRN7
Q00056 Q06520
O75150 Q5EBM0
O60671 Q9Y3D3
P51531 P16050
Q9BUL9 P22681
P11473 O75394
Q03923 Q9BYC2
Q02080 Q96G61
P12004 Q15102
P31275 P16083
P19532 P35754
P06280 Q9BV36
Q13573 P31937
Q02539 P62917
Q9H3P2 Q9NWF9
Q9NVP2 Q9Y2R5
Q9C0J8 P28161
P52657 Q8TF09
Q13115 Q96M27
P18847 Q9Y239
Q9UJC5 P82909
P78527 P18054
Q15560 Q8N1V2
P23193 Q9Y4B6
O75164 P25398
O95551 Q9UD71
Q15424 P42679
O95619 P0DMN0
Q04727 Q13085
O95639 Q9HD33
Q9GZZ0 Q9BV79
Q14CB8 Q01469
O95551 Q8TF09
Q8N9N8 Q9Y3B7
O43829 P32322
P23760 P51114
P29084 P48163
O43593 P51114
P47928 Q8TE04
P56282 Q8WXC3
Q9H1Z4 P00568
O43929 Q9NR19
P26599 Q9NPB1
Q14119 O14618
Q02386 Q9Y3E5
B2CW77 P78540
A6NDE4 Q16698
P36402 P63167
Q96BP2 Q8IX03
P15408 Q9BRA2
Q9UKY1 P83111
Q9NZI6 P20591
P15289 P06132
Q9UJC5 Q14999
Q86UE8 Q16851
Q02548 O95379
Q9Y5K3 P13797
P19793 P35754
O15353 Q8N4E7
P36915 Q9UHX1
Q12857 Q8N183
Q9NR56 P11245
P31629 P09455
Q96FI4 Q9BR61
P50750 P35237
P23193 P49753
P14653 Q9UBR1
P51532 Q9UNE7
P62879 Q8TBX8
Q5XKR4 Q92844
P17275 Q16643
P17483 P29218
Q6ISB3 Q16740
P28069 Q9ULW8
Q15916 P22061
Q99612 P00441
P30260 Q9H4A3
Q9NX01 P46459
Q58WW2 P46459
P35244 O43837
O96028 Q08752
P83876 P68104
Q9HCS4 Q9BSE5
Q9BX63 P35325
Q6W2J9 Q9Y3D5
Q9H3P2 Q9Y216
P49842 O43396
O14593 P23921
Q9H5J8 Q8TDY4
Q9UBD5 Q8TF40
P17861 P00325
P41970 P50453
Q96SD1 Q8WVM0
Q8N9N8 O43182
P33992 Q16540
Q9HC52 Q08752
Q03923 Q9BTM9
O95990 P47897
Q06546 Q9Y4H4
Q9H147 O75648
Q8IVW6 P35754
Q49A26 Q08752
P05423 Q96G01
Q93079 P00441
P28702 P12104
Q6P2Q9 Q8WWY3
Q13761 P47874
Q9UL17 Q14442
Q15329 P62917
Q9BUL9 O60941
P17275 Q9BYC2
O94916 Q14204
Q9BWT3 Q9UBW5
Q13461 Q8WYK0
P11474 Q6UB35
P62487 Q08495
P07711 P00568
Q16533 P62917
Q9BXL8 Q9BZE1
Q01543 P09132
Q06945 Q14442
P09884 Q8TE02
Q9H147 Q9H7D7
O95243 O14618
Q15349 Q92552
Q9UBC3 O15540
O75526 P49638
O95409 P82933
Q13610 Q8NFG4
P0DJD3 Q96AA8
P23527 P07741
Q02386 Q9BSE5
O96028 Q06520
O60671 P49458
Q6UB99 Q08257
P31942 Q9BYC8
O43593 Q9BSE5
Q15697 Q99757
Q9NR55 P35326
O96028 Q9Y297
Q9NX01 Q7Z2X4
P08236 P51114
O60563 O95400
O75132 P35326
P61244 P68402
Q9UKY1 Q9NQR4
Q9UKN8 P17706
P54278 Q92665
O15530 O95988
Q96KK5 P13798
P08651 O15540
O60814 Q8WXC3
P53634 P49638
Q9BTP7 Q02252
P49917 Q6UB35
O94953 P22528
O15178 Q9BUE6
Q6W2J9 Q16854
Q9BWE0 P47897
Q14188 P51970
P51948 O75879
P04198 Q14914
O95931 Q9NR19
Q9H2F5 Q96A58
Q9HCG8 P23297
O60583 Q16613
P28702 P53597
O96019 P82664
Q12962 Q6UB28
Q9NV56 Q96GX9
D3DTV9 Q3BBV0
P0C0S8 P06732
Q9H9S0 Q9UIV8
Q9Y5K3 Q04828
Q9Y675 P15104
P09630 P15104
Q16514 Q9Y239
P34059 P06732
P31267 Q9Y2J8
P06454 P48643
Q9Y6W3 Q01469
Q02535 Q6XE24
P15289 P0C7P0
P10242 Q9Y2J8
O43791 P08319
Q96S53 O75880
P23759 Q14442
O15178 P30048
Q8WVY7 O15305
Q96BN2 P07327
O75506 Q14749
P41134 P50453
P50613 P36957
P05423 P40939
P09012 Q9H0A6
Q9UKF6 P42765
Q9BSF8 Q3BBV0
O43719 Q6B8I1
Q14119 P18054
Q9NV56 Q9BRA2
Q5RKV6 Q9Y2L1
Q53T94 P51116
Q8WTS6 P06132
Q9BWT3 P08263
Q13362 P13798
Q8WUA4 P52565
P50750 Q9NP92
O60563 P48147
Q12951 Q6P1L8
Q14863 O00338
Q969F1 O14920
O43148 Q93015
P38571 Q01581
Q9Y2V3 Q9Y4B6
P17900 P82914
Q5MJ70 P28161
Q15572 P78368
P61244 Q9ULW8
P31277 P36957
P18847 Q9UHX1
P06280 Q9BSL1
Q14938 O14618
Q9Y5B0 Q9Y238
O95248 P01040
Q99684 P26639
P32314 Q15173
Q9UBC0 P35321
O14981 Q92552
O43929 O75363
Q04727 Q9BRV8
Q9BWW7 P35326
P58012 P20591
P15408 P36957
Q5QJE6 Q16543
Q5M775 Q8N183
P58304 Q15046
Q9Y2X9 P29218
Q6STE5 Q9BYD1
Q05048 Q13546
P15036 Q9UD71
P46063 P29218
P48382 P49406
Q9Y6X8 Q14442
Q9BUL9 Q9BYC9
Q02386 P83111
Q14119 Q9UDX5
Q96RE9 Q9BSE5
P20226 P56277
Q05923 Q96GX9
Q0VG06 Q9UJM3
Q13610 Q9NYS0
O75593 Q96EK5
Q9UKF6 P00558
P61964 P52566
Q9BXL5 Q9P0M9
Q9UJA3 O60678
O00462 Q9UGK3
P82970 Q76N89
P23760 P51116
Q9UBR2 Q16740
Q15911 Q08752
Q9H6T0 Q9NY33
P39748 Q96HA7
Q6ZYL4 P41252
P18615 P12271
O00267 Q8TE02
Q6ZYL4 Q92837
Q96AZ6 O43837
Q9HCU8 Q92837
Q12800 Q99956
Q6EKJ0 Q15185
Q7RTV3 P82663
Q15637 Q12931
Q12996 P10599
Q9GZP8 P55084
P20264 Q9Y291
P18074 O00170
Q3YBR2 P52565
P52701 O15540
Q9NVU0 Q9BV79
Q86WQ0 P51398
Q9UGU0 Q9UPY3
Q53H80 Q96I99
P04066 Q16143
Q9H9S0 Q9BYC2
P19532 P49458
P26368 P49411
Q9NZC4 P50120
P17900 P49589
Q14526 Q07020
P30307 P24666
Q13950 Q5JY77
Q03052 P57723
Q9BWT3 P30838
P10253 P48735
P06280 Q07960
Q9UHV7 P82930
Q9UI36 Q8TF09
Q02556 P53597
Q05923 Q9HD33
P19622 P28838
O00268 Q9Y3D3
P06746 O60678
P33076 P13796
Q9HAW4 Q68J44
P19622 P22528
P28358 Q9UKF7
P31629 Q01469
Q8NB91 O75534
P49759 P32119
Q9UK76 O75170
P19387 Q96HU1
P23771 O00338
Q8WUA4 P21673
P09012 P21399
P27540 O00338
Q6ZYL4 O75828
P50539 Q8N427
Q99697 Q9ULW8
P17405 Q9Y234
Q8N5A5 Q9BYG8
P17483 P78358
Q9UHQ1 Q9Y4B6
O60481 P35326
Q9UBD5 Q8N183
Q5U623 Q8IX03
P18615 Q13795
Q8WX92 Q14678
P10412 P13489
Q12946 Q9Y2R5
Q96I25 P13797
Q15014 P46783
Q9H3D4 Q9Y238
P08651 P78540
Q16533 Q13162
Q09666 Q16851
P08621 O60239
Q9NV88 Q07973
Q9UGL1 P68402
P63162 Q9UNE7
O14862 P53597
Q8IXH6 Q13310
Q16629 Q96P71
P08579 Q8N9N2
O75150 O75394
P13686 P62942
P58012 P00352
Q12800 Q8WXI4
O75607 Q13546
Q99684 P35326
Q15233 O43307
Q15014 Q96GX9
O60675 P10155
Q9BYK8 O75394
Q969G3 P83111
Q6DN03 Q9Y3E5
P11161 Q8N9W6
Q9UJA3 Q16719
O43679 Q99469
Q14209 P61970
Q3YBR2 P51649
Q9BWT3 Q9H0A6
Q9Y6J9 P32119
Q8IVL1 O75879
O96019 Q9Y3D5
P08579 Q8N4E7
P27707 Q9NY74
Q16828 Q9UHR5
P28358 Q9NP97
P27540 Q9ULC6
P31273 Q9BUE6
Q14938 P43897
Q9NTZ6 Q7Z2X4
Q5VVJ2 Q14442
Q12946 P54868
P23527 P68402
Q9HAW4 Q9GZZ1
Q15393 Q92837
Q9NVR2 O14727
P15918 P22528
P14652 P06132
Q8WZ19 P21673
P78549 O95749
P28702 Q9BU02
Q9H0E9 Q8WXC3
Q9Y5Q9 Q2M3C7
P17900 Q14894
Q8IY57 O15091
D3DTV9 Q96G01
Q7RTV3 Q6PRD7
Q9UGU0 P14598
Q69YI7 P08319
Q6NXT2 P15559
Q96RE9 P51116
P62304 P34897
Q99638 P68104
P55317 Q16698
Q5VWG9 Q9UD71
O75164 Q16643
Q9NYD6 P51114
Q12948 Q9HD34
P50539 P13693
P23511 O75648
Q9UBU8 Q96M11
Q8NCU7 Q9H2J4
O14776 Q96LI5
Q99594 O14561
Q9UNP9 P48730
O75503 Q9HCN4
Q16576 Q8IWZ3
P48431 P49914
Q15572 Q8WVN8
Q02086 O60678
Q13118 P20132
P17509 P05089
Q9GZP8 Q58A44
Q99877 Q13287
Q99594 P48147
Q96I25 Q99956
Q15393 P16949
A6NLJ0 P12104
Q15291 P21695
Q12947 P49411
Q15562 P07148
Q13568 Q93088
Q96DT0 P07741
Q9Y675 O75879
Q9UKI9 Q9H9J2
P61964 Q9Y295
Q13123 P15104
P82970 P51553
P26368 P49638
O75971 O95405
P42695 P0C7P0
Q5MJ70 Q2M3C7
P83876 Q49AM1
P46063 Q9HBG6
P56282 P23378
Q9UNP9 A2A3N6
Q8IXQ5 Q9NZE8
Q93079 Q9BW04
Q8NB91 P04183
P10253 Q8WXI4
O60315 P51114
Q9UBK2 Q14678
Q9UGP5 P68402
Q13761 P14598
P55771 P57723
P49715 P78358
Q02386 P50120
Q68CP9 P35754
Q8IXQ5 P36957
Q9UBP6 P46199
P49715 Q6UB35
Q53H80 Q9UGC7
P42695 Q96GX9
Q15054 Q16143
P17482 Q99487
O14862 P51970
Q99638 Q07973
Q9UJA3 O95848
Q14526 Q9ULC6
Q15415 P48729
Q9Y5P8 Q16613
P19532 P45877
Q99638 P53384
O15514 Q9P0J6
P32519 P78358
Q96PU4 P22061
Q8IZL9 P07148
O00287 Q969P6
O15379 Q9BYC9
Q9HB96 P49902
P20671 P07148
Q9BWE0 P35326
Q13243 Q9Y234
Q9C002 Q99558
Q14188 Q93088
P38571 Q96RP9
Q9UHQ1 Q9NP92
Q9NX01 O75936
P11473 P23921
Q13950 P43304
P35475 Q9BW04
Q99638 Q9NP86
P28324 P07148
P0C1S8 Q8TE02
O43513 Q9NRN7
P49759 P11586
Q9UNP9 P00918
Q01196 Q07973
Q53T94 Q08257
Q69YI7 Q8TF09
P86791 A2A3N6
P41212 P10155
P13686 P21673
Q9H9S0 P15559
Q9BSF8 P62495
O15379 Q13085
Q5VTD9 Q9BV79
P55316 Q16612
P43235 P31350
Q96JN0 Q9Y2D0
Q9Y5B0 Q2M3C7
Q02548 Q9UBR1
Q8TBZ0 Q8TF09
Q8IVW6 P22061
O15353 P00558
P23527 P61970
Q8IXQ6 P50135
P78527 P09132
Q9HB96 Q9Y4B6
A6NEQ0 Q9Y6R0
Q05516 Q16851
Q9GZZ0 P00325
Q15572 Q96QG7
Q00056 P25398
Q9NZI7 P51553
Q96PU4 Q9UJM3
Q9NZC4 P31937
Q8TAT5 Q9NRV9
Q15560 Q9NR19
Q9Y5B0 P35558
Q14209 Q12931
O96028 Q9BYG8
P83876 Q6P2Q9
O75643 Q9Y676
Q8TAD8 P50453
Q14186 P34896
O60675 P82664
Q9Y463 P35754
O43172 Q15029
Q13610 Q6XUX3
P39748 P09960
P68431 P52815
Q9UNN4 Q96TA2
O75971 P12271
Q15561 Q6XE24
Q99594 Q8TF09
Q99590 P35325
P05423 P48200
Q3ZCT1 P13489
P15336 Q16851
Q15022 Q9P2W6
Q8NHV9 Q08752
Q92966 Q9NP97
Q9UBK2 Q9H6S1
P10914 Q9NR19
Q9Y5Q9 O95154
Q92731 P00326
Q49AN0 Q9Y297
Q99967 Q8NFH8
O75461 P25325
Q01459 Q9BWD1
P20933 P46439
P09630 O00170
P16402 Q8WXC3
P62314 P31937
Q8N6I1 Q969K4
Q9H6T0 P98170
O14948 Q8WUN7
Q86WQ0 Q99558
Q9Y3Z3 P13489
P15976 O15235
P12755 Q8N9W6
P07992 Q92552
P17050 O00743
Q86YN6 P23381
Q16656 Q9H257
Q9BTP7 Q15080
P51826 P01040
P35712 Q9H9J2
Q16385 O43819
Q9HCD5 P15559
Q8TAT5 P62937
Q15561 O15540
Q6W2J9 Q9H0U6
Q8TAT5 P78358
O43325 Q12931
Q13889 P31937
Q15542 Q12815
Q9UHB7 Q16719
O60315 P46783
Q9HBE1 Q9BRJ2
P25774 P42679
Q9UJA3 P62937
Q9UIV1 Q03013
Q86TM3 P00441
P07992 Q9BW04
Q9UKY1 Q9BRJ2
Q9Y5Q8 P83111
Q96FI4 Q9NPB1
P0C0S5 Q16540
Q5QJE6 Q9BV36
Q8WXU2 P33402
O75529 Q8WVN8
O75400 P55854
O96011 P28328
Q5THR3 Q14914
P26358 P08263
O60315 Q96GX9
Q96AZ6 Q14651
P56915 O43819
Q03701 O75394
O43680 Q6UB35
P33240 O15217
O95411 P20592
O60671 Q5EBM0
P11473 Q96LI5
P35548 Q12849
Q99583 Q8N983
O14981 O95848
P49917 Q9NVS2
Q9BPZ2 P36957
Q7Z5Q5 O43396
P55318 Q969K4
O43593 P09455
P52926 P59044
O60508 O75563
P27695 P19878
Q9ULX3 P17174
O15151 P51116
P35269 O75879
Q8TE85 P00918
D3DTV9 Q14678
Q9NR55 P15559
Q16514 P82675
Q9BPZ2 Q16540
Q7L7L0 O95379
O75593 Q8NFG4
P12004 Q6WQI6
P43699 P11245
Q9NTZ6 P09488
Q13356 Q12882
Q6UN15 P40227
Q9UBR2 Q14678
Q13595 Q00059
P09234 P07741
Q15054 Q6B8I1
Q92759 Q9H2J4
P16220 P0C7P0
Q99729 Q9Y6R0
O75807 P20132
Q13123 Q9BYG8
Q16629 Q9H257
P13349 Q9UDX5
O95343 Q9UKF7
Q8IUE6 P83111
Q96QT6 P00325
Q8N5F7 Q6P1L8
Q07864 Q9NP97
Q01459 O43504
Q8WVY7 P21399
Q6W2J9 P78540
Q9BSF8 P33402
Q9UBU8 O75363
Q12948 Q14651
P54278 P62937
Q15542 Q9Y2T2
Q96T60 Q9NT62
P15036 Q9Y3D5
Q9GZZ0 Q8WXC3
Q9UKV3 Q9UDY6
P26599 P53396
P15586 P50452
Q9NVP2 Q9BYD2
Q6PJT7 Q8TE02
Q8N1G1 Q6PRD7
O94906 P78540
Q8NFU5 Q9BU02
Q13105 P51970
Q8IZU0 Q9BU02
Q07869 P09132
Q8IVW6 P78540
Q99733 O75897
O00311 Q9BZE1
Q01543 O95379
Q13461 Q9BUT1
P78364 P18054
P07686 P22528
Q06413 P28161
Q15542 Q5VZM2
P15976 P40925
Q05048 P21266
O60381 Q96LI5
Q9NTZ6 P98170
Q99581 P51114
Q9H9Q4 P17661
Q8WVY7 Q9H257
P18846 P12277
Q9ULG1 O95848
P15173 P16083
D3DTV9 Q8NI60
Q9BV90 P82932
P28702 Q96GX9
P27695 Q99956
Q13285 P50135
P62995 Q6P1L8
Q9Y2P7 Q8N3H0
Q16666 Q9UD71
P35637 P46199
O00712 O75363
Q96QV6 O75648
O75526 P35218
Q9H9L7 Q9H4K7
Q96T37 P48735
O60284 Q9BTM9
Q96T88 P00441
P17405 Q92598
Q15853 Q16854
O00462 Q9BT17
Q12962 P35218
Q8WZ19 P23381
Q99990 Q16822
Q96QR8 Q9NP97
Q07864 Q96CS3
P17861 Q6UB35
P29084 Q9BXL6
Q07869 P13798
Q8N9N5 P30048
Q15543 Q13795
P05164 P13796
Q6UN15 P16152
P56282 Q8N6F7
Q13761 O60711
Q8TAE8 Q01064
Q01130 Q16548
P17483 Q14749
P28069 Q9BYD1
P51513 P82909
O14646 P49406
O60683 O75192
P12524 P00492
P55318 P22681
Q16560 P83881
Q15561 P78540
O95243 P36957
Q9UHB7 Q9HBG6
P51688 P13995
P16401 Q9NZE8
Q96FI4 P09488
Q96DI7 P00338
Q9NZI5 Q9NQI0
Q9UKI8 Q93088
Q9Y4X4 O75897
P10253 Q9H257
Q13416 P82933
P30260 P50213
Q9NX70 P82932
O15379 Q92837
P27695 Q04828
P11831 Q6UB28
Q02086 O43819
Q96T76 Q9Y3D5
Q13889 O15235
P58012 P46199
Q12947 Q16772
P0DJD3 Q01581
Q9Y222 P05089
P41161 P78358
P19387 P29353
P17900 O75343
Q8TAP9 P49915
P31273 P18440
Q02548 P11766
Q6UB98 Q9UJM3
Q9NPI8 P22061
Q9Y6X8 Q8WWV3
P09017 P10599
Q9Y6X8 Q9BRJ2
P82970 Q8TE67
O43679 P53004
Q969J2 P00326
P11831 P98170
P07437 Q04724
Q69YI7 Q9NT62
Q9UHL9 P28838
Q99990 P62269
Q15306 Q9NX02
Q9UHR5 Q9NVV4
O43543 P09936
O60762 Q8IWT3
P56282 Q7RTR2
Q5M775 Q16719
Q9NTZ6 O60711
O14497 Q06520
P11831 Q8N9N2
Q9H2S9 Q9NQR4
Q16629 P17174
P58304 P13995
O43474 Q12849
Q96A08 Q92844
Q15424 P38646
Q8NFU5 P18054
Q14209 O43396
Q99729 P42574
P27540 P0C7P0
Q15853 P11766
P14921 Q9Y3D3
Q12800 P17174
Q8IZL9 Q9NZD4
P17482 Q6XE24
Q6PJT7 Q99487
Q8IUE6 O60477
P16455 Q9Y4K4
P27540 Q9P0M9
O00462 P21399
O15156 Q6PRD7
P13984 Q7L3B6
Q99967 P31327
Q15233 Q7Z569
P49335 O00142
P09016 P07327
P62306 Q13867
P43235 O43504
P31275 Q13867
P20719 P07148
O75971 Q9NR46
P39748 Q9NX09
P83369 Q9NT62
Q7Z5L9 P62917
P30260 Q68J44
Q9NTZ6 Q9UKU7
Q99684 Q9BPZ3
Q9UI36 Q9UBR1
Q9C0F3 Q9Y6G3
Q13029 P00441
O75586 Q8NEL9
Q9UNP9 Q14999
Q68CP9 O00170
P29558 Q96PU5
P20265 P51116
P17275 Q8TF09
O60671 P29218
Q6IEG0 Q96P71
Q06945 P49888
Q99697 P50453
Q86WB0 P50453
Q08050 O00743
Q9UKV3 Q07960
Q5XKR4 O95379
O00716 Q9NT62
P35452 Q04837
P05549 P46199
Q5THR3 P09132
P31269 P83111
Q9NX01 O60711
Q15544 Q9UGC7
Q14526 Q12849
P49715 P06132
O60563 P07327
P0CG12 P09455
Q96LT9 O75891
Q9NZI6 P48735
P55317 P23297
Q9BUQ8 P23378
Q2M1K9 P68402
Q9GZP8 Q9HCN2
Q9UBU7 Q9NRJ4
P27540 Q9BRA2
P17405 Q15173
Q9NS39 P05413
Q9NTZ6 Q9BYC8
Q13889 Q12931
P62879 Q68DY1
Q5VTD9 P35326
Q5T6S3 P45877
P10243 Q9BZE1
P12755 P55854
P28069 Q16719
P31269 P15104
Q15233 Q8N5U6
O75593 Q9UPP2
P18146 Q9UJM3
O94913 Q8TE04
P42785 P40261
P08579 P30838
P55318 Q9GZT8
Q8WYA1 Q9HD33
Q9H5F2 P13639
Q15744 Q9Y6G3
Q15319 P82663
P31276 Q9UNE7
Q9NV88 Q96P71
P16104 Q96GX9
O60762 Q96HA7
Q9UNS1 Q7Z7A3
P62487 O43776
Q14190 O43396
Q9H2F5 Q8NFG4
Q9H3P2 Q99469
O75676 P51114
Q13595 P82921
Q6ZRS2 Q9H0C8
P05549 Q9NX20
Q01196 P24752
O76039 P00492
Q9NPC7 Q9NX02
Q15573 P29762
P27694 Q6XE24
P04198 P00326
Q99878 P50135
O75676 O75880
P55317 Q13637
P25774 P53384
Q12800 Q9NX18
P23759 P50120
Q8NFU5 Q9NQR4
Q9Y5B0 P35790
P29374 Q9Y291
P04908 P57723
O00311 Q07617
P39748 P49368
Q14119 Q8N9W6
Q96AZ6 P17516
Q9H6S3 Q9UHX1
P18858 P11586
Q9H2F5 P49411
O96019 O95848
Q9UBU8 Q9P0R6
P53634 O43307
Q9ULV3 P59044
Q9UBX1 O75936
Q13950 P17987
Q6DN03 P09455
Q14186 P82912
Q9H5F2 O75891
Q9UIV1 Q96T66
Q7RTV3 Q8N427
P35712 P49914
Q9NP71 P52888
Q15911 Q92552
Q05925 Q8N6F7
Q8N5A5 Q9UN86
P30307 Q16613
Q6PL18 Q8WUN7
O60563 P47897
Q06945 P51116
Q99583 P31937
O14901 P35321
Q9H5F2 P24298
Q9H0E9 Q8WWV3
Q99878 P0C7P0
Q6IEG0 Q5JY77
P42285 Q9NQT4
Q08999 P50453
O94805 Q9Y297
Q15319 O14727
P04066 P29466
P17483 O14727
Q9NZI5 Q16698
P13010 P43897
Q02447 P13693
P10619 P62942
P31273 O15540
P17480 Q96NW7
Q9H8M7 P49915
O15514 P13796
P27695 O60711
Q02241 Q8TF09
Q9H0E9 P0DMN0
P10828 P32322
P35269 Q9Y2Q9
Q8IUM7 P25398
P57081 P17516
Q96QR8 Q6XE24
Q92826 P34897
Q02447 Q9NYK5
Q8TCE9 Q8WUN7
P17482 P34896
O95926 Q9ULW8
Q13118 Q8IVS2
P09234 O95400
P35244 Q8NEL9
Q12947 Q9P2R7
Q8WYH8 Q9Y2Q9
Q93077 P36957
Q9Y5Q9 P12081
Q8IU81 O14618
Q99967 Q8IUQ0
Q03989 P35754
P42785 P24298
O60341 P40925
Q9UKI8 Q9UDX5
Q9UK76 O95154
P12755 Q9P0R6
P19388 P06732
Q9NVR2 O15235
P49917 P49753
P41161 P49902
P49184 P13489
O75528 P01040
Q9UKV3 P52566
Q9BTP7 O75570
Q92769 Q9Y234
Q9Y5N6 Q14152
Q9UL17 P59942
Q05925 Q9BPZ3
O14776 Q9HC29
Q9BYE7 P46783
Q9NP71 P13995
Q15329 Q9BZL1
Q8IUM7 Q9Y6G3
P19387 O75534
P26367 O95379
