P32591 P38962
P46972 Q12071
P47074 P53273
P26793 P40061
P07261 P32611
P23644 Q06815
Q12232 Q04602
P37267 P40451
P48559 Q03338
P38203 P08468
P35189 Q04370
Q06096 P33760
Q08484 P41903
P10355 Q04396
P26793 P38137
P53008 P34237
P14693 Q08754
P16522 P43636
P39718 P38821
P22336 P15303
P42940 P53184
P53193 P22203
P06786 P38247
P49960 P34237
Q12480 P25694
P32787 P53906
P36131 P12868
Q03373 P41807
P40477 P80235
P15315 P38179
Q12154 Q02685
P38265 P14772
P40318 P40094
P38962 P25568
P25293 P38959
P38996 P17898
P40018 P32830
P38989 P53845
P16387 Q03370
Q08484 P53747
P32500 P53191
P46681 P53541
P34087 P32842
P53918 P40152
Q02630 P36163
P27801 P42944
Q03673 Q02774
P25298 P39718
P40477 P22855
Q3E790 Q03660
Q12425 Q12133
P17065 P23542
P35203 Q05902
P32453 P38221
P00045 P15303
P38991 P47170
P25375 P34072
P09119 P38334
Q05166 Q04632
P04803 P38349
P38221 P28795
P35734 Q12524
P23255 P38301
P13134 Q07418
P54999 Q03897
P25298 P20048
P38206 Q99394
P36146 Q06651
P35181 Q05899
P32432 P57744
Q04005 P40857
P40107 P41318
P12904 Q12473
Q06630 P38349
P18496 P39012
P38757 Q03899
Q99257 P28795
P43555 P41909
P12689 P39719
P40367 P40061
P38972 P43551
P40857 P25584
P38793 P24004
Q06417 Q12324
P53860 P23542
Q99190 P40155
P36093 P38164
Q04053 P38843
P06786 P36112
P39515 P35179
P38182 P53845
P35192 P53951
P20433 P53951
P08638 P34230
Q12745 P40155
Q08227 Q03322
Q02336 P50091
P32504 P15367
Q03723 P11655
P25639 Q12239
P32319 P27801
P40530 P38270
Q03554 P32386
P39715 Q05637
P22137 Q08743
P38323 P32837
Q02773 P50091
P43563 P32842
P81450 P41318
P40098 Q02804
Q04341 Q12372
P38879 Q12241
P46963 Q05568
Q02773 Q12270
P01097 P38873
P50108 Q12096
P32873 P22148
P47017 P48559
Q04199 Q99393
P53550 P38114
P48567 Q12255
P40457 P41800
P35201 P33894
P32863 P53173
P32628 P39727
P13382 Q03730
Q07821 P39526
P38992 P53273
P35723 Q99394
P28519 P38742
P22148 P32368
Q03308 P26321
P01097 P23542
Q05930 Q12522
P38323 P47040
P00128 Q02795
P22211 P41909
P38958 Q04370
P25604 P52868
P47116 P14772
P25385 P27801
P40548 Q08215
P13574 Q04602
P40018 P32331
P53303 Q05637
P34232 P22214
Q06630 Q04329
P54861 P53845
P38356 P35056
P38879 P35845
P38374 Q12071
P38839 Q12524
P16451 P46982
P40350 P25584
Q12749 P40509
Q08932 P32493
P23642 Q12524
Q12341 P36526
Q12411 Q12530
P16522 P38138
P32453 P25641
Q99186 P39522
P32776 P53951
Q08931 P32343
P49704 P53896
Q04947 P38855
P35734 Q07541
P53930 Q05787
P32863 Q05043
P00175 P11655
P38439 Q05809
P07269 P38272
Q03798 P53847
P08153 Q04651
P05759 Q12462
Q03954 Q08215
P38863 P48415
P57743 P38555
Q12270 P46983
Q03673 P17261
P54787 Q07897
P32829 Q02205
P36421 P25374
P10961 P17558
Q04935 Q06551
P49334 P53845
P47019 P38810
P09547 P23642
P32048 P29340
Q92328 Q03761
P53507 Q08215
P53930 P46943
P40155 P53838
P10849 P33894
P32790 P25591
P25694 Q12324
P18494 P54837
P48813 P13586
P53037 P07267
P21691 P17558
Q08931 P32613
P40026 P41909
Q12232 P32893
Q12208 P39108
Q02630 P25386
P09959 Q99316
P32352 P38182
P53973 Q03899
P06774 P13586
P22214 P22855
Q12464 Q12016
P47093 P38959
Q12402 P53184
P36161 P31109
Q12055 P27514
P06197 P38247
Q08931 P47026
P28627 P38316
P22579 Q04651
P47017 P47160
Q00873 P25303
Q07532 P23642
P26343 P37020
Q04199 P38992
P15315 Q04491
P25639 Q12408
Q04964 P32912
Q12452 P40155
P35734 P32609
P07263 P22211
P22133 P38858
P38996 P13711
P40471 P38932
P38272 P40155
P38335 P41800
P18888 Q08921
P19880 P38301
Q06681 P50091
P24279 Q06325
P23638 O14464
P32862 Q12298
P39113 P36016
Q12425 Q06497
P21691 P43601
P07274 P14164
P38989 P14908
Q04632 P53112
P47093 Q06497
Q00578 P50861
P32591 Q12324
P31380 P38292
P40026 P39526
P41911 Q08237
P53253 P25568
P57743 P43601
P53223 P29340
P36023 P23542
P41695 Q08004
P27825 P34240
P34232 Q02969
Q12411 Q07913
P22936 P53947
Q06217 P32629
Q12511 Q12382
P32803 P38855
P38345 P46983
Q05541 P25584
Q07807 Q12016
P38891 P42951
P48837 P32613
P38170 P18409
P38242 Q07418
P33895 P50091
Q12320 Q12016
P09547 P43635
P04840 Q07549
P40530 P41544
P42945 P24004
P31115 P08525
P38843 P53273
Q04847 Q12524
Q08457 Q04338
P80667 Q02205
Q08457 P39107
P39112 P23542
P32910 P14772
P07255 P35197
P40051 P25591
P43617 Q06169
P50945 P17261
P27825 Q12003
P41800 P40071
P25646 P33754
P25045 P36164
Q12246 P34230
P31111 P39112
P38261 P53273
Q00873 P38873
P12612 P50947
P16603 P50091
P47013 P47170
P28239 Q03899
Q12315 P53882
P40068 P09457
P25641 P80667
Q12159 Q03370
P42940 Q02725
P28519 P07286
P53061 P40159
P49686 Q02486
P38182 P13711
P49686 Q08650
P16622 Q04632
P14906 P31109
P31755 Q04562
P39702 P33894
Q12372 P38873
P38632 P53845
P48567 P38356
P39715 P30777
P22035 P09232
P38356 P24004
Q02199 P19516
P38211 P47170
P16658 P53039
P30902 Q02969
P22855 P41912
P47025 P53735
P21691 Q08960
P32613 P38292
P46963 P21957
P38198 P38176
P50945 P43621
P11914 Q06096
P40161 P46983
P53159 P38837
P34232 Q12096
P11075 P38865
P25615 P38292
Q04396 P41903
P35189 P48559
Q00578 P40576
Q12349 P53083
P38162 P15303
P47093 P39727
Q12411 P07269
P38265 P24004
P02293 P37296
P53267 Q99394
P40185 Q08474
P25375 P38237
Q99325 P22803
P09959 Q12524
P40084 O75012
P19736 P40155
P15315 P38921
Q12223 P38137
P36012 Q04749
P33296 P11655
P53303 P50091
P14020 P53112
P40341 P22803
P24384 Q02725
P08456 P23542
P25591 P38228
P27705 P23642
P33201 P53299
P05066 P53195
Q99186 P31384
Q99257 P09232
P48415 P36107
Q04005 P53860
P40557 P23542
Q03691 P53104
P25574 P25613
Q06675 P38932
P46964 P32796
P14359 Q05871
P36125 P38742
P32432 P53112
P38962 P32796
P46963 P27796
P17890 Q03020
P22137 Q99393
P38757 P53184
P17890 Q07807
Q12109 P40167
P18900 P35206
P20485 P39516
Q06405 Q04370
P53045 P43601
Q12098 P40857
P39113 P39108
P48813 Q12028
P20433 P41544
P39006 P15367
P25580 Q12142
Q12191 P38176
P39722 P22214
P40554 P46985
P32504 P40526
Q07807 P38292
P04037 P27614
P29469 P32897
P38169 P37020
P32454 P41912
P39986 Q06708
Q12749 P47082
P21691 P39010
P06105 P36164
Q12349 P13711
Q07451 P17255
P38206 P22855
P46951 Q03246
P32505 P47818
P25694 Q08742
P35189 P18544
Q06163 P21592
P40008 P38069
P41920 P41903
P22141 P53083
P02309 P13711
P07261 Q02896
P11746 P23542
P47065 Q00582
P49687 Q05568
P13393 Q03322
P22136 Q04228
P38011 Q02685
P36149 Q12524
P36131 P42223
Q00684 Q08280
P06168 P38932
Q08457 P16661
P48439 P25584
P36012 P25584
P38996 P39718
P30656 Q08023
Q04847 P40367
P40957 P40544
P40208 Q04934
P30822 P35176
P36147 Q03778
P25042 P38356
P13134 P53248
P53192 Q02969
P32908 Q05809
P33201 P53121
P21825 P13134
P53083 P35197
P31539 P50091
P49775 Q03530
P35200 P25591
P06774 P35845
Q12016 P23542
P48837 Q01163
P20434 P25385
Q03338 P27796
Q06032 P25613
Q03702 Q05902
P39107 P38855
P32790 P38837
Q06169 Q12527
P07263 Q12255
P40066 P14359
P14737 Q06567
P00410 P53838
P34161 P17261
P31378 P39986
P12954 Q04991
P25583 Q08484
P43583 Q06177
P38114 P32913
P21801 P38164
P25639 Q05568
Q12745 P38292
P14291 Q02969
P25591 P40060
Q02784 Q06541
P17106 P25584
P35189 P53112
P53199 P34240
P32913 P39718
Q12142 P39718
P33895 Q12380
P53394 P40482
P38439 P53896
P27692 P46982
P07248 P23642
P07286 P38137
P53039 P80667
Q04746 Q08474
P40350 Q03694
P52593 P39718
P25298 P34237
P22035 Q00539
P40341 Q08236
P25044 Q07532
P19736 Q06169
Q03308 Q03218
P46678 P38228
P35729 P38152
P34160 Q12346
P35734 Q06169
P40018 P15303
P18544 P53079
P38261 P53248
P43636 P53838
P14291 P25613
P40026 P35200
P19880 P08456
P32836 Q02205
Q01802 Q12524
P40971 Q12142
P53104 Q08964
P39113 P39727
P08425 P39718
P53951 Q99385
P40544 Q04272
Q05583 P39718
P21592 P38244
Q02630 P53192
Q07830 Q04410
P43582 P24280
P07269 Q03337
Q03020 Q07904
P21190 P47170
Q04632 P34230
P21951 P25613
P12683 P53184
P07248 P28795
P38152 P53253
Q92328 Q02969
P10961 Q12405
P36161 P53337
P20967 P26725
P14359 P25584
P53337 Q05568
P39104 Q07451
Q12208 Q12028
Q04408 P38356
P17442 Q04632
P21691 Q06346
Q06686 Q12246
Q12431 P25385
P38968 Q08236
P40018 P38821
P22035 P32613
Q3E790 P38329
P36125 P47818
P38221 Q12405
Q04472 P36051
P25338 P47160
P17898 P11076
P32524 P53954
P40026 Q12241
P28742 P39682
P53171 P29340
P05759 P32600
P61829 Q05871
P37296 P36168
P25043 Q12404
P38115 P53076
P31244 P61829
P34237 Q12301
Q03308 P38138
P40567 P37298
P32445 Q02969
P38891 P33760
P36018 P38301
P25580 Q07895
Q07732 P35845
P20107 P32796
P33303 P47075
P28737 P34237
P34077 Q06177
P40576 P25386
P38341 P22543
P07263 P53039
P25694 P16664
P35201 Q03697
P16658 P53845
Q3E790 P47064
Q12055 P34237
Q07395 P25568
P32573 P33894
Q08645 P42223
P15938 Q08474
Q03338 Q05521
P39106 P39718
P32363 P53184
P26343 P22543
Q08951 P04819
Q08227 P08458
P53045 P32913
Q06568 P38932
P38203 P41318
P11927 Q06163
P35192 P11076
P52553 P39981
Q12411 Q08236
P38874 Q08822
P32485 P12683
Q02260 P16622
P38972 P50102
Q01574 P41903
Q04370 P47082
P50945 P53950
P32863 Q08955
Q05919 Q03824
P32836 P23644
Q03497 P43621
P12689 P43621
P47116 P40008
Q03063 Q08004
Q03530 P09232
P36094 P33311
P25574 Q08280
P37267 Q02969
Q03530 P40094
Q01649 Q03784
P22035 Q12142
Q08931 Q05568
P37298 P43571
Q07904 Q07376
P09119 Q99385
P39104 P53104
P38826 P27514
P25580 P39923
P53845 P30620
P53956 P32573
P38374 P53732
P19882 P13711
Q00776 Q04329
Q06686 P19541
P37267 P42839
P47065 Q08215
P40484 Q05637
P23639 P40107
P53878 P40003
P53865 P53147
P53629 P25584
P22804 Q06169
P40518 Q02455
P35180 Q03530
Q06217 Q02774
P46995 P39525
Q12155 P40509
P10507 Q12524
Q03880 Q92331
Q12223 P53219
P40530 P39524
P35201 Q02772
Q00816 Q08215
Q12386 P40107
Q08645 Q03778
Q03944 P39718
P23644 Q06708
Q99332 P38814
P39715 P40075
P52488 Q06567
P25451 Q03455
Q03465 P53191
Q00684 P38221
P40509 P41318
P38921 P38292
Q08227 P36164
Q12155 P38358
Q12495 P28791
P54784 P38211
P48567 P34240
P53073 P47061
P13434 P53166
P18494 Q07418
P46989 P25568
Q06681 P36051
P36016 P47040
Q05776 P40526
P21657 P39722
P00045 Q12160
P17898 Q04934
P36130 Q03730
Q02642 P27796
P25042 Q04602
P40413 P32628
P12695 Q12520
P06786 Q12028
P40548 P47160
P40155 P40533
P34077 Q03370
P00410 P32800
Q99394 P38855
P38825 Q04119
P46989 Q06681
P36093 P53192
P48527 Q07549
P38991 Q12527
P38179 P47040
P38325 P39718
Q01802 P46682
P32790 P23644
P52871 P40056
Q12192 Q05568
P40202 P38278
P29704 P25613
P05759 P38244
Q01532 P38358
P21691 P50108
Q07532 P39904
P16658 Q07549
P40160 P50091
P36023 P53271
Q08650 P53104
Q12080 P47818
P38203 P09624
P40530 Q08004
P12695 P53093
P41544 P38301
Q12382 P38244
Q02896 Q12524
P53193 P29340
P22936 P39718
Q06815 Q04602
P41544 P32842
P14291 P35691
P38069 P24004
P25293 Q03694
P20434 P53039
P21190 P38325
P53974 Q04368
P33418 P40582
P40970 P46682
P00175 P43601
P32611 P53290
P38839 P36051
Q99332 Q12527
Q05050 P40565
P41733 P17065
P46671 P53622
P50087 P48559
P36421 Q06169
P25365 P40451
Q12114 P38778
P25343 Q08387
Q08023 P32796
Q01454 P53845
P07255 P16151
P45819 Q04368
P38910 P35197
Q06485 Q12205
Q06159 P32796
P17891 P38310
P36130 P29340
P47019 Q00539
O74700 P53079
P32361 Q06497
P22214 Q08215
Q04087 P38152
P53956 P13586
P53121 Q03554
P15179 P39981
P40529 P22203
P19736 P28627
Q08230 P29340
P39522 P40527
P36094 Q12473
Q12511 P38742
P25385 P00729
P22213 P38953
P04147 Q08023
Q07395 P11914
P41912 P40071
P38286 P53845
P32379 Q12016
P07272 Q06497
P38991 Q12745
P32048 Q12016
P53628 Q12181
P40513 P47124
Q01454 P40395
Q03063 P80235
P40515 P46985
P43617 P24280
P40071 P38742
Q02642 P07390
Q00873 Q03824
P53918 Q12191
P33419 P53178
P33411 Q12255
P21801 Q04958
Q6WNK7 P35845
P32913 P53088
P38989 P38855
P38814 Q99385
Q04005 P38843
P34078 P14904
P40547 P53184
P43636 Q08921
P07248 P09232
P33303 P38778
Q03723 P34230
Q08004 Q06169
P38261 P43122
P07560 Q92316
P40958 Q12524
P16622 P33775
P32910 Q08921
Q06819 P35845
P40547 Q08743
P53064 Q03430
P48567 P38307
P40079 Q06567
P48837 P14906
P36162 P23180
Q99287 P39718
P38428 P22214
P48606 P38632
P39006 Q12121
P32862 P16658
P15303 P38292
P36125 P40155
P35200 P53104
P11075 P28795
P32361 Q06815
P27705 P36168
Q03784 Q05871
Q01802 P50091
Q08951 P32837
P38875 P40155
Q05166 Q02784
P32463 P05375
Q99394 Q08474
Q04087 P32454
P24279 P32842
P54861 Q04632
P38891 P39012
P18494 P38757
P32524 P38310
P14291 Q05899
P35723 P35056
P06777 P39718
Q03308 P46682
P25042 Q12487
P39107 P40155
P53896 P38270
P12904 Q06107
P53896 P38137
P30777 P43621
P36149 Q06169
Q07821 P23542
P40018 P53112
P14680 Q04697
Q02260 P32796
P08425 P53906
P38211 Q12527
P36131 P43601
P32829 P38206
P18494 Q06107
Q07904 Q02804
P53073 P27796
Q06217 P17261
P40484 P41800
Q02784 Q12402
Q06686 P40857
P40567 Q02969
P10962 P47154
Q04935 Q03660
Q07418 Q05902
P06774 Q05787
P10849 P24280
P22336 P17255
P32463 Q04749
P47031 P40529
P31378 P40075
P47017 P40529
P53886 P16664
P32505 P40003
P41806 P36520
P16451 P40544
Q12530 P32629
P40089 Q06497
Q07904 P41318
P39986 Q12142
P25299 P40009
P53112 P50105
P30771 Q07549
P07143 P53950
Q01802 P38736
P38088 Q05871
Q12171 Q12746
P38991 P11076
Q00776 P46989
Q00816 P40056
P47064 P35206
P39006 P47133
P46947 Q12164
P16658 P40501
O13297 Q04083
P14680 Q07807
P28627 P35056
Q03860 Q04749
P32776 Q02804
P53083 P40061
P06774 P57744
Q12055 P53233
P12904 P40825
P17106 Q04767
P32363 Q12324
P48567 P53083
P50108 Q99385
P08153 Q06683
P32787 Q12016
P36012 P38873
P21269 P47160
P20967 P22203
P47158 P36062
P38863 P53882
Q12109 P40078
P48559 Q03370
Q04002 P32796
Q6WNK7 P41543
P31109 Q04562
P35197 Q12016
P29496 P22203
P38875 P47075
P08417 Q12493
P31109 P80667
P21657 P38878
P12683 P53104
P38793 P36016
P36130 P53195
P53507 P33760
P18494 P38247
P26793 P32573
P30656 P53079
P30902 P40107
P34111 Q04119
P43563 P38310
P40026 Q07418
P31382 P46983
P25569 P40367
P02293 Q08023
P36048 P47124
P14907 P47031
Q07688 P13711
P36013 P25591
P00724 P13134
Q07540 Q03730
P22803 P32913
P20433 P38273
P06208 Q04149
Q03370 P38182
P25502 Q12374
P32380 P53264
P40452 P38247
P11655 Q05902
P32463 P25584
Q06892 P40526
P25365 Q12255
P38341 P42223
P40047 P47114
P15625 Q12192
P31109 P38929
P40968 P38910
P32454 P38962
P11655 P07267
Q12192 P36107
P40557 P33760
P53303 P53073
Q02772 P33760
P39103 P32916
Q92328 P22803
Q06630 P41903
P07272 Q04396
Q12160 P38855
P46947 P04037
P32505 Q02969
P09457 Q05521
P09119 P53045
P53845 P23542
P46965 P38142
P20967 P53918
P38162 Q12142
Q01852 Q05871
P36023 P40004
P47057 Q06168
P06774 P12687
Q12405 P38176
Q08227 Q04602
Q03691 Q03784
P09119 P32837
P18410 Q12527
Q04847 Q12425
P0C0W9 P41318
Q99186 P22219
P53628 Q03630
P53073 Q03337
P53267 Q02773
P29704 Q03554
P38206 P32074
P28627 P14906
P38837 P38873
P31111 P53845
P19880 P38358
P38181 P46682
P38334 P32573
P25298 P53264
P10849 P53184
Q03455 P39702
P13434 P54861
P31115 P32842
P38283 P37296
P25639 P24813
Q08955 P53248
P12683 P53290
P53600 P38836
Q03063 Q08754
Q12142 P38742
P39113 P53191
P46682 P53256
P53159 P13711
P25591 Q05871
P35192 P38286
P38198 Q03667
P49704 Q12042
P40857 Q12462
P31115 P50088
P22804 P38292
P31380 Q03860
P40825 P22203
P48567 Q99332
Q04746 P42839
P38910 P32318
P41695 P32803
Q03667 Q08144
P40107 P38316
P16387 P27514
P13434 P53248
P39543 Q03899
P17536 Q07913
P46982 P37302
Q12530 P36168
Q04458 P38855
P32591 Q03784
P28519 P40075
P38814 P40155
P21801 P36107
P38837 Q02896
P32863 Q06169
P49687 P40071
P04786 P40530
Q12287 Q06541
P36162 Q02204
P53954 Q04338
P53954 P39107
P34160 P38374
P40857 Q03824
P38325 P33755
P38077 P38358
Q08702 P27796
P21538 P38244
P32787 Q05899
P53878 P53184
P32796 Q04991
P49687 P38821
P36012 Q07418
P32836 P22354
Q03723 Q08215
P14907 Q12524
P27705 Q06815
P38166 Q04370
P22082 P81450
Q03308 Q06169
P43583 Q12255
Q01532 P50091
Q03713 P38837
P40155 P32912
P29055 Q05637
P08638 P23642
P19880 P38992
Q12184 Q06159
P38826 P38742
P07261 P36096
Q12098 P38356
Q02732 P22211
P36147 P20606
P38356 P38555
Q03465 P53259
Q04847 P38292
P07272 P54837
Q03697 P36168
P16664 P32939
P40350 Q12462
Q12133 Q12096
P14693 Q12133
P40208 P47166
Q12382 Q08215
P53224 P47075
P21147 P53037
P40563 P25384
Q04408 P36051
P38286 Q03697
Q12067 P46983
P13382 P14359
Q00816 P40360
Q08702 Q06704
Q04491 P37296
P18409 Q12527
P23255 P20107
P06168 P13711
Q01802 Q04602
Q03337 Q03899
P38991 P40097
Q02336 Q04632
P40160 P38842
P38111 P40155
P14906 Q05899
P23642 P32842
P19516 Q12524
P28627 P32318
P19736 P40532
P07248 Q06541
P12689 Q04410
P14020 P80667
P22082 P40085
P38756 P39981
P32803 P53947
P53076 Q08921
P08417 Q08236
P38793 P25371
P06786 Q04472
P35192 P38244
P43621 P32609
P53193 P53882
Q12028 P50091
P38374 P39108
P36107 P38836
P53040 Q03370
P08466 P39107
P46970 P39718
P16658 P35723
P26637 P38889
P53171 P32842
P53286 Q08955
Q02629 P37020
Q08932 P49018
P06839 P50091
P09547 P24004
P40071 Q02205
Q05787 Q06169
P26754 Q12071
P14908 P32600
Q04835 Q08622
P33322 P47082
P54999 Q04651
P40957 P46989
Q06819 Q03660
P07273 P38842
P38969 Q04632
P61829 P53622
P46972 P25584
Q12374 P53882
P21269 P53838
P49775 P31412
P16661 P39718
P28519 P40501
Q12184 P53337
P36012 Q12181
P25694 P40501
Q08001 P40155
Q12223 Q03020
Q05867 P47170
P40457 P38374
Q02199 P09232
P54730 P53633
P34237 P37302
P48813 Q12462
P34072 Q05568
P46682 P33399
P41896 Q12241
Q92331 P29340
Q03373 P39702
Q12063 Q08743
P37267 P39981
P42945 P41811
P38768 P43122
P38069 P32912
P46963 P39719
Q07540 Q06325
P38793 P14904
Q08686 Q12142
P35189 P36057
P25641 Q07376
P25569 P32609
P31373 Q03677
P40347 P38439
Q07451 P46983
P08417 P53083
Q01590 Q07549
Q07540 P29340
Q04935 P25574
P22214 P42951
Q01649 P25591
Q08548 P22804
P13393 P50091
P32833 P37296
P37292 Q12114
P53171 P22803
Q06677 P46682
P37298 P39108
P35178 P00447
P38691 P47061
Q12495 P32800
P33754 Q03694
P54999 P53294
Q08004 Q08280
P31244 P22803
P53267 P53950
Q04408 Q03899
P40557 P17255
P10849 Q03370
P38753 Q04083
P19880 Q03667
Q08931 P25646
P21957 P53093
P53394 P25584
P27825 P40155
Q02773 P40509
P38162 P40549
P40464 P39718
P27692 Q12096
P24280 Q08921
P37298 P39010
P38077 P53039
P53394 P40527
P38152 P53184
P05759 P40056
P32863 Q04602
P53173 P23542
P28519 P13711
P27801 P46682
P38753 Q04991
P08153 P53248
Q00776 Q99385
P21592 P23642
P16603 P13902
P08468 P53541
P32793 Q03323
P53860 P32800
Q03941 P13711
P40530 Q03308
Q03673 Q04947
P53721 P06105
P35201 P47139
P15315 P43621
P38334 Q12473
P05375 P46982
P50874 P53039
P38262 Q03784
P12904 P35999
Q03455 P35197
P52891 P32803
P49686 P23642
P38879 P34230
P47818 P80667
P23642 Q03370
P53253 Q92331
P22855 P43555
Q01802 P36051
P32862 Q04562
P40090 Q06096
Q99325 P33894
Q05541 P42223
Q04226 P43621
Q01574 P53184
P05626 P53735
Q03697 Q01163
P24309 P50091
P46951 Q12520
Q04847 P53173
P27692 P38962
P14693 Q06497
P25625 P34240
P18409 P33760
Q12431 P13711
P38335 P38855
P15315 P21957
P33418 P38166
P40094 Q12096
P38353 P38873
Q03778 P36164
P39009 P33760
P39112 P32600
P07276 P47170
P35189 P24004
P05759 Q03713
Q12267 P40501
P06778 P32913
Q12223 Q05871
P11978 P37296
P10849 P22211
P38242 P38182
P07560 Q12382
P25583 P39006
Q03957 P53192
P38121 P46989
P54861 Q03730
P20434 P27514
O74700 P53541
P54861 P53093
P38334 P47170
P50945 Q12443
Q04311 P31755
P27825 P29340
P38121 P36062
P08468 P07267
P35201 Q05637
P40079 Q06405
P11655 Q08743
Q12431 P39718
P53281 P38176
P18239 P31412
P32790 P46972
P38374 P25584
Q00776 Q06096
Q04472 Q05637
Q12262 P32803
Q03697 Q03790
P32628 P07246
P18409 P38329
Q99190 Q12524
P32504 Q06485
P41800 P27796
P38182 P29340
P47160 P38836
P46673 Q06485
Q12246 P53112
P14065 P46947
P40368 P37020
P41806 P53747
P38088 P47061
P32609 P25694
P33895 Q12324
Q06385 P42945
Q03798 Q05568
P33891 P38855
P40368 Q03897
P04840 Q03103
P22147 P53905
P32505 P40364
P40457 P31412
P09938 Q03694
P32862 P32611
P32379 P53324
P00447 Q12524
P37267 P53906
Q03723 P32796
P48567 P47114
P36093 P33760
Q6WNK7 Q12462
Q00873 P13586
P07246 P47013
P19658 P38891
P25345 P39981
P33411 Q12003
Q92331 P47075
Q04338 Q08743
P07560 P39718
P12383 Q12746
Q06682 P13134
P53011 P53959
Q03497 P41806
P10566 P38310
P46989 P38875
P35176 P25584
P42945 Q05871
P38958 Q12154
P35723 P38810
P36012 P36018
P23639 P47040
P00724 P03875
Q02774 P47082
P25583 Q03151
Q01649 P47139
P38261 P49334
P53040 Q08742
P52871 P36168
P50088 Q06346
P07276 P25365
P32862 P36107
