P40020 P17123
P06786 P06786
P07269 P08153
P38806 P36116
P43605 P43605
P00546 P38991
P38920 Q12083
P39073 P38931
P53739 P25341
P24719 P38861
Q03919 P53202
P53184 P53184
P20486 P39547
Q12396 P43555
P38203 P57743
P42843 Q02196
Q03818 Q03818
Q12488 Q03406
P12904 P38622
P11075 P14742
Q04868 Q02908
Q03655 P38264
P40089 Q06406
P00546 P34161
Q08649 P53930
Q12300 P40971
P54786 P32900
P26448 P40087
Q04868 Q06177
P16892 Q03063
P43321 P54999
P49687 Q02629
P00546 P32801
P53176 P36029
P38264 P38992
Q03338 P40204
Q07824 P53176
P46985 P47124
Q03558 Q00772
Q99210 Q99210
P25297 P08458
P53176 P38156
P38204 P53437
P39944 P38080
P42941 P34238
P39734 Q07732
P12904 P38990
P32607 P38165
P38729 P53388
P29340 P29340
Q02260 P43321
P07274 P52960
P39552 P46961
P05986 P05986
P38264 P38353
P25559 Q12174
P38962 P53093
Q02574 Q08949
P40582 P40857
P14681 P38690
P43321 Q06819
P00546 Q04930
Q12306 P50623
P38615 P53939
Q12522 P53261
Q04411 Q04411
P38080 P38080
P53108 Q03860
P33755 P53044
P32776 P07276
P43321 Q12330
P00546 P42845
P32911 P38764
P22579 P39001
Q06410 Q06410
Q03263 P38264
P22216 P53551
P00546 Q12263
P47115 P47115
Q08271 Q08986
Q12420 P40204
P00546 P40316
P14908 P13433
Q03503 P23059
P22579 P42845
P40089 Q06217
P06738 P32328
P33767 P48439
P29295 P38333
P38723 P40548
P08018 P25390
P47017 P53905
P29295 P38879
Q07508 Q05900
P38264 P40440
P38287 P35206
P32944 P50101
P06782 P12904
Q02629 Q02630
P06782 Q00816
P39547 P31382
P14681 P23561
P46961 Q03655
P22579 Q07458
P31384 P39073
P29295 P53094
P24583 P39007
P06774 Q02516
P14681 P39003
P23291 Q08975
P52960 P39720
Q12514 P31384
Q01389 P38691
P40070 P57743
P49687 P52891
P00546 P28708
P53142 P38264
P53237 P25502
Q03860 Q03860
P53176 Q06451
P38203 P47093
P23291 P38716
Q05998 P53344
P38729 P40548
P40087 P32628
P47050 Q06164
Q08649 P43572
P53845 P53093
P07250 P07249
Q12330 P54999
P11938 Q12329
Q06405 P81450
Q03919 P47050
P48240 Q12277
P32562 Q12158
P25604 Q02767
P53108 P53039
P39547 P40548
P38203 Q06217
Q07732 P36094
P25376 P32842
Q04002 Q12158
P22204 P27636
P48813 P38264
P04817 Q06135
P46677 Q05021
P49687 P32328
P12904 Q12310
P48439 P39007
P18852 P53269
P07274 P41832
P43321 Q12420
Q03148 P43545
P38627 P38627
P32569 P04386
P25346 P38264
P38967 P38264
P54862 P38264
P53176 P19145
P09938 P09938
P38690 P08458
Q06135 P25376
P32909 P36084
P38264 Q08271
P07270 P07270
P40092 P25591
P46954 P39113
P32432 Q03957
P53104 Q06410
P52490 P53152
P15646 P25582
P54786 P39703
P39083 P48562
P19659 Q12124
P23561 P41697
P25376 P43561
P38203 P47017
P17106 P17106
P06775 P43542
P39547 P38776
P46964 Q02795
P50623 P40969
P40070 Q06406
Q12446 P32319
P40963 P40963
P38993 Q08986
P46954 P39073
Q06178 Q06178
P49686 P35729
P23291 P51601
P04817 P40548
P06102 Q12514
P06774 P13434
P53691 P28707
P21705 P21657
P38203 P40089
P22140 P17898
P36015 Q12255
P15646 P32495
P24583 P32490
P32562 P32944
P37296 P22203
P39001 Q02630
Q03407 Q02630
Q02199 P52891
Q12447 P22216
Q04461 Q04461
P04386 P39073
P46961 P53954
P23968 P35723
P81449 P81449
P21672 P25367
P08456 P38992
P54999 Q03776
P38264 P25297
P23561 P08018
P38080 P40494
P06100 P39073
P47093 P53905
P48837 P52891
P15790 P12904
P40018 P57743
P53104 P46963
P11746 P32569
P00546 P13186
P10961 P28006
Q12446 Q12446
Q03655 P25376
P06778 P22336
P32569 P07249
P39998 P39998
P31374 Q08217
P38879 P40314
P06844 Q08923
P36084 Q02875
Q12263 P53890
Q12446 Q12270
P38842 P38992
P40316 Q03018
Q12380 Q03818
P38842 Q06451
P40548 Q12372
P46677 P06102
P46671 P43592
P04386 P19659
P38194 P32478
P50875 Q12060
P36973 P49435
P34162 P19659
P22579 P50104
P53093 P53039
P36103 P32583
P07274 P40450
P38781 Q06639
P53142 P39548
P14681 P05085
P54786 P21691
P38759 P40335
P26343 P26343
Q00723 P38282
Q12306 Q12216
P13902 P38165
P23291 Q06490
Q12020 Q12020
P53691 P08458
Q12102 Q06224
P13902 P33122
P22204 P31384
P38264 P38358
Q05874 Q00873
P32389 Q12041
P06782 P18494
P54786 P48562
P36084 Q12186
P17123 Q12208
P81450 P00854
Q06406 P53905
Q06405 P00854
P24719 P38764
P41832 Q01389
Q02630 P52891
P53150 Q08387
P00546 P22204
P39081 P17157
P38147 P14742
P53045 P46961
P40070 P47017
P40089 P57743
P43132 Q03012
Q02630 P39705
P06782 P39073
P53163 P53163
Q03322 P36116
P15442 P15442
Q12495 P00546
Q06169 Q06169
P08456 Q08986
P08638 P08638
Q12186 P33203
Q06205 P40991
P21190 P32581
Q04149 P43586
P39004 Q12236
P38840 P52490
Q12248 P36131
Q08444 P38333
P40316 P40316
P39547 Q03263
P87284 Q12372
P25376 P40350
P40548 P38992
P43581 P40890
P33767 P24583
P48837 P49687
Q04868 P38874
P38999 P47093
P32491 Q01389
P32485 Q03213
P25344 P23561
P08524 P08524
P38872 P40555
P43588 P38637
Q08683 P53068
P06782 P11075
P25376 P53337
P17106 P32389
P06782 P06782
P38013 P38013
P35206 P25515
P39998 P47093
P43588 Q08723
P22579 P38699
Q00772 P38692
P54786 Q01684
P43605 Q12158
P32900 P50111
P23291 P41816
P29295 P38872
Q02199 P48837
P29295 P39998
P38264 P50944
P48837 P45819
P12962 P07260
P39009 P22216
P50105 Q03761
P39001 P21965
P34162 P32569
P34162 P33754
P38970 P30606
P45976 P35728
P00546 P32562
P29295 Q03558
Q01389 Q01389
Q00772 Q01389
P06784 P14681
Q02630 P25333
P38264 Q12372
P39081 Q12102
P53337 Q12372
P27614 P25604
Q00772 P13186
P47093 Q12420
P38920 P14242
P39081 P39081
P22204 P06738
P27514 P38264
Q03558 Q12152
P43321 P39990
P33767 Q02795
P46963 Q03957
Q02199 P49687
P36062 P38264
P39551 P25376
P32334 P48562
Q03919 P52491
Q12446 P38837
Q03954 P36131
P07260 Q12100
P35189 P41895
P11938 P07261
P43321 Q06406
P32805 P50113
P40582 P40582
P22209 P22209
P43321 Q03338
P47038 P39515
P52891 P35729
P22216 P04912
Q06819 P53905
P36010 P36010
Q06697 P38351
P38729 P06775
P15790 P04911
P53108 P53093
P25376 P87284
P13902 P32607
P38072 P00410
P40548 Q08986
Q06135 P53344
P53176 P40475
Q00772 P41808
Q12102 Q07509
P39547 Q08193
P38203 P40070
P11075 P11075
P39547 P39548
P46961 P42946
P06784 P16892
P32911 Q05775
Q06451 P38264
Q12066 Q12066
P38764 P36003
Q02516 P14064
P15992 P15992
P40089 P40089
P46961 P38723
P00546 Q12100
P05986 P06738
P23291 P38998
P00546 P53739
P49687 P49686
P06782 P18961
P04817 Q08271
P23968 P38264
P23968 Q12078
P32861 P32861
P32367 Q02629
P22204 P39073
P51601 Q00772
P38874 Q02908
P06778 P06778
P38920 P39875
P38147 P34218
P25586 P38333
P07269 P07270
Q07824 Q02795
P23291 P53552
P38084 P41815
P53176 P04817
P38264 Q08986
P53337 Q08986
P38072 P23833
P47017 P57743
P38723 P53048
P06100 P31384
P14724 Q08683
Q12432 Q08649
P47017 Q06406
P25293 Q12263
P13517 P38191
P35691 Q05874
P39001 P05085
P00546 P39083
P00546 P48562
P41697 P00546
Q02629 P35729
P48581 P48581
P00546 P36165
P07269 P00546
P25376 P35723
P46964 Q92316
P38842 P46961
P35189 Q12297
P38692 P32464
P43321 P40204
P38729 P38156
Q06217 Q12330
P14681 Q03373
P40395 P16664
Q12060 Q12060
P38850 Q06164
P26448 P47113
P15790 P39081
P25293 Q12692
P43321 P47093
P32485 P38623
P07260 P39009
P22216 P22216
Q12248 P36162
P53045 P08456
P14724 P53068
P38147 P40316
P25376 P08456
Q06644 P43542
Q12306 Q12306
Q99314 P40963
P00546 Q07084
P15646 Q08096
P45819 Q02630
P46677 Q03761
Q03455 P53735
P06782 P38990
P39996 P39996
P40096 Q92317
P43321 P40089
P23968 P25515
P46961 P38992
P53093 P53093
P11075 P38631
P43321 Q06217
P47104 P22203
P06244 P43565
P04386 Q02516
P38729 P46961
P40070 P47093
P25376 P40548
P38274 P38274
P16892 Q03373
P14681 P25293
P32569 Q08278
P06782 P38622
P35189 P38351
P53691 Q00772
Q06224 P35728
P32628 P48510
P39547 Q12256
P23561 P32485
P06100 P38931
P20134 P38931
P24583 P54786
P53039 P38191
P23968 P35206
Q00772 Q12044
P32628 P32628
P24583 Q02795
P06738 P31374
P23561 P23561
P41697 P41832
Q02574 P17123
Q12321 P19659
P38729 P53181
P14306 Q02199
P36034 Q12372
Q02205 P53290
Q01389 P50101
Q03954 P36162
P15646 P40991
P36121 P25441
P32628 P38764
P47017 P47017
P17123 P47176
P53905 Q12420
Q02875 Q12186
P13186 P38774
P13902 P53750
P05986 P23291
Q03323 Q03012
P53905 Q06217
P25293 Q12152
P35189 P34218
P35723 P25515
P37370 Q12446
P00044 P00431
P38920 Q07980
P13434 Q02516
P33767 P46964
Q06406 P57743
Q02574 Q03818
Q07084 P25390
Q92316 P39007
P32485 P08018
P32562 P47113
Q03322 P53039
P00546 P50275
P47093 P57743
P47017 P40089
P40368 P40477
P48439 Q02795
Q12263 Q12263
Q12495 P21691
P47093 Q06406
P12904 P12904
P39001 P07249
P38889 P53968
P38764 P25390
P43619 P43619
P53323 P32642
P04817 P40350
P47093 Q03338
P42839 P38264
Q00772 P32490
P39928 P39928
P06104 P43132
P53176 P23585
P47093 P53147
P14681 Q03063
P40070 P40089
Q12469 P38237
P04386 P04386
P32628 Q06665
Q12329 Q12329
P10961 P38889
P12904 Q03533
P46964 P39007
Q08278 P19659
P38203 P53905
P00546 P47116
Q08465 P34218
P17157 P25333
P00546 P21192
P38729 P42934
P38615 P32634
P38264 P25360
P04817 P53337
P47090 Q02795
Q12248 Q03954
Q12343 P19659
P38203 Q06406
P40018 P40070
P07260 P18961
P36100 P32776
P25385 P40509
Q07824 P38264
P46677 Q12514
P00546 P08153
P17106 P40969
P32944 P38274
Q06451 P38723
Q03558 Q12223
P06774 Q06410
P48562 Q02629
P29295 P39004
Q12102 Q12102
P15790 P53142
P38742 P25559
Q07986 P36147
P53176 P38723
P07260 P53905
P38615 Q12263
Q12495 P40963
P53045 P38264
P49686 P52891
P14682 P14682
Q08902 P38723
P07269 P22035
P34162 P04386
P40991 P38779
P32571 P34227
P21827 P39705
P40438 P47093
P23968 P25376
P57743 P57743
P32897 P00175
P38879 P32328
Q08683 Q12107
P00546 P32328
P40078 Q12522
P31384 P38931
P53176 P53322
Q03558 Q12222
P33767 Q92316
P00546 P32944
P20457 P38691
P53905 P57743
Q02574 P48581
P57743 Q03338
P40885 P47187
P46954 P46954
P36068 P47049
P48837 P35729
P40518 P53731
P45976 Q06224
P15790 P32432
P07248 P46677
P32564 Q12223
Q06628 P53104
P38264 P25515
P38147 P38147
P06782 P38082
P32478 P38240
P11746 P07250
P15790 P19454
P32628 Q02939
P47093 P47017
Q12495 Q99314
Q04226 P11747
P48836 P37296
Q03323 P43132
Q12328 Q08749
P00546 Q07980
P38723 P42946
Q03322 P38932
Q08956 P41277
P32491 P38764
P38274 P34244
P39682 P54999
P39520 P00546
P39515 P32897
P06782 P27705
P29295 P06738
P39718 P29340
P04817 P35723
P32628 P32776
P38764 P48510
P32569 P19659
P23291 P39009
P00546 P24482
P47093 P53952
P25376 P53388
P47093 P40089
P09457 P00854
Q06217 P54999
P40892 P40892
P23291 P38070
P40070 P53905
Q08193 P38264
P04817 P32842
Q92316 Q02795
Q02199 P35729
P53176 Q07904
P21190 P21190
Q12223 P41277
P39001 P38615
Q12343 Q08278
Q01852 P32897
P39113 P39113
P00546 Q12236
P32569 P39073
P38622 Q08723
P38695 P54854
P54999 Q07508
P34162 P38334
P53941 P47083
P38264 P40475
Q04149 P35189
P14306 P48837
P38889 P38889
Q07824 P38842
P04817 P43561
Q02197 P23059
P38264 P53389
P35723 Q12372
Q12446 P38764
P13902 Q06409
P50623 P50623
P11746 P05085
P32915 P38264
P06100 Q12514
P39009 Q04964
