Model	Dataset	Metric	Value	Split
dscript	pan	Recall	0.1714	1
dscript	pan	Specificity	0.6863	1
dscript	pan	MCC	-0.1659	1
dscript	pan	F1	0.2309	1
dscript	pan	AUC	0.41631955017629385	1
dscript	pan	AUPR	0.4297109985973699	1
dscript	pan	TP	764	1
dscript	pan	FP	1398	1
dscript	pan	TN	3059	1
dscript	pan	FN	3693	1
dscript	pan	Accuracy	0.6287	2
dscript	pan	Precision	0.9002	2
dscript	pan	Sensitivity	0.2894	2
dscript	pan	Recall	0.2894	2
dscript	pan	Specificity	0.9679	2
dscript	pan	MCC	0.3503	2
dscript	pan	F1	0.438	2
dscript	pan	AUC	0.8465353549880998	2
dscript	pan	AUPR	0.8332673599785569	2
dscript	pan	TP	1290	2
dscript	pan	FP	143	2
dscript	pan	TN	4314	2
dscript	pan	FN	3167	2
dscript	richoux_regular	Accuracy	0.5016	0
dscript	richoux_regular	Precision	0.8125	0
dscript	richoux_regular	Sensitivity	0.0042	0
dscript	richoux_regular	Recall	0.0042	0
dscript	richoux_regular	Specificity	0.999	0
dscript	richoux_regular	MCC	0.0319	0
dscript	richoux_regular	F1	0.0084	0
dscript	richoux_regular	AUC	0.7056808071346525	0
dscript	richoux_regular	AUPR	0.656714451480053	0
dscript	richoux_regular	TP	26	0
dscript	richoux_regular	FP	6	0
dscript	richoux_regular	TN	6136	0
dscript	richoux_regular	FN	6116	0
dscript	richoux_regular	Accuracy	0.5663	1
dscript	richoux_regular	Precision	0.9349	1
dscript	richoux_regular	Sensitivity	0.1426	1
dscript	richoux_regular	Recall	0.1426	1
dscript	richoux_regular	Specificity	0.9901	1
dscript	richoux_regular	MCC	0.2499	1
dscript	richoux_regular	F1	0.2475	1
dscript	richoux_regular	AUC	0.7791906137403071	1
dscript	richoux_regular	AUPR	0.789407568648051	1
dscript	richoux_regular	TP	876	1
dscript	richoux_regular	FP	61	1
dscript	richoux_regular	TN	6081	1
dscript	richoux_regular	FN	5266	1
dscript	richoux_regular	Accuracy	0.5142	2
dscript	richoux_regular	Precision	0.9534	2
dscript	richoux_regular	Sensitivity	0.03	2
dscript	richoux_regular	Recall	0.03	2
dscript	richoux_regular	Specificity	0.9985	2
dscript	richoux_regular	MCC	0.1146	2
dscript	richoux_regular	F1	0.0581	2
dscript	richoux_regular	AUC	0.8443309572082234	2
dscript	richoux_regular	AUPR	0.8211469010868638	2
dscript	richoux_regular	TP	184	2
dscript	richoux_regular	FP	9	2
dscript	richoux_regular	TN	6133	2
dscript	richoux_regular	FN	5958	2
