P17890 P28791
P06774 P12687
P48415 P20449
Q12749 P38855
P00427 P36051
Q04083 P40527
P18239 Q12114
Q99186 P40969
P32524 Q07541
P07261 P40107
P07248 P47124
Q12039 P36125
P04803 P36168
Q03455 Q04491
P53011 P33303
P35179 P53129
P10834 P16474
P43560 P38995
P47074 P53273
P34072 P40056
P38077 P38855
Q03677 P27796
Q12315 P32913
P08456 P53633
P41695 P53747
P09547 P28627
P53076 P18410
Q12246 P34230
Q01532 P32578
P38111 P36125
Q04675 P32578
P43582 P29340
P35999 P36062
P07274 Q07589
P39107 P38316
P24279 Q12405
Q99394 P32573
P53847 P32796
P46682 P13711
Q03957 P38778
P35718 P38855
P32485 P53112
P38839 P40529
P39707 Q12071
P47158 P47154
P47019 Q12524
P38181 P53629
P36006 P22515
P43583 P34230
P48439 P37020
P16522 P50091
Q12205 P53104
P36048 Q12520
P53037 P21951
P0C0W9 P38329
Q12372 P27796
P38283 P37020
Q04201 P35197
P38169 Q08921
P07236 P38855
P17890 Q92328
P0C0W9 Q03246
P07266 P36149
Q04225 P40452
P38826 P39727
P34237 P32912
P32580 Q03370
P07342 Q04370
P40367 P35197
P36164 P38137
P40513 P25385
P40364 P47160
P07272 Q12233
P53973 P57744
Q04651 Q12380
P47025 P16649
P13434 P53253
P26188 P38888
P40066 P14359
P38210 Q03778
Q02630 P25386
Q04377 Q12016
P32913 Q03824
P00045 P33754
Q07451 P31412
Q03944 P32912
P35734 P38755
P49704 P87108
O13297 P38292
P38624 P12695
Q12055 P41807
P40085 P32913
P19658 Q02950
P38164 P38995
P36037 Q01532
P35729 P32939
P38986 Q04373
P08466 P32915
P31373 P46995
Q12098 P02992
P31755 P40857
P15873 Q07821
P38888 P39010
P32331 P34230
P39012 Q03824
P07263 Q12006
P40343 Q03694
P46982 P22203
P07273 P38855
P32048 P25613
P07269 P41807
P07269 P39904
P35200 P40056
Q03798 P16603
P38181 P47064
Q12159 P32559
P38198 P53045
Q05919 Q05871
Q05050 Q08921
P35203 P32837
P43582 Q03714
P35056 P38286
P21560 P40482
P53973 Q03370
Q03497 Q07468
P40532 P46983
P52553 Q12063
P35189 P41318
P25451 P40098
P07278 Q06678
Q12192 P29340
P11746 P46982
P57743 Q02795
Q06568 P39702
Q06681 Q03630
P36107 Q08215
P34078 Q12114
Q08484 P13711
P12689 Q03337
P10849 P27825
P38181 P00729
P07278 P12686
P04840 P50108
P54837 P32609
P32898 P54837
P16658 P32796
P19880 P38292
Q05919 Q12524
Q06892 P38555
P21147 P47170
P38111 Q04491
P06778 P34230
Q03373 P32048
P32504 P17261
P27801 Q05871
P20606 P43594
P26343 P38873
Q03697 P34230
P42940 P38292
Q07532 Q12382
P33322 P18414
P36146 P17261
P06701 Q12462
P53954 P38855
Q12184 Q06159
P40957 Q12067
Q02890 Q02950
P54861 P32318
P32463 Q12003
P31380 Q04602
P14922 P33893
Q92331 P31412
Q99332 P53184
P35723 P28795
P11927 P46957
P38162 P24004
P08153 P38064
Q04053 P38810
P26188 Q12239
Q06686 P53223
P47064 P38042
Q03957 P25365
P34232 Q08484
P40215 P38821
P33419 P53918
Q05583 Q04458
P41800 Q05568
P00410 P29340
P38637 P42223
P40161 P00410
Q03713 Q03824
P38862 P47818
P09624 Q08236
P40568 P38873
P53860 Q12382
P38164 P32331
P07390 P40548
P50088 P37296
P40477 P38182
P40026 Q08444
P35189 P18544
P53008 Q12071
P25625 Q12408
P38179 P47040
Q07541 P47160
P35718 P22804
P89105 P22543
P13574 P28795
P50945 Q05871
P32893 Q06596
P38088 P24280
P46995 P46964
P50874 P38555
Q04958 P13711
P41896 P53192
P32787 Q05568
Q99332 P37020
Q04226 Q99325
P53168 Q04598
Q08645 P39718
Q12382 P50944
Q03714 P35181
Q00776 Q12270
P12868 P34227
P40317 P40557
Q04458 Q03957
Q04410 P20795
P48813 P39904
P48567 P38932
P39719 P53248
P36130 P29340
P53037 Q04562
P50087 P41903
P41544 P41909
Q07807 P40026
P39107 Q03694
P54837 P25591
Q12382 P38358
Q12006 P39727
P25604 Q03435
P50091 P38316
Q08548 P42836
Q05787 P32796
P49960 Q05871
P40350 P38814
Q06675 Q06551
P38839 Q08280
Q03330 P33767
P19736 P32335
P36013 P38810
P39719 P13711
P35734 P40451
P25615 P39515
P38921 P40071
P39682 P39722
P41903 P12868
P40484 Q08484
P32916 P53552
Q12749 Q08955
P36029 P33760
P53721 P22543
P38198 P46989
P23542 P17261
P23644 P32600
Q06686 Q03557
P29469 P25584
P24279 Q06325
Q12748 Q12331
Q03028 Q04338
P17214 P20048
P53061 P32386
P03874 P25386
P08458 Q07468
P12383 Q04562
P38127 P25365
Q07541 P32573
P12904 P47061
P33201 P16547
P05066 Q05902
P20433 Q03697
P38755 P40451
P32567 P40107
P38088 P38953
P06786 Q04472
P19516 Q12524
Q03673 P41318
P41806 Q06169
P36037 P25386
P38262 P38817
P47025 P38742
P25605 Q03694
P25043 P52871
Q06032 P36164
P34087 P53324
P53104 P27796
P52553 P35056
Q04472 P46971
P13586 Q08236
P25365 P32837
P21592 Q12205
P17967 P38810
P40544 P11076
P37292 P32796
P38691 Q06169
P25583 P54837
P25605 P32893
Q08227 Q12524
P07248 Q04749
Q99287 Q05871
P36421 P32476
P38198 P54837
P01097 P32341
P38203 P53184
P46970 P32386
P54999 P25385
Q12236 Q05809
P40343 P53735
P17065 P47170
P38819 Q04370
Q08227 P38959
P06701 Q05867
P40107 P17261
P43582 Q06651
Q03497 Q12462
Q02784 Q12255
P35729 P38842
P38297 P41807
P18412 P20606
P15179 Q02969
P07248 P47818
P46970 P22135
P33201 P32621
P53146 Q12114
P32526 P18409
Q12154 Q03370
Q08702 P27895
Q12067 Q05521
P53082 P40501
P39108 Q04991
P52923 P22211
P41834 P41909
P36060 Q07451
P40094 Q03125
Q12480 P21825
P14359 P53112
P22023 P38329
Q12480 Q04119
P38169 Q12121
P32445 P39734
P41811 P35056
Q12165 P38356
P04050 P32939
P40457 P39986
P40460 P53171
P29055 P27929
Q12289 Q12404
P26343 Q05637
P46682 P14904
P27801 P54999
Q12029 P38736
P29704 Q12028
P38879 P39112
Q03898 Q01590
P40350 P38745
Q12208 Q03723
Q03723 Q03899
Q03630 Q12042
P08425 P09232
P53845 Q12462
P32357 Q05359
P38756 Q12746
P18409 P38164
P38958 Q12016
Q08932 P42951
P31111 P22543
P43636 P38929
P20434 Q03944
P34160 P32904
P25298 O14464
Q12199 P32898
Q06385 Q04934
P35206 Q04338
P16370 P47166
P17442 Q08227
P39102 P36051
P04386 Q04599
P40565 Q03730
Q06675 P38164
Q12232 P41909
P34072 O14464
P30822 P38273
P46970 P11076
P16451 P27825
Q12236 P38316
P14291 Q04272
Q03497 Q12241
P53281 P53104
P10566 Q03824
Q04675 Q03660
P37292 P38307
P19262 Q02948
P52593 P38310
P38819 P38329
P53286 P40547
P47064 P40318
P38206 P32074
P40968 Q05892
P36016 P47040
P38986 Q12748
P42945 P22803
Q04458 P53184
P53394 P25613
Q12287 P53173
P38221 P32913
P32571 P36131
P26755 P41903
P40529 P22855
Q08023 P38855
P40009 P53104
Q04924 P38962
P32915 Q05637
P24309 Q08230
P40957 Q03322
P29539 P36125
P47037 P18544
P12612 Q12417
P25639 P38307
P40484 P23642
P33296 P38855
P53886 P40155
Q07540 P34230
P23641 P25641
P39718 Q12408
Q12232 P17255
P25646 P43682
Q02804 P50944
Q04199 P53959
P52553 P36525
P53622 P34230
P46678 Q03103
P36775 Q03308
Q00776 P26725
Q92328 P35845
Q04651 P53248
P47167 P09232
P15180 P23179
Q12530 Q99287
P00128 P46985
P89105 P41735
P53906 P32578
P47166 P80667
P36146 P31382
Q03018 Q06325
P10507 P38358
P39104 P38910
P35691 Q12159
P36013 Q08743
P39108 Q12191
P32504 P25386
P26793 Q03694
P47017 P33760
P40464 Q06815
P40161 Q08215
P38169 P35197
P25298 P32875
Q06892 Q07878
Q06892 Q99394
P14908 Q07878
Q04053 P40352
P28627 Q04370
P36051 P32796
P54790 P38736
P32862 P40035
P53622 P36051
P06838 P25349
Q12171 P25641
P17898 P07267
P38691 P22023
P17898 P22803
P53622 Q12527
P38127 P53896
P08458 P38992
P34232 Q12380
P52923 P39727
P05759 P38836
P38335 Q12270
P10849 P39981
Q04199 Q12405
P32473 Q04370
P53271 P54000
P32893 P33760
P36037 P39718
P40155 P22082
P08458 P38325
P53890 Q04712
P42945 P80667
P38825 P38153
Q12248 P38717
P53540 P36149
P32476 P18962
P32836 P27614
P46970 Q12402
Q08457 P18409
P21951 P38814
P22579 Q04934
P46970 Q07468
P25298 P31109
P17898 Q02969
P36057 Q12301
P41895 P50088
Q03957 P38958
P53173 Q12096
P14359 Q12527
P07286 P53112
P47025 Q07551
P23255 P22804
P37267 P40548
P47093 P47141
P40094 P08456
P40957 P32939
Q92328 P42839
P22141 Q04969
P32500 Q08484
P40079 P31378
P25044 Q12159
P38328 Q03503
Q99257 P35845
P47013 Q12096
P53628 Q03784
Q12346 Q12408
Q12267 P07253
P38902 P32559
P32591 Q03322
P47154 Q03730
P15179 P40451
P48415 Q03778
P53320 P38342
P53076 Q99385
P15938 P53184
P53933 Q04746
P36421 P24004
P06777 P25365
Q00539 P38272
P36147 Q03554
P38323 Q12524
P43582 Q08215
Q03373 P36525
Q02793 Q06630
P32776 P47114
P35191 Q03370
P04802 P38996
Q03465 P41903
P07269 P36051
P08518 P40071
P22214 P41807
P38989 P38958
Q01532 P17261
Q03630 Q04491
Q02732 P36096
Q03465 Q04935
P38169 P39904
Q03957 P36039
Q12029 P33760
P36146 P37020
Q07540 P53747
P48837 P14906
P35200 P07286
P53082 P40544
P53045 Q07418
P0C0W9 Q06096
Q12236 P25371
P53892 P38751
P07263 Q04119
P25641 Q06497
P31115 Q06107
Q02772 P38865
Q12382 P40061
P31378 P12683
P32862 P14904
P13393 P25386
P12904 P46681
P40094 Q12749
P48837 Q02896
P32485 Q08001
Q03677 P09232
P54730 P38932
P32566 P25584
P42940 P36018
Q12386 P32913
P40457 P47040
P53721 P43601
Q12159 P53622
P37298 P17065
P16603 Q06541
Q12208 Q02896
P35200 P25365
P46671 P43621
P35734 P53845
P17106 P40350
P18544 Q03697
P41806 Q07376
P29496 P41903
P14064 Q99332
Q06568 P47039
P39734 P38292
P09624 Q07418
P41733 Q04272
P52593 P32800
P40185 Q08215
P21190 P52871
P40568 P21957
Q07688 Q04491
P35999 P47013
P10566 P14904
P43583 P43571
Q03880 P27796
P40155 P40026
P30771 P38292
P52488 P39108
P38523 Q03630
P48837 Q07418
P11978 P32476
P39009 P11075
P31380 P08593
Q12114 Q08921
P38335 Q03213
Q03954 P38142
P11745 P38863
P52891 P32803
P38842 P47160
P05066 P39108
Q12745 P38292
P32862 P32361
P42945 P23642
P15625 P38766
P43617 P38755
P00045 P53129
P40350 Q04991
P31111 P20967
P0C0W9 Q06681
P21657 P38286
P31539 Q12745
P07269 Q07468
P54861 P38819
P38826 Q03218
P00410 P27796
P25584 Q06708
P40155 P38821
P39715 P40452
P37298 P34237
Q12289 Q03784
P38991 P38812
P05759 Q12025
P06704 Q03694
P28742 P03871
Q99325 P47082
P16370 P53112
P38111 Q12524
P53337 Q02969
Q03497 Q06551
P38624 P12689
P21190 P39702
Q02630 P22804
P00447 Q07549
Q03702 Q12408
Q06630 P38307
P31111 Q04329
P40413 P25847
Q12267 Q99190
P00447 P38176
P27801 P38172
P34161 P38885
P46965 Q12096
P48415 P39968
Q12192 P53045
P38210 Q05902
P38351 P39677
P32873 P04819
P87108 Q05637
P32357 P07170
Q12006 Q12402
P41920 P40351
P32363 P53747
Q99393 P38821
P38839 P38137
Q08932 P38137
P13186 P49686
P39715 P00729
Q03921 Q12462
P39707 Q03697
P53037 P28791
Q01649 P53192
P19882 P38166
P38879 P38137
P39104 P42223
Q12171 P53918
P32803 Q05568
Q12452 P41806
Q05919 P27801
P06701 P41821
P36060 P32621
Q06815 Q12405
P53886 P53305
P35056 P14906
P12954 P32621
P38859 P38166
P32787 Q05899
Q04370 P47082
P38307 P38221
P53930 Q07878
P53843 Q03497
P25358 P42951
P17890 Q12462
P33201 P40107
Q05050 P53622
P49334 P53178
P40026 P53730
P40317 P47818
Q03630 Q03370
Q06686 Q04632
Q08457 P33894
P16658 P53290
P40484 P40532
Q03667 P43560
P36012 Q02774
P33419 Q12527
P40484 Q02969
P06168 P53093
Q03944 Q03899
P46965 P40501
P40084 P39524
Q12405 P47075
Q12287 Q06541
P53040 Q08742
P16474 P38069
P25293 P25385
P38265 P36519
P08466 P43571
Q08215 P32913
P38203 P11076
Q02732 P32378
P16370 P32463
P33421 P33760
Q04458 Q06169
P32445 Q04410
Q06325 P40009
P40317 P13586
P41895 P53838
Q12236 P38358
Q00816 P07255
P33895 Q06169
P32500 P13711
P40526 Q03337
P53540 Q07830
P32485 Q06704
P47154 P53093
P33448 Q92316
Q00776 Q08743
P38207 Q07418
P41895 P15367
P38872 P49018
P38991 Q12527
P35999 Q12462
P32908 P40107
P04039 P32343
P27801 P32259
Q08001 P38814
P26364 P43555
P53281 P47160
P47112 P34230
Q04053 P38132
P34078 P16664
Q04341 P50108
P46963 Q12154
Q12133 P53633
P35180 Q04272
P53868 P53112
P47017 P50944
P34760 P38772
P40576 P25338
Q00539 P40345
P40013 Q04226
Q03630 Q07418
P36147 P43621
P47093 P35056
P25293 P57744
P53730 Q12527
Q03714 P38817
P20433 P38873
P89105 P50091
P15624 Q12510
P31111 Q99393
Q12071 Q08236
Q12236 P40857
Q08920 P40857
Q12055 P16474
Q12411 P14693
P29539 P31334
P23641 P38682
P48582 P04051
P27636 P32480
P34072 P32906
P32915 P33760
P38996 P41733
P25615 P11075
P38714 P38166
P28241 P39904
P39720 P23542
Q12267 P35200
P38766 P22855
P53104 P50091
P41544 Q12405
P38263 P36164
P40540 Q08236
P47061 P38855
Q08932 P38837
P38263 P40367
P35189 P22023
P12683 Q12405
Q06892 P43601
P46951 P40018
Q03630 P39108
P04786 Q06681
Q02100 P32796
P40454 O14464
P19516 Q03337
Q06217 P47818
P38862 Q05854
Q06686 Q04675
Q06032 Q04408
Q06616 P38742
P39103 P38555
P38958 P35181
P32432 Q03824
P07266 Q06681
P25580 P53273
P15938 P53112
Q04958 P38865
Q12431 P39718
P04037 P40526
P54861 P53104
P46681 P43560
P39904 Q03370
P16603 Q05568
Q12223 P16622
P53628 Q03730
P36131 Q07821
P29496 Q12524
P39524 Q08474
P40464 P53039
P28239 P40557
P54784 P32800
P40530 Q08004
Q04947 P32913
P32332 P38604
Q04675 Q03921
P22147 P15436
P14680 Q12122
P38825 P40345
P46682 Q12324
Q12267 Q08650
P17442 P31755
P49775 Q12405
P38825 P38301
Q06682 P05626
Q08280 P36168
Q03702 P29340
P02309 P43601
P40554 P42951
Q12067 P07267
P40955 P36051
P53224 P38855
P40460 P53290
P17214 Q06497
P31539 Q99394
Q06644 P25584
P48567 Q04410
P47117 P31111
P22141 P03875
P36146 P53845
P53904 P53298
P22804 Q06169
P52923 P33760
P29539 P47150
P40155 P38797
P53079 Q03824
P07273 P46985
P36060 Q02969
P39009 P38211
P38707 P53280
P20424 P18412
P38874 P40395
P53905 Q03778
P40085 Q02948
P39517 P17890
P48525 P38778
Q12165 Q03691
P38207 Q02896
P31111 P38817
P38910 P40395
P20424 P38144
P00427 P40501
P48559 Q08754
Q12165 P41544
P80235 Q12402
P46951 Q04767
P18900 P41909
P33767 Q04370
P53076 P43122
P38691 Q04748
Q03697 Q12255
Q07732 P38310
P36152 Q02457
P21801 P53951
P25298 P38358
P07806 Q06541
Q01159 P37302
P07276 P40215
P20433 P53299
P32906 Q12042
P38837 Q12524
P40368 P47154
Q12530 P40482
P11746 Q03370
P38349 Q12096
P38351 P04819
P27801 P46985
Q03254 P32266
P54784 P80667
P36130 P35729
P23639 P25574
P03069 P32573
P35056 P38310
P53045 P80667
P34232 Q06177
P38198 P53173
P32621 Q07468
P32829 P38137
P32787 Q12028
P36094 Q06497
Q12233 P47114
Q12462 Q12255
P48360 P32912
P40452 Q07878
Q03798 P32916
P48527 P37302
P47061 Q08215
P38793 Q12431
Q08931 P39677
Q08550 P40395
Q03337 P50091
P38262 P32800
P12868 P13586
P36048 P25580
P27705 P13711
Q04053 P32318
Q08004 P40955
P25043 P53622
P32591 P53541
P21269 Q06497
P25365 P38358
Q12434 Q12297
P53378 P10964
P53507 Q08001
Q08645 P38310
Q07878 P41909
P52871 P47166
P38297 P38878
P53868 Q12524
P25043 Q12096
P33421 P38329
P53168 P31755
P40533 P43560
P22136 P38878
P05626 Q99394
P07246 P28795
P52593 Q07468
P34078 P33767
P12868 P28795
P54999 P24280
P47025 Q06704
P21242 P16661
Q03330 P39968
P46972 Q12071
P32830 P39718
P29366 P25693
P28496 P22803
Q08484 P12868
Q01649 P42223
P34232 P00431
P38863 P53622
P00724 P43601
Q06385 P33894
P02293 Q07821
P38756 Q08474
P04786 P53079
P41544 Q12462
P36131 Q12239
P14693 Q06346
P38283 P37296
P39904 P38137
Q03860 P42951
P32380 P32842
P38111 P38736
P41910 P07266
P38221 P40155
P53628 P38865
P06774 Q92316
Q04964 P43635
P15625 P39009
P38121 P32621
P12689 Q12405
P38428 P53104
Q12144 P38292
P33303 P24004
P36146 P38358
P48567 P22804
Q12431 P38932
P53112 P32343
P32381 P28320
P38182 P32529
P49018 P39718
Q06681 P38153
P54837 P39923
P41896 P36168
P34087 Q08444
P14908 P32600
P27705 Q99190
P24004 P38358
P30656 Q04228
Q12320 P33767
Q04835 Q03530
Q05050 P36519
P50091 Q04329
P34087 P39107
Q12208 Q04991
P24384 Q03660
P38211 P40857
P32526 P23542
P34237 Q07418
Q12320 Q12003
P46682 Q12462
Q06405 Q07830
P40457 P18962
P40070 Q05809
P38325 Q08484
P25045 P36047
P53303 P47045
P16370 P46983
P38989 Q06324
P14359 Q03370
P35201 P34230
Q08932 P38329
P40094 Q08955
P52923 P50091
P11978 P38523
P38169 Q06169
Q12405 P38176
P14908 Q02969
P52488 P40582
P33419 P41544
P07248 P43560
Q03630 P32366
Q04199 P32785
P39103 P38968
P32591 Q12328
P38439 Q12527
P40107 P13711
Q99257 P38153
Q01532 P38745
Q03373 P14904
P46965 P32913
P40482 P25591
Q04847 P40367
Q04935 Q12524
P38261 P38875
P53896 P29340
P35718 P53633
P16547 P47124
Q08645 Q07468
P53271 P39718
P53956 P38164
P36147 P40155
P53171 Q12063
Q08548 P36051
P53540 Q04370
Q12402 P39718
P47019 P38855
P48415 P28795
P38707 P20484
P34087 P35197
P40070 Q12527
P39984 P80235
P38873 P80667
Q07821 Q08955
P29539 P40155
P39543 P50091
P05759 Q12239
Q08702 P53157
P25042 Q03660
P07273 P21825
P38261 P38074
P46970 P27692
Q06405 Q04119
P07276 P23542
P46970 P40549
P08468 P09232
P53721 P38358
P32332 P38736
P43563 P35197
P10961 P32621
P32591 Q06815
Q04958 P33760
Q07688 P34240
P06838 Q06107
P40066 P35845
P40068 P39718
P38714 P32796
P46678 Q03322
P04386 Q08968
P52891 P53184
P21825 Q07895
P47065 Q06815
P25358 P41318
P28742 Q08963
P46678 P00729
P08518 P38812
P13186 P38624
Q02793 P14359
P49775 P53192
P14680 P39718
P25043 Q12191
P43583 Q03824
P00724 P35206
P38153 Q06169
Q12365 Q02486
P09119 P32606
P53146 Q03694
P38793 P36016
P40068 P32573
Q04835 P38356
P40547 Q08921
P23255 P38682
P18496 Q04767
P14906 P31109
Q12028 P38929
P50087 P46983
P39102 P32796
P25644 P24004
P04386 P14772
Q03790 Q12527
P10355 Q99394
Q12031 P80667
P35056 P15367
P32776 P27796
Q03713 P41909
Q02969 Q08474
Q05919 Q03694
Q92328 P41909
P40013 P50104
P10961 Q12067
P18900 Q03714
P36023 P53104
P46971 P42836
Q08931 Q06681
P38859 Q06541
P16664 Q08236
P40030 P40003
P39015 P24004
P38766 P32915
P18239 Q12232
Q99316 P13134
P81449 P27796
P50874 Q03673
P38179 P23542
P40457 P40351
P07255 Q06644
P53314 P42836
P34232 P39106
Q03455 P38358
Q12346 Q05568
Q04002 P33760
P26188 P53747
P16661 P53248
P14064 P40030
P53628 Q08921
P08417 P42951
P38207 P80667
P38181 P38742
P21954 P53951
P32473 Q12239
Q06096 P32939
P17890 P38929
Q00873 Q02969
P11076 P23542
P34078 Q08622
Q01590 P38959
P24309 P06105
Q12071 P46983
P41800 P38778
Q12386 P38873
P38688 P38814
P17891 P40459
P34072 Q04632
Q07807 Q04767
Q03944 P53184
P38753 P43621
P38439 Q03455
P52871 P36116
P11746 P12868
P39106 P35056
Q06217 O75012
P47017 P36168
P22082 P14772
P39007 Q06815
P17157 P00045
P36048 P33311
P14020 P53184
P21691 P38855
Q05043 P17255
P40056 P38855
P39715 P47818
P32862 P39012
P34160 P40549
P40554 P26725
P15424 Q03944
Q08023 P32939
P25042 P53733
P32833 P53192
