P78536 P01375
Q8TDC3 P30291
P07602 O96006
P21246 Q15388
Q8TAM2 Q15154
Q7L5D6 Q8N2U0
Q9H840 Q8WXD5
O96008 Q9P0U1
O14744 P02686
Q9BVJ6 O14737
Q12972 Q9UKR5
Q9Y6B7 O43683
P49789 P22570
Q8NEY8 O60437
Q9BUN8 P08582
Q9Y2H0 Q96A65
O76003 Q6FI81
Q99575 O95707
P56537 Q9BWH2
Q16619 P42702
Q12929 Q15834
Q9NQL2 Q76FK4
O75916 O14775
Q9UKA2 P63208
P78552 P35225
P19838 P01589
O75182 Q9Y6D9
Q15650 P19838
Q99726 Q92572
P32780 P29083
O00198 Q92934
P21246 P21673
O94906 P03372
P06753 Q9BQD3
Q9UMS0 P54198
Q9HCS7 Q13216
P05556 Q9UKP3
Q9UI26 P30050
O15379 Q92828
P68400 P27695
O15455 Q99836
P10451 Q8WYA6
Q9NYV6 O95602
Q96RE7 O15379
O75446 Q16576
Q9NRF2 P06213
P40933 P14784
P30519 Q9Y3C7
Q9NY97 Q96EU7
Q5RKV6 O15116
Q9UBW7 P17480
O14727 Q07817
P27701 P27824
P15927 Q13432
O15304 P26842
O43261 Q9P2H0
P04406 Q9NXU5
O15379 P78347
Q9BZZ2 P15941
Q7L590 O75419
Q9UPW5 Q9Y3M2
Q16594 Q15393
Q9UGP4 O95059
Q9P2H0 P0CAP2
Q9Y262 Q9NYV6
P57678 Q8TEQ6
O14788 P78536
P78345 O95707
Q9P2J2 Q9H1I8
Q07864 P09884
Q07817 P02489
Q15477 Q8IZH2
Q96T60 Q9BQ66
P62750 Q92973
Q8N3C0 Q15650
Q8IZH2 Q92925
P98164 P02649
O15534 Q5JY77
Q09472 P05114
O95163 Q9NX18
O14832 O00628
Q9BXY8 P47874
Q9UQB3 P49768
Q86VP1 P21580
O14544 Q15370
Q9Y2H0 Q9UD71
Q14919 Q16594
Q9NRM6 Q9UHF5
O15304 P0CAP2
P30519 Q7L5N1
P54852 Q99572
Q96RK0 Q96C36
O00267 Q66LE6
Q92597 Q92499
P10827 Q15493
O96006 O15287
Q13480 Q9GZY6
Q9Y6K8 Q96N11
Q6QNY1 Q9NUP1
O75330 P16070
Q7L5N1 P61201
Q9UQB8 Q9UKR5
Q9H6Z9 Q9BRX9
Q9BXW9 O94782
O15514 P62487
Q8N1S5 Q96D05
P09919 Q99062
P98160 P28799
P32780 Q9H7U1
O94811 P04406
Q9BTX1 Q8N1F7
Q9NQC3 P02686
Q9UNS2 P58340
O43261 Q9GZT6
O15085 P78559
P05556 P15529
Q92878 P49959
O00267 Q9UHR5
Q96F07 P51116
Q09472 P52948
O60925 Q9P2H0
P35869 P03372
P28331 P40926
P98164 P04114
O14737 Q9P2H0
Q08999 Q86Y97
Q99689 Q5UIP0
P61247 O00422
P51116 Q9NQC3
Q13216 Q16531
Q969H0 A6NE52
Q03431 P49407
P04180 P02647
Q6NUQ4 O15116
Q8TD16 Q13561
Q08722 Q02094
Q6UX01 P31025
P46777 P63241
O76003 O95544
Q96SB4 Q14739
A5YM72 Q14669
P54253 Q96RK0
O95084 Q8NB37
P98164 P02768
P11940 O95793
O95180 Q12791
P61604 P10809
P36542 O43676
Q92597 P23396
Q12791 P78559
Q08211 Q00403
P04179 Q9H0R4
Q9H633 P78346
Q8NE01 Q9BQ66
Q9UMS0 Q8NC60
Q14789 O15239
Q53H80 Q15834
O00203 O60566
P20292 P09917
Q12874 Q01081
P78417 Q5RL73
Q96T76 P32780
P41159 P52790
O14579 P53618
O15169 P35222
O95793 P05388
Q99836 P14778
P40926 P07954
Q9UMS0 O95278
P60228 Q9GZR7
Q15645 P30039
P09466 Q96ID5
Q8TEQ6 P62304
O43633 O94818
Q9UBU3 P41159
Q03701 P25208
P02649 P05067
Q8WWV3 Q9NQC3
Q92870 P05067
Q9Y2J2 Q96ID5
Q9NTK1 Q15834
Q93008 P35222
O43541 Q15750
Q08999 Q6NUQ1
O95994 Q9GZT6
P12004 P28715
Q5THR3 Q99497
P50542 Q8WTV0
Q8N668 Q86X83
Q03167 P61812
P27169 P02768
Q14134 Q8NHQ1
Q9UIF7 P27694
O60315 Q7L5N1
Q10713 Q13873
Q16611 O75460
Q14005 Q13224
Q96IP4 P46379
Q9UJX3 Q12834
Q8NFZ5 P19838
O60238 Q6NUQ1
Q9BT78 Q9UNS2
Q8TEQ6 O14893
P46100 Q9H7U1
Q14643 Q9BS26
P68400 P55087
Q12802 P62258
P28300 Q07507
Q15464 P31785
Q96PN7 Q09472
P50150 O14775
Q969H0 Q6ZRQ5
Q14789 Q9HCU9
Q99698 Q14974
O14717 Q7L5N1
Q13596 P06213
O43572 P31323
P60174 Q9GZR7
Q9NXU5 P62917
O75901 P19021
Q8NBJ7 Q969H0
Q9GZM8 P43034
Q9H773 Q8NC60
O95059 O95707
Q9NRX1 O43147
Q9Y6D9 Q14134
O14980 O14746
P15509 P08865
Q9NQT5 Q96SZ6
Q9Y3C7 Q9H6R7
Q13216 Q13888
P04183 Q13432
P30519 P05067
O14777 Q9Y6D9
P35869 P06400
O43592 Q00341
P05556 P98160
Q8WUM0 P52948
Q92621 Q8N1F7
P46100 Q9P2H0
P61604 Q13432
Q13573 Q9H1I8
Q96HA8 Q7Z6G3
Q01344 P32927
O75947 Q7L5D6
P48552 Q8NHQ1
P32969 O94875
O15360 O14920
Q15645 P07902
P61970 P37198
P10827 Q12802
P52797 O95084
Q15025 P21580
Q9Y2J2 P54105
P56159 P39905
P36578 Q99558
P00374 P10809
P34741 P02751
O14745 O43572
Q92973 P09132
P61604 Q9UKR5
Q9NPJ4 P03372
Q9UMX1 Q06330
Q99836 Q9BXR5
Q86YN6 P03372
Q7L590 Q13416
Q15185 O14746
Q7L4P6 Q9NSA3
Q9BYE9 Q6P0Q8
Q13432 P84090
O14777 Q9Y3C0
P46379 Q9H095
Q9BUB5 P02686
Q9HBM1 O14777
Q13077 P19438
P38432 Q4J6C6
P62258 P30305
P47901 P01185
Q92994 P68400
O15018 Q9UQB3
P19256 Q15011
P04406 Q9UN74
Q14789 Q9P2H0
Q15762 P15151
Q9BVJ6 Q9BWC9
Q92624 Q15050
Q16478 O43292
Q8TCG2 P20963
Q16514 Q6P1X5
Q9GZY0 P78559
Q9NRX3 Q9BXR0
Q8TAE8 P67870
O15379 P48552
Q9UBS8 Q13772
P16410 P33681
O60925 Q5T3J3
Q9UBW8 Q9UNS2
Q9H8T0 Q9P2H0
Q9UKR5 Q9NRX3
Q86UN6 P31323
Q9NQW6 Q16181
Q15528 Q8NBJ4
Q13416 P49736
Q9UBU7 Q13416
Q99933 P03372
Q9UKT7 P63208
P09884 P09874
P15822 P54253
Q96E40 P49903
Q8IUM7 Q9HBZ2
P07738 P04406
Q9H1D9 Q92994
Q9NX01 O94906
Q9Y6H3 P12956
P38435 P02818
P99999 P10109
Q8N5M1 P25705
Q9Y3B2 Q06265
Q96KN1 P35221
Q9NR82 Q9NRI5
Q9NY61 P06400
Q02878 P47914
P12956 Q96RP7
Q6RSH7 Q16665
P52815 Q9NW97
O60282 Q15596
Q9BTE0 Q9P2H0
Q9BWC9 Q5RL73
Q9NX74 P07814
Q07820 Q9UMX3
Q06265 Q13868
P68400 P06127
Q9BTP7 Q8IYD8
Q13432 Q13200
P51946 P32780
Q9UFN0 Q8NBJ4
Q9UKA4 P31323
P51116 Q15041
P46777 P68400
Q86YN6 P51610
O60256 Q8N8Q3
P57740 Q8WUM0
P21673 O95251
Q9H5Q4 P00491
Q9UJ70 O75716
O00311 O60610
Q99547 Q9UKR5
O75475 P51610
Q15543 Q10570
Q07507 P46379
P29122 P20382
P20366 P29371
Q9Y4G2 Q9Y3A3
O60566 P51587
Q9BYM8 Q96EP0
P54253 Q9P2G9
Q9NV56 O96019
Q9NV56 Q9H0E9
P15529 P0C0L5
Q9BXW7 P04278
Q5FBB7 P46779
Q9BYT8 P30990
P05060 Q13724
P68400 Q05940
P36543 O75348
Q9Y2H0 Q12959
Q07817 P99999
P05556 P27824
Q9Y2T2 P55087
Q9UL45 Q9NUP1
Q9BUE0 Q9Y3C7
P35613 Q03135
O15379 O14980
P52630 O60244
P37108 Q9UNZ2
Q12929 Q9UKN7
Q2TAA8 Q99598
Q13200 Q5T3J3
Q5T3J3 Q16891
P27694 Q9H8T0
P52272 P06731
O95163 O14920
P21673 Q9BQ70
Q16570 P80075
Q14974 Q12772
P54253 Q969X2
P52701 P12004
Q15645 Q9GZT8
Q6VY07 P11717
P38432 Q9Y4C2
P34897 P67870
Q92574 P49815
Q09472 P12004
P41227 P11245
Q9BQD3 Q96LK0
Q8NBJ4 Q9H840
P49721 P49720
P06213 Q9Y4H2
O00220 O95999
Q13432 Q9UN74
Q9UQB8 O60610
Q14676 Q12888
Q04637 P11940
Q9Y3A3 Q9BTT4
P61289 P51116
P04843 Q6IA17
Q9Y262 O15371
Q5T8A7 O75691
Q92597 P60866
P21673 Q6PI98
Q03013 Q8IXH7
P03372 P01160
Q5JVS0 Q70Z53
O95373 P46777
Q5T5C0 Q12846
P38432 Q9NRM2
P15018 P42702
P49247 O75716
P21246 Q9H8G2
Q92597 P51659
P68400 P30519
Q9NP98 Q96T60
Q9H228 Q03113
Q9Y678 P48444
P35244 P49736
Q92542 P49768
Q9UHF0 Q5JY77
Q15465 P18509
Q92624 Q96ES6
Q9UHW9 O95747
Q9Y2X7 Q9C0J8
Q9Y3D6 O00429
Q9BYH8 P19838
Q99967 Q16665
Q12955 Q9UJC3
Q5JY77 Q6IB77
Q86UR5 Q8IUD2
Q13790 P02652
P62258 Q16635
P55084 P05067
Q8IYF3 Q53TS8
Q9H269 Q9P253
O60925 Q16891
Q12802 P03372
Q13077 P28908
P07814 Q8IXH7
Q96RJ3 Q9Y275
P12004 P24385
Q00610 Q9H8K7
Q92845 P25054
Q9BXY8 Q9BQ66
Q99689 P21246
Q969H0 Q149N8
P09669 P21246
P17342 P01160
Q9UBN7 Q09472
Q9UFG5 Q15834
P13984 P29084
O43592 P35658
Q8N668 Q9NX08
P59998 Q9BPX5
Q9Y6J0 Q14814
P31785 P60568
P24588 P31323
Q9NV58 P23258
Q92989 O43809
P43351 P49736
P54253 P26368
Q9UMX1 Q9UHA4
Q96BI3 Q92542
Q04446 P52209
P49903 Q9UKR5
O00628 P50542
Q9BYG5 Q8N3R9
P60228 Q59EK9
Q13228 Q15645
O75419 Q9UBD5
Q96SB4 Q13243
Q99627 Q7L5N1
Q92597 P62854
P21673 Q9GZT6
Q8NCW5 P02647
P21673 P49903
Q16594 P38432
Q9P2H0 P82932
P24522 Q13561
P33402 Q12959
P54253 Q9UKJ3
Q15274 Q9BQ66
O94776 Q16576
P21583 P04141
O43426 O00499
P52434 P30876
O15379 Q8NB12
Q9GZY0 P27695
Q99741 Q13416
Q15834 O43663
Q07820 Q16611
Q96RK0 Q9P1U0
Q15078 P61764
Q9Y5K6 Q07889
Q9HCY8 Q96FQ6
P18428 P08571
O43395 Q15834
O14949 P0CAP2
Q92973 P35658
Q9NPI8 Q00597
Q9NZ42 Q92542
Q96H20 Q86VN1
P16581 P16070
Q9Y4H2 Q07817
P54253 O15014
Q16576 Q9UKG1
Q13069 Q8NEA9
Q96QU8 O60610
Q9H900 P50748
O60383 Q96RU7
P02489 P02768
P05067 P49768
P14222 Q9GZR7
Q15542 Q10570
Q8N2H9 P51617
Q15041 Q969H0
Q9BWC9 Q5T3J3
Q12929 Q9BYC9
P56537 Q8TC92
P01583 P14778
P40189 Q16619
Q6UB99 Q15596
O75925 Q9UPW6
P68400 P18858
P62888 Q99558
Q9UBD9 O75462
O95721 Q96LR2
P78406 Q9GZR7
Q9NSA3 Q9NQB0
Q9UKX7 Q14974
P07737 Q9UKR5
Q8IU60 Q8IZD4
Q5FBB7 P30154
Q9Y3C7 O43261
P06400 P02545
Q16790 P35221
Q969H6 Q99575
O75528 Q96ES7
P15509 P04141
Q92611 P27824
Q9Y2Q5 Q9UHA4
Q01780 Q99547
Q96RL1 Q15406
P25208 Q07021
Q01113 P15248
P15822 Q92979
Q9UKR5 Q9BTE0
Q14191 P27694
Q9ULC0 Q9NPF4
Q6IAA8 Q9GZT6
P06748 P24522
P29475 P25100
P16871 P13232
Q9UKN8 Q92994
Q92973 P49792
Q96CD0 P63208
O75533 Q12972
Q9UJX6 Q8NHZ8
Q8NFZ5 Q02763
Q8N668 Q9H0A8
Q9Y2X7 Q9H0I3
P42226 P19838
Q99689 Q14596
O43768 Q09428
Q92945 Q13868
P37198 Q14974
Q09472 P52701
O75083 Q15477
P48147 P20366
Q6NSW5 Q8N2U0
P54253 Q15032
Q99700 P11940
Q9UBU8 P06400
O75818 O75817
Q03135 Q13393
O15155 Q13190
O60610 Q13563
Q14596 Q9NP79
Q9BRA2 Q16881
Q5VVH5 P51617
Q9NQS1 Q07817
P67870 P03372
P51587 P27694
Q8N3K9 Q96EV8
P30154 Q99497
Q9Y678 O14579
P78549 P28715
Q14146 P02545
Q9UHF0 Q9GZT6
P05060 Q16635
Q9NRH1 Q9P2H0
Q99698 P52272
Q03167 P08476
A5YKK6 Q9NZN8
Q13191 P36888
Q7Z7C8 Q15542
Q9NQT5 Q92945
P50454 P17480
Q99627 P60228
Q9Y5Q9 Q8WXF8
P20742 Q96IY4
O75934 P06401
Q9UNE0 Q13077
P21673 Q5T3J3
Q9Y3F4 Q8WXD5
Q8WY64 Q9Y2B0
Q16533 Q92966
P46952 Q99259
O95990 Q9BQ66
Q8IYF3 P48552
P02753 P02768
Q9NVC6 Q15528
Q15185 P35869
Q8IZH2 P46379
Q9Y5Z4 P42704
Q9BUE0 Q9H944
P27694 P12004
P17480 P68400
P52701 Q9UIF7
Q9Y294 Q9UK41
Q12959 P98164
P54253 Q6V0I7
O60496 Q02763
O60641 O15294
P27930 P01583
O75925 Q13285
Q8N715 Q9BQ66
Q14974 P49792
Q9P086 Q15528
P00491 Q5T3J3
Q16864 Q9P2H0
P56537 Q14181
Q9UKV8 Q9UHI6
O43395 Q9C005
P15509 O14920
Q7Z3B3 Q15834
O60293 Q15834
A0A5B6 P20963
Q96QK1 Q13596
P51116 Q14134
O14717 Q9GZR7
O95372 Q9Y3C7
P35520 Q8IV36
P24385 P03372
Q92624 P05067
P49917 O95347
Q16665 P27695
Q96RK4 Q15154
P09086 P12956
O75381 Q96G25
Q07817 Q9HB09
P18206 P16581
Q9GZY0 P35658
Q96BI3 P49768
O94777 P37287
P06127 P21854
Q14749 Q9GZT8
Q15834 Q9UPT5
Q86YV9 Q9UPZ3
P42345 Q6R327
P49755 Q96BI3
P05111 P08476
P12004 P12956
P37198 Q9GZY0
Q9Y3M2 P35222
P05060 P17480
Q9HB21 O75970
O00716 P06400
P16870 Q5T3J3
O15342 P36543
O95229 Q9H081
Q8IW19 P78411
P21246 Q969Z0
Q6PJT7 Q9UPT5
Q9UGJ1 Q96GA7
Q05586 P21359
O60921 P12004
Q16891 Q9H8K7
Q8WZ42 P20807
O00220 P51398
O60895 P10997
Q9HAV4 P35658
Q13077 Q02223
Q15020 O43395
Q02363 Q5RL73
P17480 O15446
Q6PML9 Q15596
Q9UBU3 P01303
Q86X55 P11940
Q9P2R6 Q5JSZ5
O75419 O43913
P14778 P01584
O15235 Q9UKR5
Q08211 Q6P2Q9
P68400 P41236
Q9Y6I8 P40855
Q03135 Q14254
Q92624 Q8N140
Q13190 Q7L5N1
P50616 O43541
P13010 O14746
Q13094 Q15464
O14980 P35658
Q08211 Q07666
Q6ULP2 Q9NZ52
P21673 Q96BY9
P21246 O76061
Q15834 Q6ZU52
P55058 P02652
P78527 P15927
Q15643 P06400
P61024 P46527
Q9Y5M8 Q96JB5
P54253 O43809
Q8WTV0 P02649
Q9Y6D9 Q9Y2J4
Q7L8L6 Q15834
P54253 Q6ZMT1
P0DPB6 O15160
Q9BRJ6 Q15834
Q99081 Q09472
Q01629 Q96EY7
P00966 Q9H8T0
Q9UN74 Q9GZT6
O60383 Q6P1K2
P38484 P15260
P19438 Q06643
Q99627 P61201
O75146 P09496
Q8N715 Q96LR2
Q99547 Q8N392
O75884 P06400
Q12959 P78559
Q13442 P01127
P37108 P49458
Q96SZ6 Q15078
Q15397 Q86YV9
Q8NBJ4 Q8IYL3
Q9NP59 Q8NBJ4
Q16594 Q16514
O95273 P82933
P80075 P13611
Q13765 Q96ID5
Q12972 O76061
P51003 Q9UKF6
Q00403 Q13772
Q86X55 Q09472
P62258 Q92934
Q96RK0 Q969Y2
P27635 P62380
Q9NQC3 P22695
P28799 P52790
O00165 O95342
P61201 P55789
Q96F07 Q9Y2A7
O60763 O15498
Q14974 P21246
P21246 O94864
P67870 P35222
Q969L2 O43399
Q9UGU0 P03372
Q9H204 Q96HR3
Q9Y6V0 Q9Y2X7
Q8TDM6 Q9BSF8
Q9UBD5 Q13416
O60760 P52790
Q9H0Q3 Q9NVX0
P54253 O15273
P49247 Q9NP79
Q15464 Q12929
Q5RKV6 Q9H2M9
Q9H211 Q99741
P21246 Q13200
P22234 Q8TAP6
Q9P2M1 O60241
O75925 P03372
Q7Z3B3 Q8NHQ1
O75530 Q12972
P78345 Q99575
O14544 Q9BYM8
O96011 P40855
P12956 P06401
P58753 P20963
P14324 P54253
Q15388 P00374
P54253 Q96EP0
Q9NZJ7 P49768
O00165 P01583
Q9UPT5 Q8WWV3
P21673 Q9UKR5
P08574 P99999
O60268 O00165
Q96RK0 Q9HC77
P27930 P01584
P78527 P12004
Q9Y5X5 P01303
Q13951 P05060
P54253 Q9UMN6
Q9GZT8 Q9BQD3
O14777 Q9Y2J4
Q9BZW8 O43561
Q14191 P49005
Q9NQC3 Q9NZD8
O77932 Q01780
Q13432 O43252
Q9Y3A3 Q15834
P14866 P26599
P35869 Q09472
P51811 P68400
P22087 Q99558
P61247 P09874
Q9Y5N6 Q13416
Q9Y6B7 O60566
O15533 P53618
P21246 Q9Y6H5
Q9UNM6 O00232
O60895 P01258
Q9Y263 Q9UBN7
Q5T124 Q8IYR0
P54253 Q86UW1
O75940 Q14974
Q96HA8 Q9UL45
P98164 P08519
Q16891 Q9Y6M9
P38432 Q96HA8
P54253 P38432
Q5JY77 Q96KB5
P61289 Q9BXC9
Q9GZP4 Q6P1J9
Q9NQX3 P42345
P16455 P68400
Q13029 P03372
P48736 P40189
Q9H081 Q96IY1
P04053 P12004
O15360 Q00597
P58753 Q15629
P23378 Q9BXR5
Q8NCW5 P02652
P19438 O14920
Q13432 O14569
Q06495 O95070
Q14183 P61764
P68400 Q03135
Q9Y4Z0 P62304
Q9UKY0 P08865
Q9Y240 P21583
O43747 Q00610
O75528 O75478
P38432 Q15020
P51843 Q13285
Q15542 P13984
O00203 O43683
Q96RU2 Q9HAW4
Q9GZT8 Q9NRG1
Q9BVC4 Q8N122
Q96CS2 Q7L590
P17181 P48551
P52961 P01127
Q8IU60 Q9UJ70
P54253 P04406
P51116 Q7Z6G3
O75884 Q08999
P24666 P35222
P98161 P35222
P19447 P18074
Q8NFH4 Q8NFH3
P67870 P38432
P61218 P62487
P62380 O60664
Q9UKT4 Q12834
P17480 Q03188
O14717 Q5T3J3
Q969E3 Q08334
O75716 P19419
P30533 Q14181
O00311 P49736
Q96FV9 P06400
Q11203 P02766
O75818 Q99575
P04183 Q7L5N1
Q9Y605 Q9UBU8
Q15102 Q5RL73
P37198 P52948
P05060 O15527
Q15800 P54253
P35869 Q15596
Q9NNW5 Q7L622
Q8IV45 P19838
Q15185 P03372
Q9NP62 O15379
Q96SB4 P02686
Q8TC92 Q9GZT8
O15304 Q07817
Q13243 Q93033
O14773 O14746
Q96J94 Q9UPY3
Q6IA17 P51617
P48552 P03372
Q13155 P07814
P55157 P04114
Q9NV56 Q9NPF5
Q07889 P15941
O95990 Q15834
Q8WUW1 Q96F07
P40200 P15151
Q9H204 Q96G25
P10827 P61201
O15519 Q13077
Q8IYF3 Q96GY3
Q99705 P20382
Q9Y262 P60228
P51116 Q9BQD3
O43683 Q12834
Q13432 Q8TDN6
O14745 P36543
P68400 P13807
P55259 P04746
Q9Y3C0 Q9UL45
Q9P2M1 Q13573
P68400 P30305
O60238 P17152
P21246 Q9NPJ1
P27701 P05556
Q9Y2B0 Q9HAP2
O00161 P51116
P59998 O15145
Q8N5C8 Q15750
P21246 Q9BTY7
Q9UPT5 Q96KP1
Q14181 Q9BTY7
O43929 Q13416
P51843 P48552
Q13873 P33241
O94910 P08922
Q13042 P30260
Q09472 Q12772
O15287 Q9HB96
P06401 Q9H467
Q96FZ7 Q96H20
O00267 P63272
P59665 O60925
Q8N715 Q9BQD3
Q9Y3I1 P63208
Q96NW7 O14656
Q13416 P15927
Q9HCS7 Q03468
Q9Y6X1 P60468
O43257 P67870
P25208 Q09472
O14744 O00267
O75146 Q00610
Q9Y294 P50502
P30047 P30793
Q96R06 Q14990
Q12981 Q09161
Q9UGL9 Q96ID5
Q8IU57 Q8IZJ0
P61626 P31025
O43809 Q5RL73
O75530 O15379
P52434 P62875
P49641 O95163
P30154 P35613
P62917 Q9H8M7
P13010 Q14191
Q09472 Q92878
Q5T3J3 O43379
Q8IZD9 P49768
Q03701 P18627
P21246 O43147
P43351 P18074
P51587 Q9BXW9
Q02509 Q13873
O15287 Q00597
Q9NZ42 P49768
Q92979 Q96DW6
P63208 Q9UKT4
Q6WBX8 O60671
Q9H5J8 P06746
P62380 Q00403
Q16666 Q02363
P13693 Q07820
P35222 Q9NSC2
Q14512 P98160
O94818 O75971
O15235 Q13432
Q92667 Q03135
Q13620 P03372
Q8NEC5 Q9UKJ5
Q08211 Q08945
P35222 Q16665
P02647 P02766
P31785 P14784
Q12888 P19838
Q9HCB6 P05067
P12956 P16284
P03372 O15514
P11150 P04114
P40933 P31785
P57678 Q9UHI6
P28328 Q9UKR5
Q13216 O14949
P68400 O14529
Q15102 Q9GZR7
P04004 P01189
Q13371 P17987
Q99973 O14746
Q8IYF3 Q9UNH6
O95149 O14980
O75553 P43034
O00716 P19532
Q15464 P14784
P68400 P10451
Q9Y314 P29475
O95870 Q9H0R3
Q5T124 P61587
Q7Z3B3 Q7Z6G3
Q14442 P37287
Q9NXR7 Q9NWV8
Q9Y6H5 Q7L5D6
P54253 Q96IP4
P51946 P29084
Q9NX18 Q9GZT6
O43913 Q9UBD5
Q9Y2L1 Q13868
Q13873 P22004
P48552 Q13285
Q8IZH2 P04075
P13686 P15927
Q01831 P19447
Q4KMG0 P35222
Q9UL45 Q6QNY1
Q9NY26 Q14722
Q6P1K2 Q7L5N1
O75309 P35222
Q5JY77 P20309
P06213 O14544
O60583 P06400
Q9BVK8 O95870
O75665 Q9H7U1
O60566 Q9Y6R4
Q9Y6R4 O15169
Q8NDB2 Q14643
P43489 O15304
Q969Y2 Q9NP50
P09874 P12956
P04040 Q9BXR5
O75448 P03372
Q9Y5Z0 P05067
P21246 Q9H8M9
Q15029 Q8NBJ4
Q8TDR0 Q9NRI5
Q12923 P25054
Q12923 P35222
Q99700 O00499
P13010 Q9BXJ9
P31785 P13232
P21549 Q9Y6H5
Q92973 P52948
Q9NSA3 P35222
P00966 Q9H1I8
Q969H0 P63208
P34913 Q9UFN0
Q13352 P19838
Q8TEW0 Q01970
P06733 Q9UPW5
Q8NFZ5 P21580
P37198 P29084
P08519 P27824
O14832 P00451
P62913 Q13867
Q12791 P30519
P53602 O14775
Q96G25 Q15528
Q15393 O75533
Q01780 Q08945
P13686 P50591
Q15102 Q8WUX9
Q8WZ42 O15273
Q9Y3C7 Q96G25
O43747 Q63HQ0
Q15102 P43034
Q9NQS3 P15151
Q9HBM1 P60468
P60033 P13612
Q09472 P20823
O15297 P46777
O60383 Q99547
Q96BD8 Q9UL45
Q9UQE7 Q92845
Q92667 P31323
P27701 Q9P2B2
Q92859 O00634
O14777 Q9UL45
P16150 P35222
Q9BYG5 Q8TEW0
O43929 P24385
P21246 Q9Y3C0
Q92597 P39023
Q96A72 Q9Y2J4
P13010 Q07864
P13611 P16070
P49842 Q07864
Q9NRG1 Q96G04
P49641 Q9Y2X7
Q8TEQ6 Q9UHI6
Q9UKR5 Q9BWC9
P02775 Q9UBW8
Q9UHD2 Q9H6S1
Q9HCU9 O15131
P22234 P51116
P35052 P05067
P61247 P04179
Q9H9Q4 P49917
Q9UKR5 Q14061
O15379 Q8TF05
Q9GZR7 Q14181
Q13347 P03372
P49366 P63241
P04062 P07602
P55060 P14866
O75478 O95990
Q13077 P21580
P09132 P61011
O60383 Q9Y3A3
Q13503 P10827
P68400 Q16665
Q13794 Q07817
P46379 Q09472
P51116 Q5VSY0
Q9NXU5 Q9GZT6
Q9UKN8 Q8WUA4
P09327 Q8IYF3
O75553 P05067
P98160 P05067
P68400 P84090
P24588 Q12959
O75381 P40855
Q8WV28 Q96MX0
Q14689 P98082
Q12791 Q16558
Q16576 P06400
Q15650 Q09472
P54253 Q9Y4E1
Q9UHD2 Q92844
P04406 Q15102
Q8WXF8 O15519
P51116 Q15834
P61247 Q9H6J7
Q9HCU9 Q5T3J3
Q8WZ42 P20929
Q5JR98 Q03167
Q13228 Q5T3J3
P62750 O95373
Q96PN7 Q13285
P01275 P16870
P21673 Q13432
P04053 P12956
P12956 P27695
P16298 P32418
Q99627 Q9UBW8
O60383 P04183
Q9NRI5 O15372
Q07820 P12004
Q14966 Q15834
Q16514 Q10570
P81172 Q9NP59
Q15102 Q9UKR5
P37198 Q9Y3C0
P13010 P12004
P84090 Q96ID5
Q9H939 P04278
Q09472 Q9H3D4
Q9BVJ6 Q9GZM7
P54368 P11926
Q9BTY7 Q9H3H1
Q9UNS2 P61201
