P38316 P07256
Q12402 P27796
P38264 P00958
Q03655 P40328
Q03897 P38717
P35207 P06775
P46676 P38692
P38272 P38265
P53290 P40341
Q02732 P38063
P48524 P47123
P13433 P07258
P41813 P06786
P46674 P33299
P38999 P32486
P38695 P32527
P38191 P27801
P25302 P07260
Q6Q547 P29056
Q06108 Q03834
P53045 P25296
Q05024 P36034
P32598 P07272
P46963 P40969
P47110 P23641
Q04089 P22140
P53863 P42841
Q01939 P80428
P53337 P33755
P53867 P42941
P38068 P28707
Q04031 P35180
Q06632 Q03322
P89105 P32324
Q03373 P32432
P53890 P32859
Q12477 Q08018
P39994 P35201
P41544 P17065
Q06640 P11972
Q05166 Q03125
Q02932 P41695
Q08119 P29468
P40069 P11978
P35191 P12868
Q08911 P87284
Q12194 P38041
Q08496 P39004
P53176 P38358
Q04195 P14922
P18961 P00854
P48606 P41546
P40343 P32264
Q08886 P33421
P49166 P38121
P40010 P04817
P48510 P42945
P40456 P38637
Q06135 P32892
Q03280 P38759
P53147 P33892
Q12082 P48361
Q02206 P53552
Q12019 P38789
Q12327 P50086
P22209 O13297
P33419 P22140
Q06001 P50105
P38798 P25045
P29311 P25579
P40480 P14242
Q12223 P26793
P36036 P13259
Q03081 P13574
P54885 P38902
P48232 P28519
Q02908 P53823
Q08581 Q03976
P53628 P31380
Q08683 Q02825
Q12321 Q03656
Q12347 P53211
Q00772 P47152
Q12151 P39552
Q03661 P39682
P25376 P19658
P53108 P07264
P54791 P11076
Q06251 P32558
Q08773 Q08550
P40462 P13434
Q07904 P32457
Q06160 P53269
P41813 P33335
P53116 P38821
P53685 P29468
Q08204 P35056
P38112 P35842
P42945 P39952
P23059 P07703
Q12082 P08431
Q08921 P40356
Q12749 P06844
P38337 P15646
Q99314 P39966
Q08235 Q04603
Q06411 P39101
P47167 P47061
P47187 P19454
P53840 P11747
P51996 P40357
Q12083 P17709
Q07084 P47074
Q08465 P53281
Q04226 P40960
P43639 P34218
Q03735 P41817
P32854 P14064
P36161 P35201
Q08492 P48439
Q12494 P32332
P48439 P39729
P32479 P18888
P28004 P07342
P52593 P11076
P20457 P06775
P47037 P38138
Q04149 P25045
P22517 P01119
P53096 P33313
Q04601 Q02784
Q12050 P36129
Q06411 P04786
P38182 P16151
P38910 P27895
Q03455 P23644
Q06005 Q04921
Q12243 Q08236
P49686 P01119
P38123 P36129
P49334 P38156
Q12194 P25615
Q04217 P39515
P41818 P40541
P53910 P53043
P38729 P38720
P53953 P28000
P53290 P23776
Q08683 P23059
P53974 P47822
P25615 P25301
Q06135 P47176
P40478 P13574
Q05946 P40434
P42846 P11914
P25045 P06782
Q12009 P53551
P47821 P38883
P53269 P38817
P40314 P32558
P50091 P43545
P38695 P32350
Q03834 P43562
Q06001 P53250
P53877 P38627
Q92317 Q04110
P52488 P36034
Q12368 P39534
Q12349 P19524
P54885 P39996
Q12250 P07261
P22035 P13186
P38699 P38254
Q12194 Q05785
Q05016 P40070
Q08271 P33411
P43588 P36104
P39730 P32494
Q03976 P36012
P38776 P32336
P17442 P11076
P39552 P35728
Q12034 Q03697
Q03455 Q02516
Q08004 P30606
P35180 P06780
P41912 P19658
Q08208 P08678
Q06679 P32829
P39101 P32634
Q03081 P36100
Q06628 P06700
P40509 P32829
Q06697 P43621
P54860 P38072
P47160 P39678
P52490 P32914
Q06078 P43613
P53252 P39702
P41901 P32832
Q01217 P32602
Q02574 P17065
Q06103 Q01329
Q12306 P33759
P37366 P32471
P53207 P40077
Q08773 P23202
Q12098 P48510
P47074 P32263
P25502 P19955
Q99207 Q02516
P52488 P34216
Q12443 P53191
Q02336 P53313
P38907 P36062
Q02336 P40518
P53272 P25293
P32657 P25358
Q03048 P54837
Q06673 P43545
P33767 P32773
P43604 P30656
P53389 P50101
Q07915 P38695
Q08902 Q06490
P48568 P07703
Q06216 P38915
Q07921 P38111
P54867 P25567
Q06005 P32499
Q02732 P35056
Q06078 P17505
Q03691 P53032
P32773 P10834
P38144 P36013
P53823 P40316
P38860 P15873
P25659 P25376
Q12434 Q01217
P36034 P24870
P53045 P40360
P48562 P41695
P53253 P33760
P40541 P35177
Q08965 P06786
P53048 P06774
P53959 P23561
P38682 P21705
P40450 P40048
Q12163 Q03697
P35191 P25298
P22804 P22224
P50090 P32797
Q02795 P53248
Q02890 P22276
P36013 P13393
Q04305 P40885
P39003 P16521
P48568 P19657
P47822 P47150
P46962 P22579
P43621 P25360
P53971 P38995
P53243 P39967
Q12224 P39968
P25575 P22214
P49018 P47176
Q12262 P38623
Q12450 Q02767
Q02776 P50111
P40319 P29311
P53389 P28241
Q12035 Q04562
P39713 P38523
Q12060 P39073
P32913 P25382
Q12044 P42934
P19358 P10592
Q03148 P25569
P26570 P25648
P32559 P32464
P38989 P10863
Q99190 Q12280
P14736 P07257
P46957 P12294
Q04307 P42941
P32805 P28239
Q08204 P08964
P53437 P25646
P36062 P12294
P47123 P39990
P10863 P01123
P38736 P20486
P53233 P46677
P38999 P38717
Q08032 P32830
Q12059 P36053
P39969 P06783
P30619 P11914
P40582 P32573
P38837 P28274
Q12336 P10622
P41832 P26449
P53238 P07703
Q7LIF1 Q08986
P53253 P20435
Q04231 P53081
Q08817 P13433
Q03935 P38203
P38353 P23638
P38181 P21827
P50101 P38826
P53685 P47123
P40217 P32367
P54791 P53863
Q08553 P38881
Q12157 Q03920
Q03280 P17255
Q06631 P38697
Q08018 P38814
P53212 P14832
Q04368 P32387
P43682 P32796
Q03071 P54862
P39720 P32381
Q12341 P35842
P40453 P36036
Q06169 P89105
P40003 P01149
P53633 P53163
P43682 P32783
Q04305 Q02721
P53231 P46678
P39077 P38811
P48566 P36009
P43602 P32504
Q08749 P32349
Q07986 P39008
P38156 P32562
P32835 P21190
P29539 P26448
P50623 P09624
Q02100 P31111
Q08096 P14682
P33335 P33329
P38353 P35497
Q05016 P87284
Q12059 P40988
Q12066 P54199
P48568 P36161
Q06001 P04386
P36022 P12683
Q99382 P19454
P40971 P35688
Q12224 Q03690
Q02208 P35734
P38705 P33339
Q03973 Q03944
Q06091 Q03213
Q03018 P38915
P36121 P20606
Q07471 P47052
P36168 P15442
P43638 P40438
P38729 P36160
P22139 P12887
Q01939 P36016
Q12055 P06774
P45818 P08456
P48510 P32802
Q12030 P53136
P53233 P40087
Q08732 P04051
P21705 P14724
P43545 P38208
P38629 P25046
Q03373 P39682
Q99278 O74700
P39987 P07249
P32910 P06838
Q02804 P46965
Q07509 P23301
P43616 P35206
P48415 P42942
P46964 P04912
Q06406 P32564
P38957 P38768
Q12006 P38615
P40438 P38759
P28274 O13559
P39713 P06775
P40314 P39702
Q12149 Q08004
P53267 P36120
P50091 P20484
Q07350 P23585
Q12107 P12684
P38998 P38699
Q07896 P50104
Q02775 P32447
P39935 P36084
P42934 P14736
P46678 P39563
Q12006 P29340
Q06631 P33421
P38692 P16370
P53261 P33122
P34223 P10863
Q12071 P35193
P35201 P32328
P53167 P25555
P53750 P17123
P87284 P22336
Q03656 P16370
Q03768 P07272
Q08492 P53337
P53124 P35179
Q12174 P53211
P18239 P16474
P40187 P24482
P38085 P34252
Q08685 P53740
P53283 P33767
P50104 P23291
Q07442 P25045
P40438 P21268
Q12285 P18239
Q00362 P50078
Q12142 Q08986
Q01722 P40495
Q08746 P47090
P40957 P32767
P32354 P30656
Q03558 P48439
P36116 P32565
P40078 P25847
P53344 P46677
P32563 P32332
P41544 P39925
Q12059 P05453
P57744 P34252
P32368 P30657
Q05359 Q03690
P40509 P32842
Q06168 P27705
Q12066 P12383
P32334 P06700
Q12365 P07261
Q06406 P28320
Q12262 P36172
Q08119 P40968
P47167 P41808
P53286 P23179
Q12124 P43572
P87108 P47912
Q12078 P53181
P41277 P39954
Q03697 P38742
P11154 P11076
P53952 P06104
P25376 P20052
Q08496 P32828
P40509 P40360
Q12518 Q03935
Q08732 P38302
P57744 P53865
P46963 P46961
Q12494 Q03691
P35723 P16649
P35191 P32641
Q06164 P47025
P39107 P28320
Q02939 P00330
Q12321 P25491
P38727 P35842
P30283 P05453
P46673 P32657
Q06616 P50104
P38319 P36144
Q02555 P47025
Q08683 P53861
P36034 P36018
P39727 P38439
P46954 P06780
P53271 P26755
P40032 P05986
P47185 P34161
Q12315 P47027
Q12194 P47050
P53965 P32494
Q04264 P47061
Q12264 P26755
Q12206 P39113
Q12390 P15367
Q06205 P35056
Q12527 Q12019
Q06665 P33441
Q04477 P25656
P36168 P19097
P53265 P38112
P53116 P40064
P41940 P40478
P53633 P47116
P40357 P04050
P53740 P53171
P52910 P08456
P38086 P32571
Q03690 P22276
P46965 P25655
Q12449 Q06168
Q02774 P38132
P54790 P50945
Q12335 P38682
P53298 P36009
Q08975 P47160
Q12460 Q03103
P41817 P29509
Q05016 P04807
P25046 P02294
Q07509 P53207
Q08119 P10834
Q03081 P38953
Q03750 P39723
Q06651 P28000
Q12004 Q03654
P39944 P38811
P38774 P18239
P48524 P25502
Q04217 P32341
P53181 P43603
P34909 P30605
Q06632 P38085
Q03750 P41815
Q06091 P39552
Q12004 P21182
Q04272 P32829
Q03081 P34161
P40892 P32787
P46678 P38274
P38261 P21538
Q08387 Q06696
P41815 P38723
P53754 P26449
P53389 P33891
Q03954 P38827
P40356 P24813
Q06251 Q04603
P32597 P25582
Q08491 P38962
Q06137 P32836
P38907 P38627
Q03944 P33297
Q01080 P38801
P40103 P38163
Q02336 P11075
Q04493 P32259
Q00816 P21705
Q04264 P36104
Q12129 Q03103
P19454 P04786
P40469 P32902
P47166 P38232
P32480 P26188
Q06673 Q03103
Q08956 P53108
P38811 P30657
P47171 P43638
P53927 P47052
Q9URQ3 P32859
Q06525 P47912
Q12159 P18239
P50106 P40517
P40014 P34160
P49018 P39008
P46675 P35177
P35172 P22214
P53755 P53070
P39523 P28241
P53823 P35177
P32570 P07251
P46965 P38636
Q12026 P46963
P54854 P47083
Q12309 P38692
P23595 P00729
Q00618 P38842
Q06551 P09457
Q06640 P49334
P60010 P37366
Q12129 P52917
Q04121 P25358
P35190 P35189
P40005 P19736
P32899 P32597
P53081 P38156
P25569 P23291
P42934 P16521
P53244 P36147
Q06675 P38962
P41800 P36129
Q01080 P36047
P53344 P32350
Q04322 Q00873
P38782 P18963
P87284 P04386
Q08446 P38085
P38716 P38265
P35179 P25515
Q07468 P38072
Q12050 P21576
Q06091 Q03338
Q04964 P14242
P38251 P06780
P32836 P10355
Q02939 P25344
P53740 P39946
P53150 P32830
Q12483 P25441
Q12241 P35842
P40202 P38265
Q02100 P48568
P52960 P32464
P43622 P38953
Q12233 Q06436
Q06096 Q06005
P46677 P39101
P53243 P42934
Q00246 P21651
P53914 P33335
Q08951 P53181
P41805 P35180
P38112 P33420
P53086 P25441
P43639 P36034
Q04675 Q02895
Q07478 P24813
Q12494 P40341
P53036 P24719
Q08109 P38082
Q12477 Q07540
Q12464 Q08817
Q03280 P51534
Q08204 P17214
P38911 P31539
Q08208 P53914
P53971 P38781
P53323 P46961
Q03579 P40167
P53823 P47012
P38634 P34238
P32564 P22141
Q04089 P38823
Q08975 P18851
P32602 P25045
P48239 P39515
Q07824 P41544
P40018 P37838
Q12194 P34730
P32905 P02294
P46672 P46669
Q12336 P47822
P39730 P32830
P42942 P28239
Q06344 P25342
P53551 P40073
Q12107 P32807
P38931 P07278
Q99344 P53388
Q03834 P38165
P40957 P25357
P38328 P32641
P13259 P00445
Q08245 P39702
P47166 P32898
P38962 P11747
P53904 P32453
Q02775 P38801
Q12262 P40555
P38987 P08638
Q04225 P32564
P46947 P05626
P53011 P36100
Q12264 Q06490
P40987 P17695
Q12462 Q12335
Q06001 Q03088
P38439 P25298
P39534 P38879
Q08032 P38156
Q12059 P38273
Q06648 P28496
P34227 P33334
P48510 P07991
Q99314 P01097
Q08902 Q06102
P53878 P46673
P38692 P12695
P40316 P36057
Q07904 Q04673
P25657 P13902
Q02795 P16140
P36125 P25567
Q05021 P48582
Q12050 Q05933
Q07509 P29295
Q06604 Q00873
Q12158 P36024
P50104 P42935
P81450 P53952
P46675 P06775
Q03944 P32797
P32259 P23201
P40555 P12684
Q00684 P47037
Q06697 P34087
P38759 P06783
P39928 P36130
P53851 P43621
Q12082 Q07921
P36120 P29496
Q02159 P25303
P33754 P25382
P39004 P38720
Q03337 P39734
P12684 P06786
P39735 P16547
Q12208 P38819
P22213 P21651
Q08387 Q00618
Q05787 P53238
Q12265 P17106
P32578 P00420
P47057 P13382
Q06490 P31412
Q06137 P22135
P40890 P39967
P25656 P25632
Q06102 P53070
P33760 P10834
P40482 P38860
Q03691 P20795
Q08921 P04050
Q99181 P33122
P36116 P25451
P23285 P15891
P47038 P00830
P53171 P36000
P34224 P00549
P39081 P08456
P43545 P33311
Q06616 P21651
Q02895 P19882
P40457 P38302
P40160 P16474
P23285 P06700
Q12035 P42944
P47185 P40518
P46961 P25515
Q12328 P23337
P53930 P38111
P14682 P08678
P50275 P21657
P48525 P25580
P48439 P41940
Q04673 P19882
P38204 P12294
Q04231 P38077
P38112 P07347
P26570 P07261
Q06091 P40509
Q03761 P43613
Q06580 P53147
P53070 P21190
Q12361 P45819
P39550 P34234
P25296 P21957
P38351 P32793
P32864 P16451
P40348 P38182
P39702 P38867
P40517 P40319
Q12038 P34224
P35210 P33399
P23285 P13259
Q03323 P09435
Q08980 O14467
P34162 P32793
P40518 P36520
P38784 P36053
P34161 P32368
Q02574 P17157
P43621 P34241
Q12152 P53824
P40010 P22135
P38872 P38288
Q12063 P53337
P53633 P32354
P38181 P28834
P45818 P35210
Q12083 P40009
P38774 P20095
P24719 P00410
P33332 P19736
P53924 P04819
P49956 P38821
P36145 P11710
Q00539 P40971
P32828 P06784
P36147 P17709
P29703 P25453
P20484 P04821
Q07904 P11914
P35179 P25333
Q08550 P21339
P39685 P38042
P38272 P22515
Q02196 P07213
P38873 P26755
Q12452 P53061
P40965 P32641
P36057 P32582
Q05958 P08638
P53191 P23595
Q07887 P53551
P53959 P40457
P53258 P38351
Q12224 Q02795
P53743 P36009
P53145 P05375
Q12233 Q02199
Q12424 P38121
Q08465 P06102
Q99181 Q05787
P53212 P46681
P41695 P39962
Q04675 P06777
Q12071 Q06340
Q12045 P38272
P53939 P01119
P41805 P21957
P81450 P20134
P25808 P16151
P53108 P38689
Q02776 P53094
P25502 P13586
P48559 P34241
Q03976 P36162
Q12495 P38842
P25336 P25301
Q04477 P21339
Q04601 P39112
P53313 P39010
P53010 P40890
P43604 P40457
P52960 P39014
P53116 P50091
P47090 P12904
Q05580 P32944
Q12102 P32492
Q12100 P53824
P33332 P11978
P39998 P36034
Q08975 P17695
Q12363 P38191
P32601 P11978
P33441 P25454
P43545 P29311
Q06628 P39987
P39524 P38344
Q03944 P06839
P43621 P07149
Q12243 P12683
P32499 P32495
P32830 P00330
P38886 P20050
P38861 P23776
P53252 P40510
Q04437 P15442
P39952 P38620
Q05027 P39960
Q12060 P32325
Q04004 P39112
P53847 P32915
P38257 P05626
P38792 P23585
P32492 P16661
P40325 P21827
Q03973 P23585
Q08773 P28791
P53965 P40357
Q02196 P20050
Q12692 Q00873
P46674 P38690
P53209 P01120
Q12449 P26755
Q03435 P41832
Q06677 Q03177
Q04195 P39001
Q05471 P38319
Q07844 Q02939
P53108 P38823
P48581 P34164
P11978 P11484
Q08004 P32618
Q03455 P10592
P27999 P10355
P38779 P07272
P40160 P07703
Q03280 P23594
P53043 P08518
P23776 P07272
P39540 P30656
Q03406 P50094
Q04121 P11972
P47110 P35210
Q02866 P38920
P35842 P00724
P46676 P14906
P40892 P36120
P26448 P13259
Q12482 P32325
P53265 P23202
Q04004 P33296
P41817 P29703
Q06697 P32334
P54837 P33418
P32900 P25648
P38953 P08456
Q12321 P27351
Q12306 P53973
Q99382 Q03322
Q06217 P32803
P38703 P25646
P47038 P33891
P40356 P33311
Q00772 P54790
Q12341 P53823
Q12009 Q02555
Q12154 P23776
P38810 P21304
Q05031 P00410
P38333 P23337
Q00711 P49435
Q08004 Q06339
P40453 P39987
Q02574 P38247
P43569 P13574
P32863 P06773
P53973 P33298
P48524 P38240
P46961 P41810
P53265 P38764
Q07540 P00924
P40455 P38315
Q06224 P38991
P40507 P38353
P40155 P38826
Q12038 P47027
P53061 P46676
P40510 P20052
P33307 P20050
P32341 P08018
P54837 P40020
Q06697 P53254
P53389 P39727
P38286 P24813
P28239 P06243
P53742 P25301
P39744 P25376
Q03012 P08638
P38072 P00546
Q04195 P40356
Q02794 P32481
P40574 P04911
P49334 P09064
Q07688 P46669
P46682 P13574
Q04373 P53236
P48836 P28519
P43562 P38811
P39517 P38147
P35210 P32832
Q07800 P32379
P53176 P00330
P38920 P25604
Q07084 P19358
Q08204 P23561
P53244 P14741
Q12267 P42941
P53159 P47152
P07248 P00359
Q08162 P38826
Q05931 P07248
Q99176 Q12270
Q03976 P14682
Q03784 P41544
P32333 P05085
Q06676 P19358
P38191 P25604
P32432 P04819
Q08685 P32859
P40513 P26188
P40573 P38782
P38085 P19073
P23639 P22138
Q12192 P53628
P40164 P39955
P53265 P25367
P40020 P38759
P38902 P38627
P39112 P11938
Q12432 P38270
Q07904 P52553
P53259 P25558
Q06178 P35210
Q08208 P40987
P54861 P34227
Q07986 P40518
Q04368 Q00711
Q06032 P07390
Q12277 P53108
Q12424 P39001
Q08972 Q02721
Q04894 P20676
Q12174 Q06411
Q06218 P32581
Q12236 Q12071
Q03784 P38240
Q05031 P38700
P35179 P10355
Q03785 P40187
Q07376 P47035
P54784 P36118
Q02574 P40079
P47167 P32601
Q00539 P19358
Q01684 P36131
P32776 P07256
Q12157 Q02948
Q03254 P00420
Q12028 Q08562
P38811 P22007
P38351 P00724
P39904 P11076
P32504 P21957
Q12380 P06838
P40340 P35189
P39702 P38291
P38264 P36017
P50090 P46676
P40468 P11972
P87108 P40528
P39010 P14681
Q12349 Q06102
Q02776 P38682
P53280 P38147
Q12297 P23644
P42884 P04817
P38298 P20604
Q12300 P17106
P53933 P13099
P38805 P25441
P39678 P19812
Q08444 Q02805
P53389 P38334
P40005 P38953
P25644 P12294
P47134 P39992
P52491 P38249
Q12100 P40343
P38264 P29539
P49435 P40341
Q12158 P36037
P41814 P39101
Q06677 Q06005
P53259 P39723
Q12464 P11914
P39521 P38156
Q02732 P36103
Q03661 P39936
Q03956 P18239
P47083 P25579
P41546 P38867
Q02608 O14467
