P31244 P22137
P32801 P18962
P34240 P30902
P39987 P38152
Q05949 P47113
P38801 P36162
Q12098 Q07623
P36029 P32563
Q12330 P31109
P38861 P31382
Q04217 P24279
P32639 P08964
Q12449 P53622
P39563 P38182
P45976 P38751
Q02197 P22515
Q05947 P09624
Q12018 P40091
Q06679 P38165
Q03308 P28707
Q12420 P06100
P46675 P23561
P40510 P40455
P43574 P32854
P39966 P35203
Q03790 P32366
P43638 P43619
Q12344 P34909
Q08723 Q06673
P38291 P14306
P06102 P00330
Q12206 P32854
P32505 P14747
Q06324 Q04373
P48559 P43565
Q00873 P36168
P47093 P32855
P15303 P06843
Q08236 P53691
Q99176 P15807
P48412 P40473
Q00618 P39682
P47029 P34217
P53199 P53043
P40528 P38967
P53261 P34240
P40574 P25558
Q06479 P40066
P39926 P32450
Q12499 Q12175
P53742 P43588
P38348 P07260
P40091 P38998
P53212 P27999
P48566 P32525
Q07528 P28708
P40555 P19657
Q05871 P32366
P43563 P13186
P32583 P32259
Q06708 P38590
Q12280 Q00916
P43637 P27796
P35181 P19882
P53755 P38348
P53968 P06787
Q05022 P53628
P53939 P12754
P47093 P32783
Q06549 Q05933
Q12044 P53082
Q06616 P23624
P36018 P33338
Q12186 P25491
P33122 P21705
P32642 P00175
Q08921 P12754
P38929 P38820
Q08438 P38862
Q04601 P18759
P39520 P26754
P32905 P00958
Q03792 P38691
Q12285 P24783
P53632 P22133
P33297 P25515
P40151 P36053
Q04005 P32905
P32450 P00044
Q12151 P41805
Q12134 P00812
P39563 P09798
P33203 P13517
P15705 P14747
P38293 P32356
P43568 P40350
P42845 P00950
P39703 P32581
P39944 P21242
P42935 P38856
P32318 P19658
P53550 P40340
P53082 P24583
Q12424 P32793
P39083 P07149
P38615 P04456
P33306 P32900
P14724 P12962
Q04660 P06704
P38348 P20967
Q03208 P20134
Q08729 P39563
Q04675 Q03792
P43568 P38720
Q08562 P40422
Q12277 P53865
P40356 P38867
Q12222 P14164
Q03957 Q03220
P53086 P48239
Q12028 Q02793
P54199 P38853
Q12222 P32767
Q03322 P38273
Q07084 Q04934
P43565 P41813
Q05636 P40069
P32582 P32495
Q00245 P40473
P40456 P27692
P47057 P32263
P38753 P19882
P53185 P53112
Q12406 P39101
Q06216 P25298
Q12256 P07258
P47054 P32642
P38766 P32481
Q01590 P40344
Q05024 P53600
Q07896 P53032
P53905 P32495
Q12142 Q00362
Q08558 P53965
P46947 P13712
Q07963 P33199
Q04739 Q03048
P32481 P02829
P32945 P32895
P38957 P07213
P40009 P07560
Q05024 P53094
Q04199 P22133
P40991 P33329
P38315 P38113
Q12267 P38889
P40204 P38247
P32481 P25385
P53130 P39682
Q04217 Q00246
Q06632 Q02208
Q03619 P36172
Q08956 O13565
Q07657 P38696
Q12175 Q04217
Q00916 P09624
Q00764 P14359
Q06604 P14680
P18759 P14747
Q06648 P36049
P53973 P53959
Q08746 P30656
P53904 P38748
Q12440 P41834
Q12045 P53738
P53150 P40095
P32566 P30656
Q04411 P25367
Q04004 P53622
Q04847 P40971
P40167 P27796
P40567 P38070
Q04087 P39076
Q06160 P00931
P53209 P38298
Q02825 P53883
Q12078 P53974
P53243 P40455
Q12518 P33311
P38254 P36107
P39008 P16521
P42935 P40202
P53628 P43593
P25302 P01149
Q04175 P53604
P40541 P02994
Q06142 P53622
P32842 P21242
P47150 P38705
Q06673 P16861
P53949 P32490
Q04964 P25644
Q03900 P40164
Q12045 P32913
P38793 P38237
P53316 P40988
P39875 P36100
Q08162 P33298
Q04359 P06843
Q12220 Q08285
Q9URQ3 P40510
P38872 P32796
P38229 P02400
P40485 P01120
P38631 P05986
P38751 P06778
P21951 P14242
P53010 P43612
Q12063 P41811
P48606 P17123
P32527 P08458
P40164 P31244
P38748 P09032
Q08886 P54885
Q12518 Q12107
Q12151 P36118
P33339 P13099
Q02892 P35198
P48568 P40496
P47045 P13856
Q04359 P43583
Q03012 P39723
Q07824 P33411
Q05636 Q04660
P53043 P00812
Q7LIF1 P53959
Q07376 P15891
Q02825 P38691
P53974 P38623
P35193 P17121
P40413 P32589
P33311 P15442
P53738 P38063
Q06679 Q00246
P38690 P32496
P38861 P25454
P40095 P32578
Q12224 P35189
P53743 P21576
Q12315 P32345
P50946 P38720
Q04067 P53738
Q07657 P38631
P53011 P27895
Q06142 P08431
Q08144 P07283
P39936 P23968
P40069 P36017
Q05785 P32790
P14306 P07260
P40541 P22137
P39531 P29461
P53941 P47129
Q07381 P38358
Q07471 P09435
Q06411 Q00816
P53082 P15873
Q06704 P25591
P39743 P39705
P17709 P00560
P40471 P25646
P38283 P17555
P53032 P31539
Q12390 P43321
P32607 P25584
P53829 P36421
P38339 P20459
P32864 P00359
P38989 P13185
Q08931 Q06340
P17629 P16892
P53079 P16474
P48239 P25357
Q12154 P40468
P53049 P32562
P81450 P38702
Q03532 P47045
P36029 P32328
Q04491 P38631
P36018 P20604
P49166 P38237
P43587 P33314
P39925 P23202
Q12250 P00358
Q12028 P19735
P43619 P32854
P23293 P20486
P25657 P14904
P39990 P38217
Q12477 P53261
P40574 P30902
P43609 P39009
P53685 P38041
Q03957 P39940
P14359 P06103
Q6Q547 P52593
P46673 P32801
P53941 P32366
P53740 P53237
P32854 P32607
P40350 P32591
P39994 O13539
P53221 P50086
P48415 P11484
P38149 P32350
Q07915 P47104
P53552 P33203
P12962 P10862
P32793 O13553
Q12250 P53924
P38265 P31111
P14747 P07347
P43321 P36124
P53032 P14682
Q06677 P32259
P46985 P43583
P25808 P21268
Q03558 P29703
P53136 P27801
P38249 P00958
P40339 P25333
P29366 P08964
P32447 P30624
Q04322 Q02767
Q05778 P19454
P36010 P28495
P54861 P49704
P38998 P26793
P31382 P14681
P33201 P05085
P36024 P34730
Q03220 P24279
Q04272 P40495
Q04307 P06778
P40344 P40327
P38146 P27514
P40492 P07258
Q06479 P14681
P46672 P38328
P22219 P08018
P53968 P25333
Q07376 P53604
P53252 P50277
Q06525 P34218
P32573 P27895
Q05636 P47129
Q12318 P53032
P53168 P39723
P36162 P20604
P41940 P38070
Q12427 Q00955
Q08732 P43588
Q04305 P53248
P53082 P35178
P47124 P40010
P48234 P40957
Q06616 P29366
P45819 P23644
Q12222 O13563
P53168 P27705
Q12427 P40960
P53859 P32447
P40013 P00729
Q00416 P48524
Q04491 P01120
P25649 P17121
Q03220 P32578
P40069 P33299
Q08951 Q03981
Q12517 P42846
P33755 P20606
P38932 P35172
Q12433 P47029
P50874 P32914
P53267 P53169
P48232 P16862
Q12199 P38042
Q06449 P25559
P38822 P37296
Q00416 P25719
P51601 P12962
Q03956 P48566
Q03774 P40485
Q02100 P28707
P38427 P33401
Q06708 P34223
P47045 P26263
P40160 P18851
P32591 P20449
Q12315 P19524
Q03010 Q00955
P40089 P38310
P07264 P06100
Q06164 P39705
P39937 P33401
P53865 P40103
Q99278 P53131
P39954 P02309
P38753 P36008
Q04377 P40484
Q04359 P07251
Q03532 P40303
P34226 P32495
Q12514 P40079
P25586 P19735
P39523 P08018
Q12009 P40335
Q03096 Q02821
P25644 P25454
Q03899 P40564
Q12734 P27796
P53540 P53036
Q08581 P53199
Q08285 Q03010
Q08920 Q05785
P43565 P11154
Q99394 Q02256
P53248 P05453
P54199 P40492
P53883 P24868
P42951 P39979
P13045 P00359
P50275 P25303
P25655 P25615
P36080 P07278
Q06704 Q04894
P53256 P32468
Q12446 P16658
Q12107 P05085
Q06078 P20438
Q08649 P32481
P36008 P28795
Q03973 Q03919
P53145 P52593
Q12100 P32264
Q04439 P53743
P54860 P33307
P35178 P20459
P32450 P12611
Q06648 P39682
Q12411 P38805
Q06704 P43588
P33419 P22219
Q12129 P32588
Q08229 P53068
Q01454 P32897
Q00578 P32571
P53731 P38291
Q05785 P12753
Q03337 P22543
P33297 P19882
Q12380 P15705
P40495 P40494
P32939 P06781
P47113 P36124
Q12280 P39935
P48232 P32800
P40485 P25591
Q02100 Q00416
Q04377 P32327
Q07915 Q07623
Q12264 P33299
P47064 P32945
P14904 P08679
P35691 P32349
Q03497 P26570
P32895 P05317
P32502 O13539
Q12297 P40187
P53142 P17505
Q04739 P39727
Q04053 P19880
Q07930 P32898
Q04338 P14164
Q12495 P26754
Q12118 P48525
P40089 P33323
Q00246 P25342
P41832 P38903
Q12427 P38998
Q06151 P40055
P36013 P33201
Q12250 Q08235
Q02825 P54860
Q07528 P05318
P32364 P25586
Q02629 P39081
Q92331 P40457
P60010 P49687
P53163 P47017
P36037 P25296
Q02256 P38789
P31378 P16451
P46672 P31384
Q03322 P47041
Q03407 P51601
P53254 P40103
Q02629 P34226
Q08215 P38697
Q05024 P04840
Q08723 P38217
P40078 P12385
Q08726 P32855
P35169 P07991
P21651 P06786
P39079 P33311
Q06706 P43638
P39723 P34077
Q06679 P39008
P32496 P14747
Q99181 P40482
P39107 P36029
P39077 P27614
P38814 P28817
P53743 P33201
P40013 P35172
Q12328 P29295
P51862 P36172
Q05670 P35169
P43593 P04147
P39742 P36017
P38788 P32478
P47089 P40960
Q05568 P32471
Q12124 P34087
P40473 P36010
P53152 P12945
Q12518 P34077
Q12248 P53604
Q12315 P43321
P52593 P17255
P41814 P39962
Q06163 P23639
P52593 P35728
P49166 P08524
P38785 P38622
P36124 P33329
P48562 P36103
P53939 P12612
P53136 P32074
P43593 P39707
P35734 P13712
Q08729 P39936
P43637 P25360
Q03656 P32432
P32898 P11484
Q12499 P07260
Q06177 P41318
P32900 P27796
Q07468 P32318
Q03920 P36047
Q04231 P38960
P40087 P38261
P36124 P15790
P80428 P47821
Q06651 Q05166
Q01389 P38705
Q12452 P12754
P43588 P36131
Q03338 P32602
Q08119 P29295
P53184 P48836
P53968 P35169
P47012 P40548
Q08245 P22219
P41810 P00817
P32597 P10961
P47041 P34164
P36015 P32861
P15436 P05318
P53256 P12612
Q07834 P33199
Q06436 P22336
Q12009 Q03690
P36100 P34162
P21306 P07283
P60010 P52891
P38904 P21192
Q99383 Q08438
P37370 P20438
P19882 P09032
Q12165 P38990
Q12028 P38313
Q03758 P07991
P38823 P13185
P40020 P32944
P38273 P33299
P40988 P39517
Q02875 P40555
Q12527 Q12411
P38999 P38696
P47104 P13365
Q12330 P25719
P50105 P50104
Q12285 P12385
P36131 P32582
Q06819 Q04934
P40064 P35691
P38788 P29465
P38764 P19882
P52286 P41834
P47064 P40991
Q99207 P21306
Q08873 P52918
Q12495 P50105
P38822 P32447
Q07657 P38149
Q03254 P31688
Q99299 P06105
P40344 P39073
P49687 P38276
P50090 P09119
P38853 P34240
P48606 P33750
P33328 P14736
Q08685 P36084
Q12433 P05318
Q02908 P14736
P52918 P05453
P39076 P36124
P40202 P32773
P40507 P38788
P41800 P32263
P29461 P07274
P36421 P25615
Q04062 Q03768
Q08873 P38692
Q02793 P53743
Q08273 P13517
P38737 P13186
P50108 P45819
P39968 P33892
Q12277 P38810
P53965 P29366
P40555 P11433
Q00618 P39990
Q08601 P40186
Q00416 P31412
Q06406 P07274
P50275 P07170
P52286 P06839
Q08965 P46995
Q02629 P21243
P52891 P36012
Q08215 P38792
Q04005 P38991
Q03503 P14742
P53600 P00937
Q08446 Q04693
P38063 P11154
Q08581 P05318
P38182 P07170
P52286 P19735
Q6Q547 P53313
Q04493 P39682
P50944 P07866
Q05874 P07991
P40457 P38637
Q03774 P40453
P48363 P39990
P53256 P13856
P40965 P28795
P51601 P18898
P38786 P24870
Q99385 Q12390
P38708 P35729
P40096 P36068
P53163 P05318
P53298 P11746
P57743 P53861
Q03981 P43638
P07258 P07149
Q12055 P53067
Q08873 P07262
Q02199 P50277
Q06324 P41277
Q05930 Q02196
P53067 P40036
P41813 P20081
P32471 P20435
P50275 P40302
P32767 P12754
P32485 P07260
P53068 P10659
Q12285 P32912
P49435 P21182
P38705 P33401
Q12402 P38156
Q07993 P31383
P49955 P20433
P36103 P16521
P40316 P39682
Q08491 P38682
P47079 P38013
P38287 P32485
P22141 P17536
P47150 P16862
P38794 P21965
P32318 P19262
Q08004 P32854
Q12176 P40066
Q03656 P07270
P32642 P24004
Q03862 P06105
P40529 P27801
P39743 P20438
P53599 P39083
P23644 P16140
P38837 P32263
Q05636 P39967
P39520 P26449
Q08911 P42884
P53159 P15442
Q03337 P25808
P40339 P38431
P53271 P51534
P24583 P11154
P38344 P23594
Q07896 P32525
Q03768 Q02629
P49573 P36107
P47017 P38080
Q07930 P00931
P50945 P38237
P53104 P20435
P48566 P38203
Q12107 P28708
P38261 P32776
P53953 P38149
P49334 P04786
Q00416 P18480
P39969 P39904
P53297 P13586
P40956 P15705
P40482 P09734
Q02892 P20449
P32478 P07258
Q05930 P53845
Q05610 Q04921
P38149 P13517
Q04087 P36131
Q03619 P25584
P40517 P39940
Q12044 P13517
Q07471 P27351
P53323 P38856
P53322 P32796
Q12513 Q03957
Q03012 P53036
Q01560 P43574
Q12327 Q03063
P40434 P17898
Q12494 P30771
P53691 P34909
P52919 P19524
P43583 P40339
P40857 P38301
Q08979 Q08144
P10591 P00937
P40202 P32796
P32464 P13517
Q12347 P22133
P48361 P32561
P53036 P40554
Q04935 P49334
P38764 P12688
P38696 P31109
Q12343 P53952
P32379 P07269
P39944 P06779
Q08601 P32873
Q02516 P41896
P25605 P00175
P53049 P33313
Q06549 P40395
Q04749 P11938
P37303 P32263
P32480 P19073
P39940 P28007
Q08491 Q06108
P39715 P38620
P40495 P25644
P37302 P36000
P41940 P25357
P38988 P25579
Q03254 Q02197
Q12082 P38744
P25582 P20052
Q12434 P17121
Q03860 P41544
Q04675 P32380
P53082 P31384
P39715 P18410
P32835 P31383
Q08949 P32505
P25293 P07347
P53040 P13517
P38276 P33418
P51996 P09959
P47041 P11746
P40319 P30606
P43638 P38266
P47129 P32562
P43619 P08458
P25644 P06100
P42945 P40965
P32345 P07278
Q99385 P38690
Q08217 P48582
Q12163 P38903
P39563 P38850
P51996 P32790
P47116 P38153
P24004 P09232
P43638 P31382
P32571 P00950
Q01722 P32529
P39904 P38555
Q99189 Q04839
P47019 P32502
Q12417 P29509
Q06704 P34223
P36068 P33201
P32591 P32380
P39517 P39081
Q12477 Q06640
Q07471 P23301
Q05949 P34909
Q04437 P53125
P49956 P35189
P39083 P15442
P25635 P19735
Q08723 P20606
Q12107 P53032
Q06708 P19735
P40494 P10659
P53954 P16661
Q08972 P32867
Q08438 P50095
Q07442 P39927
P39551 P36057
P47122 P04147
P53685 P32898
Q12256 P48836
Q03220 P40564
Q02732 P38838
P53136 P25296
P39967 P32899
Q04031 P00937
P22336 P14164
Q04373 P32945
Q04217 Q02199
P40061 P25293
Q07844 P33892
P06787 P04147
Q07418 P32599
Q04493 P38310
Q05778 P53965
P52593 P23642
Q12447 P38620
P53290 P28795
P38785 P15873
Q03012 P33311
Q06102 P39742
P35194 P35169
P38956 P38696
P38622 P32867
Q08963 P46655
P53250 P27472
Q03323 P40151
P38872 P25659
Q03956 P16467
P41805 P20424
P38764 P38274
Q12124 P38959
Q04233 P32502
P53271 P40483
P40494 P38793
P21672 P14736
P48566 P25343
Q12129 P53731
Q04370 P38735
P38871 P32578
P39990 P38814
Q05958 P38708
P32639 P25644
P40096 P38801
P35197 P27801
P39008 P38783
P47167 P21951
Q08963 Q02100
Q08979 Q02884
Q08963 Q04002
Q03973 P19524
P33199 P21965
Q12255 Q02773
Q04601 P20435
Q12050 Q03940
P36047 P34730
P34758 P02557
Q12464 Q04477
P43563 P29340
P53900 P17157
P42839 P32867
Q12440 P38333
P39077 P38328
Q08236 P22141
P38113 P21243
Q06216 P38990
Q08902 Q00772
P39111 P32318
Q03071 P46672
Q06479 P00830
P47017 P33400
Q12449 P47068
Q08963 P25719
P40328 P32491
P41940 P38737
P53604 P26793
Q03981 P25655
Q05583 P38249
P39742 P36029
Q06436 Q04675
Q04031 P50113
Q05166 Q05080
P25390 P19882
P39994 P32380
Q99383 P35728
P36107 P35729
P22141 O13559
Q04149 P47160
P34221 P18963
Q08956 Q02260
P40963 P22204
P51996 P32591
Q00955 P53256
P53236 P32863
P35179 P10863
Q08096 P12954
P40089 P38991
P89102 P49687
Q07824 P47041
P50094 P29509
P41695 P28274
P40339 P38324
P53221 P23594
P35203 P32318
P41277 P18898
P40003 P38879
P36019 P32639
P53254 P00445
Q03981 P20486
Q06549 P39730
Q03792 P53011
Q08949 Q04087
P32849 P25655
Q00723 P33329
P40096 P26793
Q08732 P07834
P22543 P19882
Q08886 P53378
P43588 P38301
P16547 P04819
P53323 P30665
Q02821 P32523
Q04411 P17065
P43596 P38147
P50277 P38555
P46655 P15646
P32912 P25390
P21705 P06777
P32800 P31377
Q06479 P35688
Q12420 P39682
P43321 P19262
P53322 P38970
P31109 P18494
P53930 P32480
Q99299 P42073
Q03012 P36005
P53322 P38431
Q00582 P32345
Q03096 P39523
P27351 P25586
P53905 P38814
P38922 P32450
P38624 P15436
Q05670 P46963
P24583 P07149
P38287 P25389
P38821 P32450
Q12151 P40956
P40512 P38757
Q07418 P08431
P39079 P25591
Q12018 P14904
Q03435 P47822
P53910 P46681
Q12277 P32356
P52488 P20676
Q12230 Q05568
P53267 P25303
P20459 P19454
P48415 P25369
Q02354 P35728
P39929 P32380
Q04411 P27801
Q12236 P38769
P53295 P11746
Q12161 P38699
Q12344 P39742
Q04491 P11075
P14737 P00549
P52910 P23642
Q12129 P22202
Q02721 P34252
Q03956 P23059
P39998 P15891
Q08729 P49960
P23644 P00358
P38287 P25635
P39730 P38228
P38873 P33307
P38814 P38329
P39994 P22515
Q12055 P50094
P34160 P19414
Q06340 P36130
P54790 P40422
P47912 P23624
P36145 P32854
Q04199 P40529
Q00245 P40018
Q04217 P33420
Q12028 P46682
P53974 P08431
P39014 P00560
Q03330 P38696
P40515 P39940
P38623 P00830
Q99394 Q07887
P41805 P36048
P53112 P38329
Q08438 P29496
Q08911 Q03782
P53743 P09798
P53905 P06773
Q07887 P32598
Q12154 P53258
P38324 P23287
Q12452 P29509
P53221 P32336
Q12433 P21182
Q12754 Q04368
P53112 P06101
P53834 P17555
P43321 P32802
Q04005 P35181
P38324 P34730
Q12754 Q04511
Q08581 P27614
P53196 P32599
P53048 P17536
P38182 P07283
P30902 P06782
P38872 P38820
P39729 P38237
Q12236 P38850
P35729 P32610
Q03532 P14741
Q08229 P09733
Q04693 P00359
P53949 P38328
P13856 P06839
P53313 P38989
Q99181 P53939
Q07468 Q03081
Q08119 P21243
Q08965 P22543
Q12277 P35729
Q02890 P53743
P38697 P31374
Q03010 P40469
Q06177 P22224
P46677 P33400
Q03308 P40003
P46985 P20433
P53277 P36068
P47117 P40959
P32776 P32349
P35497 P06844
P17157 P08458
P47176 P40328
Q06177 P32801
Q00539 P43583
Q00916 P40517
P25569 P11484
P53152 P18410
Q07376 P33400
P34110 P26570
P38823 P38310
P40036 P38011
Q03976 P32944
P54999 P40339
Q04411 P53202
P40010 P38853
Q12152 P12383
Q04377 Q04373
P40573 P26793
Q12390 P29295
P40541 P39935
Q08558 P40541
Q06078 P38690
P38957 P32797
Q08273 P53112
Q06673 Q00816
Q12256 Q05881
P46948 P10081
P33400 P12383
Q12365 P38768
P53283 P38063
Q12102 P53750
P40567 P22204
Q12329 Q06648
P47089 P00924
P80667 P25333
P53344 P46961
P40529 P33311
Q12199 P16521
Q12420 P25344
P53604 P18410
Q08956 P41911
Q03920 P39998
P41814 P40479
P38265 P28274
P40480 P32628
Q7LIF1 P46678
P39955 P16370
Q08438 P22515
P53100 P25454
P53277 P53124
P38692 P38690
P53855 P53199
P41816 P36421
P53739 P32783
Q12411 P27637
P39517 P38873
P40461 P04046
P46963 P38310
P29465 P20606
Q01590 P53159
P54999 P33895
Q02825 P23639
Q12248 Q02890
Q03081 P53067
P32525 P07278
Q04693 Q03558
Q08949 P38089
Q06479 P28708
P32601 P00359
Q03619 P53941
P57744 P05626
P12962 P04076
P54786 P39717
P40480 P40340
P49955 P38200
P36018 P32590
P40509 P38068
P89886 P06169
P36084 P22139
Q03323 P38319
P33333 P08964
P53280 P25294
Q00684 P28006
Q06665 P36161
P40462 P38193
P47113 P20606
Q12522 P38063
P53049 P09435
Q04031 P40518
P40395 P32074
Q6Q547 P32571
Q12055 P36973
P35210 P32916
P47057 P22216
Q04199 Q03096
Q12220 Q07930
P38063 P34216
Q07930 P53939
Q12277 P32505
P46673 P18480
P38873 P37012
Q06696 Q03497
P48363 P19524
Q04048 P35181
Q04067 P43603
Q08215 P25344
Q04562 P53867
Q00578 P31383
P54199 P38932
P38697 P25491
P54786 P39744
P50104 P25632
Q12020 P41805
P38261 P36015
Q02866 P53924
P38200 P10869
P53280 P50108
Q12174 Q02795
Q07442 P28834
P53254 P40087
Q05080 Q03619
P53280 P53067
Q02804 P38077
Q04964 P32328
Q03899 P39742
P35688 P00812
Q07963 P53322
P48582 P48240
P28795 P04456
P47176 P32939
Q12159 P06777
P32364 P18851
Q04411 Q00416
P36029 P32324
Q07508 P23624
P53150 P33750
P40164 P38590
Q12163 Q06137
Q06177 P05986
P24870 P24004
P47045 P32380
P32849 P23638
Q12483 P43321
P42843 P40484
Q04004 P14306
Q04894 P46673
Q06412 P53043
Q12265 Q12260
Q03691 P32915
P53867 P53112
Q00955 P36024
Q12152 P40202
Q06604 P24482
P36144 P17214
P25342 P25303
P38315 P22517
P53248 P38329
P40339 P36068
P38146 P28817
P39926 P00044
Q08931 P38631
P15303 P08964
Q07657 P39108
Q92317 Q06324
Q12256 P53163
P39960 P21268
P38768 P24004
Q04839 P23594
P36130 P23287
P47176 P25615
P47104 P25343
P04387 P02400
P54199 P36003
P18888 P11745
P53150 P33332
Q06704 Q04062
P50944 P32801
P26793 P09734
P38690 P35169
P33891 P25719
P53691 P06844
P21374 P06169
P32324 P25558
Q03899 P25659
Q06216 P23287
Q12417 P13711
P35056 P34240
Q02948 P10659
P38334 P38070
Q04439 P24279
P50275 P15790
P53754 P38352
Q06163 P38774
Q03148 P04912
Q07915 Q04175
Q12306 P36124
P40515 P00359
Q00776 P32913
P33750 P15807
P19414 P12904
P20967 P19097
Q12749 P39706
P45819 P38874
Q12341 P38806
P42843 P38903
P53855 P24869
P39730 P25357
Q08215 P38862
Q99260 Q12017
Q06137 P31383
P36047 P00331
P40988 P30624
Q06410 P40461
Q07468 Q04002
Q05022 P04387
Q06708 P22213
Q04978 Q02773
P53043 P38692
P53211 P04912
P53877 P40014
Q05583 P53912
P25694 P25385
P42839 P13517
Q06568 Q03862
P50111 P25344
P40089 P32328
P47083 P28817
Q04368 P32450
Q12134 P32485
P19145 P14680
Q08245 P46949
P53549 P38113
Q01590 P25569
Q12691 P22543
Q03338 P32600
P40561 P32939
P41814 P33401
P42843 P39927
Q06551 P33322
Q08245 Q07418
P38959 P17695
Q01939 P39517
P53740 P53209
Q12045 P32801
P40484 P36172
P42945 P32800
P53599 P07251
Q04792 P46962
Q12163 P33892
P40090 P38337
Q99210 Q03322
Q12206 Q08972
Q00582 P47113
Q07896 P33891
P41814 P38328
Q08746 P36013
Q06679 P24279
P42843 P07866
Q06624 P53313
P45819 P36145
P50086 P41800
P53830 P21801
P31377 P13712
P40016 P38810
Q06408 P53941
P53344 P53093
P39929 P09938
P38805 P36019
Q03792 Q03330
Q00362 P53086
P47029 P38287
P38313 P33313
P50111 P32496
P40204 P39969
Q06164 P21965
P40217 P38886
Q08558 P53150
P38129 P20433
Q99186 P34758
Q12450 P38723
Q04978 Q03619
Q12020 Q03071
Q12341 Q07508
Q06624 Q04087
Q12009 P53550
P32495 P21192
Q03012 P53064
P35181 P32325
P20052 P12754
P32898 P20486
Q00916 P32912
Q04651 P37370
Q05670 P40482
P50278 P38324
Q12041 P41318
P25389 P11484
Q00578 P35184
Q08931 P33329
Q03220 P54860
P46682 P24482
Q92317 P35728
P53104 P32639
P40970 P06775
Q08972 P29703
Q12045 P32524
P40561 P39081
Q08193 P38723
P53551 P08638
P53115 P46678
Q12168 P13712
Q12734 P32913
P39715 P09435
P53145 P30902
P38904 P33306
Q02256 P38779
P54885 P40988
Q12754 P04456
Q07732 P38636
Q06604 P25357
P38874 P30902
P25615 P24871
Q08817 P32501
Q06408 O13559
Q12152 P47012
P46963 P15442
Q03125 P32828
P33311 P32471
Q99385 P34730
Q06631 Q02775
Q08491 P36068
Q01329 P21951
Q03619 P32800
P53919 P38132
Q12176 P03965
P40096 P32600
P39534 P35177
P38751 P13902
P40856 P17119
Q12044 P40087
Q99385 P23059
P53169 P13856
P32802 P20449
Q06551 P38874
P39925 P33329
P39962 P36094
P39730 P06787
