P40413 P53904
P08518 Q12030
Q12060 Q02336
P32569 Q02574
Q08550 Q03656
Q04175 Q02630
Q07967 P42836
P02309 Q00362
P39108 P00830
Q04228 P47135
Q04934 P32562
P06774 P16387
P07703 P06168
P14724 Q12157
P09457 P07251
P53287 Q02630
Q12134 P39743
P24482 P21951
P53933 P32944
P35735 P32569
P40517 Q03899
P51601 P24814
P38272 Q02630
P19524 P46948
P40495 P07260
P40564 P33334
P52868 Q03654
Q08486 P32569
P35723 Q12164
Q12021 P53919
Q03655 P40350
P32641 P12709
P40527 P38203
Q08951 P46682
Q02630 P36161
P38822 P46956
P53892 P53935
P34246 P46655
P25655 P53829
P53879 P00358
Q06169 P53039
P36521 P33331
P38729 Q04697
P07260 Q04675
P38886 P28274
Q00684 P47113
P22214 P20606
P38204 P36000
P34161 Q06208
P47154 P53045
P39743 Q06604
P34162 P47073
Q07622 P53238
P39011 P39955
P21268 P15992
P31539 P31539
P41940 P22141
Q12136 P53339
P38843 Q02774
P29465 P34226
Q08271 Q04013
Q04477 P53278
P38712 Q04437
P10080 P53323
P22470 P30665
Q04660 P04397
P47135 P48362
P11710 P53048
Q03714 Q12019
P35194 P25635
O13547 Q12380
P07149 P33750
Q12468 P40512
P21825 P29055
P40019 Q06287
Q08273 P40560
P32388 P31334
P42841 Q12102
P46962 P46963
P53267 Q12049
P08539 Q03981
P24583 P33767
P10080 Q05580
Q03790 Q12746
P40957 Q06629
P37303 P37303
P47035 P06700
P32917 P39010
P40054 Q12207
P38283 P47134
P40971 P43601
P38817 Q06389
P07260 P04147
P07256 P29295
P53928 P47135
P07251 P25646
P30620 P38691
P19882 P27705
P38351 P17629
P53378 P32380
P39081 P35728
Q12248 P36131
P17629 P09232
P53934 P53050
P15790 P06843
Q02629 P30822
Q02821 P43545
Q02821 Q03532
P38328 P47117
P38191 Q12508
P32324 P38011
Q03695 Q02630
P53742 P33334
Q00684 P19882
Q12233 P36068
Q06410 Q04359
P49686 P36161
P22204 P31384
P25358 P15367
P46680 Q12107
P39744 P53254
P06105 P19735
Q01454 P13382
Q02875 P40217
Q03660 P32893
Q02821 P11353
P04397 Q12380
P38880 P15938
Q03818 Q03818
P22137 P05066
P22141 P23724
Q02630 P40357
P06168 P41811
Q12018 P32324
Q04921 Q04921
P11978 Q02821
P38217 P40471
Q12019 P22696
Q07623 P32787
P25569 P12709
Q07381 P04147
Q12390 Q12390
P32523 P21374
P48363 Q04493
Q04632 P53843
P53550 P25659
P38882 P00830
P32366 P38758
Q06668 Q06490
Q06170 Q12417
P53271 P40094
P40971 Q04083
Q07930 P00830
P38956 Q12250
P38182 Q12292
P20134 P32259
Q02629 P38989
Q03897 P13711
P07244 P21538
P40955 Q12114
Q02948 P30822
P48234 P38011
P53885 Q04408
P40070 P53935
P12383 P32527
P28496 P46965
P38716 P38987
P22137 Q08496
Q07904 Q04651
P15938 P38692
P17076 P47135
P22204 P08678
P89114 P47135
P16140 Q99247
Q12329 P41808
P47135 P38246
Q12495 Q06142
Q12154 Q12125
P25293 Q12263
P26783 P47135
Q12432 P39995
Q03103 P25635
Q06159 Q12527
P38822 P24814
P42841 P12612
Q12277 P48240
P53924 P06777
Q12107 Q12440
P39730 P15646
P52918 P27705
P38838 Q03898
Q92328 Q12433
P25299 P40087
P36160 Q08962
P32381 P47079
Q12446 P32496
P32468 P15992
P21304 P15790
P32618 P30822
Q04338 Q12241
P38286 P49573
P38111 Q04377
P00924 P32481
Q00916 Q05900
Q08208 Q04149
P32387 P53875
P07284 P06701
P04840 P50942
P08153 P80428
P34252 P41940
P20484 Q04660
Q02630 P05318
P46949 P53933
P32803 P42946
Q12159 Q00362
P50111 P54786
P38147 P08518
Q08601 P02994
P21374 Q04048
P38862 P38862
P11710 P40073
P38319 P12709
P21825 P33754
Q08208 P20448
P40971 P43618
P40460 P32468
P38695 Q04697
P32806 Q08960
P39935 Q07350
P38993 P49018
Q04049 P00830
P40462 P47135
P43586 P53861
P38264 P49573
Q12288 P38203
P38833 Q12349
P50874 P54790
P06773 P47027
P35180 Q04949
P47154 P25297
P38328 Q05933
Q03330 P32570
P39009 P14737
P53093 P32939
Q03063 Q07732
P16522 P12709
P15790 P24783
Q08204 Q99332
Q04307 P32910
P32505 P12954
Q04477 Q12680
Q03406 Q03707
P47821 O13549
P21825 P14906
P38822 P25087
Q07986 P36147
P53317 P12686
P04173 P31378
Q02260 P32524
P39078 P18851
Q12517 P53905
Q03935 Q12030
P53254 P46995
Q06523 P47135
P07248 P53622
P43549 P46961
P18414 Q06451
P38297 P39108
P25358 P33767
Q06675 Q06675
P20676 P20435
Q08649 P53201
Q06208 P25563
P41811 P15705
P43588 P32379
P43551 P46959
P22216 P53135
P38729 P39083
Q02979 P15790
P39073 P06782
P53919 P33322
P06775 P47154
P53886 P09798
P20486 P38957
P32473 P16387
P39723 P11927
P40018 P47135
P13902 Q08962
P38782 P32570
P15303 Q99394
P15646 Q12522
P32803 P16661
P40068 P27999
P87287 P40045
P11710 P34250
P02309 P38110
P30771 P05453
P52891 P53550
Q04792 P47017
Q02574 P38868
P50623 P25454
P52891 P52891
Q06668 P34730
P04173 P34221
P38768 P02829
Q12514 P46677
P53249 Q07896
P50080 P35210
P53133 P47093
Q03554 P16151
P22214 Q00772
P43321 P40070
Q04149 Q05016
P40055 P25635
Q02629 P36161
P48582 P57743
Q04177 Q06132
P40364 P18409
P14741 P36139
P49687 P47054
P40016 P22141
P29366 P13856
Q12516 P32602
Q12349 P38879
P16474 P32432
P38067 P36103
Q12514 Q03761
P35203 P16140
P40991 P33201
P35206 P40970
P24869 P20486
Q12159 P25555
Q00764 P32350
P32628 P40087
P35845 P32794
P47135 P20433
P39520 Q08673
P05375 P06787
P43588 P22141
Q12334 P25644
P49018 P53633
P38819 P17898
Q12125 Q12285
P47079 P15790
Q12446 P32790
P36108 P40052
P32527 P27637
Q12134 P32458
P07244 P33322
P11978 P07283
P53739 P53739
Q06333 Q06410
P15790 P42846
P53616 Q12349
P13517 P32605
P47135 Q12306
P38987 Q06410
Q06218 P04819
P22515 P52490
Q02979 P53924
P38820 P40465
Q08278 P34756
Q12024 Q12522
P51601 Q06142
P33338 P39940
P25569 P00830
P35729 P36161
P46944 P38334
P36000 P32337
P38737 P53914
P53437 P13393
P34760 Q08961
P02309 P53037
P19735 P14540
Q12349 P87271
P39926 P38856
P53599 P43124
P32911 Q03897
Q12297 P38129
Q06598 O13562
P38726 P35191
P40570 P11710
Q03935 P32366
P40413 Q04437
P00830 Q04437
P06843 P40055
P04807 P04807
P32521 P53010
P53129 P53129
P27515 P47115
Q01722 Q12181
P46944 Q99394
P37296 P32366
Q06410 P14907
P47093 Q03338
P33759 P38175
P31379 P49018
Q12100 P53209
P32569 P13393
P29055 Q12285
P19882 Q12347
P32569 P38633
P53337 P46961
P15646 P33750
Q05933 P33204
P40350 P40492
P31244 P06779
P07251 P53127
Q07657 P25569
P07251 Q12380
P30657 P23595
P14680 P38013
P41832 Q01389
P00924 Q03497
P35817 P32911
P40548 P50944
O94742 Q06103
P14741 P19882
Q00776 P04397
P40513 Q12161
P16140 P47104
P34162 P38304
Q06410 P36108
P53261 P38930
Q06672 Q03760
P21268 P38203
P38821 P38987
P38041 P40077
P40988 Q05946
P43573 Q06543
P23644 P49334
P15992 P41735
P17121 P25644
P32602 Q04338
Q07528 P80667
P25342 P04807
P25588 P53840
P04385 P04173
Q12224 Q12030
P38348 P43132
P47135 P38834
P16547 P32613
Q12349 Q06406
Q04373 P36068
P57743 P40089
Q12165 P00830
P47110 P15873
P38817 P22137
P52553 Q04493
P53090 Q12380
P17423 Q02821
P54999 P40018
P46956 Q08227
Q02821 P33322
Q02931 Q07350
Q12176 P02400
P32337 P39713
P40089 Q12096
P07260 P08431
P32610 P47104
Q07732 P53865
P22203 Q03956
P32458 P32457
P06168 Q99186
P05066 P32861
P38374 P40540
P38822 P25385
Q06410 P38633
P39011 Q07872
P40364 P38885
Q12329 Q04660
P16151 Q04396
P13259 P41811
P40557 P40445
Q12272 P53914
Q00416 P34160
P40856 Q00916
P39954 P53897
P38316 P38698
Q04675 P54839
P39904 Q03935
P38992 Q07824
P33304 P32468
Q12270 P38815
P35181 P36000
P23595 P47079
Q06815 Q06598
P23641 P38217
P38880 P53143
P48362 P36526
Q99216 P40362
Q08490 P40495
P13393 P07248
P22133 P39692
P32842 P04817
Q00772 P32490
P54999 P49704
P32478 P38240
Q12004 P02829
Q04693 P34160
P39969 P11433
Q07350 P17255
Q06506 P35194
P39928 P53622
Q12006 P46961
P19955 Q03063
P35734 Q02574
Q05946 P43612
Q03195 P38431
P19735 P31539
P38745 P38875
P40850 P12753
Q07811 P38996
Q03835 P53082
Q12329 P08458
P40025 P10869
P53064 P35177
Q07844 P22138
Q06410 P43592
P21651 Q03012
P39743 P04385
Q02896 P38356
P42843 P53549
Q12154 P04840
P21705 Q02794
P47135 P39112
P19658 P32844
P23638 Q08723
P22137 P39702
P23748 P07256
P46965 P38264
P53316 Q07350
P07703 P32767
P39954 Q06640
Q12102 Q07509
Q04491 Q03103
P41808 P25379
P19524 Q12277
P39108 P32844
P32863 P04385
P38990 P20051
P53914 P40362
P32368 P35723
P39940 P25297
P25694 P53044
Q08273 P40850
P33895 Q12267
P15303 P25385
P15873 P38630
P32524 P36166
P38130 P38217
P00560 P41318
P39107 P32629
P25298 P38263
P53108 P53039
P53248 P35056
Q02821 Q06169
P38112 P35207
Q12483 P47142
P38249 P12385
Q12149 Q08162
Q04601 Q12440
P27637 P40187
P40970 P38737
P40567 Q08729
Q07794 Q04199
P35193 Q99394
P38930 P40070
P39940 P12695
P11710 P36119
P53733 P04821
Q12334 P36012
P51601 P51601
P32458 P25342
P06243 P39992
P52919 P29055
P28320 Q08963
P06839 P25491
P54964 P38316
P00924 P41811
Q01846 O13548
Q06648 P25651
P35182 P38427
Q12493 P38265
P53947 P11710
Q12250 P38886
P39676 P08566
P36108 P52917
P38346 Q02794
Q12418 Q12349
Q12021 P39076
Q04697 P13434
P38291 P38786
P21243 P21242
P25558 P40486
P53043 P16622
P04050 Q06632
P50943 P38066
P32497 Q12134
P08518 P22204
P12709 P32468
Q99210 P47160
P36533 P36520
P14682 P14682
P40477 P20449
Q08208 P15790
Q02260 P19736
P40991 P38789
P53188 P33338
P47103 P33313
P22138 P36010
P07251 P53541
Q07350 P05694
P53039 P53845
Q99257 P36102
P32790 P37370
P33767 P35723
P06782 P32259
P39073 P03069
P53320 P40073
P40486 P42836
P33750 P39079
Q12463 P53738
P00830 P40856
P53633 P53039
Q12443 Q04458
Q12309 P36048
P37296 P32791
P54860 Q04748
P07149 P12753
P40094 P32074
P04817 P47026
P53829 P39008
P43639 P32558
P11914 P25846
P14540 Q12349
P34077 P14306
P07342 P33322
P32342 P38985
P36107 P25639
Q00684 P12709
P16151 P41544
P14904 P02293
P07347 P12945
Q02889 P32569
Q01477 P54786
P39702 P27801
P53128 P40971
P42935 P46974
Q12136 Q08687
P38987 Q03532
P22137 P20053
P22336 Q06142
P32806 P12695
Q06549 P32502
P39984 P07342
Q12032 P29295
P31379 P35206
P38356 P38264
P25574 P47133
Q06217 Q07508
Q00772 P02829
P12709 P25342
P32863 P09624
Q02821 P53335
P41811 P25694
P41910 P40054
P40969 P22216
P40561 P17555
Q04149 P35189
P25635 Q08492
P02829 P40586
P38009 P19735
P47135 P32469
P04173 P06839
P15938 P37366
P40151 P38628
P53337 Q99190
P38111 P40567
P15625 P14741
Q12310 P39968
Q06675 Q12408
Q08723 P08458
P38792 P38801
P38902 Q06834
Q03897 P53011
P06106 Q02821
P22276 Q12531
P28519 P06839
Q12136 P38225
Q07915 P47135
P14540 P14904
P39743 P33200
P13517 P38350
Q06208 P53584
P02829 P19735
Q03799 P32902
P25491 Q02574
P40496 P28817
P41895 P34087
Q08273 P25379
Q12347 P02829
P36090 Q03029
P38203 P33334
Q04477 P12753
P40892 Q02821
Q00764 Q04806
P00830 P32828
P43579 P29055
P15790 P21951
P47135 P27654
P35206 P38286
P25586 P53091
P40316 P26309
P40477 P46970
Q08496 Q12522
P06103 Q04660
Q06822 P06774
P32386 P10614
P38249 Q01159
P20676 P30402
P33301 P08524
Q02821 P38791
P46655 P38987
Q03375 P47135
Q02336 P07248
P25644 P53550
P47117 P40518
P33895 P47149
P39682 Q02260
Q12446 P35184
P40574 P53293
Q99258 Q02821
P40010 P40078
P47135 P36163
Q12379 P22137
P53717 P38753
Q12440 P53233
P25454 P39676
Q12250 P40016
P39102 Q02630
P40548 Q05015
P10363 Q12306
P06105 Q04675
P25348 P40583
P32497 Q12522
P31384 P34909
P38987 Q12206
Q04659 Q05930
P40363 P15019
P32468 Q04477
P22137 P17891
P04386 P29055
P04817 P25613
P39534 P53241
P40327 P53196
P53091 P32354
Q12440 P53886
Q12522 Q07623
P32324 P32797
P53135 Q12488
Q03654 Q03654
P10080 Q07623
P43577 Q02821
P14291 P14291
P36164 P54070
Q02892 P40991
P32496 P33299
Q06436 P53254
P32502 P28274
Q12246 Q12013
P38842 P14906
P04173 P25569
P38166 P32854
Q06640 P52286
P08678 P04173
P38987 P38323
P32628 P25694
Q03913 P27999
P38270 P17255
P28274 Q08723
P38342 Q00764
Q12098 P38850
P31383 P07866
P32776 Q02574
Q04437 P32807
P19882 P36009
P19882 P38769
P38208 P38291
P41697 Q04005
P40917 P53934
P02293 P38431
Q02866 Q07732
P02829 P52918
P39076 P12612
P08458 P46970
P32569 Q12124
Q12464 P18409
P47135 P38299
P34730 P32502
Q02821 Q07930
P37838 Q04373
P38301 P25639
P12904 P32578
P53845 P07560
P38989 P40460
P33767 P41543
P25491 Q04049
P06103 P38431
P06774 P36123
P41800 Q12453
P25623 P38633
P46954 P46954
P14741 P38708
P47106 P47135
P53890 P32458
P46974 P15938
Q08491 Q08215
P38203 P32074
P43639 P53857
Q08204 Q04477
P53923 P38820
Q12175 P38274
P08678 P15992
P22216 P25302
P26755 P02557
Q12445 P35206
P12709 P40555
P38750 P40089
Q06405 P07251
P07149 P04819
P25293 Q12692
P06844 P13393
P39995 P43572
P47083 Q12136
P22147 P40070
P06700 P16521
P31381 P38842
Q01684 P25644
P43593 P33299
Q00684 Q00764
P53083 Q92328
P39682 Q05900
P53274 Q12291
P16370 P41896
P40917 P17891
P41544 Q03697
Q06410 P25649
P40018 P57743
P32458 P38691
P38861 P05317
Q03236 P40971
Q04491 P38732
P22209 Q00916
P14742 P38316
Q03782 Q02260
P38286 P40475
P13587 Q12136
P22470 P07251
Q08754 Q12114
P38260 P23180
P39970 Q08448
P16522 Q02336
P53168 P31385
P38737 P32628
P34221 P00830
P39952 Q08521
Q12379 P16140
P38962 P10863
P41811 P36139
P09938 P08678
P33895 P33419
P47112 P29469
Q12030 Q02336
Q06208 Q06162
Q06706 P04050
P10127 P32911
P09201 Q06142
P38629 P15873
P32485 P02829
P39952 P32910
P53599 P32828
P38203 P40395
P38789 Q03532
Q08732 P12904
O13569 P40971
P53599 P07342
P32562 P47069
P15992 P38217
P38748 P53253
Q00916 Q03532
P38123 Q03323
P06100 P34909
P46984 P46671
Q07418 Q03824
P33892 P38817
P13365 Q02606
P53919 P32495
P07703 P22147
P38204 P38886
P38729 P25607
P35206 P46961
P32831 P32770
P22209 Q07732
Q02554 P43321
P39010 P23292
P36137 P38854
P32797 P05694
Q03388 Q03433
Q06287 P17442
P47122 Q04437
P00924 P19735
P19358 P53933
Q06679 P25586
P52891 P41921
Q03899 P19882
P19735 P05694
P36048 Q12330
P14164 P31244
P32478 P38822
P40164 P22216
P40016 P33299
P35206 P53633
P14724 P53068
Q12447 P22216
Q99190 P53045
Q12349 Q03673
P41811 P36520
Q08278 P33308
Q02821 Q03063
P38316 P07259
P38349 Q02630
Q12309 P28320
P28004 P32854
Q06629 Q07457
P40574 P22149
P15873 Q07980
Q02908 Q02908
P39730 Q04373
P08466 P36159
P11746 P11746
P33296 P23641
P38431 Q12142
P38129 P38708
P38817 P30822
Q06523 Q07716
Q06139 Q00772
P07260 P51862
P04385 P26755
Q08023 Q02630
P40045 P16622
P23301 P38348
Q02629 P52918
P40048 Q04344
P20459 P09064
Q02574 P53872
P35728 P39927
P15992 Q12152
P34162 Q12124
P81449 P81449
P29055 P07278
P15436 P47110
P48837 P32337
P46675 P53267
P40078 P39744
P53968 P38889
Q05791 P32481
P25294 P53894
P38881 Q03195
P36120 P53883
P11745 P04046
P25655 P41811
P51534 Q08955
P35729 P53011
Q06512 P25635
Q01590 P15303
Q04697 Q12372
P40089 Q06406
P38789 Q12522
P04173 Q07800
P53934 Q12327
P23639 Q06708
P38821 P38821
P32529 P38958
P53861 Q08208
P36104 Q08553
P20484 P40991
P41909 P32386
Q04338 P47135
P13393 Q02939
P38228 P33421
P04385 P31378
Q01722 P38615
Q02205 P53290
P41318 Q04437
P17255 P13434
Q05541 P43124
P47128 P38922
P22336 P25847
P07257 P40352
P32331 P53853
P13587 Q02630
Q12402 P38837
Q12493 Q12483
P35999 P29055
Q12107 Q12157
P53156 P07251
P53633 P53322
P36057 P33335
Q06406 Q04991
P53616 P06787
P14904 P00924
Q12460 P15790
Q04437 P35732
P06782 P27705
P38843 P25358
P25338 Q08974
P23968 P17255
Q07458 P22579
P40054 P40088
P38817 P40495
P15703 P38987
Q12230 Q03944
P38217 P39692
P19882 P47116
Q05080 P20676
P47017 P23561
P40413 P36130
Q04660 P19882
P15873 P15873
P38882 P40075
P17255 P14741
P33203 Q12186
P12689 P14284
P38282 Q08963
P25385 P32074
Q04231 P21264
P36094 Q07732
P25808 P40991
P29366 P21268
P47154 P53954
Q06451 P16661
P39940 P20434
P21951 P39935
P38217 P20676
P08458 P09232
P29468 P53538
P33441 P25555
Q12329 P11938
P08566 P38217
P52286 Q04922
P38968 P43639
P41903 P14741
P38861 P28320
P17157 P40495
P30822 P32800
P22138 P22139
P38197 Q08236
Q03673 P17119
P34730 P32641
P53215 Q02821
P19263 Q12124
Q05583 P35191
P53952 P47093
Q06142 P32499
P33322 P31539
P12954 P17709
P39707 Q04675
P30822 P53892
P53935 P36083
P39929 P53272
P36520 P29295
P28006 Q12161
P43564 Q02979
P32807 P15992
P25694 P22696
P53897 P21192
Q02630 P30822
P23642 P08431
P32569 P49435
P35203 Q08831
P40507 Q01560
P21951 P32588
Q04338 P32854
P12695 P22204
P53859 Q08162
P32803 P54837
P38269 Q02574
P05694 P32911
Q06315 Q00772
P12709 P38086
P15367 Q06135
P47135 Q08601
Q12124 P33308
Q08496 P09436
P40554 P38820
P32641 P38629
P54999 Q03776
P38909 P29055
Q12321 Q08278
P49018 P38264
Q07376 P39551
Q05946 P04840
Q07657 P19262
P52891 P46673
P42884 P42884
P43574 Q12247
P17157 P02829
Q12250 Q12377
P38129 P38219
P28274 Q12379
P53145 Q12522
P43625 P06243
P52490 P10862
P29055 P32494
P38358 P47154
P34167 P15367
P47135 O13567
P46961 P40548
P40159 Q12305
P17255 P16140
P39717 P53130
P29295 P27637
P28004 Q03654
Q05568 Q07418
Q12246 P40045
Q06032 P25454
P25491 P04819
P06103 P29055
P36162 Q12248
P35725 P39996
P33760 P38729
P33329 P41818
P23641 P39928
P36124 P25357
P25454 P29295
P22137 P38272
P38805 P53136
P38930 P32805
P07251 P07703
Q03667 P54867
P38316 Q07978
P20433 P23180
P40567 P09547
P32641 P08518
P02293 Q07381
P53905 Q06217
P32381 P18851
P32337 P14742
P00830 P38153
P39996 P40582
P38822 P34238
P02992 P32569
P47093 P53905
P20676 Q06142
Q02892 P53313
P38987 P33202
P34167 Q12349
P47075 P15365
P04385 Q12510
P38910 P34221
P40079 Q06410
Q99393 P47135
Q03162 Q04660
P04051 P27999
P38700 Q12028
P38324 Q12098
P40010 P53313
P53550 P25339
Q12246 P38699
Q12527 P35193
P19358 Q02932
P19262 Q08273
P53622 P04173
P32797 P02994
P38217 P16140
P23179 Q02721
P40350 P46965
Q00772 Q12224
P53905 P40070
Q04660 P47135
Q02630 P36224
P40097 P27999
P34160 Q06217
P07259 P53894
P38692 Q08817
Q08206 P32366
P48813 P38264
P32190 P14741
Q99260 P53258
P15992 Q12223
P04147 P32458
P53127 P53917
P10080 P39935
P40567 P32606
Q00776 P14742
P05750 Q05905
P38787 Q06624
P36047 P16140
Q12349 Q99216
P22147 P42843
P38328 P53960
Q12510 Q03834
P30775 P40066
P38629 P43588
P07703 P28000
P32917 P23561
Q05518 Q03559
P05694 Q12380
P32495 P25567
Q00772 P51601
P40054 Q08963
P32387 P31334
P08431 P41811
P36108 P10863
P43639 P22579
Q12461 P32366
P23639 P38910
P32502 P32481
P19263 Q08278
Q02630 P39705
P53861 P14680
P53959 P40460
P40362 Q06679
P40450 P04821
P39729 P02994
P33892 P33333
P25694 P12904
Q12749 P41338
P39006 P38217
P32829 P12753
P53300 Q12194
P34730 P34730
P53243 P16140
P38737 P33333
P43572 Q08649
Q06410 P33420
P32259 Q02772
P22137 Q07350
Q06644 P40088
P43639 Q06344
P47079 P25342
Q02872 Q04149
P23644 P47106
P34730 P32911
P06104 P32773
P07248 P53043
Q07418 P39729
P32898 P16387
P32628 P33442
P33734 Q12272
P27999 P38284
P50094 P53632
P06787 P36006
Q06834 P38691
P05150 P53933
Q04048 Q04048
P06777 Q12098
P87263 P15992
Q08968 P53622
Q03497 P05694
Q04437 P18408
P00830 P32641
Q02574 P25617
P15992 P32458
P39014 P22276
Q00772 Q08496
P50944 P35723
Q07442 P02309
Q12347 P52286
P06243 P41811
Q08903 P47135
P29468 P45976
P06779 P05150
P32558 P38351
P19262 P40352
P00924 Q12154
Q03305 Q02630
Q04437 P51601
P04173 Q12347
P26754 P28519
Q12341 P06103
P40160 P53235
P25644 P49955
P47079 P22470
P29468 Q06102
P22147 Q12236
P32569 P07249
P53064 P38351
P18239 Q12223
P32494 P35177
P34730 Q03373
P36108 P47135
P40956 P40525
P43639 P38633
P32861 P39743
P38272 P05150
P53261 P04147
Q05779 P29055
P06774 Q12159
P39927 P42841
P23595 P25491
P87263 Q07418
P53253 Q00402
P12709 P53243
P49573 Q12382
P12687 P53875
P39001 P38615
P19735 P54999
P39955 P26343
P53178 P53178
Q03654 Q12046
P38286 P25297
P40513 P19524
P16387 P08018
P53914 P38779
P53127 P25694
P14907 P33331
Q99332 P12612
P11710 P32606
P12383 P12383
P25346 P53388
P0C2H8 P47135
P39516 P53959
P32582 P25651
P40327 P32496
P32502 Q06410
P36421 P32566
P53540 P32380
P22147 P53235
Q06639 P48743
Q12276 P40991
