P46961 P39875
P40555 P38695
Q12389 P40987
P35191 P12868
Q06632 P38219
P39101 P33322
P53941 P33122
Q06543 P38962
P48837 P40885
P22515 P09457
P38811 P11709
Q99278 Q12285
P36125 P27895
P48234 P46956
Q04217 Q02775
P36048 P35189
P38072 P16649
Q03697 P52891
P47113 P12887
P38776 P27705
P38429 P14736
Q12224 Q02795
Q12418 P38084
P53323 P53259
P43562 P08456
Q06205 Q03956
P25454 P17106
P41277 P39954
P53236 P14747
P53738 P47042
P39702 P38867
P25376 P06839
Q03697 Q02208
Q08208 P53914
Q12071 P40565
P34240 P23285
P41912 P04046
P43565 P26343
Q12034 P25297
P40468 P11972
Q02204 P36018
P47042 P32366
Q08773 P17157
P43569 P43542
P53755 P53070
P28000 P23285
P32790 P23291
Q12060 P20438
P20604 P13393
P54885 P39996
Q03455 Q03406
Q05787 Q04792
P40077 P02994
P43622 P36172
P53091 P47042
Q06339 P21965
P53181 P39954
P38153 P25297
P38877 P22209
P15367 P00817
P41697 P39009
P89105 P32324
P48562 P40456
P35177 P22204
P38811 P22007
Q12082 P29468
Q99186 P53253
P35191 P25298
P40151 P19880
P34162 P07250
P40956 P25656
Q06224 P38276
Q99382 Q03935
Q03944 P39944
P46961 O13297
Q07540 Q02908
P53953 P43560
Q03063 Q00381
P46947 P05626
P47061 P21691
P40462 P20484
P53750 P32524
P47019 P31380
P36120 P29496
Q08683 Q02825
P35172 P31111
P54854 P47083
Q07688 P10355
Q01560 P40496
P42846 P38811
Q12243 P40438
P53616 P25558
P38313 P17505
P40032 P38629
P43609 P22213
P11154 P11076
Q12494 Q03691
P32914 P22543
Q03435 P38313
Q08032 Q04749
Q99299 P14906
Q12224 P39962
P40529 P36168
P38749 P36147
P40350 P38429
P39730 P38992
P40079 P32838
P24814 P01097
P53877 P18562
P39552 P32900
P53735 P25567
Q12194 P38041
Q12390 P12294
Q06644 P05085
P48361 P19358
Q02932 P38298
P47049 P32801
Q05031 P38700
P38200 P30283
Q03661 P39682
Q04272 P25580
Q06091 P40527
P38853 P34227
Q02574 P17065
Q06554 P39011
P24482 P07703
P32585 P22133
Q08004 P53388
P40991 P29056
P38068 P07866
P36121 P23285
P34218 P33296
Q07800 P38708
Q12321 Q03656
Q03935 P19658
P25604 P25046
P28274 P22140
P40352 P38348
Q12488 P07149
P15790 P07261
Q12754 P35180
P53855 P53093
P30657 P23585
Q9URQ3 P14907
P50104 P42935
P38272 P38265
P25441 P12904
P38720 P32803
P32333 P05085
P47132 P25646
Q12071 Q08096
Q08096 P25296
Q03656 P04911
P42934 P41911
Q03465 P34227
Q06412 P38727
P53735 P32479
Q04368 Q00711
P54837 P32597
P40509 P40360
P41546 P37012
Q12380 P06838
Q12330 P25346
Q03690 P22276
P25655 P07276
P40356 P33311
P32793 P21827
Q12734 P46956
Q04978 P53961
Q02206 P25651
Q05931 P38879
P40096 P37366
P53044 P40167
Q06409 P43605
Q12224 P39968
Q03263 P15992
P25344 P15367
P38700 P26754
P32805 P14737
P36034 P36018
P38353 P35497
P36139 P04386
Q04305 P53901
Q08245 P39547
P39007 P38930
Q12306 P53973
P23202 P12684
Q08018 Q02554
Q12018 P25297
Q12432 P27705
Q02574 P39515
P39076 P38920
P53337 P33755
P52917 P40038
Q05027 P29496
P40362 P36009
Q01684 P36131
Q08817 P13433
Q12692 P32350
P49166 P11710
Q04195 P05626
P53959 P47012
P32854 P32558
Q12035 Q05778
P43622 P40857
P40573 P38782
Q12418 Q08923
P38881 P33333
P38779 P07272
Q01217 P53735
Q03940 P40965
Q07732 P26798
Q06168 P27705
P40890 P39967
Q00246 P40352
P39010 P00330
Q06815 P43603
Q08553 P38881
P43639 P34218
Q12107 P39003
P40555 P11978
P38337 P00331
Q03956 P39987
Q12262 P41805
Q05946 P40434
Q12233 P13902
P32499 P19658
P53878 P40314
P53265 P38764
P36036 P13259
Q04005 P32367
P32618 P32597
Q04847 P16658
P54854 P53163
P40151 P38806
P39702 P32478
P38351 P38077
Q12349 Q06624
Q08119 P29468
P53045 P50875
P40518 P20484
Q06616 P53973
P53061 P16661
P39928 P38959
Q03818 P25358
P46655 P36160
P40958 P25294
Q06411 P38915
P40087 P39101
P81450 P53952
Q07471 P47052
P53267 P36120
Q03018 P38915
P50874 P35206
Q02336 P47129
P39984 P18238
Q12124 Q08096
Q12216 P35207
Q07980 P09959
Q04511 P38298
P53901 P53277
Q12157 Q03920
P17442 P11076
P40957 O13554
Q08921 P48234
P38351 P06782
P40527 P27476
P53181 P32790
P53953 P28000
Q01217 P11709
Q12349 P39685
P39968 P36034
P38523 P16661
P38782 P18963
P53549 P35177
Q06200 P53924
Q04225 P53552
P19145 P07703
P46675 P32618
Q06673 P32788
Q06217 P32803
Q12527 P53142
P53878 P46673
Q06488 P38156
P48361 P32902
Q06648 P40352
P50623 P09624
Q05900 P46671
Q08444 P53093
Q12154 P47037
P81449 P35197
P38703 P02557
Q12321 P25491
P32479 P29496
P38293 P22579
Q03750 Q03656
P41807 P39720
P53278 P33441
P53256 P40460
Q12473 P28241
P53337 P25575
Q03920 P46678
Q06208 P48837
Q12059 P40988
Q06001 P50105
P32838 P31244
P35727 P32828
P87284 P48837
Q12071 P22139
Q03761 P53933
P47090 P18238
P25453 P25294
Q07915 P38695
Q06135 P47176
P53388 P16474
P32599 P23776
P40164 P39955
Q00246 P21651
Q12060 P39073
Q04003 P53901
Q08032 P53924
Q04477 P21339
P39540 P33297
P39705 P34227
Q03976 P29465
P19358 P10592
Q12021 Q06554
P54860 P25651
P47052 P33329
Q12310 P53209
P49166 P21957
Q04636 P27614
P38911 P31539
P53883 P38304
Q03834 P38165
Q02775 P32486
P36121 P20606
Q06644 Q01939
Q02932 P25299
P49687 P36084
P33411 P32915
P38082 P22140
P40343 P32264
Q01722 P33411
P39875 P34240
P40352 P32602
Q12161 Q12055
P42934 P38705
Q7LIF1 P34240
Q12241 P42841
P40960 P38699
P25296 P21957
P47079 P39720
Q03834 P53894
P38629 P04386
Q12100 P23776
P43594 P32566
P43602 P07390
P38085 P03965
P53965 P04819
P13433 P07258
P38257 P05626
Q04660 P38240
P38779 P38144
Q08245 P35206
Q12449 P26755
Q02574 P17157
P43561 P40513
Q12460 P13259
P40892 P14064
P38877 P11710
Q03981 Q03103
Q03735 P12954
Q06440 P14291
P53740 O13565
P25360 P20436
Q04601 P52488
P53851 P43621
P53924 P04819
Q05946 P04050
Q99181 P40357
P25591 P22276
P38811 P13712
P53961 P40960
P32902 P26793
P53939 P35187
Q03944 P21374
Q06406 P28320
P38077 P10961
Q03373 P17442
Q12083 Q02825
P60010 P37366
Q02574 P00445
Q07478 P24813
P48239 P39515
P46673 P04912
P28707 P08456
Q06005 Q04921
Q12361 P25567
P53253 P38907
P39987 P37370
Q12216 P38708
P38630 P18962
P36009 P32793
Q12390 P23833
P12684 P06786
P53313 P14908
Q02354 P40187
P38703 P07256
P41912 P39718
Q12243 P12683
P53184 P28000
P40518 P35206
P36029 P10961
P54861 P39734
Q06696 P53616
P53091 P38712
P32657 P25358
P43572 P35194
P53389 P28241
Q02793 P32585
Q03785 P12887
P47132 P40038
P31380 P22140
Q12038 P34224
Q06102 P53070
Q12336 P10622
Q99278 P38863
Q08109 P23337
P40541 P35177
P38149 P12887
Q03290 P29509
P38346 P38072
P40971 P16658
P48568 P32328
Q03834 P43574
P40395 P39534
P49435 P09457
P43602 P39727
P39552 P21306
Q08119 P10834
P38351 P04807
P53044 P12383
P39927 P08518
Q07540 P07278
Q03337 P39704
P43638 P40438
P36013 P32788
P38968 P38863
Q12206 P39113
Q03012 P27476
P57743 P42944
Q07986 P39008
Q12159 P13259
Q02159 P38783
Q06525 P32500
P40091 P19736
P19882 P15367
P46954 P40565
P25390 P25358
P53081 P38156
P40455 P28791
P31539 P25580
P48361 P47171
Q03322 P54867
P32581 P14291
P54862 P53941
P38792 P23585
Q12222 P42934
P33333 P32807
Q02775 P38801
P33339 P32432
P48606 P25847
Q06677 P38805
P40151 P06100
P46954 P40475
P43622 P26754
Q12233 P31382
P39073 P32641
P36016 P29461
Q08886 P39706
P47053 P38702
P53600 P28004
Q12402 Q02890
Q08975 P40453
P38181 P02829
P40438 P21268
Q12194 Q06169
Q01722 P52286
Q12035 Q08817
Q12447 P39010
P40564 P39547
Q12100 P38240
Q07657 Q00772
P43604 P40529
P54790 P29295
Q12264 Q06490
Q02775 P39925
P53905 P32803
P53176 P38358
P53181 P38620
Q12038 P47027
Q12527 Q12349
Q06651 P39706
P47185 P00899
Q07887 P53551
Q12248 P38204
P39010 P14681
P41912 P32333
P53207 P40077
P42935 P23585
P40348 P32471
Q07688 P46669
P53823 P49435
Q00955 O74700
P33122 P15873
P20676 P18961
P53211 P46985
P39998 P36034
P47083 P15938
P40038 P06700
Q02260 P32341
Q06216 P28519
Q02204 P24867
P38085 P34252
P35191 P32803
P53261 P33122
Q12138 P53550
Q12050 Q06160
Q03919 P53973
Q03790 P32803
P51862 P48813
P20434 P11745
P25302 P13574
P17505 P14291
Q12341 Q04636
P52910 P08456
Q99181 P33122
P19454 P08678
Q03373 P39682
P53108 P40992
P53259 P32939
Q02204 P40480
P40355 P32521
P52593 P35201
P38960 P20449
P46678 P38274
P40465 P33421
Q12363 P36027
Q99207 P38265
P28007 P08518
P25453 P22543
Q06096 P00817
Q01217 P36080
Q7LIF1 P18480
Q05900 Q03148
P38304 P32464
P38298 P32767
P39720 P32381
P53115 P11938
Q04673 P50946
P40073 P39112
P47049 P36116
Q06163 P39101
Q03497 P32833
Q04264 P04786
P38989 P10863
P39685 P23594
Q05931 P28320
Q08214 P46680
P47049 P22214
Q07986 P53952
P36168 P15442
P53116 P38266
Q7LIF1 P32588
P30619 P18900
P54837 P33418
P10834 P07703
P47167 P04911
P22336 P14242
P39081 P08456
Q12083 P22137
Q08287 Q06490
Q08683 P53861
Q02805 P52919
P32558 P25333
P08456 P04051
P36147 P17709
Q99344 P53600
P25346 P08679
P38302 P14742
P54791 P38822
Q06103 Q01329
P80667 P53116
Q06405 P53322
P53011 P38072
P39010 P32558
P53933 P38910
Q03280 P38759
P50104 P38315
Q12267 P32564
P36121 P07347
P38249 P35177
P53125 P39952
Q06676 P22082
Q04847 P36147
Q12199 Q03834
Q08215 Q06525
P49956 P21243
Q02629 P33296
Q07509 P38779
P40413 P40355
Q03148 P32910
P53961 P32849
Q03558 P40968
Q06405 Q03750
P53096 P40959
Q06677 P40339
P36125 P25567
P40164 P25580
Q99176 Q03860
P53389 P50101
P47012 P38072
P40303 P39734
P53685 P47123
P53181 P19263
P40457 P38068
Q03308 P39996
P32597 P25582
P60010 P04386
P38729 P32528
P31383 P23285
P09435 P00410
P26449 P25358
P32787 P16521
P38249 P10964
Q03860 P47019
Q99383 Q02206
P46964 P09959
Q12734 Q04307
Q03018 P18239
Q99181 Q05787
P38769 P12695
Q12335 P39954
Q07800 P21243
P39548 P30624
Q12389 P32805
P53633 P53163
Q08601 P38867
Q92331 Q12335
P39720 P21192
P35181 P32597
P50104 P00044
P38837 P28274
P33313 P22579
Q12224 P22804
Q06479 P18239
Q12518 Q03661
Q03533 P28000
P47120 P17106
P53550 P21951
Q12309 P14922
P41318 P22138
P50104 P38998
Q07478 P36172
P23585 P19454
P53221 P40020
Q12335 Q02159
Q12161 P53883
P53622 P01149
P48568 P37838
Q12157 Q08119
Q12208 P53633
Q07350 P40069
Q12361 P40032
P35842 P11075
P38272 P38193
Q03455 P10592
P53044 P35193
P34238 P16151
P53904 P32916
P32570 P32501
Q05021 P38872
P39730 P32830
P40020 P38759
Q12241 P25046
Q12165 P28239
Q08975 P53286
Q01080 P38274
P38156 P25646
P35207 P06775
Q04930 Q02159
P35191 P32939
P31244 P11747
P38085 P22515
Q00711 P47104
Q01939 P80428
P43682 P43568
Q12004 P32327
P38695 P32350
P40453 P39987
P38319 P13186
Q08980 Q06169
P36121 P09119
Q03081 P36100
P38829 P32529
P53857 P40087
P50113 P07256
Q03792 P38736
Q08032 P39517
P50945 P25648
Q12066 Q04461
Q08096 P36016
P53952 P38989
Q12321 P38041
Q02804 P11747
P35180 P06780
Q03063 P53237
Q06096 O13297
P47129 P38860
Q12071 P38859
Q05359 Q03690
Q02776 P53094
Q08980 Q05568
P47185 P32494
Q00362 P06777
P38264 P36017
P54784 P53145
P54862 P36121
Q12233 P50275
Q12024 P53265
P53163 P38988
Q05080 P54790
Q08492 P38719
P53174 P13711
Q12527 Q12019
P22141 P08518
Q12154 P53877
P36022 P16649
Q12692 Q06405
Q99176 Q12270
P40513 P40495
Q12297 Q12264
Q12449 Q06168
P53604 P39734
P38249 P26798
P39702 P23624
Q06205 P48813
Q12417 P21827
Q05670 P53215
P22209 O13297
P38957 P38742
P40462 P13434
Q04089 P38823
P33339 P28791
P40457 P38302
P48837 P32803
P43555 P00560
P40151 P38324
Q08921 P04050
P25359 P00128
Q08465 P06102
P36005 P15367
P38863 P32836
P53974 P26754
Q03761 P38431
Q12223 Q08496
P38153 P32494
P38729 P32830
P53973 P38622
Q99344 P39540
P38805 P25441
Q02825 P32559
Q12396 P40048
Q12402 Q08215
Q08446 P38085
Q00582 P40478
Q08387 Q06696
Q12059 P14291
Q03661 P22007
P53893 P39011
P38911 P04076
P35201 P32794
Q12004 P15705
P39994 P20457
Q12222 P52488
P50090 P46676
Q06005 P21801
Q06624 P11914
Q02875 P47042
Q04359 P29056
P53616 P48836
Q12124 P53272
P53070 P32318
P40582 P38883
Q03774 P53878
P38086 P32337
Q12443 P19358
Q03900 Q03323
P40314 P36104
Q03899 P46954
Q03213 P24871
Q05874 P38152
P38181 P38041
P33419 P25299
Q03125 P00331
P47012 P32832
Q12035 P29295
Q06815 P21827
Q99176 P28519
Q06644 Q03323
Q06177 P36036
Q03898 P05626
P39717 P01149
Q12222 P20434
P47134 P22082
Q12161 P47165
Q06200 P07261
Q04491 P38826
Q06488 P25644
P38266 P26309
Q05021 P48582
P47037 P22202
P48836 P28519
Q12335 P32479
P50090 P35056
P40167 P02294
P53045 P40360
P50095 P19263
P39928 P11972
P41896 P40970
P42934 P14736
P14242 P06784
Q12285 P31111
Q06324 P35718
P41813 P33335
P38860 P15873
P35198 P32319
P40475 P32578
Q03435 P23968
Q06675 Q03944
P39998 P26798
P10863 P01123
Q01329 P31412
P36057 P31111
P39011 P32601
P39107 P28320
P39113 P25298
P40475 P38217
Q6Q547 P29056
P38112 P33420
Q04110 P07834
P36013 P34218
P35203 P32788
P40492 P38953
Q03661 P31382
Q12411 P15938
P53437 P25646
Q05580 Q03213
P40327 P35189
Q06640 P11972
Q07084 P19358
Q12208 P32828
P54867 P39705
P43562 P33311
P34252 P33399
P87108 P39704
Q03944 P31385
P34162 P32793
Q08732 P38302
P40478 P22202
Q06644 P33441
Q04675 Q02895
Q99278 P38968
Q12300 Q08208
Q03406 P50094
Q12083 P17536
Q12243 Q05998
P48566 P36009
Q07350 Q04067
P39730 P38723
P36104 P25808
P38810 P04912
P53910 P32485
P39944 P38811
Q02776 P51996
P28241 P07260
Q04062 P23291
Q12749 P02293
P39713 P38523
P27636 P22276
Q12424 P38121
P38967 P30902
Q03081 P34161
P38929 P12683
Q05785 P40090
P53298 P36009
P53086 P32334
Q03919 P06838
Q03697 P22138
P53893 P32334
P53299 P32788
Q08902 P32264
Q07509 P23301
P35817 P32589
P43612 P40319
P53207 P24384
Q12158 P36024
Q03323 P53389
P40014 P38555
Q06102 P26798
P57744 P34252
Q99278 P19097
Q06205 P38705
Q04149 P32829
Q06245 P38337
P12383 P07261
P47821 P22224
Q03976 P32829
P28006 P19659
Q03071 P06778
P35189 P27636
P53254 P39735
P89105 P07269
P48234 P39540
Q04603 P13433
P42884 P04817
Q92331 P41817
Q12343 P38315
P43622 P14680
P50875 P39717
P32836 P30902
P36118 P32453
Q12071 P53163
P42934 P32832
Q12083 P53252
P53628 P21691
Q04636 P35691
P38776 P32629
P53851 P40325
P47822 P32481
Q04511 P40360
P32319 P17442
Q00873 P38310
P42841 P40496
Q06697 P43621
P53840 P11747
Q12206 P20050
Q12306 P39992
P38691 P38111
Q02793 P53914
P38523 P30771
P25575 P22214
Q08492 P17505
Q08683 P33750
Q01454 P40885
P40475 P40303
Q6Q547 Q08683
P47124 P40475
Q12522 P39524
P37366 P36017
P38068 P28707
Q04264 P36104
P39011 P38637
P25385 P25045
P47025 P40510
Q02555 P01149
P54854 P53685
Q12495 P06243
Q04412 P47152
P53628 P00431
Q06580 P38776
Q02895 P38814
Q12192 Q08986
Q04673 P38794
Q08749 P32349
P35187 P28006
P39730 P25632
P39969 P32897
P47079 P12683
Q92316 P19146
P38744 P14359
P53238 P07703
P53181 P38251
Q12050 P21576
P53048 P06774
Q04978 P13099
P28239 P06243
P25301 P10081
P40992 P33759
P35206 P13393
P36027 P07149
Q04264 P16661
Q04031 P35180
Q12082 P04386
Q03010 P38111
P53551 P40314
Q08109 P29703
P53163 P52960
Q03280 P17255
P47042 P38784
Q08235 P53147
Q04121 P25358
P47090 P35728
P53212 P46681
Q12024 Q05359
P20676 P02293
P38064 P17123
Q12186 P38272
P50875 P43574
Q06525 P05453
P53267 P20676
Q07623 P20448
P40494 P38838
Q06405 P38779
Q12129 Q03103
P32529 P14832
Q03940 P16387
P40482 P23833
Q12157 Q02948
P53824 P49960
Q02908 P54837
Q03900 P35817
Q06339 P22543
P54784 P19145
Q06630 P38070
Q02206 P53552
P32480 P26188
P33335 P32366
Q06168 P38627
Q03254 P00420
P39534 P38764
Q01159 P40991
Q12082 Q08923
Q12241 P23291
Q07963 P32833
P39929 P38121
P16474 P00899
P53278 P41896
P47123 P39990
Q06164 P34218
P41920 P04050
P53735 P05986
P38729 P38720
Q00772 P54790
P32259 P23201
P40077 P33328
P40471 P22140
P25648 P10591
P36009 P05318
Q12518 P42946
P34909 P30605
Q03691 P36130
P23624 P10823
P22035 P13186
Q06708 P40014
P38992 P38716
Q07468 P38072
Q12321 Q06604
P38251 P38153
Q12176 O13297
Q03860 P10081
Q12256 P53750
Q99394 P40075
Q08902 P33200
Q08553 Q08229
P38251 P06780
P39987 P12684
P52917 P34160
Q08235 P26754
P52960 P40970
P42942 P32366
P32944 P30606
Q99278 P08456
Q04601 Q02784
P53323 P46961
P39966 P38163
Q12262 P53169
P38699 P38254
P46956 P09733
P47167 P41808
Q06344 P48836
P53115 P40963
Q07915 P28239
Q04894 P20676
Q12082 Q07921
P87284 P22336
Q03465 P43563
P38254 P16151
Q03148 P25569
P33759 P04051
Q06677 Q03177
Q03406 P09119
P20795 P07273
Q06410 P04786
P39004 P36049
P40469 P32902
P35190 P35189
P41896 P07262
P38695 P32527
Q02574 P38272
Q04226 Q03337
P43568 P22579
Q12262 P40555
Q08004 P32618
P47185 P20448
Q12483 P25441
Q06224 P38904
P36172 P22135
Q02794 P16522
P42945 P00420
Q12450 P38329
Q03063 P06104
P53904 P53389
P35189 P11746
P53939 P01119
P32832 P20081
P07560 P06777
P40510 P32783
P38826 P32328
Q12365 P07261
Q04305 P38826
P38860 P06784
P31384 P20095
P49687 P15367
Q08491 P54837
Q00381 P36057
Q12233 Q06436
P49956 P38821
P38316 P07256
Q12098 Q04673
Q99344 P47129
P47120 P43605
P39551 P25385
P40958 P06839
Q04491 P47061
P40343 P11747
P39743 P32529
P53171 P40167
P38881 P07262
P50101 P38826
P33754 P33339
P53039 P06786
Q08746 P47090
P32479 P32387
P07390 P00358
Q12102 Q05580
Q12255 P40352
P80428 P53851
P40492 P33304
Q04461 P50095
P53965 P32494
P38967 P32354
P38719 P06783
P40151 P01120
P43563 P38784
Q08601 P11747
Q02939 P00330
P00950 P00410
Q02630 P43682
P39550 P35193
Q02608 P20795
P47017 P34162
Q06490 P41814
Q02794 P47005
P87108 P38727
P53286 P32788
Q06324 P38702
P32642 P10961
P43682 P32796
Q12349 P36130
P38776 P36165
P25808 P16151
P34224 P00549
Q12035 P35203
Q02775 P53900
P46974 P13711
P53243 P39967
Q99314 Q12363
P32558 P14907
P32605 P21957
P38929 P38262
P47058 P32859
P40890 P33328
Q04935 P36172
P53236 P38627
Q12159 P47054
P35179 P18963
P33335 P25382
P47057 P13382
P53851 P35182
P35210 P33399
P33323 P13574
P40167 P28239
Q03435 P47113
Q7LIF1 P39682
P53093 P40573
Q12372 P36131
Q03081 P38953
Q06451 P34218
Q06078 P17505
P32829 P20133
Q12270 P33301
Q6Q547 P38240
P43602 P25344
P53685 P38911
P43568 P40527
P38138 P36015
P39547 P27895
P53389 P39727
P39987 P07249
P25046 P06783
P38837 P02294
P43605 P38783
P39552 P35728
P47027 P02557
P38957 P23255
Q12142 Q08986
P18961 P00854
Q06554 Q06451
P40965 P32641
P40510 P20052
P53865 P32805
P32805 P28239
P40541 P28320
P34218 P22804
Q03940 P20449
P35184 P18900
Q12060 Q04930
P40527 P25367
Q06218 P32581
P40357 P31111
P50091 P38910
Q12138 P53115
P47074 P38696
P39727 P38439
Q12223 Q08886
Q06344 P40507
P38072 P00546
P53171 P41896
P32788 P25656
Q06644 P38744
Q06449 P53750
Q12277 P53108
P53974 P16151
Q03697 P07342
P38717 P25046
P38915 P09440
Q99382 Q00582
Q06676 P38204
Q03976 P25604
Q07921 P20486
Q06135 P08678
P50090 P32797
P53633 P32578
P53961 P38615
P49018 P39008
Q04338 P40187
P54784 P53010
P40574 P40060
P32564 P06844
Q06630 P53181
P38774 P20095
P39720 P38705
P38138 P36149
Q08245 P39702
P38319 P37366
Q06339 Q03330
P47090 P32914
Q12749 P40856
P35179 P32496
P36161 P32944
P40890 P14242
P23059 P07703
Q08204 P53599
P32389 P09734
Q04370 P33301
Q05911 P53295
Q92316 P48568
Q06677 P23776
P40465 P13259
Q02630 Q02574
P41800 P25579
P43594 P32913
Q02196 P24384
P53912 P20457
P89105 P46947
P40438 P39720
P32569 P18963
Q12223 P46961
P47115 P14736
P53750 P17123
Q08271 P36029
Q08726 P32583
P52960 P38346
Q07800 P48566
Q07471 P22139
Q07084 P38744
P22147 P13902
Q08949 P26309
