P49848 P33076
P17252 P05204
Q04771 Q15797
Q14192 P54253
P52803 P29320
Q7L622 O00453
P57678 Q9UHI6
Q8N1V2 P50991
P62258 O43896
P11940 Q8IYD1
Q9H2G2 O94985
P37198 Q03933
P43405 Q01362
Q8WUD1 Q15797
Q06455 O15379
P68363 P49023
P21817 P23297
Q14164 Q9H6S1
Q9Y608 Q13045
O95983 Q09028
P49841 Q00535
O15287 Q8N6K7
P42574 Q08378
P14866 P26599
P62258 Q04917
Q13469 Q92793
P50222 P01282
P21291 P12814
Q06187 P25445
P17252 O75689
P50749 P01112
P10828 Q14686
Q9NR55 Q15744
Q9Y5P4 O95197
Q12933 P41279
Q9P0K1 O95970
Q08752 Q9HAU4
P26006 P16035
Q9UK53 P63104
P21860 P27986
Q9UKS6 Q9BY11
Q9UJ70 Q5M9N0
P39687 P27695
Q01844 O60682
O75569 Q7L5N1
P51692 P14921
P84022 O00255
P09958 P10163
Q13315 O15151
P21246 Q9UHF0
Q96S55 Q14191
P43351 P25205
Q09472 Q13562
Q9H081 Q6P1K2
P25063 P09769
Q14061 Q9BW62
O43566 P62834
Q9NWQ8 P06239
P0CG47 P10636
P00533 Q71U36
P02787 P27824
O60496 Q02763
O43323 Q9Y6C5
Q96KG7 A0MZ66
P60709 P24855
P08514 Q9Y679
Q12791 P19440
Q9UNE2 P20337
P09544 O00144
P13686 P10451
Q14344 P19022
Q8WV28 Q96B97
Q02817 Q9Y4G2
Q9UI26 Q969T4
O75334 Q86W92
P14678 Q9H1I8
P62826 P36897
P49910 P13994
Q99583 Q9UH92
O00470 P31271
P24534 P12081
Q06187 Q99836
Q99504 Q9NPC8
Q9P1Z2 Q9Y573
P00738 P11215
Q92529 P04629
O00463 P28908
P61758 P40337
Q13571 Q6ZVM7
P01730 P09382
Q9BU76 Q9NVV9
Q9UHI8 P16112
Q96F24 P19793
Q96FN4 P60709
P23142 P05556
Q96G25 Q15528
P08238 O00401
Q99719 O60260
Q13485 Q00887
Q13315 O60934
Q14318 Q07817
Q9NRD5 Q9NRR5
O60641 P19174
P06241 P46108
Q9HAU4 P84022
Q9Y4X4 Q96KQ7
P49796 P29992
O60271 Q99759
Q9NVC6 Q96HR3
P08311 P17936
P56537 Q5T3J3
P06454 P12004
P21728 P21333
P61586 O14641
Q9P286 P60953
Q9UQB3 P49768
P98155 P02649
Q9H2X3 P32942
P12931 Q9Y6Q6
O95343 Q99502
Q12888 P38398
P55884 Q04637
Q9Y2U5 Q16513
P29350 P20138
P19388 P53803
P17612 P30301
O96019 Q9Y4A5
O95477 Q92796
P51170 P37088
Q9HCE7 Q8NAP8
Q7Z6B0 Q9UJY4
O14757 P12956
Q96N46 Q15834
Q96QZ7 P51812
Q9UII4 P24864
P38435 P02818
Q9Y2C9 Q12931
Q96KG7 Q86YR7
P07384 P17661
Q9Y6U3 P63261
O15226 Q04864
P28482 P15391
Q8TEW6 P06241
Q14157 P48634
Q99829 Q02750
P28324 Q15759
Q96CN9 Q8N6Y0
Q06945 P63279
O43615 P10398
Q9BZL4 P10916
P24386 P20338
P12277 Q96DX5
Q07157 Q9Y6H8
P09326 Q13478
O95251 P10275
Q9ULX3 Q9HAU5
P55344 P17931
O00254 P00734
Q9UBT2 Q8TDN6
P09958 Q9NQX7
Q07889 P04626
Q14203 P18669
Q2M1Z3 P60953
O14976 Q96CW1
Q08170 Q9H307
Q03135 Q13393
Q969G3 Q15788
P57729 Q15796
P61981 P04049
Q15185 P31948
Q16539 P15336
P07948 Q99704
Q15645 Q9H0W9
P10828 Q9H0E9
P57678 Q9Y6X2
P35243 P25098
P48357 P41159
Q9HBA0 Q96J02
Q92598 P23528
Q12933 Q70EK8
Q9Y5X1 Q00610
P55345 P48634
Q12967 P62834
P61812 P37173
Q99750 Q9BT49
Q13503 P49336
O14980 P63241
Q15466 Q92731
Q16594 O00268
P05141 P25963
Q9NQG5 Q9UGJ1
Q06710 Q02363
P84022 O60318
P17096 P15336
O94985 Q07866
Q969L2 O43399
Q9BUN8 P04439
P18847 P19838
Q07960 Q6STE5
Q99719 O95251
Q9H0E2 Q9NPH3
P54253 P36956
Q8TB52 Q9HCE7
Q8NCM2 O95259
O00206 P14625
O77932 Q15024
P53667 Q02297
P43250 P21731
Q9UNH5 P04637
Q14831 Q9NRD5
Q9UKV0 Q13547
P20226 Q9Y265
Q9HAU4 Q8NCP5
O75665 Q9P2H0
P10244 P24385
Q16820 P07492
Q13535 O43324
O14717 Q9GZR7
Q9H2E6 Q9BX66
P38398 Q9HAW4
P25789 P68400
Q15796 P08621
Q9NPI6 Q9UL18
P60709 P23528
Q13547 P29374
Q15646 Q9UIS9
Q8WTR2 Q99683
Q9H1J1 Q9UBU9
Q9ULJ6 P10275
Q92572 O14617
Q8N715 Q9BQ66
P62826 P10275
Q16539 P29590
Q9UBP5 O75376
P10244 P09874
Q9Y3B2 Q12769
O75446 Q9UK53
Q9NRL3 Q9BT17
P28482 Q16828
O75563 P08631
Q8N6I1 P84022
Q06455 Q0VDD7
Q9NVV9 Q96IZ0
Q15645 P67775
P01127 P02452
P01730 P01589
Q13368 P15880
Q96IP4 Q9P287
Q99578 P55196
P42574 Q16513
Q9H015 Q5T2W1
P17612 Q16613
Q6EEV6 P04075
P35555 P35556
Q9BV40 P63027
Q12923 P48023
O15111 P36897
O14744 O00267
P54253 A7E2V4
O43570 Q9H079
P51587 P20248
Q13643 P28482
Q14184 P63172
Q92793 P40763
Q00532 Q9HCE7
Q92934 P31946
P04437 P01889
Q9UQ90 Q9UKM9
Q9UGI8 P12814
O75940 P14678
P51693 P21673
P60880 O75558
Q13393 P61764
O00590 P51671
Q12906 Q9BQ66
P17252 Q9UJY1
O43447 O43172
Q13554 P14921
P84022 P10275
Q16864 Q9P2H0
Q9HAU4 Q8N0X7
P26038 P15529
Q9NSA0 O14745
Q15329 Q09472
O15111 P08238
Q9NRD5 Q92692
Q7L0J3 O15230
P31946 P30307
P21810 P04054
Q05655 P35612
P06241 P22681
Q9UKY1 Q99728
Q02548 P14921
Q13459 Q9Y6D6
Q15139 Q02156
Q9P2W3 Q9HAP6
P29972 Q15834
Q99727 P50281
O75943 P33993
Q14934 P43694
Q9NS23 Q12834
O15151 P31947
P24928 P55199
Q13432 P84090
Q9Y5K6 P52907
O95870 Q15424
Q13547 Q16890
Q12967 P01112
Q02818 Q5JWF2
P17612 Q16820
Q9BXP5 P57678
Q9P104 P06213
Q16665 O00327
P12956 P27695
Q05655 P14867
P27701 P21860
O14936 O75056
Q16644 Q16539
P56749 Q9NRL3
P54253 Q96RK0
P53667 P23528
Q14687 Q5RL73
Q99972 P02746
Q9Y5B0 P14678
Q99750 O15015
Q12979 P35348
O95793 Q92900
Q99814 P60228
Q14449 P00533
Q9Y496 Q02779
P38936 P68400
Q9UBF6 Q13616
O00268 P08047
P50552 P42768
Q9HAU4 O15105
Q07955 P01732
Q13113 Q5T2W1
O75508 O60637
P41240 Q8TD08
P41219 Q9Y4I1
O15530 P51812
P06239 P42224
Q15102 Q05516
Q99500 P08908
O75899 P08908
Q96ST3 Q15014
O15519 Q92851
P16220 O94762
Q9UL45 P16157
P13501 P01833
Q92696 P62820
P43405 P19235
P45983 P04150
P59768 O14775
P62979 Q13485
P61247 O00422
P07996 P27797
P08243 Q9NRL3
P13671 P00734
Q9Y263 Q9UBN7
Q09472 Q9Y6X2
P51587 Q9HB96
Q02363 P15923
O15226 Q00653
P48775 O95671
O14543 Q15370
P46937 O15105
P28482 P30533
Q9UBC3 O75530
Q9H814 O14980
P09486 P00747
O00463 P26842
P51636 Q14789
Q15696 P26368
Q96PU4 Q8WW12
P51159 Q16623
P00750 P05121
P42224 Q00978
Q14511 Q15797
O60563 Q00577
P84085 O75154
Q8IUC6 Q7Z434
O95365 P08047
Q8IYI6 P11233
O15211 P26641
P17301 P05556
Q9BUL5 Q6UWE0
Q00688 P19784
P06213 P23458
Q9Y282 Q969X5
Q53FA7 Q8IWV7
P63010 P49407
Q14683 Q14566
P14921 P42226
Q14191 P31321
P17676 Q04206
P01116 P0DP25
Q9NYG5 Q9UM13
Q969H4 Q8NFZ8
O14777 Q14683
P31749 Q86YN6
P56539 Q9NSA0
P68400 P08047
Q01844 Q8NDC0
P04216 P06241
Q6EEV6 O00299
Q15024 Q06265
O75376 P51608
Q13489 Q13077
Q01844 P56278
Q01844 O00295
P32971 P28908
O15164 Q92731
Q96CS2 Q7L590
P43364 P0DPB6
P30989 P32121
Q969U6 Q9BQ66
P09237 P48509
Q9H254 Q9NRI5
O15304 P26842
P24385 P03372
A6H8Y1 O43298
Q9NZQ3 O60879
Q9Y3C5 Q9BSL1
P24071 Q9UKJ1
Q9H422 Q15942
P42261 Q13002
Q9NP79 Q7Z6G3
P84022 P06753
P51812 Q16695
P23458 P42226
Q05519 P26368
Q9Y2U5 Q99683
P05106 P08648
Q5JR98 Q03167
P17480 Q9UJU2
P55072 Q92890
P54253 Q2TAL8
P00734 P25116
Q14994 Q15648
P32121 Q9ULV1
P23229 P48509
P01591 P11912
Q8IY57 P25490
P36941 P01374
O00198 P10415
Q96JB2 Q8WTW3
O00267 Q9NZ63
Q86UL8 P54259
P19784 P49795
P05386 O60925
Q7L591 P41240
P68400 P10242
P23276 P14138
P27487 O00626
Q9NRW4 O14733
Q14134 P08670
Q9UER7 P48023
Q15560 Q96CJ1
P08670 Q13263
P01135 O14672
Q15424 P09651
Q9UNE7 P25788
Q92793 Q12857
P42224 P12931
Q9NVP2 Q13112
Q92834 P23258
Q99638 P12004
Q16342 P51610
Q15746 P12931
Q9UKY1 Q9H4I2
P55259 P04746
P57073 Q5T230
P07288 P01011
Q99683 P35754
P06493 P37173
P15382 Q12809
Q14511 O75815
P40222 Q16623
P07948 Q05655
Q14511 P12830
Q9NRR5 Q8WV48
P40763 P15976
P45983 P35568
O95777 P62312
P50454 P17480
P09486 P02452
Q86UK5 O15198
Q9C0K0 P45973
Q8IZH2 Q9Y4Z0
Q15699 O94829
Q99558 O95163
P78364 Q99496
P06493 P38398
O14745 Q00722
Q9Y3C0 Q9UL45
Q9NZC3 P41220
O94973 P42858
Q16658 P08138
P42574 Q9UKV3
Q96RT1 O00192
Q14847 P68133
P40189 P21860
Q8IZE3 P15311
P10828 O75376
Q14318 P10415
P63104 Q15208
O43897 Q9H2X0
O14757 O15151
P62310 O15116
P49768 Q04721
P20226 Q04864
Q13478 Q9NPH3
P09104 P68366
P03372 Q9UNE7
P07478 P01009
P00533 P30304
Q9UHV2 Q9P2K6
Q99706 P17693
P06241 P42224
Q53G59 Q7Z614
P21333 P49768
P10515 O00330
Q9BV40 Q16623
Q99972 P01023
O14775 P63211
Q07889 P10301
Q13547 P46100
O14777 O95229
Q13347 P37173
Q96GD4 Q9NQS7
P08648 P21802
Q04725 O14607
P20916 Q14050
Q99972 P08123
Q92624 O43889
P30740 P08246
Q15648 Q92731
O75340 P25445
O75665 Q5JY77
Q8NAP8 Q9H9D4
Q04724 Q8N5U6
P26367 Q99626
P08047 P84022
O43150 P62826
P63167 Q9Y4I1
Q96S38 P40425
P11171 P31946
Q03135 P61586
Q01780 O94842
Q10586 Q09472
Q9GZZ9 P60520
O75604 Q15834
Q15573 O15446
P48995 Q99750
P19784 P36897
O95059 Q96B26
Q5T2W1 Q9BXS9
Q6ZVK8 O75525
Q04206 P25963
Q96RR1 Q9H8T0
Q96ST3 P41182
O00470 P20719
O14842 P50148
Q13137 Q8TCX5
Q99626 Q9BWD1
Q9UHA4 Q02750
Q92831 P05204
P30926 P30532
P24928 P19388
P68400 P24534
Q14031 Q9NPY3
P12314 P02743
Q99614 P30679
P12931 Q15139
P68400 Q02790
Q8TEW0 Q8IVF5
O00459 P62993
P31749 Q3V6T2
Q13227 Q09472
Q13011 Q9BXR5
O00254 Q9Y624
Q13361 P23142
P17706 P23458
Q01844 Q9H5I1
Q16527 P68104
P27448 P30307
P08648 P02751
O43633 Q9UN37
P04792 P99999
Q13470 P19174
Q99650 P40189
Q9HD67 P68133
P98174 P60953
Q13148 Q9UNZ2
Q9H6Q3 P43403
Q99750 A8K8P3
Q15276 P17677
P43694 P27361
O15117 O60880
O95182 Q9BQ52
P04637 O14641
P26012 P06756
P54253 Q96EP0
O75154 P62330
Q9UQ13 P01111
P49716 P49715
P19438 P43405
O14920 Q15653
Q99816 P26358
P78347 P54821
Q14191 P54132
P67775 Q9BYN8
P79483 P01189
Q96RT1 Q13485
O95777 Q9Y333
P38919 P27348
P01189 P32245
P05783 Q9UMD9
Q9UM13 Q13042
P78396 P46527
Q9HCN6 P30273
Q9NRE1 P08833
O43715 O14727
P16144 Q9UQC9
P67870 P20042
Q15311 Q8NFH8
P11171 Q92503
Q13323 Q16548
Q15464 P15498
P03372 P36956
Q9ULX9 P35452
P18615 Q15836
Q9UK45 Q9UKX3
P08514 P27797
Q09472 P04637
P31944 P49662
Q9NP71 Q9GZT8
Q99459 Q13415
Q9P2S2 Q8NI35
Q9Y228 Q13114
O00401 Q14247
Q04771 P08567
Q04206 P09429
P01033 P24534
Q92597 P55072
Q9HDC9 P58215
P10721 P42224
P54253 Q9Y6X8
Q8NEC5 Q9BQ66
P19838 P38398
P46531 P98170
Q13485 Q8TEW0
O15350 P46934
O60506 Q16549
P21246 Q6IB77
P62308 Q96D03
P16284 P08648
P12956 Q9H910
P02462 P0DJI8
P04179 Q7L5D6
Q96BR1 P49841
Q92831 Q9UBC0
P58062 P02795
P10912 Q06124
Q8TEW0 Q04917
P07948 P16885
P27361 P15923
Q13018 O15496
O75398 Q9H1I8
P01112 P30307
Q9Y5U4 Q12772
Q86SS6 Q8NER1
P42768 P19174
P31751 P31749
P43088 P41222
P13646 P08729
Q9ULB1 Q99767
P33992 P42224
Q05586 P21359
P40189 P05231
P21810 P55001
O95721 Q86Y82
P49336 Q92585
P04628 O75581
P84022 P37275
P19419 P38398
P50991 P62736
Q9Y2I6 Q7L590
Q05655 P06213
P01282 Q96MT3
Q13057 Q9UBS0
P38432 Q6BCY4
Q13021 P51636
P63104 P27448
O60504 Q8N684
P63244 Q9Y3Q8
P53667 Q9Y281
P45974 O14641
O43609 P62993
Q96D09 P08588
Q9NRR5 P50454
P28289 P20929
Q16539 Q06413
P07384 P01583
Q9NR12 Q9BVV2
P31997 P40199
Q01844 P46926
O15519 P42574
P61313 Q7L5N1
O15524 Q02763
Q12860 P06241
P48357 O60674
Q7Z7J5 Q9C0A6
P05154 Q02383
P60709 Q6VMQ6
P08047 P15172
P19634 O43745
P42574 O75822
Q13501 P60520
O75689 P19338
P26599 Q96PU8
P20226 P04637
Q9UK45 Q16637
P22087 Q9HA65
P61952 P62873
Q9GZM8 Q14204
P48745 P01344
Q96HF1 P04628
P49747 P02458
Q8IW41 P04637
Q9ULH0 Q16620
P43250 P25101
Q15185 P08235
Q99717 Q8WUA2
O60383 Q14807
P04004 P24593
P27540 O15198
P29590 O15379
P63104 P41743
Q13426 Q09666
P56945 O75807
O60682 Q99081
Q9BZF9 Q9NYQ7
Q15650 Q15788
P15941 P35222
P57073 P49715
Q99684 Q06455
P12956 P42858
P40763 P08069
O96017 P22897
Q9HCP0 Q12778
Q9UHY1 P58340
P51692 P28482
P29350 Q6GTX8
P31749 P49840
Q06187 Q6ZUJ8
Q13330 P51948
P62937 Q9NZ81
P37023 P37173
P08962 P28068
P00740 Q07954
Q96CG3 Q9GZT8
Q8IWL2 P02745
P10827 Q15646
Q12789 O00267
P07998 P13489
P12931 P42681
Q9BVV2 Q15834
P18505 P42336
P07949 Q16539
P61978 P08631
P26010 Q13477
Q71U36 O75056
P63098 Q08209
Q13588 O43561
P25025 P08754
P01135 O00560
P54253 Q15032
Q99972 P36897
P19174 P06239
Q14789 Q9P2H0
O75376 Q92731
P55212 P49768
O95498 P05107
Q13568 Q9UHD2
O75940 Q14974
P78536 P01375
O00168 P17612
Q9Y5J3 Q969H0
Q96QT4 Q9BX84
Q06323 P08670
P02751 Q01955
Q9H939 Q99952
Q00610 P05549
Q8WY41 Q8TB72
P49841 Q8IZQ8
Q99704 P05556
Q9Y3C5 Q9NZ52
O15143 O15511
P23528 Q99417
P51681 P09471
P21675 P28360
Q9NPD3 Q13868
Q9Y3C5 O95405
Q96H86 Q15834
Q13257 P30260
Q9P2R6 O43439
Q9Y624 P20701
Q9UNN4 Q02535
Q86XR7 O15455
Q14831 Q71U36
Q12933 Q99618
P25685 P16278
P55774 Q13432
Q9Y5X1 Q13444
P49815 Q9Y243
P33151 Q06124
O15151 Q93009
Q15139 Q06187
Q96N67 P60953
P30154 P13569
Q99618 P63208
P0DP25 Q14833
P27348 Q9H0B6
P41240 P06239
Q99689 Q9UQE7
Q92851 P19438
P27487 P16619
Q13459 P0DP25
P51116 Q93062
O60331 P98164
P17612 P17600
P78314 P43403
Q9BQ66 Q9H9D4
O75676 P01100
P53567 P49716
P06493 P31350
Q9HAU4 Q6ZNA4
Q9H0E9 P30291
P43405 P52735
P55771 Q9UGL1
P25686 P62979
Q8WYP3 P61020
O15530 Q13418
O00463 P36941
Q9H165 P24468
O75525 Q13242
Q13133 O75376
Q9UHD4 O76075
P43351 P15927
Q13526 O43292
P28223 O60674
P28482 P00750
O60507 Q14242
O43639 Q8IZP0
P21246 P63244
Q9UQC2 P20963
Q96IZ0 Q05513
Q14055 Q99689
P00734 Q16613
P10827 P24385
P36873 P04637
P17028 Q9NWS9
P40145 P0DP25
P04792 Q9Y3C7
Q86V24 Q15848
P05387 P05386
P30530 O14672
P17181 P43403
P14672 Q92791
P10600 P37173
P26045 P31946
P12931 P13987
Q07869 P17252
Q13416 P24941
Q16891 P48634
Q9UI14 P62070
P04049 Q92934
Q92830 Q92793
Q9Y6K1 O43463
Q86UL8 P60484
O60934 Q8WXE1
O75525 Q92530
P61956 P28360
P04637 P42680
O75553 Q07954
O14757 Q06609
O60260 P41220
O14893 Q07955
Q8TEW0 Q13009
Q6STE5 P19793
P09874 P07199
Q05516 Q86Y56
P51178 P11233
P49757 P05106
Q96L73 P19793
Q9Y3M8 O60333
Q15172 P48729
P09884 P09874
P56693 P63165
Q08116 Q9BVJ6
P19012 Q9P2K3
Q92841 Q13547
Q12929 P05556
Q15223 Q8TEW0
Q16539 P49137
P19387 P53803
O15162 Q96RN5
Q92905 P14174
P54259 A2VEC9
P36897 P16070
Q92667 P31321
Q86UR5 Q9ULW5
Q9ULX9 Q14494
O00499 Q13426
Q9P2M1 Q9BWF3
Q04724 O14607
P31947 Q07812
P49790 Q9UBU9
P33176 Q6P597
Q7Z569 P01112
Q16555 O14939
P55345 P06400
Q15399 Q9H2U1
Q9NS23 Q13885
Q86YN6 P62508
Q15788 P33076
P26885 P02747
P52292 Q04206
Q99570 Q8NEB9
Q71F23 P58340
P63104 Q9UDY2
P38398 Q13485
P40763 P51617
P22681 P15498
P21246 P07237
Q96BD5 O60341
Q15796 Q86TI0
P21246 O14530
O43707 Q9UMD9
P49023 Q00610
Q9GZR7 Q14181
Q13547 P10275
P56945 O15357
P00533 P11171
O60507 P41597
P35462 P62993
P34972 P30679
Q969P0 P60033
Q969F0 Q96D59
Q9NZ42 P49768
P29350 Q0P6H9
P48551 P63244
O75369 Q9HAU4
O00165 Q14247
P28482 P08047
P32418 P27348
P04843 Q9NRR5
Q9BY84 Q15759
P32246 P10147
P38919 P61326
Q9Y3C5 P62987
P02647 Q03591
P78381 O15162
P26367 Q8NI35
Q53GL0 Q9HCE7
P06756 Q14773
P29074 O43149
P04196 P02671
Q9UGN5 P49450
O95390 Q13705
Q7Z444 P27986
P61981 Q14739
Q9UPT6 P45985
P55039 Q9H446
P19784 P0DP25
O15144 P59998
P84022 Q9UM63
Q12923 P98172
P19784 Q01892
O75052 Q07954
O75628 O00305
Q14654 P63252
